Description, Amount 
"IMMUNOFIX, SERUM",$126.00 
"IMMUNOFIX, URINE",$166.00 
IMMUNOGLOBULIN D,$52.00 
"IMMUNOPEROXIDASE, EACH AB",$124.00 
"IMMUNOSTAIN, EACH ADD'L SINGLE AB - RL",$60.00 
"IMMUNOSTAIN, INITIAL SINGLE  AB, EACH - RL",$60.00 
IMPL RETINAL," 32,875.96 "
IMPLANT LOOP RECORDER,"$17,214.00 "
IMPLANT NEUROSTIM ELECTR EACH," 7,857.13 "
IMPLANTABLE TISSUE MARKER," 1,278.06 "
INCENTIVE SPIROMETRY,$165.00 
INCISION & DRAINAGE MULTI,$271.00 
INCISION & DRAINAGE SINGLE,$271.00 
"INCISION, ABSCESS OF EYELID",$600.00 
incobotulinumtoxinA 100 unit intramuscular solution," 1,446.00 "
INDIA INK,$25.00 
indigotindisulfonate sodium 8 mg/mL (0.8 %) injection solution, 22.50 
indocyanine green 25 mg solution for injection, 12.81 
indomethacin 25 mg capsule, 2.00 
indomethacin 50 mg capsule, 2.00 
indomethacin 50 mg rectal suppository, 127.50 
"INF PUMP, NONPROGRAMMABLE, PERMANENT", 197.01 
"INF PUMP, NONPROGRAMMABLE, TEMPORARY", 295.09 
INFLATION DEVICE,$83.00 
inFLIXimab 100 mg intravenous solution," 3,532.46 "
INFLIXIMAB DRUG LEVEL,$254.00 
infliximab-dyyb 100 mg intravenous solution," 2,867.84 "
INFLUENZA A & B BY MOLECULAR,$260.00 
INFLUENZA A & B VIRUS TESTING,$45.00 
INFLUENZA A AG DETECTION (EIA),$34.00 
INFLUENZA B ANTIGEN (EIA),$34.00 
INFLUENZA VACC ADMIN,$97.00 
"INFUSION PUMP, PROGRAMMABLE"," 26,300.00 "
INHIBIN,$89.00 
INHIBIN B,$74.00 
"INITIAL BURN TX, LOCAL",$164.00 
INJ ARTHROGRAM SHOULDER,$150.00 
"INJ BULKIN AGNT,SYNTHETIC,URINARY TRAC,1 ML SYR"," 1,076.99 "
INJ HYSTEROSALPINGIOGRAM,$270.00 
INJ N BLOCK AXILLARY,"$1,768.00 "
INJ PROC ID SENTINEL NODE,$369.00 
INJ PROCEDURE - RETROGRADE URETHROCYSTO,$177.00 
INJ SING/MULT TRIG 1 OR 2 MUS,$476.00 
INJ SING/MULT TRIG 3 OR MORE,$476.00 
INJ SINOGRAM,$103.00 
INJ SUBCONJUNCTIVAL,$179.00 
INJ TENDON SHEATH/LIGAMENT,$508.00 
INJ VISUAL OF ILEAL CONDUIT/URETEROPYELO,$304.00 
"INJ(S), ANESTHETIC AGENT AND/OR STEROID, PLANTAR COMMON DIGITAL NERVE(S)",$420.00 
INJ(S); SINGLE TENDON ORIGIN/INSERTION,$476.00 
"INJ, THERAPEUTIC; (FOR CARPAL TUNNEL)",$476.00 
"INJ,THER AGENT INTO TENON'S CAPSULE",$511.00 
INJ; CYSTOGRAM,$553.00 
INJECT ANTER CHAMBER; AIR OR LIQUID,"$4,801.00 "
INJECT SACROILIAC JOINT,$142.00 
INJECT SUPRVLV AORTOGRAPHY,$132.00 
INJECTION EXT VENOGRAPHY,$851.00 
"INJECTION FOR CHOLANGIOGRAM, PERQ, EXISTING ACCESS, INCL GUIDE, S&I",$925.00 
"INJECTION PX NEPHROSTOGRAM &/ URETEROGRAM, EXISTING ACCESS, INCL GUID, S&I","$1,379.00 "
INS NON-INDWELL BLADDER CATH,$681.00 
INS OF TEMP PACER SINGLE,"$12,206.00 "
INSERT EMERGENCY AIRWAY / INTUBATION,$457.00 
INSERT IVC FILTER INCL S&I,"$7,476.00 "
INSERT TUNNELED CV CATH = OR >5 YRS OLD,"$4,708.00 "
INSERTION INDWELLING CATH (FOLEY),$125.00 
INSERTION SUPRAPUBIC CATH,"$3,722.00 "
INSERTION TEMP CATH COMPLICATE,$211.10 
INSULIN,$66.00 
INSULIN ANTIBODIES,$60.00 
insulin aspar prot-insulin aspart 100 unit/mL (70-30) subcutaneous pen, 319.34 
insulin aspar prt-insulin aspart 100 unit/mL (70-30) subcutaneous soln, 857.50 
insulin aspart U-100  100 unit/mL subcutaneous pen, 319.34 
insulin aspart U-100  100 unit/mL subcutaneous solution, 826.75 
insulin detemir (U-100) 100 unit/mL (3 mL) subcutaneous pen, 251.78 
insulin detemir (U-100) 100 unit/mL subcutaneous solution, 839.28 
insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp, 133.83 
insulin lispro (U-100) 100 unit/mL subcutaneous solution, 247.23 
insulin NPH isophane U-100 human 100 unit/mL subcutaneous suspension, 413.10 
insulin U-100 regular human 100 unit/mL injection solution, 273.47 
INT REP F/E/N/L/MM <2.5CM,$530.00 
INT REP F/E/N/L/MM 2.6-5.0CM,$252.00 
INT REP F/E/N/L/MM 5.1-7.5CM,$252.00 
INT REP N/H/F/G 2.5CM/<,$252.00 
INT REP N/H/F/G 2.6-7.5CM,$252.00 
INT REP N/H/F/G 7.6-12.5CM,$252.00 
INT REP S/A/T/EX 12.6-20.0CM,$409.41 
INT REP S/A/T/EX 2.5CM/<,$254.00 
INT REP S/A/T/EX 7.6-12.5CM,$252.00 
"INTEGRA BMWD (DRESSING), PER SQ CM"," 11,169.39 "
"INTEGRA MATRIX, PER SQ CM"," 4,122.53 "
INTEGRATED KERATOPROSTHESIS," 13,150.00 "
INTERLEUKIN-2 RECEPTOR,$74.00 
"INTERPHASE ISH, <25, BL/BM- RL",$182.00 
"INTERPHASE ISH, 100-300, BL/BM - RL",$227.00 
"INTERPHASE ISH, 25-99, BL/BM - RL",$140.00 
"INTERROG EVAL, REMOTE, UP TO 90 DAYS, CV MON/LOOP RECW",$95.00 
"INTERROG EVAL, REMOTE, UP TO 90 DAYS, PACER/DEFIB,TECH REVIEW",$97.00 
INTERSPINOUS PROCESS DISTRACTION DEVICE, 197.01 
INTR," 1,087.80 "
INTRAPULMONARY PERCUSSIVE VENTILATION THERAPY,$76.00 
INTRAVITREAL INJ OF PHARM AGEN,$600.00 
INTRINSIC FACTOR BLOCKING AB,$86.00 
INTRO CATH VEIN,$25.00 
"INTRO CATH, AORTA",$396.00 
"INTRO CATH, DIALYSIS CIRCUIT","$1,799.00 "
"INTRO CATH, DIALYSIS CIRCUIT W/TRANSCATH PLCMNT, STENT","$25,638.00 "
"INTRO CATH, DIALYSIS CIRCUIT W/TRANSLML BALLOON ANGIO","$12,685.00 "
"INTRO SHEATH,GUIDIN,INTRACARDIAC EP,FIXED-CURVE", 942.74 
"INTRO/SHEATH, LASER"," 7,613.85 "
"INTRO/SHEATH, NONGUIDING, NONLASER", 387.04 
"INTRO/SHEATH,STRBLE,NON-PEEL"," 2,444.15 "
"INTRODUCER,SHEATH",$132.00 
"IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER 100 MICROCURIES (UCI)",$543.00 
iodine strong (Lugols) 5 % Oral Soln, 113.18 
iodine strong (Lugols) 5 % oral solution, 75.01 
"IODINE, SERUM",$62.00 
iodine-potassium iodide 5 %-10 % topical solution, 2.00 
iodixanol 270 mg iodine/mL intravenous solution, 430.50 
iodixanol 320 mg iodine/mL intravenous solution, 284.19 
iohexol 180 mg iodine/mL intrathecal solution, 144.40 
iohexol 240 mg iodine/mL intravenous solution, 92.29 
iohexol 300 mg iodine/mL intravenous solution, 188.75 
iohexol 350 mg iodine/mL intravenous solution, 217.73 
iohexol 350 mg/mL IV, 157.50 
iopamidol 51 % intravenous solution, 115.38 
iopamidol 61 % intravenous solution, 131.92 
iopamidol 76 % intravenous solution, 137.21 
iopromide 300 mg iodine/mL injection solution, 10.00 
iothalamate meglumine 17.2 % urethral solution, 71.88 
ipilimumab 200 mg/40 mL (5 mg/mL) intravenous solution," 86,084.50 "
ipilimumab 50 mg/10 mL (5 mg/mL) intravenous solution," 21,521.15 "
ipratropium bromide 0.02 % solution for inhalation, 3.30 
ipratropium bromide 17 mcg/actuation HFA aerosol inhaler," 1,078.05 "
ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln, 5.49 
IPV DISPOSABLE BREATHING CIRCUIT,$210.00 
irbesartan 150 mg tablet, 3.84 
irbesartan 75 mg tablet, 7.30 
IRIDOPLASTY BY PHOTOCOAGULAT,$914.00 
IRIDOTOMY BY LASER,$986.00 
irinotecan 100 mg/5 mL intravenous solution, 111.90 
irinotecan 40 mg/2 mL intravenous solution, 82.69 
IRON,$31.00 
"ISLET CELL ANTIBODY, EACH",$113.00 
isoniazid 300 mg tablet, 2.00 
isoproterenol 0.2 mg/mL injection solution," 2,745.02 "
isosorbide 20 mg-hydralazine 37.5 mg tablet, 9.72 
isosorbide dinitrate 10 mg tablet, 2.63 
isosorbide dinitrate 20 mg tablet, 2.00 
isosorbide dinitrate 5 mg tablet, 2.46 
isosorbide mononitrate 10 mg tablet, 2.00 
isosorbide mononitrate 20 mg tablet, 2.00 
"isosorbide mononitrate ER 30 mg tablet,extended release 24 hr", 2.73 
"isosorbide mononitrate ER 60 mg tablet,extended release 24 hr", 2.00 
isosulfan blue 1 % subcutaneous solution, 278.97 
itraconazole 100 mg capsule, 25.17 
IV INFUSION - IRRIGATION OF VN ACCS DEVC,$115.00 
IV INFUSION - UP TO ONE HOUR (HYDRATION),$209.00 
"IV INFUSION, ADD'L SEQ NEW DRUG - UP TO 1 HR",$104.00 
"IV INFUSION, THERAPY - CONCURRENT",$56.00 
"IV INFUSION, THERAPY - EA ADD'L HOUR",$72.00 
"IV INFUSION, THERAPY - UP TO ONE HOUR",$350.00 
IV PUSH EACH ADD'L NEW SUB/DRUG,$104.00 
IV PUSH EACH ADD'L SEQ SAME DRUG/SUB,$100.00 
IV PUSH INITIAL SUBSTANCE/DRUG,$104.00 
IVC FILTER,"$2,557.00 "
ivermectin 3 mg tablet, 13.96 
IVP W/WO TOMOS,$474.00 
"JAK2 EXON 12 MUTATION DETECTION, BLOOD",$385.00 
"JAK2 V617F MUT DETECT, BM",$385.00 
"JAK2 V617F MUTATION, BLD",$291.00 
"JC VIRUS DNA PCR, CSF",$119.00 
JO-1 AUTO AB,$67.00 
JOINT DEVICE (IMPLANTABLE)," 2,763.05 "
JOINT SURVEY 1 OR MORE JOINTS,$250.00 
KAPPA BY ISH,$152.00 
ketamine 100 mg/mL injection solution, 24.58 
ketamine 50 mg/5 mL (10 mg/mL) in 0.9 % sodium chloride IV syringe, 16.03 
ketamine 50 mg/mL injection solution, 10.00 
ketoconazole 2 % shampoo, 67.95 
ketoconazole 2 % topical cream, 328.31 
ketoconazole 200 mg tablet, 11.01 
ketorolac 0.5 % eye drops, 317.55 
ketorolac 10 mg tablet, 5.39 
ketorolac 30 mg/mL (1 mL) injection solution, 14.21 
ketorolac 60 mg/2 mL intramuscular solution, 10.00 
KIDNEY FLOW AND FUNCTION,$897.00 
KIDNEY IMAGING SINGLE W INTERV,$897.00 
KIDNEY STONE ANALYSIS,$48.00 
"KIT, PEG (ANY)",$206.00 
"KIT, SERVICE/WRENCH (MEDT)",$214.00 
"KIT, SNARE 5-25MM",$763.00 
"KIT, STENT, INTRODUCER BSI","$5,550.00 "
KNEE 1-2 VIEWS,$248.00 
KNEE COMPLETE,$248.00 
KNEE MIN 3 VIEWS,$248.00 
KNEES BILAT AP STANDING,$124.00 
"KOH - SKIN, HAIR, OR NAILS",$25.00 
KOH PREP - OTHER SOURCE,$25.00 
KU AUTO AB,$66.00 
labetalol 100 mg Tab, 3.37 
labetalol 100 mg tablet, 2.00 
labetalol 200 mg tablet, 2.00 
labetalol 300 mg tablet, 2.00 
labetalol 5 mg/mL intravenous solution, 10.00 
LACOSAMIDE (VIMPAT LEVEL),$78.00 
lacosamide 100 mg tablet, 40.39 
lacosamide 50 mg tablet, 28.42 
LACTATE - ISTAT,$86.00 
"LACTATE DEHYDROGENASE TOTAL, BODY FLUID - RL",$35.00 
lactated Ringers intravenous solution, 12.50 
lactated ringers IV, 10.00 
LACTIC ACID,$61.00 
"Lactobacillus acidophilus, bulgaricus 100 million cell granules packet", 5.08 
"LACTOFERRIN DETECT, STOOL",$141.00 
lactulose 10 gram/15 mL (15 mL) oral solution, 3.30 
lactulose 10 gram/15 mL oral solution, 56.25 
lactulose 20 gram/30 mL oral solution, 2.00 
LAMBDA BY ISH,$152.00 
lamiVUDine 150 mg tablet, 14.57 
lamiVUDine 150 mg-zidovudine 300 mg tablet, 38.82 
LAMOTRIGINE (LAMICTAL),$48.00 
lamoTRIgine 100 mg tablet, 4.61 
lamoTRIgine 25 mg chewable dispersible tablet, 8.00 
lamoTRIgine 25 mg tablet, 8.52 
lanreotide 120 mg/0.5 mL subcutaneous syringe," 21,747.00 "
"lansoprazole 15 mg delayed release,disintegrating tablet", 41.51 
latanoprost 0.005 % eye drops, 240.06 
LAYER CLOSURE OF WOUND 2.6-7.5CM,$601.00 
LDH-BLOOD OR BODY FLUID,$35.00 
LDL CHOLESTEROL (BETA QUANT),$138.00 
"LEAD, AICD, DUAL COIL"," 7,907.73 "
"LEAD, AICD, ENDO SINGLE COIL"," 7,947.62 "
"LEAD, BLOOD",$69.00 
"LEAD, DURATA 7122 SGL COIL"," 1,301.85 "
"LEAD, LEFT VENTRIC. CORONARY VENOUS SYS"," 4,442.82 "
"LEAD, NEUROSTIMULATOR"," 5,312.19 "
"LEAD, NEUROSTIMULATOR TEST KIT", 921.18 
"LEAD, URINE",$69.00 
"LEAD,AICD,OTHER THAN ENDOCARDIAL SNGL/DUAL COIL"," 14,465.00 "
"LEAD,PACEMKR,OTHER THAN TRANSVENO VDD SNGL PASS"," 1,237.43 "
LEG AP/LAT (TIBIA/FIBULA),$248.00 
"LEGIONELLA AG, URINE",$69.00 
LEGIONELLA CULT,$38.00 
LEGIONELLA PNEUMOPHILA TEM-PCR,$49.00 
"LENS, ASTIGMATISM CORRECTING"," 1,537.00 "
"LENS, INTRAOCULAR (NEW TECHNOLOGY)"," 1,301.85 "
"LENS, INTRAOCULAR POSTERIOR", 417.74 
"LENS, INTRAOCULAR, ANTERIOR", 326.12 
"LENS, PRESBYOPIA CORRECTING"," 2,329.01 "
LEPTOSPIRA ANTIBODY,$122.00 
"LESION DESTRUC (EG LASER,ELECTROSURGERY)",$83.00 
letrozole 2.5 mg tablet, 45.34 
leucovorin calcium 100 mg solution for injection, 89.00 
leucovorin calcium 200 mg solution for injection, 96.00 
leucovorin calcium 350 mg solution for injection, 128.41 
leucovorin calcium 5 mg tablet, 7.10 
leucovorin calcium 50 mg solution for injection, 39.00 
leucovorin calcium 500 mg solution for injection, 265.13 
"LEUKOCYTE EXAM, FECES",$25.00 
leuprolide 11.25 mg (3 month) intramuscular syringe kit," 11,020.20 "
leuprolide 22.5 mg (3 month) intramuscular syringe kit," 13,161.14 "
leuprolide 3.75 mg intramuscular syringe kit," 3,673.35 "
leuprolide 7.5 mg intramuscular syringe kit," 5,281.87 "
levalbuterol 0.63 mg/3 mL solution for nebulization, 12.49 
levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization, 18.37 
LEVETIRACETAM (KEPPRA),$48.00 
"levETIRAcetam 1,000 mg/100 mL in sodium chloride(iso-osm) IV piggyback", 122.50 
levETIRAcetam 250 mg tablet, 5.53 
levETIRAcetam 500 mg tablet, 3.13 
levETIRAcetam 500 mg/100 mL in sodium chloride (iso-osm) IV piggyback, 72.38 
levETIRAcetam 500 mg/5 mL (5 mL) oral solution, 23.36 
levETIRAcetam 500 mg/5 mL intravenous solution, 44.43 
levoFLOXacin 250 mg tablet, 2.00 
levoFLOXacin 250 mg/50 mL in 5 % dextrose intravenous piggyback, 18.00 
levoFLOXacin 500 mg tablet, 47.45 
levoFLOXacin 500 mg/100 mL in 5 % dextrose intravenous piggyback, 24.75 
levoFLOXacin 750 mg/150 mL in 5 % dextrose intravenous piggyback, 18.75 
LEVOleucovorin 50 mg intravenous powder for solution, 300.00 
levothyroxine 100 mcg intravenous solution, 316.74 
levothyroxine 100 mcg tablet, 2.00 
levothyroxine 112 mcg tablet, 2.00 
levothyroxine 12.5 mcg tab, 2.00 
levothyroxine 125 mcg tablet, 2.00 
levothyroxine 137 mcg tablet, 2.00 
levothyroxine 150 mcg tablet, 2.00 
levothyroxine 175 mcg tablet, 2.00 
levothyroxine 200 mcg intravenous solution, 633.48 
levothyroxine 25 mcg tablet, 2.00 
levothyroxine 50 mcg tablet, 2.00 
levothyroxine 75 mcg tablet, 2.00 
levothyroxine 88 mcg tablet, 2.00 
LEXISCAN 0.1MG,$164.25 
LGI1 ANTIBODY,$505.00 
LH,$105.00 
LHRT ART/GRFT ANGIO,"$7,744.00 "
LHRT ARTERY/VENTRICLE ANGIO,"$7,744.00 "
lidocaine (PF) 10 mg/mL (1 %) injection solution, 10.00 
lidocaine (PF) 100 mg/5 mL (2 %) injection syringe, 10.00 
lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe, 10.67 
lidocaine (PF) 20 mg/mL (2 %) injection solution, 10.00 
"lidocaine (PF) 20 mg/mL (2 %) injection solution,lidocaine (PF) 20 mg/mL (2 %) intravenous solution", 10.00 
lidocaine (PF) 20 mg/mL (2 %) intravenous solution, 10.00 
lidocaine (PF) 40 mg/mL (4 %) injection solution, 12.99 
lidocaine (PF) 8 mg/mL (0.8 %) in 5 % dextrose intravenous solution, 22.50 
"lidocaine 1 %-epinephrine 1:100,000 injection solution", 10.00 
"lidocaine 1.5 %-epinephrine 1:200,000 injection solution", 10.00 
lidocaine 10 mg/mL (1 %) injection solution, 10.00 
lidocaine 2 % mucosal jelly, 33.68 
lidocaine 2 % mucosal jelly in applicator, 24.36 
lidocaine 2 % mucosal solution, 21.38 
lidocaine 20 mg/mL (2 %) injection solution, 11.44 
"lidocaine 20 mg/mL (2 %)-epinephrine 1:100,000 injection solution", 10.00 
lidocaine 5 % topical ointment, 661.50 
lidocaine 5 % topical patch, 32.55 
"lidocaine 70 mg-tetracaine 70 mg patch, medicated self-heating", 48.51 
"lidocaine-epinephrine (PF) 1 %-1:200,000 injection solution", 10.00 
lidocaine-prilocaine 2.5 %-2.5 % topical cream, 22.79 
"LIGATOR, BAND MULTIPLE (ANY)",$389.00 
LIMITED 2D M MODE ECHO EXAM,$730.00 
linezolid 600 mg tablet, 264.39 
linezolid in 5% dextrose in water 600 mg/300 mL intravenous piggyback, 257.63 
liothyronine 25 mcg tablet, 2.32 
liothyronine 5 mcg tablet, 2.95 
LIPASE,$39.00 
"LIPASE, BODY FLUID - RL",$27.00 
"lipase-protease-amylase 12,000-38,000-60,000 unit capsule,delayed rel", 8.79 
LIPID PROFILE,$69.00 
LIPOPROTEIN (A),$46.00 
lisinopril 10 mg tablet, 2.22 
lisinopril 2.5 mg tablet, 2.00 
lisinopril 20 mg tablet, 2.00 
lisinopril 5 mg tablet, 2.00 
lithium carbonate 300 mg capsule, 2.00 
"LITHIUM, BLOOD",$38.00 
LIVER ELASTOGRAPHY W/OUT IMAG W/INTERP & REPORT,$359.00 
long chain triglycerides 7.5 gram-67.5 kcal/15 mL oral emulsion, 8.11 
LOOP RECORDER CONFIRM,"$9,625.00 "
LOOP RECORDER INTERROG.,$65.00 
loperamide 1 mg/5 mL oral liquid, 7.73 
loperamide 2 mg capsule, 2.41 
lopinavir-ritonavir 200 mg-50 mg tablet, 25.60 
lopinavir-ritonavir 400 mg-100 mg/5 mL oral solution, 40.45 
loratadine 10 mg tablet, 2.00 
LORazepam 0.5 mg tablet, 2.00 
LORazepam 1 mg tablet, 2.00 
LORazepam 2 mg tablet, 2.00 
LORazepam 2 mg/mL injection solution, 10.00 
"lorazepam 2 mg/mL injection solution,lorazepam 2 mg/mL injection syringe", 10.00 
LORazepam 2 mg/mL oral concentrate, 51.43 
losartan 25 mg Tab, 4.21 
losartan 25 mg tablet, 2.06 
losartan 50 mg-hydrochlorothiazide 12.5 mg tablet, 6.26 
lovastatin 10 mg tablet, 2.96 
lovastatin 20 mg tablet, 3.17 
LOWER EXTREMITIES INFANT BIL,$124.00 
LUMBAR PUNCTURE FOR DRAINAGE,$931.00 
"LUMINEX C1Q SA CLASS I, EACH",$611.00 
"LUMINEX C1Q SA CLASS II, EACH",$555.00 
LUMINEX DSA SA BEADS-CLASS I,$611.00 
LUMINEX DSA SA BEADS-CLASS II,$555.00 
LUNG NGS PANEL,$915.00 
LUNG VOLUMES,$126.00 
lurasidone 20 mg tablet, 244.68 
lurasidone 40 mg tablet, 122.34 
lurasidone 60 mg tablet, 81.56 
lurasidone 80 mg tablet, 61.17 
"LYME DISEASE AB CONFIRM, EACH",$89.00 
LYME DISEASE ANTIBODIES,$95.00 
LYME DISEASE DNA BY PCR QUAL,$195.00 
LYSOZYME - RL,$107.00 
M. TUBERCULOSIS DNA BY PCR,$199.00 
MAA UP TO 5 MCL DX,$315.00 
MAC ANESTH - TOTAL MINUTES,$3.00 
MACROSCOPIC EXAM-PARASITE,$25.00 
"MAG AB IGM, WB",$150.00 
MAGNESIUM,$38.00 
magnesium citrate oral solution, 5.84 
magnesium hydroxide 400 mg/5 mL oral suspension, 3.28 
magnesium oxide 400 mg (241.3 mg magnesium) tablet, 2.00 
magnesium sulfate 1 gram/100 mL in dextrose 5 % intravenous piggyback, 23.38 
magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback, 45.94 
magnesium sulfate 4 mEq/mL (50 %) injection solution, 10.00 
"MAGNESIUM, FECES",$3.00 
"MAGNESIUM, RBC",$36.00 
"MAGNESIUM, URINE",$38.00 
MALARIA SMEAR,$35.00 
"MALIGNANT LESION TRUNK,ARMS,LEGS .6-1.0 CM",$811.00 
"MAMMO W/WO CAD, DIAGNOSTIC, BILAT",$262.00 
"MAMMO W/WO CAD, DIAGNOSTIC, UNILAT",$215.00 
"MAMMO W/WO CAD, SCREENING, BILAT",$263.00 
MANDIBLE COMPLETE>4 VIEWS,$124.00 
MANDIBLE LIMITED <4VIEWS,$124.00 
manganese chloride 0.1 mg/mL intravenous solution, 10.34 
mannitol 20 % intravenous solution, 57.50 
mannitol 25 % intravenous solution, 17.75 
MANUAL THERAPY TECHNIQUE - EA 15 MIN OT,$63.00 
MANUAL THERAPY TECHNIQUE - EA 15 MIN PT,$63.00 
"MASSAGE, EACH 15 MIN-OT",$54.00 
"MASSAGE, EACH 15 MIN-PT",$54.00 
MASTOIDS LTD<3VIEWS PER SIDE,$308.00 
"MAT FOR VOCAL CORD MEDIALIZATION, SYNTH.", 898.84 
"MATRISTEM MICROMATRIX, 1MG"," 2,218.80 "
MDI (METERED DOSE INHALER) TREATMENT,$78.19 
"MDI / ACAPELLA INSTRUCT, ONCE A DAY",$78.19 
"MDS FISH, INITIAL PROBES EACH",$121.00 
"measles,mumps,rubella vaccine live(PF)1,000-12,500TCID50/0.5 mL subcut", 206.01 
"MECH THROMBECTOMY/INFUS, DIALYSIS CIRCUIT W/ TRANSLML BALLOON ANGIO","$25,638.00 "
"MECH THROMBECTOMY/INFUS, DIALYSIS CIRCUIT W/TRANSCATH PLCMNT, STENT","$38,860.00 "
MECHANICAL TRACTION THERAPY - PT,$36.00 
meclizine 12.5 mg tablet, 2.00 
meclizine 25 mg tablet, 2.00 
MED NUTRTN GRP EA 30 MIN,$38.00 
MED NUTRTN TH INIT 15 MIN,$77.00 
MED NUTRTN TH REEVAL 15 MIN,$70.00 
MED/SURG SUP & DEVICES GENERAL CLASSIFICATION, 441.84 
MED/SURG SUP & DEVICES INTRAOCULAR LENS, 128.87 
MED/SURG SUP & DEVICES STERILE SUPPLY, 704.29 
medroxyprogesterone 10 mg tablet, 2.00 
medroxyprogesterone 150 mg/mL intramuscular suspension, 397.22 
medroxyprogesterone 150 mg/mL intramuscular syringe, 288.00 
"medroxyprogesterone 150 mg/mL intramuscular vial,medroxyprogesterone 150 mg/mL intramuscular syringe", 372.97 
medroxyprogesterone 2.5 mg tablet, 2.00 
medroxyprogesterone 400 mg/mL intramuscular suspension, 646.65 
megestrol 400 mg/10 mL (10 mL) oral suspension, 5.31 
"MEMODERM/DERMA/TRANZ/INTEGUP, PER SQ CM"," 5,699.74 "
MEN 1 GENE DEL/DUP,$435.00 
MEN 1 GENE SEQUENCING,$800.00 
"meningoc vac A,C,Y,W-135 dip (PF) 4 mcg/0.5 mL intramuscular solution", 346.65 
"meningococcal B vac,4-cmp 50 mcg-50 mcg-50 mcg-25 mcg/0.5mL IM syringe", 486.00 
"meningococcal vaccine A,C,Y,W-135 (PF) 50 mcg subcutaneous solution", 367.26 
meperidine (PF) 25 mg/mL injection solution, 10.00 
"meperidine (PF) 25 mg/mL injection solution,meperidine (PF) 25 mg/mL injection syringe", 10.00 
meperidine (PF) 50 mg/mL injection solution, 10.00 
meperidine 50 mg tablet, 7.55 
mepivacaine (PF) 10 mg/mL (1 %) injection solution, 10.00 
mepivacaine (PF) 20 mg/mL (2 %) injection solution, 10.00 
mepolizumab 100 mg subcutaneous solution," 8,606.01 "
"MERCURY, BLOOD",$89.00 
"MERCURY, URINE",$89.00 
meropenem 1 gram intravenous solution, 66.34 
meropenem 1 gram IV Solution, 175.65 
meropenem 1 gram/50 mL in 0.9% sodium chloride intravenous piggyback, 66.00 
meropenem 500 mg intravenous solution, 30.00 
meropenem 500 mg/50 mL in 0.9% sodium chloride intravenous piggyback, 48.84 
mesalamine 400 mg capsule (with delayed release tablets inside), 10.63 
mesna 100 mg/mL intravenous solution, 108.50 
METACARPOPHALANGEAL JOINT IMPLANT," 2,630.96 "
"METANEPHRINE, URINE",$96.00 
"METANEPHRINES, PLASMA",$96.00 
METASTATIC SURVEY COMPLETE,$208.00 
METATARSAL JOINT IMPLANT," 9,205.96 "
metformin 500 mg Tab, 3.52 
metFORMIN 500 mg tablet, 2.00 
metFORMIN 850 mg tablet, 2.00 
methadone 10 mg tablet, 2.00 
"METHADONE CONFIRM, UR",$112.00 
METHANOL,$92.00 
methIMAzole 10 mg tablet, 2.00 
methIMAzole 5 mg tablet, 2.00 
methocarbamol 100 mg/mL injection solution, 99.13 
methocarbamol 500 mg tablet, 2.00 
methocarbamol 750 mg tablet, 2.00 
METHOTREXATE,$56.00 
methotrexate sodium (PF) 25 mg/mL injection solution, 39.00 
methotrexate sodium 2.5 mg tablet, 15.59 
methotrexate sodium 25 mg/mL injection solution, 50.48 
methyldopa 250 mg tablet, 2.00 
methylene blue (antidote) 1 % (10 mg/mL) intravenous solution, 191.09 
methylene blue (antidote) 5 mg/mL (0.5 %) intravenous solution, 559.33 
METHYLENEDIOXYAMPHETAMINES - RL,$43.00 
methylergonovine 0.2 mg/mL (1 mL) injection solution, 59.33 
"METHYLMALONIC ACID, BLD",$92.00 
methylnaltrexone 12 mg/0.6 mL subcutaneous syringe, 218.00 
methylnaltrexone 8 mg/0.4 mL subcutaneous syringe, 326.99 
methylphenidate 5 mg tablet, 2.00 
methylprednisolone 16 mg tablet, 2.00 
methylprednisolone 4 mg tablet, 2.02 
methylprednisolone acetate 40 mg/mL suspension for injection, 10.00 
methylprednisolone acetate 80 mg/mL suspension for injection, 52.00 
"methylprednisolone sod succ (PF) 1,000 mg/8 mL intravenous solution", 170.40 
methylprednisolone sod succ (PF) 125 mg/2 mL solution for injection, 18.60 
methylprednisolone sod succ (PF) 40 mg/mL solution for injection, 18.05 
"methylprednisolone sodium succ 1,000 mg intravenous solution,methylprednisolone sod succ (PF) 1,000 mg/8 mL intravenous solution", 132.91 
"methylprednisolone sodium succ 125 mg solution for injection,methylprednisolone sod succ (PF) 125 mg/2 mL", 28.24 
"methylprednisolone sodium succ 40 mg/mL solution for injection,methylprednisolone sod succ (PF) 40 mg/mL solution for injection,methylprednisolone sodium succ 40 mg solution for injection", 16.04 
"methylprednisolone sodium succinate 1,000 mg intravenous solution", 114.17 
methylprednisolone sodium succinate 500 mg intravenous solution, 69.36 
metoclopramide 10 mg tablet, 2.00 
metoclopramide 5 mg tablet, 2.00 
