Description, Amount 
mitoMYcin 5 mg intravenous solution," 1,936.22 "
"MOD CONSCIOUS SEDATION, OTHER PHYS, < 5 YRS, FIRST 15 MIN",$288.00 
"MOD CONSCIOUS SEDATION, SAME PHYS, 5+ YRS, FIRST 15 MIN",$154.00 
"MOD CONSCIOUS SEDATION, SAME PHYS, EA ADDTL 15 MIN",$33.00 
modafinil 100 mg tablet, 103.76 
moexipril 7.5 mg tablet, 4.86 
mometasone 0.1 % topical cream, 102.06 
mometasone 220 mcg (14 doses) breath activated powder inhaler, 310.63 
mometasone 50 mcg/actuation nasal spray," 1,056.01 "
MONOSPOT,$59.00 
montelukast 10 mg tablet, 9.31 
MORCELLATOR," 2,303.75 "
morphine (PF) 0.5 mg/mL injection solution, 40.10 
morphine (PF) 55 mg/55 mL(1 mg/mL) in 0.9% sod.chloride IV PCA Syringe, 73.09 
morphine 10 mg/5 mL oral solution, 2.08 
morphine 10 mg/mL injection solution, 29.00 
"morphine 10 mg/mL injection solution,morphine 10 mg/mL injection syringe,morphine 10 mg/mL intravenous cartridge,morphine 10 mg/mL intravenous solution,morphine 10 mg/mL intravenous syringe", 29.00 
morphine 10 mg/mL intravenous solution, 29.00 
morphine 15 mg/mL injection solution, 29.00 
"morphine 2 mg/mL injection syringe,morphine 2 mg/mL intravenous syringe,morphine 2 mg/mL intravenous cartridge,morphine 2 mg/mL (1 mL) in 0.9 % sodium chloride intravenous syringe,morphine (PF) 2 mg/mL in 0.9% sodium chloride intravenous syringe,morphine 2 mg/mL injection solution", 29.53 
morphine 2 mg/mL intravenous cartridge, 29.00 
"morphine 30 mg/30 mL (1 mg/mL) intravenous PCA syringe,morphine 30 mg/30 mL (1 mg/mL) in 0.9% sodium chloride IV PCA syringe,morphine (PF) 30 mg/30 mL PCA intravenous solution", 50.40 
"morphine 4 mg/mL injection syringe,morphine 4 mg/mL intravenous solution,morphine 4 mg/mL intravenous syringe,morphine 4 mg/mL intravenous cartridge,morphine 4 mg/mL injection solution", 10.00 
morphine 4 mg/mL intravenous cartridge, 29.00 
morphine 4 mg/mL intravenous solution, 10.00 
morphine 5 mg/mL injection solution, 29.00 
"morphine ER 15 mg tablet,extended release", 15.16 
"morphine ER 30 mg tablet,extended release", 14.41 
"MORPHOMETRIC IHC QNT/SEMI, EA",$137.00 
MOTION FLUORO SWALLOW;CINE/VID,$811.00 
moxifloxacin 0.5 % eye drops, 689.89 
moxifloxacin 400 mg tablet, 111.59 
moxifloxacin 400 mg/250 mL-sodium chloride(iso) intravenous piggyback, 233.38 
"moxifloxacin 400 mg/250 mL-sodium chloride(iso) intravenous piggyback,moxifloxacin 400 mg/250 mL-sodium acet,sul-water intravenous piggyback", 233.38 
"MPI SPECT, MULTIPLE","$2,803.00 "
"MPL EXON 10 MUTATION DETECTION, R",$572.00 
MPN (JAK2 V617F) - RL,$270.00 
MRA HEAD W/O CONTRAST,"$2,090.00 "
MRA NECK W/AND/WO CONTRAST,"$3,946.00 "
MRA NECK W/O CONTRAST,"$2,285.00 "
MRI BRAIN W/O CONTRAST,"$3,275.00 "
MRI BRAIN W/WO CONTRAST,"$6,856.00 "
MRI LO EXT W&W/O CONTRAS,"$4,445.00 "
MRI LOW EXT JT W/CONTRAST BOTH,"$2,006.00 "
MRI LOW EXT JT W/O CONTR,"$2,181.00 "
MRI LOW EXT JT W/WO CONT,"$4,135.00 "
MRI LOW EXT W/O CONTRAST,"$2,165.00 "
MRI ORB/FACE/NECK W&W/O CONTR,"$3,055.00 "
MRI ORBIT FACE & NECK W/O CONT,"$2,408.00 "
MRI PELVIS W & W/O CONTRAST,"$2,897.00 "
MRI PELVIS W/O CONTRAST,"$2,539.00 "
MRI SPINE CERVICAL W/O CONTRAS,"$2,233.00 "
MRI SPINE CERVICAL W/WO CONTR,"$4,622.00 "
MRI SPINE LUMBAR W/WO CONTRA,"$4,574.00 "
MRI SPINE LUMBAR WITHOUT CONTRAST,"$2,356.00 "
MRI SPINE THORACIC W/O CONTRAS,"$2,436.00 "
MRI SPINE THORACIC W/WO CONT,"$4,622.00 "
MRI UP EXT JT W&W/O CONT,"$2,886.00 "
MRI UP EXT JT W/CONTRAST,"$2,629.00 "
MRI UP EXT JT W/O CONTRAS,"$2,089.00 "
MRI UP EXT W&W/O CONTRAS,"$4,446.00 "
MRI UP EXT W/O CONTRAST,"$2,212.00 "
multivitamin oral liquid, 13.41 
"MUMPS AB, IGG",$106.00 
MUMPS ANTIBODIES IGM (EIA),$226.00 
mupirocin 2 % topical ointment, 238.87 
"mvi,adult no.4 with vit K 3300 unit-150 mcg/10 mL intravenous solution", 103.98 
MYCOBAC CULTURE(AFB),$77.00 
"MYCOBAC ORG ID DEFIN, EACH",$83.00 
MYCOBACTERIUM ID BY PROBE-EACH,$131.00 
mycophenolate mofetil 250 mg capsule, 13.80 
MYCOPLASMA GENITALIUM PCR,$119.00 
"MYOGLOBIN, URINE",$176.00 
Na nitrite-Na thiosul-amyl nitrate 300 mg/10 mL-12.5 gram/50 mL IV kit," 1,627.88 "
NABFERON (IFNB-1) NEUTRALIZ AB,"$1,055.00 "
nabumetone 500 mg tablet, 3.71 
nadolol 20 mg tablet, 12.42 
naloxone 0.4 mg/mL injection solution, 49.15 
"naloxone 0.4 mg/mL injection solution,naloxone 0.4 mg/mL injection syringe", 48.28 
naloxone 1 mg/mL injection syringe, 157.60 
naltrexone 50 mg tablet, 7.86 
"naltrexone ER 380 mg intramuscular suspension,extended release"," 5,516.80 "
naproxen 250 mg tablet, 2.72 
NASAL BONES COMP 3VIEWS,$208.00 
NASAL PACK/CAUTERY ANT COM,$300.00 
NASAL PACKING/CAUTERY ANT,$274.00 
NASO-GASTRIC TUBE PLACEMENT,$576.00 
nateglinide 60 mg tablet, 6.83 
NATRIURETIC PEPTIDE ASSAY,$196.00 
nebivolol 5 mg tablet, 9.32 
NECK SOFT TISSUE,$207.00 
"NEEDLE, SCLERO",$114.00 
"NEG PRESS WOUND TX, UTILIZE DME,  >50CM",$158.00 
"NEG PRESS WOUND TX, UTILIZE DME, <= 50CM",$145.00 
"neomycin 1.75 mg-polymyxin 10,000 unit-gramicidin 0.025mg/mL eye drops", 310.77 
"neomycin 3.5 mg-polymyxin 10,000 unit-hydrocort 10 mg/mL eye drop,susp", 544.19 
"neomycin 40 mg-polymyxin B 200,000 unit/mL GU irrigation solution", 74.79 
neomycin 500 mg tablet, 2.85 
"neomycin-bacitracin-poly-HC 3.5 mg-400-10,000 unit/g-1 % eye ointment", 227.68 
"neomycin-bacitracin-polymyxn 3.5 mg-400 unit-10,000 unit/gram eye oint", 191.60 
"neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint", 16.74 
"neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit-5,000 unit top oint pkt", 2.00 
"neomycin-polymyxin-hydrocort 3.5 mg/mL-10,000 unit/mL-1 % ear solution", 352.38 
neostigmine methylsulfate 0.5 mg/mL intravenous solution, 133.96 
neostigmine methylsulfate 1 mg/mL intravenous solution, 225.19 
neostigmine methylsulfate 5 mg/5 mL (1 mg/mL) intravenous syringe, 119.32 
"NEOX 1K, 1CM"," 4,378.03 "
NEOXFLO / CLARIXFLO 1 MG," 3,592.50 "
"nepafenac 0.1 % eye drops,suspension"," 1,076.25 "
"NERVE BLOCK INJ - BRACHIAL PLEXUS, SINGLE","$2,466.00 "
NERVE BLOCK INJ - CELIAC PLEXUS,"$2,017.00 "
"NERVE BLOCK INJ - FEMORAL, SINGLE",$840.00 
NERVE BLOCK INJ - OTHER PERIPHERAL,"$1,113.00 "
"NERVE BLOCK INJ - SCIATIC, SINGLE","$1,522.00 "
NERVE BLOCK INJ - SPHENOPALATINE GANGLION,$734.00 
NERVE BLOCK INJ - SUPRASCAPULAR,"$1,630.00 "
NERVE BLOCK INJ - SYMPATHETIC (THOR OR LUM),"$1,917.00 "
"NERVE BLOCK INJ - TRIGEMINAL, ANY BRANCH",$449.00 
nesiritide 1.5 mg intravenous solution," 4,464.74 "
"NEURAWRAP NERVE PROTECTOR, PER CM"," 5,642.40 "
NEUROKININ A,$330.00 
"NEUROMUSC RE-EDUC EA, OT",$139.00 
"NEUROMUSCULAR RE-ED, 15MIN-PT",$139.00 
niacin 250 mg tablet, 2.00 
"niacin ER 250 mg capsule,extended release", 2.00 
"niacin ER 250 mg tablet,extended release", 2.00 
"niacin ER 500 mg tablet,extended release 24 hr", 14.42 
NIACIN LEVEL,$63.00 
niCARdipine 20 mg capsule, 7.80 
niCARdipine 30 mg capsule, 7.37 
niCARdipine 40 mg/200 mL in dextrose (iso-osm) intravenous piggyback, 873.00 
niCARdipine 40 mg/200 mL in sodium chloride(iso) intravenous piggyback, 873.00 
"NICOTINE & COTININE, BLD OR UR",$128.00 
nicotine 14 mg/24 hr daily transdermal patch, 8.49 
nicotine 21 mg/24 hr daily transdermal patch, 7.12 
nicotine 7 mg/24 hr daily transdermal patch, 7.50 
NIFEdipine 10 mg capsule, 4.50 
"NIFEdipine ER 30 mg tablet,extended release 24 hr", 4.69 
"nisoldipine ER 8.5 mg tablet,extended release 24 hr", 21.50 
nitrofurantoin macrocrystal 100 mg capsule, 3.09 
nitrofurantoin monohydrate/macrocrystals 100 mg capsule, 11.97 
nitroglycerin 0.1 mg/hr transdermal 24 hour patch, 8.94 
nitroglycerin 0.2 mg/hr transdermal 24 hour patch, 5.77 
nitroglycerin 0.4 mg sublingual tablet, 3.54 
nitroglycerin 0.4 mg/hr transdermal 24 hour patch, 6.57 
nitroglycerin 2 % transdermal ointment, 3.66 
nitroglycerin 400 mcg/spray translingual, 393.83 
nitroglycerin 50 mg/10 mL (5 mg/mL) intravenous solution, 75.88 
nitroglycerin 50 mg/250 mL (200 mcg/mL) in 5 % dextrose intravenous, 100.38 
nitroprusside 50 mg/100 mL (0.5 mg/mL) in 0.9% sodium chloride IV soln, 649.00 
NMR LIPIDS,$31.00 
NMR LIPOPROTEIN TEST,$171.00 
NON-FILTERED TC99M SULF COLL UP TO 20MCI DX,$121.00 
norepinephrine bitartrate 1 mg/mL intravenous solution, 79.86 
norethindrone acetate 5 mg tablet, 4.64 
nortriptyline 10 mg capsule, 2.00 
nortriptyline 25 mg capsule, 2.00 
NOSE TO RECTUM/FOREIGN BODY,$326.00 
NSL WD/S DEB W/O ANES,$459.00 
NSL WD/S DEB W/O ANES-OT,$460.00 
N-TYPE CALCIUM CHANNEL AB,$59.00 
"nystatin 100,000 unit/gram topical cream", 71.47 
"nystatin 100,000 unit/gram topical ointment", 58.80 
"nystatin 100,000 unit/gram topical powder", 113.61 
"nystatin 100,000 unit/mL oral suspension", 18.76 
"nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream", 475.05 
"OASIS TRI-LAYER WD MATRIX, PER SQ CM", 916.92 
"OASIS WD MATRIX, PER SQ CM", 331.20 
OCCULT BLOOD SCREEN,$30.00 
"OCCULT BLOOD, FECES NON-SCREEN",$37.00 
octreotide acetate 200 mcg/mL injection solution, 54.15 
OCULAR DEV INTRAOP DETACHED RETINA," 1,113.00 "
OCULAR IMPLANT," 1,656.41 "
"OCULAR IMPLANT, AQUEOUS DRAINGE ASSIST"," 3,281.50 "
ofloxacin 0.3 % eye drops, 44.57 
OLANZapine 10 mg disintegrating tablet, 36.39 
OLANZapine 10 mg intramuscular solution, 127.31 
OLANZapine 10 mg tablet, 28.92 
OLANZapine 15 mg disintegrating tablet, 36.07 
OLANZapine 2.5 mg tablet, 40.64 
OLANZapine 20 mg disintegrating tablet, 24.38 
OLANZapine 5 mg disintegrating tablet, 49.27 
OLANZapine 5 mg tablet, 46.19 
olmesartan 20 mg tablet, 7.33 
olopatadine 0.1 % eye drops," 1,151.47 "
"omega 3-dha 60 mg-epa 90 mg-fish oil 500 mg capsule, delayed release", 2.00 
"omega 3-dha-epa-fish oil 300 mg-1,000 mg capsule,delayed release,omega-3 fatty acids-fish oil 300 mg-1,000 mg capsule", 2.00 
omega-3 acid ethyl esters 1 gram capsule, 7.24 
"omega-3 fatty acids 1,000 mg capsule", 2.00 
"omega-3 fatty acids-fish oil 340 mg-1,000 mg capsule", 2.00 
"OMNIPAQUE, 1ML",$4.00 
onabotulinumtoxinA 100 unit solution for injection," 2,543.20 "
onabotulinumtoxinA 200 unit solution for injection," 5,067.40 "
ONCOHEME NGS BLD OR BM FOR HEMATOL CANCER,"$1,950.00 "
ondansetron 4 mg disintegrating tablet, 79.94 
ondansetron 8 mg disintegrating tablet, 64.98 
ondansetron HCl (PF) 4 mg/2 mL injection solution, 29.00 
ondansetron HCl 4 mg tablet, 86.72 
ondansetron HCl 4 mg/5 mL oral solution, 68.79 
ondansetron HCl 8 mg tablet, 71.02 
"OPAITES CONFIRM, UR",$118.00 
"OPN TX OF CLOS/OPN DIS PHLNGL FX,FING-THUMB,EACH","$7,936.00 "
OR CONSULT W/FROZ SECT/SMR 1ST,$74.00 
OR TIME LEV I 1ST 15 MIN,"$1,092.00 "
OR TIME LEV I EA ADD 15 MIN,$243.00 
OR TIME LEV II 1ST 15 MIN,"$1,680.00 "
OR TIME LEV II EA ADD 15 MIN,$374.00 
OR TIME LEV III 1ST 15 MIN,"$2,520.00 "
OR TIME LEV III EA ADD 15 MIN,$560.00 
OR TIME LEV IV 1ST 15 MIN,"$3,780.00 "
OR TIME LEV IV EA ADD 15 MIN,$840.00 
ORBITS COMP MIN 4VIEWS,$331.00 
orphenadrine citrate 30 mg/mL injection solution, 97.40 
"orphenadrine citrate ER 100 mg tablet,extended release", 7.85 
ORTHOTIC MGMT&TRAINJ INITIAL ENC – OT,$125.00 
ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN - OT,$145.00 
oseltamivir 30 mg capsule, 49.63 
oseltamivir 6 mg/mL oral suspension, 53.17 
oseltamivir 75 mg capsule, 42.72 
OSMOLALITY - URINE,$134.00 
OSMOLALITY-SERUM,$134.00 
OSSICULA IMPLANT, 687.89 
OT HOT/COLD PACKS BSC,$25.00 
OUTPATIENT/EMERGENCY DIALYSIS,"$1,760.00 "
oxacillim 2 gram Solution for Injection, 114.72 
oxacillin 2 gram solution for injection, 99.56 
"OXALATE, URINE",$155.00 
oxazepam 15 mg capsule, 2.57 
OXCARBAZEPINE (TRILEPTAL),$122.00 
OXcarbazepine 150 mg tablet, 5.19 
OXcarbazepine 300 mg tablet, 4.85 
OXcarbazepine 300 mg/5 mL (60 mg/mL) oral suspension, 73.24 
OXcarbazepine 600 mg tablet, 4.48 
oxybutynin chloride 5 mg tablet, 2.24 
"oxybutynin chloride ER 5 mg tablet,extended release 24 hr", 11.49 
OXYCODONE,$60.00 
oxyCODONE 10 mg tablet, 2.19 
oxyCODONE 5 mg tablet, 2.00 
oxyCODONE 5 mg/5 mL oral solution, 25.83 
"oxyCODONE ER 10 mg tablet,crush resistant,extended release 12 hr", 15.65 
oxyCODONE-acetaminophen 10 mg-325 mg tablet, 12.29 
oxyCODONE-acetaminophen 5 mg-325 mg tablet, 4.71 
OXYGEN HIGH FLOW UP TO 24 HOURS,$360.00 
"OXYGEN, UP TO 24 HOURS",$168.00 
oxymetazoline 0.05 % nasal spray, 3.26 
oxytocin 10 unit/mL injection solution, 29.00 
P/Q-TYPE CALCIUM CHANNEL AB,$59.00 
PACEMAKER DUAL CHAMBER RATE RESPONSIVE," 10,780.93 "
PACEMAKER OTHER THAN SINGLE/DUAL," 22,749.71 "
PACEMAKER SINGLE CHAMBER RATE RESPONSIVE," 8,116.24 "
"PAIN CLINIC DRUG SCREEN, U - RL",$213.00 
"paliperidone ER 1.5 mg tablet,extended release 24 hr", 155.08 
"paliperidone ER 3 mg tablet,extended release 24 hr", 131.00 
"paliperidone ER 6 mg tablet,extended release 24 hr", 53.42 
paliperidone palmitate 117 mg/0.75 mL intramuscular syringe," 5,272.44 "
paliperidone palmitate 156 mg/mL intramuscular syringe," 7,023.93 "
paliperidone palmitate 234 mg/1.5 mL intramuscular syringe," 10,526.10 "
pamidronate 30 mg/10 mL (3 mg/mL) intravenous solution, 132.40 
pamidronate 90 mg/10 mL (9 mg/mL) intravenous solution, 418.00 
pancuronium 1 mg/mL intravenous solution, 38.92 
PANEL CELL-ABY IDENT,$469.00 
"pantoprazole 20 mg tablet,delayed release", 30.46 
pantoprazole 40 mg intravenous solution, 40.00 
pantoprazole 40 mg IV Solution, 72.65 
"pantoprazole 40 mg tablet,delayed release", 15.02 
pantoprazole DR 40 mg granules delayed-release for susp in packet, 57.66 
papaverine 30 mg/mL injection solution, 169.26 
"PARACENTESIS, W/IMAGE GUIDE",$458.00 
"PARAFFIN BATH, OT",$31.00 
"PARAFFIN BATH, PT",$31.00 
PARATHYROID IMAGING WITH SPECT,$999.00 
paregoric 2 mg/5 mL oral liquid," 1,205.20 "
parenteral amino acid 10 % combination no.2 intravenous solution, 90.75 
parenteral amino acid 10 % combination no.6 intravenous solution, 131.00 
parenteral amino acid 8.5 % combination no.2 intravenous solution, 36.75 
paricalcitol 1 mcg capsule, 38.82 
paricalcitol 2 mcg/mL intravenous solution, 44.45 
paricalcitol 5 mcg/mL intravenous solution, 82.63 
PARoxetine 10 mg tablet, 4.90 
PARoxetine 20 mg tablet, 2.93 
"PARoxetine ER 12.5 mg tablet,extended release 24 hr", 19.52 
PARTIAL THROMBOPLASTIN TIME,$93.00 
"PARVOVIRUS B-19 AB, IGG",$143.00 
"PARVOVIRUS B-19 AB, IGM",$25.00 
PARVOVIRUS B19 DNA QUAN BY PCR,$312.00 
"PATIENT PROGRAMMER, NEUROSTIMULATOR"," 2,493.87 "
patiromer calcium sorbitex 8.4 gram oral powder packet, 122.85 
"PCI ACUTE MI, ALL INTERV'S","$2,224.00 "
PCI CHRONIC TOTAL OCCLUSION,"$2,224.00 "
PCI OF OR THRU BYPASS,"$1,983.00 "
pediatric multivitamin-iron chewable tablet, 2.00 
peg 3350-electrolytes 236 gram-22.74 gram-6.74 gram-5.86 gram solution, 103.00 
PELVIS 1 OR 2 VIEWS,$206.00 
PELVIS 3 VIEWS,$230.00 
"penicillin G benzathine 1,200,000 unit/2 mL intramuscular syringe", 349.47 
"penicillin G benzathine 2,400,000 unit/4 mL intramuscular syringe", 357.59 
"penicillin G benzathine 600,000 unit/mL intramuscular syringe", 400.61 
"penicillin G benzathine and procaine 1,200,000 unit/2 mL IM syringe", 545.86 
penicillin G potassium 5 million unit Solution for, 82.12 
penicillin G potassium 5 million unit solution for injection, 72.17 
penicillin G sodium 5 million unit solution for injection, 59.32 
penicillin V potassium 125 mg/5 mL oral solution, 31.85 
penicillin V potassium 250 mg tablet, 2.40 
pentosan polysulfate sodium 100 mg capsule, 37.24 
"pentoxifylline ER 400 mg tablet,extended release", 4.62 
PERC CORONARY THROMB. MECHANICAL,$773.00 
PERC D-E COR REVASC CHRO SIN,"$1,893.00 "
PERC D-E COR REVASC T CABG S,"$1,670.00 "
PERCLOSE,$648.00 
perflutren protein-type a microspheres 0.22 mg/mL intravenous susp, 98.28 
PERI. PTA BALLOON,"$1,383.00 "
PERI. XXL BALLOON,$742.00 
PERICARDIOCENTESIS KIT,$450.00 
PERICARDIOCENTESIS S&I,$283.00 
"PERICARDIOCENTHESIS, INITIAL",$446.00 
permethrin 5 % topical cream, 433.23 
"PERNICIOUS ANEMIA CASCADE, VIT B-12",$39.00 
perphenazine 2 mg tablet, 6.88 
PERQ CERVICOTHORACIC VERTEBROPLASY INJECT UNI/BILAT,"$7,936.00 "
pH test 15 feet, 139.23 
"PH, STOOL",$115.00 
PHARYNX /ESOPHAGUS W/CINERAD,$322.00 
phenazopyridine 100 mg tablet, 7.41 
phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir, 22.95 
PHENOBARBITAL,$134.00 
PHENobarbital 100 mg tablet, 2.00 
PHENobarbital 20 mg/5 mL (4 mg/mL) oral elixir, 120.32 
PHENobarbital 30 mg tablet, 2.00 
PHENobarbital 32.4 mg tablet, 2.33 
PHENobarbital 60 mg tablet, 2.00 
PHENobarbital 64.8 mg tablet, 2.00 
PHENobarbital sodium 130 mg/mL injection solution, 226.74 
PHENobarbital sodium 65 mg/mL injection solution, 106.36 
phentolamine 5 mg injection solution," 1,804.00 "
phenylephrine 0.25 %-mineral oil 14 %-petrolatm 74.9 % rectal ointment, 10.37 
phenylephrine 0.5 % nasal spray, 22.73 
phenylephrine 1 %-ketorolac 0.3 % intraocular concentrate for irrig," 1,953.00 "
phenylephrine 1 mg/10 mL (100 mcg/mL) in 0.9 % sod.chloride IV syringe, 29.00 
phenylephrine 10 % eye drops, 171.50 
phenylephrine 10 mg/mL injection solution, 51.91 
phenylephrine 2.5 % eye drops, 142.21 
"phenytoin 100 mg/4 mL Oral Susp,phenytoin 100 mg/4 mL Oral Susp", 19.79 
phenytoin 100 mg/4 mL oral suspension, 30.24 
phenytoin 125 mg/5 mL oral suspension, 65.79 
phenytoin 50 mg chewable tablet, 3.80 
PHENYTOIN DILANTIN,$145.00 
phenytoin sodium 50 mg/mL intravenous solution, 29.00 
phenytoin sodium extended 100 mg capsule, 2.29 
"PHENYTOIN, FREE",$104.00 
PHOSPHATIDYLETHANOL,$82.00 
"PHOSPHOLIPASE A2 RECEPTOR IFA, S -RL",$205.00 
"PHOSPHOLIPASE A2 RECEPTOR TITER, S -RL",$205.00 
PHOSPHORUS,$56.00 
"PHOSPHORUS, URINE",$96.00 
physostigmine 1 mg/mL injection solution, 96.92 
phytonadione (vitamin K1) 10 mg/mL injection solution, 59.52 
phytonadione (vitamin K1) 5 mg tablet, 246.79 
PICC LINE PLACEMENT >5 YEARS,"$3,075.00 "
pilocarpine 1 % eye drops, 344.98 
pilocarpine 2 % eye drops, 352.85 
pimozide 2 mg tablet, 4.93 
pindolol 5 mg tablet, 4.62 
pioglitazone 15 mg tablet, 16.12 
piperacillin-tazobacatam 2.25 gram IV Solution, 65.48 
piperacillin-tazobactam 2.25 gram intravenous solution, 59.97 
piperacillin-tazobactam 3.375 gram intravenous solution, 78.93 
piperacillin-tazobactam 4.5 gram intravenous soln, 153.16 
piperacillin-tazobactam 4.5 gram intravenous solution, 98.32 
piperacillin-tazobactam 40.5 gram intravenous solution, 740.56 
pipercillin-tazobactam 3.375 gram IV Solution, 110.98 
piroxicam 20 mg capsule, 7.85 
plasma protein fraction 5 % intravenous solution, 241.25 
PLATELET COUNT,$45.00 
PLCMT OF NEEDLE FOR INTRAOSSEOUS INFUSN,$790.00 
PLT PHER LR IRR PROC,"$1,335.00 "
PLT PHERES LR PROC,"$1,465.00 "
pneumococcal 13-val conj vaccine-dip crm (PF) 0.5 mL IM syringe, 772.05 
pneumococcal 23 polyvalent vaccine 25 mcg/0.5 mL injection solution, 415.96 
POCKET PEAK FLOW METER,$22.00 
POLIO VIRUS AB NEUTRALIZ-EACH,$77.00 
polyethylene glycol 3350 17 gram oral powder packet, 5.16 
"polymyxin B sulfate 10,000 unit-trimethoprim 1 mg/mL eye drops", 47.04 
polysaccharide iron complex 150 mg iron capsule, 2.00 
polyvinyl alcohol 1.4 % eye drops, 10.16 
"PORCINE IMPLANT, PERMACOL, PER SQ CM"," 38,351.16 "
"PORPHOBILINOGEN, QUAN.",$33.00 
"PORPHYRINS, PLASMA TOTAL",$92.00 
PORT INDWELLING, 736.13 
POST OFFER/PREPLACEMENT SCREEN - OT,$377.50 
POST OFFER/PREPLACEMENT SCREEN - PT,$377.50 
POSTOP RECOV 1ST HR,$317.00 
POSTOP RECOV ADDL HR,$172.00 
POTASSIUM,$56.00 
potassium acetate 2 mEq/mL intravenous solution, 33.28 
potassium bicarbonate-citric acid 25 mEq effervescent tablet, 2.00 
potassium chloride 10 mEq/100mL in sterile water intravenous piggyback, 31.25 
potassium chloride 2 mEq/mL intravenous solution, 32.93 
potassium chloride 20 mEq/100mL in sterile water intravenous piggyback, 30.20 
potassium chloride 20 mEq/15 mL oral liquid, 20.24 
potassium chloride 20 mEq/L in 0.45 % sodium chloride intravenous soln, 36.50 
potassium chloride 20 mEq/L in 0.9 % sodium chloride intravenous, 29.50 
potassium chloride 20 mEq/L in 5 % dextrose intravenous solution, 43.50 
potassium chloride 20 mEq/L in D5-0.9 % sodium chloride intravenous, 29.50 
potassium chloride 20 mEq/L in dextrose 5 %-0.45 % sodium chloride IV, 40.00 
potassium chloride 40 mEq/100mL in sterile water intravenous piggyback, 32.65 
"potassium chloride ER 10 mEq capsule,extended release", 3.48 
"potassium chloride ER 10 mEq tablet,extended release", 2.00 
"potassium chloride ER 20 mEq tablet,extended release(part/cryst),potassium chloride ER 20 mEq tablet, extended release", 2.50 
"potassium chloride ER 8 mEq capsule,extended release", 3.29 
"potassium chloride ER 8 mEq tablet,extended release", 2.31 
"potassium citrate ER 10 mEq (1,080 mg) tablet,extended release", 4.57 
potassium iodide 1 gram/mL oral solution, 78.96 
"potassium phosphate, monobasic 500 mg soluble tablet", 2.00 
potassium phosphates-mbasic and dibasic 3 mmol/mL intravenous solution, 61.22 
POTASSIUM URINE,$71.00 
"potassium, sodium phosphates 280 mg-160 mg-250 mg oral powder packet", 2.00 
pralidoxime 1 gram solution for injection, 383.14 
pramipexole 0.25 mg tablet, 5.48 
prasugrel 10 mg tablet, 64.26 
prasugrel 5 mg tablet, 128.52 
pravastatin 10 mg tablet, 9.31 
pravastatin 20 mg tablet, 5.17 
prazosin 1 mg capsule, 4.74 
prazosin 5 mg capsule, 2.68 
PRE-ALBUMIN,$140.00 
prednisolone 15 mg/5 mL oral solution, 353.37 
prednisolone 5 mg tablet, 30.34 
"prednisolone acetate 0.12 % eye drops,suspension", 582.51 
"prednisolone acetate 1 % eye drops,suspension", 236.21 
prednisolone sodium phosphate 15 mg/5 mL (3 mg/mL) oral solution, 27.65 
prednisone 1 mg tablet, 2.00 
prednisone 20 mg tablet, 2.00 
prednisone 5 mg tablet, 2.00 
prednisone 5 mg/5 mL oral solution, 9.36 
pregabalin 100 mg capsule, 16.39 
pregabalin 25 mg capsule, 62.43 
pregabalin 75 mg capsule, 32.77 
"PREGNANCY TEST, URINE",$96.00 
"Prenatal Vitamin with Calcium No.72-Iron-FA 27 mg-1 mg tablet,Prenatal Vitamin with Calcium No.72,Prenatal Vitamin with Calcium No.72,prenatal vitamins-iron fumarate 27mg irom-folic acid 0.8mg", 2.00 
prenatal vitamin-ferrous fumarate 28 mg iron-folic acid 800 mcg tablet, 2.00 
primidone 50 mg tablet, 6.12 
"PROBE, APC",$636.00 
"PROBE, BI-POLAR",$630.00 
"PROBE, CRYOABLATION"," 5,166.86 "
PROCALCITONIN,$180.00 
"PROCESSING, PRESERVING & TRANSP CORNEAL TISSUE"," 9,750.00 "
prochlorperazine 25 mg rectal suppository, 42.90 
prochlorperazine Edisylate 10 mg/2 mL (5 mg/mL) injection solution, 38.43 
prochlorperazine maleate 5 mg tablet, 2.15 
PROGESTERONE,$170.00 
PROINSULIN LEVEL,$554.00 
PROLACTIN,$201.00 
promethazine 12.5 mg rectal suppository, 61.97 
promethazine 12.5 mg tablet, 2.00 
promethazine 25 mg rectal suppository, 30.98 
promethazine 25 mg tablet, 2.00 
promethazine 25 mg/mL injection solution, 29.00 
promethazine 50 mg/mL injection solution, 29.00 
promethazine 6.25 mg/5 mL syrup, 3.72 
promethazine 6.25 mg-codeine 10 mg/5 mL syrup, 3.03 
propafenone 150 mg tablet, 3.28 
proparacaine 0.5 % eye drops, 153.56 
propofol 10 mg/mL intravenous emulsion, 103.26 
propofol 10 mg/mL IV, 76.13 
propranolol 1 mg/mL intravenous solution, 56.95 
propranolol 10 mg tablet, 2.00 
propranolol 20 mg tablet, 2.00 
"propranolol ER 60 mg capsule,24 hr,extended release", 7.63 
"propranolol ER 80 mg capsule,24 hr,extended release", 6.43 
