Px Code,Procedure Name,Total Price
27200594,HC INOUE MV PERC BALLOON CATH,9660.00
27400077,HC UPPER LIMB ORTHOSIS NOS,331.00
27400091,HC TRACHEOSTOMY SPEAKING VALVE,401.00
27400102,HC MAPS AMBULATORY SURGICAL BOOT EAC,60.00
27400103,HC MAPS WHO COCK-UP NONMOLDE PRE OTS,10.00
27400127,HC MAPS SHOE SOLE WEDGE BETWEEN SOLE,43.00
27500041,HC PACEMAKER - LEADS,19504.00
27500042,"HC PPM DUAL, RATE RESP",52815.00
27500043,"HC PPM SING, RATE RESP",52815.00
27500044,"HC PPM DUAL, RATE RESP",55017.00
27500045,"HC PPM SING, RATE RESP",55017.00
27500048,"HC PCR GENERATOR, SINGLE (RECALL)",1.00
27500049,"HC PCR GENERATOR, DUAL (RECALL)",1.00
27500050,"HC PMKR. GEN,SINGLE,NON-RATE RESP",35229.00
27500051,"HC PMKR. GEN., BI-V",71123.00
27500052,HC PACEMAKER IMPLT DUAL CHAM DEVC,94312.00
27500053,"HC PPM DUAL, RATE RESP",52815.00
27500054,"HC PPM SING, RATE RESP",52815.00
27500121,"HC PMKR, SINGLE, RATE-RESP (LEADLESS)",41876.00
27500122,"HC PMKR, SINGLE, RATE-RESP (LEADLESS)",41876.00
27800015,HC Y-90 SPHERES,95655.00
27800027,"HC BRACHYTX,NON-STR,HDR IR-192",1481.00
27800106,HC DEVICE#C1361,27311.00
27800107,"HC AICD, DUAL CHAMBER",160347.00
27800108,"HC PPM LEAD, TRANS",6609.00
27800109,HC SEPTAL DEF. IMP,44054.00
27800110,HC COATED STENT W/DEL,28193.00
27800112,"HC PPM LEAD, TRANS 2",6609.00
27800113,HC AMPLATZER  CLOSURE DEVICE,32228.00
27800114,HC DRUG-ELUTING STENTS,29188.00
27800115,HC IMPELLA PROCEDURE KIT,174245.00
27800116,HC NON CORONARY STENT,16011.00
27800117,HC NON CORONARY BALLOON,3726.00
27800118,HC H1 GUIDE CATHETER,438.00
27800119,HC GLIDEWIRE,1129.00
27800121,HC IABP DEVICE,4497.00
27800122,HC VENA CAVA FILTER,4824.00
27800123,HC MITRA CLIP,153154.00
27800125,HC LOOP RECORDER,28451.00
27800126,"HC AICD, DUAL CHAMBER",167025.00
27800127,"HC AICD, SINGLE CHAMBER",167025.00
27800128,HC DUAL AICD LEAD,55061.00
27800129,HC SINGLE AICD LEAD,55061.00
27800130,"HC PPM LEAD, TRANS",6885.00
27800131,HC PPM/AICD LEAD,11012.00
27800132,"HC PPM LEAD, TRANS 2",6885.00
27800133,HC AICD LEAD-OTHER THAN SING/DUAL,22941.00
27800134,"HC AICD GEN,. BI-V",179185.00
27800135,"HC PACER LEAD-OTHR THAN TRANS,VDD",23440.00
27800136,HC IABP DEVICE,4497.00
27800137,HC IMPELLA PROCEDURE KIT,174245.00
27800139,"HC AICD, DUAL CHAMBER",160347.00
27800140,"HC PPM LEAD, TRANS",6609.00
27800141,HC SEPTAL DEF. IMP,44054.00
27800142,HC COATED STENT W/DEL,28193.00
27800143,HC NON-COATED STENT W/DEL,12449.00
27800144,"HC PPM LEAD, TRANS 2",6609.00
27800145,HC AMPLATZER CLOSURE DEVICE,32231.00
27800146,HC DRUG-ELUTING STENTS,29188.00
27800147,HC IMPELLA PROCEDURE KIT,174245.00
27800148,HC NON CORONARY STENT,16011.00
27800149,HC NON CORONARY BALLOON,3726.00
27800150,HC H1 GUIDE CATHETER,438.00
27800151,HC GLIDEWIRE,1129.00
27800152,HC FILTERWIRE,6127.00
27800153,HC IABP DEVICE,4497.00
27800154,HC VENA CAVA FILTER,6296.00
27800155,HC MITRA CLIP,153154.00
27800310,HC OR IMPLANT WC 1K,1216.00
27800311,HC MAPS INTRATUBAL OCCLUSION DEVICE,1800.00
27800312,HC OR IMPLANT WC 3K,3647.00
27800313,HC OR IMPLANT WC 4K,4863.00
27800314,HC OR IMPLANT WC 5K,6078.00
27800315,HC OR IMPLANT WC 6K,7293.00
27800316,HC OR IMPLANT WC 7K,8509.00
27800317,HC OR IMPLANT WC 8K,9724.00
27800318,HC OR IMPLANT WC 9K,10940.00
27800319,HC OR IMPLANT WC 10K,12155.00
27800320,HC OR IMPLANT WC 20K,24311.00
27800321,HCOR IMPLANT WC 30K,36465.00
27800322,HC OR IMPLANT WC 40K,48620.00
27800323,HC OR IMPLANT WC 50K,60775.00
27800324,HC OR IMPLANT WC 60K,72931.00
27800325,HC OR IMPLANT WC 70K,85086.00
27800326,HC OR IMPLANT WC 80K,97241.00
27800327,HC OR IMPLANT WC 90K,109395.00
27800328,HC OR IMPLANT WC 100K,121551.00
27800337,HC GI/BRCH  IMPLANT WC 2 K,2431.00
27800355,HC IRIDUM 192 HDR(NUCLETRON),1481.00
27800361,HC TYRX ANTIBACTERIAL ENVELOPE,4388.00
27800364,HC WATCHMAN DEVICE,55103.00
27800367,HC  CARDIOMEMS SENSOR,33021.00
27800368,HC RADIONUCLIDES IRIDIUM-192,168.00
27800370,"HC BRACHYTX,NON-STANDED,1-125",302.00
27800371,HC IOTREX SOLUTION,23011.00
28000003,"HC CHEMO ADM, PERITONEAL C",2403.00
30000001,HC URINE PREGNANCY,144.00
30000002,HC HEMOCULT/HEMOPROMPT,160.00
30000003,HC I-STAT CREATININE,48.00
30000004,HC LAB MB FRACTION ONLY,553.00
30000005,HC FS GLUCOSE (BLOOD-REAGENT STRI,125.00
30000009,HC URINALYSIS (WITH MICROSCOPY,123.00
30000010,HC URIANALYSIS,68.00
30000012,HC CYTP DX EVAL FNA 1ST EA SITE,586.00
30000013,HC COLLECT VENOUS BLOOD BY VENIPU,47.00
30000014,HC COLLECT VENOUS BLOOD BY VENIPU,32.00
30000016,HC DIPSTICK URINE ANALYSIS,125.00
30000052,HC MAPS URINE PREGNANCY,26.00
30000053,HC DRUG ASSAY OF OXCARBAZEPINE,30.00
30000054,HC DRUG ASSAY OF PHENOBARBITAL,13.00
30000055,HC MAPS URINALYSIS (WITH MICROSCOPY,20.00
30000056,HC MAPS COLLECT VENOUS BLOOD BY VENIPU,60.00
30000068,HC ROUTINE VENIPUNCTURE,42.00
30000069,HC BMP IONIZED CALCIUM PANEL,56.00
30000070,HC BASIC METABOLIC PANEL,185.00
30000071,HC ELECTROLYTE PANEL,153.00
30000072,HC COMPREHENSIVE METABOLIC PANEL,259.00
30000073,HC OBSTETRIC PANEL,466.00
30000074,HC LIPID PANEL,340.00
30000075,HC RENAL FUNCTION PANEL,70.00
30000076,HC ACUTE HEPATITIS PANEL,866.00
30000077,HC HEPATIC FUNCTION PANEL,179.00
30000079,HC DRUG ASSAY OF AMIKACIN,525.00
30000080,HC DRUG ASSAY OF CAFFEINE,669.00
30000081,HC DRUG ASSAY OF CARBAMAZEPINE,411.00
30000082,HC DRUG ASSAY OF CYCLOSPORINE,639.00
30000083,HC DRUG ASSAY OF CLOZAPINE,129.00
30000084,HC DRUG ASSAY OF DIGOXIN,425.00
30000085,HC DRUG ASSAY OF VALPROIC ACID,449.00
30000086,"HC DRUG ASSAY OF VALPROIC ACID, FREE",108.00
30000087,"HC DRUG ASSAY OF VALPROIC ACID, TOTAL",108.00
30000088,HC DRUG ASSAY OF ETHOSUXIMIDE,483.00
30000089,HC DRUG ASSAY OF EVEROLIMUS,108.00
30000090,HC DRUG ASSAY OF GENTAMICIN,449.00
30000091,HC DRUG ASSAY OF GABAPENTIN,443.00
30000092,HC DRUG ASSAY OF HALOPERIDOL,557.00
30000093,HC DRUG ASSAY OF LAMOTRIGINE,108.00
30000095,HC DRUG ASSAY OF LIDOCAINE,464.00
30000096,HC DRUG ASSAY OF LEVETIRACETAM,149.00
30000097,HC DRUG ASSAY OF LITHIUM,257.00
30000098,HC DRUG ASSAY OF MYCOPHENOLATE,340.00
30000099,HC DRUG ASSAY OF OXCARBAZEPINE,393.00
30000100,HC DRUG ASSAY OF PHENOBARBITAL,449.00
30000101,HC DRUG ASSAY OF PHENYTOIN,440.00
30000102,"HC DRUG ASSAY OF PHENYTOIN, FREE",464.00
30000103,HC DRUG ASSAY OF PRIMIDONE,464.00
30000105,HC DRUG ASSAY OF PROCAINAMIDE/ NAPA LEVELS,393.00
30000106,HC DRUG ASSAY OF QUINIDINE,464.00
30000107,HC DRUG ASSAY OF SIROLIMUS,259.00
30000108,HC DRUG ASSAY OF TACROLIMUS,639.00
30000109,HC DRUG ASSAY OF THEOPHYLLINE,425.00
30000111,HC DRUG ASSAY OF TOBRAMYCIN,506.00
30000112,HC DRUG ASSAY OF TOPIRAMATE,464.00
30000113,HC DRUG ASSAY OF VANCOMYCIN,464.00
30000114,HC DRUG ASSAY ZONISAMIDE,833.00
30000115,HC DRUG ASSAY OF 5-FLUROCYTOSINE,107.00
30000116,HC DRUG ASSAY OF ACYCLOVIR,107.00
30000117,HC DRUG ASSAY OF ALLOPURINOL,107.00
30000118,HC DRUG ASSAY OF AMIODARONE (N-DESETHYL AMIO),469.00
30000120,HC DRUG ASSAY OF ISONIAZID,291.00
30000122,HC DRUG ASSAY OF BUPROPION,107.00
30000124,HC DRUG ASSAY OF CLOMIPRAMINE/NORCLOMIP,469.00
30000127,HC DRUG ASSAY OF DISOPYRAMIDE,579.00
30000130,HC DRUG ASSAY OF ETHAMBUTOL,608.00
30000131,HC DRUG ASSAY OF FELBAMATE,107.00
30000132,HC DRUG ASSAY OF FLECAINIDE,313.00
30000133,HC DRUG ASSAY OF FLUCONAZOLE,259.00
30000135,HC DRUG ASSAY OF ITRACONAZOLE,108.00
30000136,HC DRUG ASSAY OF LACOSAMIDE,108.00
30000138,HC DRUG ASSAY OF MERCAPTOPURIN & METABOLITES,108.00
30000140,HC DRUG ASSAY OF METHOTREXATE,469.00
30000141,HC DRUG ASSAY OF MEXILETINE,557.00
30000144,HC DRUG ASSAY OF OLANZAPINE,203.00
30000148,HC DRUG ASSAY OF PROPANOLOL,348.00
30000150,HC DRUG ASSAY OF FLUOXETINE (PROZAC),437.00
30000151,HC RANDOM ANTIBIOTIC LE,579.00
30000153,HC DRUG ASSAY OF RIFAMPIN,412.00
30000155,HC DRUG ASSAY OF SERTRALINE,353.00
30000156,HC DRUG ASSAY OF SINEMET,648.00
30000158,HC DRUG ASSAY OF TRAZADONE,164.00
30000159,HC DRUG ASSAY OF TRIMIPRAMINE & METABOLITES,302.00
30000160,HC DRUG ASSAY OF VORICONAZOLE,336.00
30000161,HC DRUG ASSAY OF WARFARIN,141.00
30000162,HC DRUG ASSAY OF POSACONAZOLE,244.00
30000163,HC DRUG SCREEN CLASS LIST A,986.00
30000164,HC DRUG SCREEN QUANTALCOHOLS,261.00
30000165,HC ALKALOIDS NOS,249.00
30000167,HC DRUG SCREEN AMPHETAMINES 3/4,249.00
30000168,HC DRUG SCREEN AMPHETAMINES 5 OR MORE,168.00
30000169,HC DRUG SCREEN ANABOLIC STEROID 1/2,249.00
30000171,HC DRUG SCREEN ANALGESICS NON-OPIOID 1/2,249.00
30000172,HC DRUG SCREEN ANALGESICS NON-OPIOID 3-5,249.00
30000173,HC DRUG SCREEN ANALGESICS NON-OPIOID 6 OR MORE,249.00
30000179,HC DRUG SCREEN ANTIDEPRESSANT TRICYCLIC 1/2,249.00
30000183,HC DRUG SCREEN ANTIEPILEPTICS NOS 1-3,249.00
30000184,HC DRUG SCREEN ANTIPSYCHOTICS NOS 1-3,249.00
30000185,HC DRUG SCREEN BARBITURATES,249.00
30000188,HC DRUG SCREEN BENZODIAZEPINES 13 OR MORE,249.00
30000190,"HC DRUG SCREEN CANNABINOIDS, NATURAL",249.00
30000191,HC DRUG SCREEN COCAINE,249.00
30000192,HC DRUG SCREEN FENTANYL,249.00
30000193,HC DRUG SCREEN METHADONE,249.00
30000196,HC DRUG SCREEN OPIATES 1 OR MORE,249.00
30000197,HC DRUG SCREEN OPIOIDS & OPIATE ANALOGS 1/2,249.00
30000198,HC DRUG SCREEN OPIOID &OPIATE ANALOG 5/MORE,249.00
30000202,HC DRUG SCREEN TRAMADOL,249.00
30000203,HC DRUG SCREEN DRUG/SUBSTANCE NOS 1-3,249.00
30000204,HC METFORMIN,338.00
30000206,HC DEXAMETHASONE,223.00
30000208,HC LAB PATHOLOGY CONSULTATION,1072.00
30000210,HC URINALYSIS AUTO W/SCOPE,91.00
30000211,HC URINALYSIS; NON-AUTOMATED W/OUT MICROSCOPY,21.00
30000212,"HC URINALYSIS, AUTOMATED, WITHOUT MICROSCOPY",87.00
30000214,HC URINALYSIS MICROSCOPIC,23.00
30000215,HC URINE PREGNANCY TEST,189.00
30000216,HC URINALYSIS VOLUME MEASURE,71.00
30000218,HC ASPA (CANAVAN DISEASE) GENE ANALYSIS,1208.00
30000219,HC SOLID TUMOR- APC,1142.00
30000220,HC APC TARGETED SEQUENCING,767.00
30000221,HC BCKDHB (MAPLE SYRUP DISEASE) GENE ANALYSIS,676.00
30000222,HC BCRABL QNT MAJOR P210,1370.00
30000223,HC BCRABL QUAL MAJOR P210,565.00
30000225,HC BCRABL QUAL MINOR P190,565.00
30000226,"HC BCR-ABL1, MINOR, QUANT",962.00
30000228,"HC BCR-ABL1, QUAL TO QUANT",217.00
30000229,"HC BCR-ABL1,T(9;22)QUAL BY RT-PCR",465.00
30000230,HC BRAF CODON PCR 81210,2070.00
30000232,HC HEME PANEL-BRAF,875.00
30000233,HC SOLID TUMOR-BRAF,1142.00
30000234,HC CFTR GENE COM VARIANTS,1221.00
30000235,HC CFTR TARGETED SEQUENCING,767.00
30000236,HC CFTR GENE FULL SEQUENCE,3063.00
30000237,"HC CYTOCHROME P450 2C19, 9 MUTAT",1277.00
30000238,HC SNP PRODUCTS OF CONCEPTION,4199.00
30000239,HC COMP.MICROARRAY ANALYSIS,7833.00
30000240,HC EGFR GENE COM VARIANTS,1142.00
30000241,HC SOLID TUMOR-EGFR,1142.00
30000242,HC PROTHROMBIN MUTATION,656.00
30000243,HC FACTOR V MUTATION,656.00
30000244,HC FANCONI ANEMIA GROUP C,1072.00
30000245,HC FMR1 W/REFLEX TO METHYLATION,269.00
30000246,HC FMR1 GENE CHARACTERIZATION REFLEX,1213.00
30000247,HC FLT3 GENE,948.00
30000248,HC HEME PANEL-FLT3,875.00
30000249,HC SOLID TUMOR-FLT3,1142.00
30000250,HC TKD VARIANTS,948.00
30000251,HC GLYCO STORAGE DISEASE TYPE 1A,186.00
30000252,HC GAUCHER DISEASE MUTATION ANALYSIS,1072.00
30000253,HC GJB2 GENE FULL SEQUENCE,767.00
30000255,HC CONNEXIN 30 GJB6 DELETIONS,763.00
30000256,HC TSACHS MUTATION ANALYSIS,1208.00
30000257,HC HEMOCHROMATOSIS MUTATION,244.00
30000258,HC HBA1/HBA2 GENE,1566.00
30000259,HC FAMILIAL DYSAUTONOMIA,853.00
30000260,HC IGH GENE REARRANGE AMP METH,1278.00
30000261,HC IGH VARI REGIONAL MUTATION,1954.00
30000262,HC PRE BME CHIMERISM ANALYSIS,3799.00
30000263,HC ADDITIONAL CHIMERISM SPECIMEN,793.00
30000264,HC POST CHIMERISM ANALYSIS,3506.00
30000265,HC CD 33/66B CHIMERISM ANALYSIS,3506.00
30000266,HC CD 56 CHIMERISM ANALYSIS,3339.00
30000268,HC POST CHIMERISM TCELL ANALYSIS,3506.00
30000269,HC HEME PANEL-JAK2,875.00
30000270,HC JAK V617F,1152.00
30000271,HC SOLID TUMOR-JAK2,1142.00
30000272,HC HEME PANEL-KRAS,875.00
30000274,HC SOLID TUMOR-KRAS,1142.00
30000277,HC MUCOLIPIDOSIS TYPE IV,1072.00
30000278,HC MTHFR MUTATION DETECTION,192.00
30000279,HC MLH1 GENE KNOWN VARIANTS,767.00
30000280,HC MSH2 GENE KNOWN VARIANTS,767.00
30000281,HC MSH6 GENE KNOWN VARIANTS,767.00
30000282,HC MICROSATELLITE INSTABILITY,4049.00
30000283,HC MECP2 GENE KNOWN VARIANT,767.00
30000284,HC HEME PANEL-NPM1,875.00
30000288,HC LTX-PML/RARA (L FORM),529.00
30000289,HC PML- RAR TRANS PCR,895.00
30000290,HC APL EXON 6,402.00
30000292,HC PMS2 KNOWN FAMILIAL VARIANTS,767.00
30000293,HC HEME PANEL-PTEN,875.00
30000294,HC SOLID TUMOR-PTEN,1142.00
30000295,HC PTEN GENE KNOWN FAM VARIANT,767.00
30000296,HC PMP22 GENE DUP/DELET,2043.00
30000297,HC PMP22 GENE FULL SEQUENCE,2043.00
30000298,HC NIEMAN PICK DISEASE ANALYSIS,1072.00
30000299,HC TRG GENE REARRANGEMENT ANAL,2287.00
30000300,HC UDP GLUCURONSYLTRANSFERASE 1A1,788.00
30000301,HC HLA C1C2LR,4698.00
30000302,HC HLA ABDRLR,4258.00
30000303,HC HLA C1LR,1802.00
30000304,HC HLA LRA,702.00
30000305,HC HLA LRB,702.00
30000306,HC HLA LRC,702.00
30000307,HC HLA B27,944.00
30000308,HC HLA C1AG,944.00
30000309,HC HLA C2LR,2895.00
30000310,HC HLA CELIAC,638.00
30000311,HC HLA LRDQA,702.00
30000312,HC HLA LRDQB,702.00
30000313,HC HLA LRDR,702.00
30000314,HC HLA LRDRX,702.00
30000315,HC HLA C2AG,944.00
30000316,HC HLA C1DRB1HR,7832.00
30000317,HC HLA C1HR,6561.00
30000318,HC HLA HRA,2188.00
30000319,HC HLA HRB,2188.00
30000320,HC HLA HRC,2188.00
30000321,HC HLA 5701,1989.00
30000322,HC HLA C1AL,2188.00
30000323,HC HLA HRDPA,1272.00
30000324,HC HLA HRDPB,1272.00
30000325,HC HLA HRDQA,383.00
30000326,HC HLA HRDQB,383.00
30000327,HC HLA HRDRB1,1272.00
30000328,HC HLA HRDRB3,383.00
30000329,HC HLA HRDRB4,383.00
30000330,HC HLA HRDRB5,383.00
30000331,HC HLA CLASS 2- 1 ALLELE(CELGEN),1272.00
30000332,HC DYSTONIA (DYT1) DNA TEST,1531.00
30000333,HC AML1-ETO T(8;21) QUANT,1034.00
30000335,HC APOLIPOROTEIN E,260.00
30000337,HC CBFB-MYH11 DETECTION QUANT,852.00
30000338,HC DM1 DNA TEST,1776.00
30000339,HC HUNTINGTON'S DISEASE,355.00
30000341,HC KENNEDY'S DISEASE,1277.00
30000342,HC LHON MTDNA EVALUATION,2885.00
30000343,HC LTX- AML1/ETO,324.00
30000344,HC LTX- CBFB/MYH11 (A TYPE),324.00
30000346,HC LTX- TEL/AML1,324.00
30000347,HC LTX-CBFB/MYH11 (D TYPE),324.00
30000349,"HC LTX-MLL/AF4 (E10/E4, E9/E5)",324.00
30000352,HC PROG EXTER OPHTHALMOPLEG EVAL,2586.00
30000353,HC SOLID TUMOR-FGFR3,1142.00
30000355,HC C-KIT(D816V),714.00
30000357,HC CONGEN ADREN HYPERPLA COMM VAR,1242.00
30000358,HC MPL MUTATION ANALYSIS,1010.00
30000360,HC BCR-ABL1 MUTATION ANALYSIS BY,2004.00
30000361,HC HEME PANEL-IDH1,875.00
30000362,HC HEME PANEL-IDH2,875.00
30000363,HC HEME PANEL-KRAS,875.00
30000364,HC HEMOPHILIA A (F8) INVERSIONS,638.00
30000365,HC HEMOPHILIA A INVERSIONS REFLEX,638.00
30000367,HC MTDNA SEQUENCING,3170.00
30000368,HC SMARCB1 KNOWN MUTATION (KT2),638.00
30000369,HC SOLID TUMOR-ABL1,1142.00
30000370,HC SOLID TUMOR-IDH1,1142.00
30000371,HC SOLID TUMOR-KRAS,1142.00
30000372,HC TARGETED SEQUENCING EXTR GENES,767.00
30000373,HC Y CHROM MICRODELET,662.00
30000375,HC ATHAL ISO,1566.00
30000376,HC BETA THALASSEMIA DNA,1545.00
30000381,HC HEME PANEL-KIT,875.00
30000382,HC HEME PANEL-NRAS,875.00
30000383,HC PEO-SLC25A4 DNA SEQ,2586.00
30000384,HC SOLID TUMOR-KIT,1142.00
30000385,HC SOLID TUMOR-NRAS,1142.00
30000386,HC SOLID TUMOR-PDGFRA,1142.00
30000387,HC SOLID TUMOR-RET,1142.00
30000389,HC CASR DNA SEQUENCING,5309.00
30000390,HC CONG ADREN HYPERPLA SEQ/MUT/DU,1242.00
30000391,HC FABRY GENE ANALYSIS,2367.00
30000392,HC FAM HYPOCALURIC HYPERCAL(CASR),5157.00
30000393,HC HEME PANEL-TP53,875.00
30000394,HC MULTIPLE ENDOCRINE NEOPL TYPE,1531.00
30000395,HC SOLID TUMOR-RET,1142.00
30000396,HC SOLID TUMOR-TP53,1142.00
30000397,HC F8 DELETION/DUPLICATION BILL,4722.00
30000399,HC TSC 1 GENE,3548.00
30000401,HC FAM HEMIPL MIGRN TYPE III DNA,1341.00
30000402,HC OPA1 DNA SEQ=REL TO MTDNA DEPL,4722.00
30000404,HC PEO-OPA1 DNA SEQ,2586.00
30000405,HC TSC 2 GENE,5247.00
30000406,HC HEME PANEL-ATM,875.00
30000407,"HC OSTEOGENIS IMPERF EVAL, COL1A2",5801.00
30000408,HC SOLID TUMOR-ATM,1142.00
30000409,"HC SOLID TUMOR PANEL, 5-50 GENES",10283.00
30000410,"HC HEME PANEL, 5-50 GENES",9613.00
30000411,"HC SOLID OR HEME PANEL, 51+ GENES",16749.00
30000419,HC ARC D-RFLP AND MULTIPLEX,1117.00
30000430,HC BILL PEO-TWINKLE,2586.00
30000431,HC C9ORF72 ANALYSIS,295.00
30000432,HC CALR MUTATION ANALYSIS,705.00
30000433,HC CARDIOMYOPATHY PANEL,10083.00
30000440,HC DM2 DNA TEST,2897.00
30000443,HC GRN,990.00
30000444,HC HEME PANEL-ASXL1,875.00
30000445,HC HEME PANEL-CBL,875.00
30000446,HC HEME PANEL-CDKN2A,875.00
30000447,HC HEME PANEL-DDX3X,875.00
30000448,HC HEME PANEL-DNMT3A,875.00
30000449,HC HEME PANEL-ETV6,875.00
30000450,HC HEME PANEL-EZH2,1142.00
30000451,HC HEME PANEL-FBXW7,875.00
30000452,HC HEME PANEL-GNAS,875.00
30000453,HC HEME PANEL-KLHL6,875.00
30000454,HC HEME PANEL-MAPK1,875.00
30000455,HC HEME PANEL-MYD88,875.00
30000456,HC HEME PANEL-NOTCH1,875.00
30000457,HC HEME PANEL-PHF6,875.00
30000458,HC HEME PANEL-PTPN11,875.00
30000459,HC HEME PANEL-RUNX1,875.00
30000460,HC HEME PANEL-SF3B1,875.00
30000461,HC HEME PANEL-TET2,875.00
30000462,HC HEME PANEL-WT1,875.00
30000463,HC HEME PANEL-XPO1,875.00
30000464,HC HEME PANEL-ZMYM3,875.00
30000467,HC MATIT21-MOLEC,2420.00
30000469,HC OCULOPHAR MUSC DYST DNA BY PCR,1391.00
30000470,HC PCA3 BY TMA,742.00
30000472,HC SCN 9A,8934.00
30000473,HC SOLID TUMOR-AKT1,1142.00
30000474,HC SOLID TUMOR-CDH1,1142.00
30000475,HC SOLID TUMOR-CSF1R,1142.00
30000476,HC SOLID TUMOR-CTNNB1,1142.00
30000477,HC SOLID TUMOR-ERBB2,1142.00
30000478,HC SOLID TUMOR-ERBB4,1142.00
30000479,HC SOLID TUMOR-FBXW7,1142.00
30000480,HC SOLID TUMOR-FGFR1,1142.00
30000481,HC SOLID TUMOR-FGFR2,1142.00
30000482,HC SOLID TUMOR-GNA11,1142.00
30000483,HC SOLID TUMOR-GNAQ,1142.00
30000484,HC SOLID TUMOR-GNAS,1142.00
30000485,HC SOLID TUMOR-HNF1A,1142.00
30000486,HC SOLID TUMOR-HRAS,1142.00
30000487,HC SOLID TUMOR-JAK3,1142.00
30000488,HC SOLID TUMOR-KDR,1142.00
30000489,HC SOLID TUMOR-MET,1142.00
30000490,HC SOLID TUMOR-MLH1,1142.00
30000491,HC SOLID TUMOR-NOTCH1,1142.00
30000492,HC SOLID TUMOR-PIK3CA,1142.00
30000493,HC SOLID TUMOR-PTPN11,1142.00
30000494,HC SOLID TUMOR-RB1,1142.00
30000495,HC SOLID TUMOR-SMAD4,1142.00
30000496,HC SOLID TUMOR-SMARCB1,1142.00
30000497,HC SOLID TUMOR-SMO,1142.00
30000498,HC SOLID TUMOR-SRC,1142.00
30000499,HC SOLID TUMOR-STK11,1142.00
30000500,HC SOLID TUMOR-VLH,1142.00
30000503,HC FETAL ANEUPLOIDY TRISOM RISK,2420.00
30000504,HC FTL CGEN ABNOR 3 PROTEINS,204.00
30000505,HC FTL CGEN ABNOR FOUR ANAL,320.00
30000506,HC MATIT21-MULTI ALGO,294.00
30000507,HC TEST FOR ACETONE/KETONES,149.00
30000509,HC BETA HYDROXYBUTERATE,55.00
30000510,HC ACETYLCHOLINESTERASE,443.00
30000511,HC ACYLCARNITINE PROFILE,389.00
30000512,HC ACTH,280.00
30000514,"HC ALBUMIN, SERUM",119.00
30000515,"HC ALBUMIN, URINE OR OTHER (NON-BLOOD)",17.00
30000516,HC MICROALBUMIN QUANTITATIVE,200.00
30000517,HC ALDOLASE,331.00
30000518,HC ALDOSTERONE,881.00
30000519,HC A1A FECES 24HR,147.00
30000520,HC ALPHA-1-ANTITRYPSIN TOTAL,443.00
30000521,HC ALPHA-1-ANTITRYPSIN PHENO,609.00
30000522,HC ALPHA-FETOPROTEIN SERUM,560.00
30000523,"HC MATERNAL SERUM SCRN,AFP ONLY",560.00
30000524,HC ALPHA-FETOPROTEIN AMNIOTIC,212.00
30000525,HC ALUMINUM,664.00
30000526,"HC ALUMINUM, URINE",169.00
30000527,HC AMINO ACID SINGLE QUAL,249.00
30000529,HC METHYLMALONIC ACID URINE,977.00
30000530,HC PHENYLALANINE,142.00
30000531,HC TRYPTOPHAN LEVEL,501.00
30000532,HC URINE CYSTINE,933.00
30000533,HC AMINOLEVULINIC ACID,487.00
30000534,HC AMINO ACIDS QUAN 6 OR MORE,1491.00
30000535,"HC AMINO ACIDS QUAN 6 OR MORE, URINE",1491.00
30000536,HC AMMONIA,324.00
30000538,HC AMYLASE,181.00
30000540,HC ANDROSTENEDIONE,664.00
30000541,HC ANGIOTENSIN CONVERTING ENZYME,302.00
30000542,HC APOLIPOPROTEIN,302.00
30000543,HC ARSENIC,609.00
30000544,HC ASCORBIC ACID (VIT C),322.00
30000546,HC BETA-2 MICROGLOBULIN,184.00
30000547,HC BILE ACIDS TOTAL,353.00
30000549,"HC HCV FIBROSURE,TBIL",119.00
30000550,HC TOTAL BILI-LC,46.00
30000551,HC BILIRUBIN TOTAL,119.00
30000552,HC BILIRUBIN DIRECT,119.00
30000553,HC OCCULT BLOOD FECES,110.00
30000556,HC OCCULT BLOOD BY FECAL HEMOGLOB,112.00
30000557,HC CADMIUM,392.00
30000558,"HC 25-HO-VIT D2,D3",236.00
30000560,HC CALCITONIN,851.00
30000561,HC CALCIUM,119.00
30000562,"HC IONIZED CALCIUM, POC",292.00
30000563,"HC CALCIUM, IONIZED",300.00
30000564,"HC CALCIUM, URINE",149.00
30000565,HC CALCULUS SPECTROSCOPY,144.00
30000566,HC BLOOD CARBON DIOXIDE CONTENT,119.00
30000568,"HC ASSAY CARBOXYHB, POINT OF CARE",366.00
30000569,HC CEA (CARCINOEMBRYONIC ANTIGEN),622.00
30000570,"HC CARNITINE, FREE & TOTAL",576.00
30000571,HC CAROTENE,331.00
30000574,"HC CATECHOLAMINES, FRACTION",832.00
30000575,"HC CATECHOLAMINES FRACTION, URINE",832.00
30000576,HC CERULOPLASMIN,353.00
30000578,HC LEPTIN LEVEL,181.00
30000580,HC DRUG ASSAY OF CHLORAMPHENICOL,603.00
30000581,HC CHLORIDE,151.00
30000582,"HC CHLORIDE, URINE",41.00
30000583,"HC CHLORIDE, OTHER",147.00
30000584,HC POLYCHOLRINATED BIPHENYLS,272.00
30000585,"HC CHOLESTEROL, SERUM",119.00
30000586,HC LDL SUBCLASSES-CHOLESTEROL,34.00
30000587,"HC CHOLINESTERASE, SERUM",80.00
30000588,"HC CHOLINESTERASE, RBC",79.00
30000601,HC PORPHYRINS PLASMA FRACTIONATIO,664.00
