Item Description, Price 
OR-INTMD WND REPAIR S/A/T/EXT <= 2.5 CM, $976.00 
OR-INTMD WND REPAIR S/TR/EXT 7.6-12.5 CM," $1,395.00 "
OR-INTRAABDOMINAL PRESSURE TEST, $612.00 
OR-JT IC/CM ARTHROPLASTY INTERPOSITION," $7,663.00 "
OR-KELLER/MCBRIDE/MAYO BUNION CORRECT," $6,637.00 "
OR-KNEE ARTHROSCOPY/LIMITED SYNOV," $4,660.00 "
OR-KNEE ARTHROSCOPY/SRG 2+ COMPART SYNOV," $6,520.00 "
OR-LAP CHOLE W EXPLORATION OF CD," $13,040.00 "
"OR-LAP INC HERNIA REPAIR, COMP"," $10,360.00 "
"OR-LAP INC HERNIA REPAIR, REDUCIBLE"," $10,433.00 "
OR-LAP ING HERNIA REPAIR INIT," $10,433.00 "
OR-LAP ING HERNIA REPAIR RECUR," $10,433.00 "
OR-LAP VENT/ABD HERN PROC COMP," $7,563.00 "
OR-LAP VENT/ABD HERNIA REPAIR REDUCIBLE," $8,822.00 "
OR-LAP; CHOLE W CHOLANGIOGR," $13,040.00 "
OR-LAPAROSCOPE PROCEDURE LIVER," $9,228.00 "
OR-LAPAROSCOPIC CHOLECYSTECTOMY," $10,433.00 "
OR-LAPAROSCOPY ABD DIAG OMENT PERITONEUM," $8,443.00 "
OR-LASER VAPORIZATION OF PROSTATE," $8,131.00 "
OR-LCL SURG WND/DEH EXTENS," $2,871.00 "
OR-LENGTH/SHORT TENDON LEG/ANKLE; SGL," $5,930.00 "
"OR-LIGATION/BIOPSY, TEMPORAL ARTERY"," $2,509.00 "
OR-LITHOTRIPSY EXTRACORPOREAL SHOCK WAVE," $15,649.00 "
"OR-MASTECTOMY, PARTIAL (EG, LUMPECTOMY,"," $5,868.00 "
OR-MCP ARTHROPL W IMPL EACH JTS JOINTS," $8,778.00 "
OR-MEATOTOMY; EXCEPT IN NEWBORN," $3,639.00 "
OR-MISC SURGERY PAY NAV USE ONLY," $4,392.00 "
OR-MYRG INCL ASP/EUSTACH INFLAT REQ ANES," $4,432.00 "
OR-NASAL CAUT ANT HEMORRHAGE S CONTROL," $1,807.00 "
OR-NEUROELTRD STIM POST TIBIAL, $607.00 
OR-NEUROPLASTY MED NERVE CARP TUNNEL," $4,493.00 "
OR-NEUROPLASTY; ULNAR NERVE AT WRIST," $4,125.00 "
OR-NJX INTERLAMINAR LMBR/SAC, $682.42 
OR-OCULAR RECONST AM TRANSPL," $4,378.00 "
OR-OP TENOTOMY FLEX/EXT TENDON FA/W EA," $8,154.00 "
OR-OPEN TMT OF METACARPAL FRACTURE EA," $8,154.00 "
OR-OPEN TREAT GREAT TOE W/INTERN FIXATIO," $3,174.00 "
OR-OPEN TX DISTAL FIBULAR FRACT LAT MALL," $8,476.00 "
OR-OPN TX PHALNG SHFT FRACT PROX/MIDL EA," $8,476.00 "
OR-ORCHIECTOMY SIMPLE," $6,520.00 "
OR-ORCHIOPEXY INGUINAL APPROACH," $1,808.00 "
OR-ORIF CLAVICLE," $2,065.00 "
OR-OSTEOTOMY METACARPAL PHALANX OF FING," $3,744.00 "
"OR-OSTEOTOMY MT, SHORTEN, NOT 1ST MT EA"," $5,217.00 "
OR-P OP RELEASE DUPUYTREN'S CONTRACTR," $5,217.00 "
OR-PALM W SGL DIGIT RELEASE FASCIECTOMY," $6,275.00 "
OR-PART PALM W SGL DIGIT RELEASE FASCIE," $3,132.00 "
OR-PARTIAL EXC PHALANX TOE BONE," $5,217.00 "
OR-PARTIAL REMOVAL FOOT BONE," $7,356.00 "
OR-PELVIC EXAMINATION UNDER ANESTH," $3,862.00 "
OR-PERC SK FIXATION MC FX; EA BONE," $2,751.00 "
OR-PERC SKTL FIX D PHALANG FX FING/THUMB," $1,280.00 "
OR-PERCUT FIX DISTAL RADIAL FRACT TREAT," $7,824.00 "
OR-PERCUT FIX ULNAR STYLOID FX," $8,476.00 "
ORPHENADRINE AMP INJ 60MG/2ML, $36.00 
OR-PILONIDAL CYST EXCISION COMPLICATED," $4,660.00 "
OR-PILONIDAL CYST EXT EXCISION," $5,015.00 "
OR-PILONIDAL CYST SIMPLE EXCISION," $5,023.00 "
"OR-PLANTAR FASCIOTOMY, TOE AND FOOT"," $6,034.00 "
OR-PROSTATE NEEDLE PUNCH BX," $2,413.00 "
OR-PROSTH REPL TOTAL WRIST ARTHROPLASTY," $26,733.00 "
OR-PRP I/HERN INIT BLOCK >=5 YEARS," $8,476.00 "
OR-PRP I/HERN INIT REDUC >=5 YEARS," $6,637.00 "
OR-PRTL FOOT BONE MTRSL HD 1-5 EA OSTECT," $5,217.00 "
OR-RAD EXC WRIST BURSA/FARM TEND SHTH FL," $5,015.00 "
OR-RECONSTRUCT MCP JNT COL LIGAM W GRFT," $2,751.00 "
OR-RECONSTRUCT NAIL BED W GRFT," $2,737.00 "
OR-RELEASE FLEXOR TENDON PALM/FINGER EAC," $4,565.00 "
OR-REM ANAL FIST SUBQ," $5,217.00 "
OR-REM FB MUSCLE; DEEP," $1,812.00 "
OR-REM HEEL SPUR OSTECTOMY," $5,188.00 "
OR-REM IMP EAR WAX 1-2 EARS BY INSTRUM, $630.00 
OR-REM IMP EAR WAX 1-2 EARS BY IRRIG, $58.00 
OR-REM IMPLANT FROM FINGER OR HAND," $4,331.00 "
OR-REM I-NASAL LES INT APPR," $4,432.00 "
OR-REM OF ADENOIDS 1' <12 YEARS," $4,872.00 "
OR-REM T & A < 12.00 YRS," $4,872.00 "
OR-REM TUNNELED CVAD WITH PORT/PUMP," $4,432.00 "
OR-REM VENTIL TUBE UNDER ANESTH," $4,565.00 "
OR-REMOVAL BREAST LESION >= 1 LESIONS," $4,181.00 "
OR-REMOVAL OF IMPLANT (DEEP)," $4,432.00 "
OR-REMOVAL OF NAIL BED," $2,509.00 "
OR-REMOVE PROSTATE REGROWTH TRANSURETH," $7,112.00 "
OR-REP ACQ/TRAUM AV FISTULA; EXTREMITIES," $10,890.00 "
OR-REP DISL PERONEAL TENDON W FIB INC OS," $6,715.00 "
OR-REP EPIGASTRIC HER INCARCERATE STRANG," $6,637.00 "
OR-REP HALLUX RIGIDUS CORRECT FIRST META," $6,275.00 "
OR-REP INCOMPL CIRCUMCIS," $1,579.00 "
OR-REP INITIAL INCISIONAL HERNIA; INCARC," $8,476.00 "
OR-REP MCP/IP JNT COLLAT LIGAMENT," $4,565.00 "
OR-REP RECURRENT ING HERN ANY AG REDUCIB," $8,476.00 "
OR-REP T/M EXTENSOR FA/W; 2' EA," $7,524.00 "
OR-REP UMB HER BLOCK >=5 YR STRANGULATED," $6,637.00 "
OR-REPAIR BLADDER DEFECT," $5,401.00 "
OR-REPAIR ELBOW DEB/ATTCH OPEN," $4,465.00 "
OR-REPAIR EPIGASTRIC HERNIA; REDUCIBLE," $6,637.00 "
OR-REPAIR INIT INCI/VENTRAL HERNIA; REDU," $8,476.00 "
OR-REPAIR LUMBAR HERNIA," $8,476.00 "
OR-REPAIR NAIL BED, $847.00 
OR-REPAIR OF HAMMERTOE," $5,217.00 "
OR-REPAIR SPIGELIAN HERNIA," $7,150.00 "
OR-REPAIR TOE JOINT DISLOCATION," $8,649.00 "
OR-REPAIR UA/ELBOW TENDON/MUSCLE EA," $5,780.00 "
OR-REPAIR/REVISE/RECONST OF FOREARM/WRIS," $2,028.00 "
OR-REPR FOOT EXTENSOR TENDON EA," $5,135.53 "
OR-REV/REP STRESS INCONT SLING," $5,944.00 "
OR-REZUM RF CONVECTIVE THERMOTHERAPY," $5,900.00 "
OR-RPR ING HERNIA INIT REDUCE 0.5-5 YRS," $9,087.00 "
OR-RPR UMBIL HERN REDUC < 5 YR," $6,878.00 "
OR-RPR UMBILICAL HERNIA REDUC >=5 YEARS," $6,637.00 "
OR-SCRN COLONOSCOPY PT NOT HI RISK," $4,910.00 "
OR-SGL NBI BRACHIAL PLEXUS," $2,620.00 "
OR-SHAVE LES F/E/N/L/EYELIDS/MM; <=0.5CM, $692.00 
OR-SHORTEN PHALANGE ANY TOE OST," $5,534.00 "
OR-SHORTENING OF RADIUS/ULNA OSTEOPLASTY," $7,524.00 "
OR-SHOULDER MUMFORD PROC," $5,601.00 "
OR-SKIN FULL GRAFT EEN & LIPS =<20 SQ CM," $3,907.00 "
OR-SKIN SPLT GRFT TRNK/ARM/LEG 100 SQ CM," $3,907.00 "
"OR-SLIT PREPUCE, DORSAL OR LAT; NOT NEWB"," $4,940.00 "
OR-SPL AVULSE NP; SGL, $847.00 
OR-SYNOVIAL BX CMC JOINT ARTHRO EA," $4,137.00 "
OR-T < 12.00 YEARS," $4,872.00 "
OR-T >=12 YEARS," $4,872.00 "
OR-T&A >=12.00 YEARS," $4,872.00 "
OR-TENOTOMY OP FLEXOR; TOE SINGLE," $5,406.00 "
OR-TRANSUR ELECTR RESECTION OF PROSTATE," $8,872.00 "
OR-TREAT FX DISTAL RAD EXTRA ARTICULAR," $9,523.00 "
OR-TREAT METATARSAL FRACTURE EACH," $8,476.00 "
OR-TREAT TARSAL FRACT W/O MANIPU, $477.00 
OR-TREAT TOE FRACT EA GR PHALANX/PHALAN," $8,476.00 "
"OR-TYMPANOSTOMY, GENERAL ANESTHESIA"," $4,432.00 "
OR-UNLISTED JNT ARTHROSCOPY PROCEDURES," $6,520.00 "
OR-UNLISTED LAP ESOPHAGUS PROCEDURE," $9,228.00 "
OR-UNLISTED PROC DENTOALVEOLAR STRUCT," $4,432.00 "
OR-UNLISTED STOMACH PROCEDURE," $1,114.00 "
OR-WRIST SYNOVECTOMY 1 COMPART," $1,935.00 "
OSELTAMIVIR (TAMIFLU) 75MG, $27.44 
OSMOLALITY, $72.00 
OT APPLY TENS UNIT, $103.00 
OT BIOFEEDBK GENERL, $108.00 
OT C/O FOR ORTHOTIC/PROSTH USE 15 MIN, $108.00 
OT CHCK FOR ORTH/PR, $103.00 
OT COGNITIVE SKILLS DEVELOPMENT 15 MIN, $108.00 
OT COMM/WORK INTEG, $103.00 
OT CONTRAST BATH 15 MIN APPL, $76.00 
OT ELEC STIM (MANUAL) 15 MIN, $98.00 
"OT ELEC STIM(UNATT), OTHER THAN WND", $71.00 
OT EO W/O JOINTS CUSTOM FAB, $468.10 
OT EVALUATION HIGH COMPLEXITY, $189.00 
OT EVALUATION LOW COMPLEXITY, $146.00 
OT EVALUATION MODERATE COMPLEXITY, $173.00 
OT EWHFO W/O JOINTS CUSTOM FAB," $1,525.70 "
OT EWHO W/O JOINTS CUSTOM FAB," $1,125.00 "
OT FINGER SPLINT STATIC APPL, $130.00 
OT FO W/O JOINTS CUSTOM FAB, $355.00 
OT HFO W/O JOINTS CUSTOM FAB, $430.00 
OT HO W/O JOINTS CUSTOM FAB, $470.00 
OT IONTOPHORESIS 15 MIN APPL, $130.00 
OT LONG ARM STATIC SPLINT APPLICATION, $222.00 
OT MANUAL THERAPY 15 MINUTES, $108.00 
OT MUSCLE TEST, $59.00 
OT MUSCLE TEST HAND, $59.00 
OT NEUROMUSC REEDUC EA 15 MIN, $120.00 
OT NON-SELECTIVE DEBRIDEMENT WND 1 SESSI, $171.00 
OT ORTH FIT/TRAIN 15, $103.00 
OT ORTHOTICS FIT/TRAIN MGMT 15 MIN, $125.00 
OT PARAFFIN BATH >= 1 AREAS APPL, $59.00 
OT PERF TEST/MEAS 15 MIN, $113.00 
OT RANG MOTION HAND, $49.00 
OT RE-EVALUATION, $113.00 
OT SELECT DEBRID ME, $184.00 
OT SELF CARE/HOME TRAINING MGMT 15 MIN, $108.00 
OT SENSORY INTEGRATIVE 15 MIN, $103.00 
OT SHORT ARM DYNAMC, $211.00 
OT SHORT ARM STATIC SPLINT APPL, $294.00 
OT STRAP FINGER/HAND, $135.00 
OT STRAP SHOULDER, $130.00 
OT TEST BODY NOHAND, $98.00 
OT TEST BODY W/HAND, $113.00 
OT THERAP EX 15 MIN EXERCISES, $108.00 
OT THERAPY DIRECT ACTIVITY 15 MIN, $112.00 
OT TX PROC GROUP, $119.00 
OT ULTRASOUND 15MN APPL, $82.00 
OT WHEELCHR MANAGE TRAIN 15 MIN, $76.00 
OT WHFO W/O JOINTS CUSTOM FAB, $701.00 
OT WHIRLPOOL >=1 AREAS APPL, $108.00 
OT WHO W/O JOINTS CUSTOM FAB, $673.00 
OT WORK HARDENING/COND INIT 2 HR, $433.00 
OT WORKHARD/COND+1H, $211.00 
OT-APPLY FINGER SPLINT; DYNAMIC, $113.00 
OVA & PARASITES EXPANDED, $170.00 
OVERNIGHT PULSE OXIM CONT, $438.00 
OXALIPLATIN (ELOXATIN) VIAL 100MG/20ML, $219.00 
OXCARBAZEPINE, $132.00 
OXCARBAZEPINE, $126.00 
OXCARBAZEPINE (TRILEPTAL) TAB 300MG, $11.00 
OXYBUTYNIN  TAB 5MG, $11.00 
OXYCODONE (OXYCONTIN) CR TAB 10MG, $14.00 
OXYCODONE (OXYCONTIN) CR TAB 40MG, $32.00 
OXYCODONE HCL TAB 5MG, $11.00 
OXYCODONE SOLN (OXYDOSE) 20MG/ML 30ML, $10.00 
OXYCODONE/ACET (PERCOCET) 5/325MG, $11.00 
OXYTOCIN INJ 10UNITS, $36.00 
PACLITAXEL VIAL 300MG/50ML, $219.47 
PALIPERIDONE PALM (INVEGA SUS) ER 156MG," $3,097.00 "
"PANCREATIC ELASTASE, FECAL", $344.00 
PANTOPRAZOLE (PROTONIX) VIAL 40MG, $36.00 
PARACENTESIS ABD IMAGING W/O, $633.00 
PARATHYROID ANTIBODY, $195.00 
PARATHYROID HORMONE INTACT, $271.00 
PARATHYROID HORMONE RELATED PROTEIN, $182.00 
PARIETAL CELL ANTIBODY EA, $138.00 
PAROXETINE TAB 10MG, $11.00 
PARVOVIRUS ANTIBODY IGG, $114.00 
PARVOVIRUS ANTIBODY IGM, $114.00 
PD AND PERC - SUBS CHEST PT, $98.00 
PEGFILGRASTIM SYR INJ 6MG/0.6ML," $6,327.56 "
PEMBROLIZUMAB (KEYTRUDA) 25MG/ML VIAL," $5,834.00 "
PENICILLIN V POTASSIUM TAB 500MG, $11.00 
PEPTAMEN VHP LIQUID: DIETARY, $30.00 
PERC SK FIX UNST PHAL SHFT FX PR/MID PH," $8,476.00 "
PERIPHERAL SMEAR BLOOD, $92.00 
PH STOOL, $25.00 
PHENAZOPYRIDINE HCL TAB 100MG, $11.00 
PHENOBARBITAL, $93.00 
PHENTERMINE  CAP 15MG, $5.00 
PHENYLEPHRINE VIAL INJ 10MG/ML (1ML=1U), $36.00 
PHENYTOIN (DILANTIN) CAP 100MG, $11.00 
"PHENYTOIN, FREE", $106.00 
PHOSPHA 250 NEUTRAL TAB 155MG-852MG-130M, $11.00 
PHOSPHORUS, $43.00 
PHYS- C REP S/A/L; EA ADD <= 5CM, $195.00 
PHYS-ABD PARACENTESIS W/O IMAGING, $546.00 
PHYS-ANOSCOPY; DX SPECIMEN, $109.00 
"PHYS-APPLICATION, CAST: FINGER", $168.00 
PHYS-APPLY FIGURE OF EIGHT STRAP CAST, $244.00 
PHYS-APPLY FINGER SPLINT; STATIC, $71.00 
PHYS-APPLY HAND AND LOWER ARM CAST, $158.00 
PHYS-APPLY LONG ARM CAST, $163.00 
PHYS-APPLY LONG ARM SPLINT, $163.00 
PHYS-APPLY LONG LEG SPLINT, $146.00 
PHYS-APPLY SHORT ARM CAST, $103.00 
PHYS-APPLY SHORT ARM SPLINT; STATIC, $125.00 
PHYS-APPLY SHORT LEG CAST, $158.00 
PHYS-APPLY SHORT LEG SPLINT, $130.00 
PHYS-ARTERIAL PUNCTURE BLOOD FOR DX, $55.00 
PHYS-BARTHOLIN GLAND ABS INC & DRAIN, $303.00 
PHYS-BIO SKIN 1 LESIONS, $173.00 
PHYS-CARDIOPULMONARY RESUSCITATION, $433.00 
PHYS-CARDIOVERSION ELECTRIC EXT, $352.00 
PHYS-CATH NEWBORN UMBILICAL VEIN FOR DX, $352.00 
PHYS-CHANGE CYSTOSTOMY TUBE;SIMPLE, $325.00 
PHYS-CHANGE GASTROSTOMY TUBE WO IMAGING, $200.00 
PHYS-CL TX  NURSEMAID ELBOW  W MANIP, $342.00 
PHYS-CL TX ACLAV DISLOC; W MANIP, $633.00 
PHYS-CL TX BIMALLEOLAR ANKLE FRACT W MNP, $671.00 
PHYS-CL TX CLAVICULAR FX; W MANIP, $254.00 
PHYS-CL TX IP JNT DIS W MANIP; WO ANESTH, $666.00 
PHYS-CL TX IP JT DISL W MANIP; W ANESTH, $758.00 
PHYS-CL TX IP JT DISL; WO ANESTH, $260.00 
PHYS-CL TX KNEE DISL; WO ANESTH, $628.00 
PHYS-CL TX MC FX SGL; W MANIP EA, $698.00 
PHYS-CL TX MCP DISL SGL W MANIP WO ANEST, $666.00 
PHYS-CL TX PHALANG SHFT FX; W MANIP EA, $444.00 
PHYS-CL TX POST HIP DISLOC WO ANESTH, $801.00 
PHYS-CL TX RADIAL HD/NECK FX; W MANIP, $595.00 
PHYS-CL TX SHLDR DISL W MANI; WO ANESTH, $714.00 
PHYS-CL TX SHLDR DISL W MANIP; W ANESTH, $736.00 
PHYS-CL TX TRAUMA HIP DISLOC WO ANESTH, $957.00 
PHYS-CLOSED FRACT MANIP SEP TMT TYPE SMI," $1,082.00 "
PHYS-CONTROL NASAL HEMORRH ANT COMPLEX, $362.00 
PHYS-CONTROL NASAL HEMORRH ANT SIMPLE, $212.00 
PHYS-CREP S/A/L; 2.6-7.5 CM, $655.00 
PHYS-CREP TRUNK; 2.6-7.5 CM, $628.00 
PHYS-CRIT CARE ADDL 30 MIN, $179.00 
PHYS-CRITICAL CARE 30-74 MIN, $401.00 
PHYS-DEB SUBQ TISSUE <= 20 SQ CM, $233.00 
PHYS-DEBR EXZ/INF SKIN; <= 10% BS, $103.00 
PHYS-DEEP I & D THIGH/KNEE, $693.00 
PHYS-DELIVERY OF PLACENTA," $1,634.00 "
PHYS-DR ABSC CYST HEMATOM-DENTOALVEOLAR, $374.00 
PHYS-DRAIN FINGER ABSC; SIMPLE, $519.00 
PHYS-DRAIN/INJ INTERM JNT/BURSA WO US, $125.00 
PHYS-DRAIN/INJ MAJOR JNT/BURSA WO US, $146.00 
PHYS-DRAINAGE OF SCROTAL WALL ABSCESS, $260.00 
PHYS-DRESS/DEBRID P-THICK BURN L, $428.00 
PHYS-DRESS/DEBRID P-THICK BURN S, $163.00 
PHYS-ESOPHAGOSCOPY DIAGNOSTIC, $693.00 
PHYS-ESOPHAGOSCOPY W FB REM FLEXIBLE, $308.00 
PHYS-EVAC SU HEMATOMA, $103.00 
PHYS-EXPL P WND; EXTREM," $1,033.00 "
PHYS-FNA WO IMAGE, $308.00 
PHYS-FRACT CL HUMERAL MANI TMT W/O PROX, $655.00 
PHYS-FRACTURE RADIUS CLOSED TMT WO MANIP, $698.00 
PHYS-FRACTURE RADIUS CLOSED TMT WO MANIP, $812.00 
PHYS-GASTRIC LAVAGE ASP INTUB, $49.00 
PHYS-HYPERKERATOTIC PARE B 1.00 LESIONS, $114.00 
PHYS-I & D VULVA OR PERINEAL ABSCESS, $185.00 
PHYS-I&D ABSC; COMPL OR MULTIPLE, $335.00 
PHYS-I&D ABSC; SMPL OR SGL, $212.00 
PHYS-I&D CPLX POSTOP WND INF, $455.00 
PHYS-I&D HEMATOMA/FLUID, $249.00 
PHYS-I&D PILONIDAL CYST; SMPL, $260.00 
PHYS-INCISE THROMBOSED HEMORRHOID EXT, $249.00 
PHYS-INCISION & REM FB SUBCUTANEOUS SMPL, $217.00 
"PHYS-INDIRECT LARYNGOSCOPY, DIAGNOSTIC", $190.00 
PHYS-INF BURSA I&D - UA/ELBOW, $222.00 
PHYS-INJ ANESTH; FACIAL NERVE, $233.00 
PHYS-INJ ANESTH; OTHR PERIPHERAL NRV/BRA, $266.00 
PHYS-INJ NERVE BLOCK - TRIGEMINAL, $303.00 
PHYS-INJ TRIGGER POINT 1-2 MUSCLES, $136.00 
PHYS-INS TEMP BLADDER CATH, $173.00 
PHYS-INTMD WND REP FACE/MM <=2.5 CM, $444.00 
PHYS-INTMD WND REP FACE/MM 2.6-5.0 CM, $460.00 
PHYS-INTMD WND REP FACE/MM 5.1-7.5 CM, $487.00 
PHYS-INTMD WND REP N-HF/GENIT <= 2.5 CM, $384.00 
PHYS-INTMD WND REP N-HF/GENIT 2.6-7.5 CM, $460.00 
PHYS-INTMD WND REP S/A/T/EXT <=2.5 CM, $347.00 
PHYS-INTMD WND REP S/A/T/EXT 12.60-20 CM, $347.00 
PHYS-INTMD WND REP S/A/T/EXT 2.6-7.5 CM, $423.00 
PHYS-INTMD WND REP S/TR/EXT >30.0CM, $492.00 
PHYS-INTMD WND REP S/TR/EXT 7.6-12.5 CM, $487.00 
PHYS-INTUBATION ET EMERGENT, $254.00 
PHYS-LUMBAR TAP," $1,158.00 "
PHYS-M BURN DRESSINGS/DEBR PART THCKNESS, $303.00 
PHYSOSTIGMINE AMP 1MG/ML 2ML   INJ, $133.00 
PHYS-PATELLAR FRACTURE CL TMT MANI WO, $633.00 
PHYS-POSTPARTUM CARE ONLY, $342.00 
PHYS-PUNCT ASP-ABSC HEMAT CYST, $163.00 
PHYS-REM CONJUNCTIVAL FB; SUPERFICIAL, $114.00 
PHYS-REM FB EXT AUDITORY CANAL; WO ANEST, $173.00 
PHYS-REM FB EXT EYE;CORNEAL WO SLIT LAMP, $671.00 
PHYS-REM IMPACT EAR WAX 1-2 EARS BY INST, $103.00 
PHYS-REM IMPACT EAR WAX 1-2 EARS BY IRRI, $33.00 
PHYS-REM SKIN TAGS; <= 15 LESIONS, $158.00 
PHYS-REMOVAL OF NAIL BED, $303.00 
PHYS-REMOVE FB-INTRANASAL, $293.00 
PHYS-RX CL ELBOW DISLOC WO ANESTH TRTMT, $492.00 
PHYS-SHAVE LES S/N/H/F/G; <= 0.5CM SGL, $406.00 
PHYS-SIALOLITHOTOMY; SM UNCOMPLICATED, $492.00 
PHYS-SIM REP S/N/A/G/TR/E; 12.6-20.0CM, $482.00 
PHYS-SIMP REPAIR F/E/N/L/MM 5.1-7.5CM, $401.00 
PHYS-SPL AVULSE NP; SGL, $163.00 
PHYS-SREP F/E/N/L/MM 2.6-5.0 CM, $352.00 
PHYS-SREP F/E/N/L/MM 7.6-12.5 CM, $519.00 
PHYS-SREP F/E/N/L/MM; <=2.5 CM, $325.00 
PHYS-SREP S/N/A/G/TR/E; <=2.50 CM, $315.00 
PHYS-SREP S/N/A/G/TR/E; >30.0CM, $644.00 
PHYS-SREP S/N/A/G/TR/E; 2.6-7.5 CM, $330.00 
PHYS-SREP S/N/A/G/TR/E; 20.1-30 CM, $411.00 
PHYS-SREP S/N/A/G/TR/E; 7.6-12.5 CM, $369.00 
PHYS-STRAPPING OF KNEE, $114.00 
PHYS-STRAPPING; SHOULDER, $136.00 
PHYS-UNLISTED PROCEDURE PALATE UVULA, $179.00 
PHYS-UNNA BOOT STRAPPING, $103.00 
PHYS-VAGINAL DELIVERY ONLY," $1,634.00 "
PHYS-VENIPUNCTURE NECESSITATING>= 3 YRS, $49.00 
PHYS-WOUND CLOSURE BY ADHESIVE, $200.00 
PHYTONADIONE  (VIT-K) AMP INJ 10MG 1ML, $146.16 
PINWORM PREP EXAM, $61.00 
PIOGLITAZONE HCL (ACTOS) TAB 15MG, $11.00 
PIPER/TAZO (ZOSYN) ADDV INJ : 3.375GM, $62.00 
PIPERA/TAZO (ZOSYN) VIAL INJ 2.25GM, $36.00 
PIPERACILLIN/TAZO SOD VIAL INJ 3.375GM, $36.00 
PITAVASTATIN TAB  4MG, $16.00 
PK ACETAMINOPHEN/CODEINE 300/30 TABS #8, $16.00 
PK ALBUTEROL INHALER 8 GM, $70.00 
PK ALBUTEROL NEB  2.5MG/3ML, $59.00 
PK AMOXICILLIN 250MG/5ML SUSP 150ML, $23.00 
PK AMOXICILLIN 500MG CAPSULES  #9, $16.00 
PK ANTIPYRINE/BENZOCAINE OTIC SOL 15ML, $44.00 
PK AUGMENTIN 250/5ML ORAL SUSP 75ML, $113.32 
PK AZITHROMYCIN 200MG/5ML ORAL SUSP 30ML, $48.37 
PK AZITHROMYCIN 250MG TABLETS #4, $27.00 
PK CEFPROZIL 250MG/5ML ORAL SUSP 50ML, $78.00 
PK CEFUROXIME (CEFTIN) 250MG TABLETS #8, $21.00 
PK CEPHALEXIN 250MG CAPSULES #8, $35.00 
PK CEPHALEXIN 250MG/5ML ORAL SUSP 100ML, $36.00 
PK CODEINE SULFATE TAB 30MG, $16.00 
PK CYCLOBENZAPRINE 10MG TABLETS #4, $16.00 
PK GENTAMICIN OPHTHALMIC OINT 3.5GM, $26.00 
PK GENTAMICIN OPHTHALMIC SOLUTION 5ML, $23.14 
PK HYDROCODONE/APAP 5/325MG  #8, $17.00 
PK LEVOFLOXACIN 500MG TABLETS #3, $86.00 
PK NEOMY/POLY/BACI/HYDR OPH OINT 3.5GM, $42.82 
PK NEOMYCIN/POLYMYXIN/HC OTIC SUSP 10ML, $179.68 
PK ONDANSETRON ODT TAB 4MG  #4, $17.00 
PK PENICILLIN VK 500MG TABLETS #12, $22.00 
PK PROMETH 6.25MG/5ML LIQ, $21.00 
PK PROMETHAZINE 12.5MG SUPPOSITORIES #3, $49.84 
PK PROMETHAZINE 25MG SUPPOSITORIES #3, $71.77 
PK PROMETHAZINE 25MG TABLETS #4, $17.00 
PK PROMETHAZINE/CODEINE SYRUP 120ML, $21.00 
PK SULFAMETHOX/TRIMETHOPRIM DS TABS #6, $16.00 
PK SULFAMETHOX/TRIMETHOPRIM SUSP 60ML, $75.07 
PK TOBRAMYCIN/DEXAMETHASONE OPH SOL 2.5, $123.21 
PK XOPENEX NEB : 1.25MG, $80.00 
PK XOPENEX NEB AMPS: 0.63MG, $29.00 
PLASMA FREE HEMOGLOBIN, $73.00 
PLATELET ANTIBODY, $281.00 
PLATELET COUNT-AUTO, $44.00 
PLATELET FUNCTION AGGREGATION, $190.00 
PNH PANEL, $232.00 
POLYETHYLENE GLYCOL (MIRALAX PEG3350) PC, $11.00 
POLYSOMNOGRAPHY; PSS W 4/> PARAM W TECH," $4,107.00 "
POTASSIUM, $40.00 
POTASSIUM CHLORIDE (KDUR) TAB 20MEQ, $11.00 
POTASSIUM CHLORIDE CAP: 10MEQ, $11.00 
POTASSIUM CHLORIDE VIAL 20MEQ, $36.00 
POTASSIUM CHLORIDE VIAL 40MEQ, $36.00 
POTASSIUM CL ORAL LIQ 20MEQ/15ML UD CUP, $21.50 
POTASSIUM PHOSPHATE VIAL 3MMOL/ML  15ML, $36.00 
PRADAXA CAP: 150MG, $16.00 
PRAMIPEXOLE (MIRAPEX) TAB 0.125MG, $11.00 
PRAMOXINE CREAM 1% 60GRAM, $28.00 
PRA-PERCENT REACTIVE AB CLASS I & II, $741.00 
PRASUGREL TAB 5MG, $23.00 
PRAVASTATIN (PRAVACHOL) TAB 20MG, $11.00 
PR-CYSTO W DIL OF URETHRAL STRICTURE," $3,133.00 "
PR-CYSTO W REM FB/STENT URETH/BLDR; SIM," $3,133.00 "
PR-CYSTOSCOPY," $3,133.00 "
PR-CYSTOSCOPY WITH BIOPSY," $4,206.60 "
PR-DIAGNOSTIC COLONOSCOPY FLEXIBLE," $2,977.00 "
PREALBUMIN, $104.00 
PREDNISOLONE 30MG/10ML CUP ORAL, $11.00 
PREDNISONE TAB 10MG, $11.00 
PREDNISONE TAB 1MG, $11.00 
PREDNISONE TAB 5MG, $11.00 
PREG TEST SERUM QUALITATIVE, $80.00 
PREGABALIN (LYRICA), $226.00 
PREGABALIN (LYRICA) CAP 50MG, $25.00 
PREGABALIN (LYRICA) CAP 75MG, $29.00 
PREKALLIKREIN (FLETCHER FACTOR), $174.00 
PR-EXC BEN LES T/A/L;  0.60-1.00 CM," $2,509.00 "
