Procedure Description,Unit Price
HC MOPATH PROCEDURE LVL 8-PAN,42
HC MOPATH PROCEDURE LVL 8-THYROID,161
HC MORPHOMETRIC ANAL MANUAL,975
HC MORPHOMETRIC ANAL MANUAL;ADD'L,460
HC MORPHOMETRIC ANAL MANUAL;MULTI,460
HC MORPHOMETRIC ANAL MANUAL-CG,460
HC MOTION FLUOROSCOPY/SWALLOW,325
HC MOTOR SPEECH CURRENT STATUS,0.01
HC MOTOR SPEECH D/C STATUS,0.01
HC MOTOR SPEECH GOAL STATUS,0.01
HC MOU SPECIAL NURSING CARE LEVEL,1709
HC MR ANGIO PELVIS WITH CONT,4264
HC MR ANGIO SPINAL CANAL W + W/O CO,4077
HC MR ANGIO SPINAL CANAL W CONT,3873
HC MR ANGIO SPINAL CANAL W/O CON,3881
HC MR MRI BREAST BILAT W/O,8202
HC MR MRI BREAST UNI W/,5042
HC MR MRI BREAST UNI W/O,3512
HC MR MRI BREAST UNI W/O & W/CONT,5249
HC MRA ABD W CONTRAST,4264
HC MRA ABD W/WO CONTRAST,4427
HC MRA ABD WO CONTRAST,3512
HC MRA CHEST W CONTRAST,3858
HC MRA CHEST W/WO CONTR,4427
HC MRA CHEST WO CONTR,3512
HC MRA HEAD W/CONTRAST,4671
HC MRA HEAD W/O CONTRAST,3618
HC MRA HEAD W/O CONTRAST,3618
HC MRA HEAD W/O/W CONTRAST,5356
HC MRA HEAD W/O/W CONTRAST,5356
HC MRA LEXTREM WO CONTR,2990
HC MRA NECK W/CONTRAST,4671
HC MRA NECK W/CONTRAST,4671
HC MRA NECK W/O CONTRAST,3618
HC MRA NECK W/O CONTRAST,3618
HC MRA NECK W/O/W CONTRAST,5356
HC MRA NECK W/O/W CONTRAST,5356
HC MRA W/DYE UPPER EXTREMITY,3858
HC MRA W/O DYE UPPER EXTR,2990
HC MRA W/O&W/DYE UPPER EXTR,4427
HC MRI - LE JNT WO CONTR,3512
HC MRI 3D W/IND WRKSTA POSTPROC,494
HC MRI 3D W/O IND WRKSTA POSTPROC,218
HC MRI ABD W/CONTRAST,4562
HC MRI ABD W/O W/CONTRAST,5249
HC MRI ABDOMEN W/O PMA + W/PMA,5249
HC MRI ABDOMEN WO CONTRAST,3512
HC MRI ANG LE W/O FOL W/CONTR,4427
HC MRI ANGIO LE W/CONT,4264
HC MRI ANY JT UE W/O W/CON,5249
HC MRI BRAIN INC STEM W/CONT,4562
HC MRI BRAIN INC STEM W/O W/CONT,5249
HC MRI BRAIN NOT REQUIRE PHY ADMIN,3618
HC MRI BRAIN W CONTRAST,1407
HC MRI BRAIN W  W/O CONTRAST,1592
HC MRI BRAIN W/CON MAP RAD FIELDS,4562
HC MRI BRAIN W/O CONTRAST,943
HC MRI BRAIN-INCL BRAIN STEM W/O CONTRAST,3512
HC MRI BREAST BILAT W/O CONT,6372
HC MRI BREAST BILAT W/O CONT,8202
HC MRI BREAST BILAT W/O W/CONT,8107
HC MRI BREAST BILAT W+W/O CON,8202
HC MRI BREAST BILAT W+W/O CON,8107
HC MRI BREAST UNI W/O W/CONT,3512
HC MRI BREAST-BILATERAL W/PARAMAG,8202
HC MRI BRST-UNILAT W/O W/PARAMAGN,5249
HC MRI CARD MORPH+FUNC W/O+W,5249
HC MRI CARD VEL FLW MAP ADD-ON,125
HC MRI CARDIAC MORPH+FUNC W/O CON,3512
HC MRI CERV SPIN CANAL/CONT W/O W,5249
HC MRI CERV SPINE CANAL/CONTENT W,4562
HC MRI CERV SPINE CANAL/CONTENTS,3512
HC MRI CHEST W + W/O CONT,5249
HC MRI CHEST W/CONT,4562
HC MRI CHEST W/O CONT,3512
HC MRI FETAL EA ADDL GESTATION,1756
HC MRI FETAL SNGL/1ST GESTATION,3512
HC MRI LE JNT W CONTR,4562
HC MRI LE W/CONTRAST,4562
HC MRI LE W/O W/CONTRAST,5249
HC MRI LOW JT W/O/W/CONTRAST,5249
HC MRI LOWER EXT W/O CONT,3512
HC MRI LUM SPIN CAN/CONT W/O W/,5249
HC MRI LUM SPINE CANAL/CONTENT W,4562
HC MRI LUMBAR SPIN CANAL/CONTENTS,3512
HC MRI ORBIT FACE NECK W/CONT,4562
HC MRI ORBIT/FACE/NECK,3512
HC MRI ORBIT/FACE/NECK W/O + W/CONTRAST,5249
HC MRI PELVIS W/CONTRAST,4562
HC MRI PELVIS W/O CONTRAST,3512
HC MRI PELVIS W/O W/CONTRAST,5249
HC MRI PERFUSION,197
HC MRI SPECTROSCOPY,3512
HC MRI SPINE THORACIC WO CONTR,3512
HC MRI THOR SPINE CAN/CONT W/O W,5249
HC MRI THOR SPINE CANAL/CONT W,4562
HC MRI TMJ BILAT W/O CONT,3698
HC MRI U EXTR; ANY JOINT W CONTRAST,4562
HC MRI U EXTR; ANY JOINT WO CONTRAST,3512
HC MRI U EXTR; NOT JOINT W&WO CONTR,5249
HC MRI UE W/CONTRAST,5042
HC MRI UPPER EXTREMITY W/O CONTRAST,3512
HC MSI  ANALYS,1218
HC MTHACHLNE CHL 100 MGNDC 64281-0100-06,11.88
HC MTHFR GENE,737
HC MUGA SGL W RV EF BY 1ST PASS,1131
HC MULTI PART PROSTATE BIOPSY,1048
HC MULTI PODUS AFO,507
HC MULTIFETAL PREGNANCY REDUCT(S),862
HC MULTIPLE MYELOMA DARATUMUMAB SPECIFIC IMMUNOFIXATION,232
HC MUMPS IGG ANTIBODY,182
HC MUSC TEST DONE W/N TEST COMP,300
HC MUSC TST DONE W/N TST NONEXT,153
HC MUSC TST DONE W/NERV TST LIM,294
HC MUSCLE BX; PERC NDL,1672
HC MUSCLE TEST 1 LIMB,846
HC MUSCLE TEST 2 LIMBS,1815
HC MUSCLE TEST 4 LIMBS,2538
HC MUSCLE TEST NONPARASPINAL 1 EXTREMITY,1057
HC MUSK ANTIBODY TEST,1215
HC MYASTHENIA GRAVIS PANEL 3 (PRICE PANEL CHARGE),1020.96
HC MYCOBACTERIA AMPLIF NA PROBE,1780
HC MYCOPHENYLATE (MYCOPHENOLIC ACID),249
HC MYCOPLASMA ANTIBODY,181
HC MYCOPLASMA HOMINIS CULTURE,212
HC MYCOPLASMA PNEUMONIAE DNA PCR,481
HC MYCOPLASMA PNEUMONIAE IGM,181
HC MYELIN BASIC PROTEIN,237
HC MYELOGRAM INJ; SPINAL LUMBAR,1134
HC MYELOGRAM LUMBOSACRAL  S&I,2509
HC MYELOGRAM THORACIC  S&I,2510
HC MYELOGRAPHY 2+ REGIONS S&I,3354
HC MYELOGRAPHY 2+REGIONS INCL S&I,2553
HC MYELOGRAPHY CERV S&I,3135
HC MYELOGRAPHY CERVICAL INCL S&I,2189
HC MYELOGRAPHY LUMBR/SAC INCL S&I,2189
HC MYELOGRAPHY THORACIC INCL S&I,2189
HC MYELOID MALIGNANCY GENE PANEL,2103
HC MYOCARD IMAGING; SPECT  MULT S,4694
HC MYOCARD IMAGING; SPECT  SINGLE,2816
HC MYOCARD PLNR IMG W EJECT FRACT 1ST PASS,1406
HC MYOCARDIAL TEMPERATURE PROBE,92
HC MYOGLOBIN QUANTITATIVE,180
HC MYOGLOBIN  SERUM,180
HC MYOGLOBIN URINE,180
HC MYOSITIS SPECIFIC 11 ANTIBODIES PANEL,1245
HC N BLOC SPENOPALATINE GANG,734.1
HC N BLOCK CONT INFUSE B PLEX,1170
HC N BLOCK INJ PLANTAR DIGIT,668
HC N BLOCK SGL SCIATIC NRV,1965
HC N EMG SFE QUAN,1513
HC N/CHEMO IV INFUS EA AD HR,337
HC NASH FIBROSURE PANEL,417
HC NASO/OROGASTRIC TUBE PLCMT,297
HC NASOPHARYNGEAL W/ENDOSCOPE,179
HC NATRIURETIC PEPTIDE,476
HC N-AUTOM URINE DIP W MICRO,43
HC NECK/CHEST PROCEDURE UNLISTED,561.87
HC NEDL FRAGMENTATION SHOULDER-US,377
HC NEEDLE BX LIVER; PERCUTANEOUS,1338
HC NEEDLE EMG ANAL/URETHRAL SPHINCTER,367
HC NEG PRESS WD TC > 50 SQ CM,387
HC NEG PRESS WD TC 50SQCM OR LESS,178
HC NEISSERIA GONORRHEA BY PCR,107
HC NEISSERIA MENINGITIDIS,155
HC NEPHELOMETRY EA ANALYTE NES,187
HC NERVE BLOCK ILIOING/ILIOHYPOGASTRIC,972
HC NERVE BLOCK INJ INTERCOST MLT,2115.87
HC NERVE BLOCK INJ INTERCOST SNG,1710.45
HC NEUROPLST MEDN NRV AT CARP TNL,4556
HC NEUTRALIZATION VIRAL,232
HC NEUTROPHIL ANTIBODY  FLOW CYTOMETRY,276
HC NEW PT LEVEL 3,213
HC NEW PT LEVEL 3,213
HC NEW PT LEVEL 4,298
HC NEW PT LEVEL 4,298
HC NEW PT LEVEL 5,381
HC NEW PT LEVEL 5,381
HC NG TUBE PLCMT W/FLUORO GUID,297
HC NICOTINE,325
HC NITRIC OXIDE THERAPY (OUTPT),245
HC NITRIC OXIDE THERAPY HOURLY,245
HC NK CELLS  TOTAL COUNT,140
HC NM I 131 HYPERTHYROIDISM,3001
HC N-METHYLHISTAMINE  URINE,286
HC NO PRICE PANEL CHARGE 81406,0.01
HC NO PRICE PANEL CPT 80165,0.01
HC NO PRICE PANEL CPT 81220,0.01
HC NO PRICE PANEL CPT 81223,0.01
HC NO PRICE PANEL CPT 81255,0.01
HC NO PRICE PANEL CPT 81260,0.01
HC NO PRICE PANEL CPT 81314,0.01
HC NO PRICE PANEL CPT 81332,0.01
HC NO PRICE PANEL CPT 81402,0.01
HC NO PRICE PANEL CPT 81403,0.01
HC NO PRICE PANEL CPT 81404,0.01
HC NO PRICE PANEL CPT 81405,0.01
HC NO PRICE PANEL CPT 81406,0.01
HC NO PRICE PANEL CPT 81407,0.01
HC NO PRICE PANEL CPT 81479,0.01
HC NO PRICE PANEL CPT 82533 (REV 301),0.01
HC NO PRICE PANEL CPT 82626 (REV 301),0.01
HC NO PRICE PANEL CPT 83498 (REV 301),0.01
HC NO PRICE PANEL CPT 83516,0.01
HC NO PRICE PANEL CPT 83519,0.01
HC NO PRICE PANEL CPT 83519 (REV 301),0.01
HC NO PRICE PANEL CPT 84143 (REV 301),0.01
HC NO PRICE PANEL CPT 84182,0.01
HC NO PRICE PANEL CPT 84999,0.01
HC NO PRICE PANEL CPT 85048,0.01
HC NO PRICE PANEL CPT 85060,0.01
HC NO PRICE PANEL CPT 85240,0.01
HC NO PRICE PANEL CPT 85246,0.01
HC NO PRICE PANEL CPT 85362,0.01
HC NO PRICE PANEL CPT 85379,0.01
HC NO PRICE PANEL CPT 85410,0.01
HC NO PRICE PANEL CPT 85415,0.01
HC NO PRICE PANEL CPT 85420,0.01
HC NO PRICE PANEL CPT 86003,0.01
HC NO PRICE PANEL CPT 86003,0.01
HC NO PRICE PANEL CPT 86160,0.01
HC NO PRICE PANEL CPT 86255,0.01
HC NO PRICE PANEL CPT 86255 (REV 302),0.01
HC NO PRICE PANEL CPT 86256 (REV 301),0.01
HC NO PRICE PANEL CPT 86341,0.01
HC NO PRICE PANEL CPT 86341 (REV 301),0.01
HC NO PRICE PANEL CPT 86359,0.01
HC NO PRICE PANEL CPT 86631,0.01
HC NO PRICE PANEL CPT 86632,0.01
HC NO PRICE PANEL CPT 86651,0.01
HC NO PRICE PANEL CPT 86652,0.01
HC NO PRICE PANEL CPT 86653,0.01
HC NO PRICE PANEL CPT 86654,0.01
HC NO PRICE PANEL CPT 86658,0.01
HC NO PRICE PANEL CPT 87209,0.01
HC NO PRICE PANEL CPT 87529,0.01
HC NO PRICE PANEL CPT 87530,0.01
HC NO PRICE PANEL CPT 87591,0.01
HC NO PRICE PANEL CPT 87798,0.01
HC NO PRICE PANEL CPT 87801,0.01
HC NO PRICE PANEL CPT 87901,0.01
HC NO PRICE PANEL CPT 87906,0.01
HC NO PRICE PANEL CPT 88184,0.01
HC NO PRICE PANEL CPT 88184 (REV 305),0.01
HC NO PRICE PANEL CPT 88185,0.01
HC NO PRICE PANEL CPT 88264,0.01
HC NO PRICE PANEL CPT 88271,0.01
HC NO PRICE PANEL CPT 88275,0.01
HC NO PRICE PANEL CPT 88341,0.01
HC NON RH VARIANT,1315
HC NON RH VARIANT,1315
HC NONAUTO ERYTHROCYTE SED RATE,47
HC NON-GYN THIN PREP,348
HC NONSEL DEBRIDEMENT,219
HC NONSELECT CATH SUP/INF VENA CAVA,893
HC NORTRIPTYLINE,187
HC NOSE TO RECTUM FB SINGLE CHILD,303
HC NOT OTHER SPEC QUANTITATION,589
HC NOVACOR IMPLANTABLES KIT,403328
HC NPM1 NGS MUTATION ANALYSIS,689
HC NRAS EXT MUTATION ANALYSIS,42.23
HC NRAS FNA,1266
HC NRAS NGS MUTATION ANALYSIS,499
HC NRAS NGS MUTATION ANALYSIS-PANEL,42
HC NRV CNDJ TEST 11-12 STUDIES,418
HC NRV CNDJ TEST 13/> STUDIES,458
HC NRV CNDJ TEST 7-8 STUDIES,197
HC NRV CNDJ TEST 9-10 STUDIES,458
HC NRV CNDJ TST 1-2 STUDIES,225
HC NRV CNDJ TST 3-4 STUDIES,197
HC NRV CNDJ TST 5-6 STUDIES,197
HC NUCLEOTIDASE-5,155
HC O.R. CHARGE PER 1/4 HR (JSC),1869.45
HC O/+RC:R[11]CR SUPPLIES/COLO-RECTAL,2802
HC O/R LASER CHARGE-LEVEL 2,2380
HC O/R SUPPLIES/DENTAL,2235
HC O/R SUPPLIES/GENERAL SURGERY,2627
HC O/R SUPPLIES/GYNECOLOGY,3421
HC O/R SUPPLIES/HAND,2741
HC O/R SUPPLIES/HEART,5740
HC O/R SUPPLIES/LARYNGOLOGY,4004
HC O/R SUPPLIES/NEUROLOGY,4112
HC O/R SUPPLIES/ORTHOPAEDIC,3362
HC O/R SUPPLIES/PAIN MGT,1350
HC O/R SUPPLIES/TRANSPLANT,3302
HC O/R SUPPLIES/UROLOGY,2266
HC OB US >/= 14 WKS ADDL FETUS,489
HC OB US DETAILED ADDL FETUS,251
HC OB US DETAILED SNGL FETUS,503
HC OB US LIMITED FETUS(S),521
HC OB US NUCHAL MEAS 1 GEST,301
HC OB US NUCHAL MEAS ADD-ON,150
HC OBSERVATION DIRECT ADMIT,588
HC OBSERVATION PER HOUR,198
HC OBSTETRICS,3502
HC OC TUMOR IMAGING WHOLE BODY,2616
HC OCCIAN COLLAR FOR SPINAL ORTHO,792
HC OCCULT BLOOD,44
HC OCCULT BLOOD OTHER SOURCE,44
HC OFFICE/OUTPATIENT VISIT EST LVL 1,99
HC OFFICE/OUTPATIENT VISIT EST LVL 2,123
HC OFFICE/OUTPATIENT VISIT EST LVL 3,147
HC OFFICE/OUTPATIENT VISIT EST LVL 4,231
HC OFFICE/OUTPATIENT VISIT EST LVL 5,328
HC OFFICE/OUTPATIENT VISIT NEW LVL 1,206
HC OFFICE/OUTPATIENT VISIT NEW LVL 2,206
HC OFFICE/OUTPATIENT VISIT NEW LVL 3,213
HC OFFICE/OUTPATIENT VISIT NEW LVL 4,298
HC OFFICE/OUTPATIENT VISIT NEW LVL 5,381
HC OFFICE/OUTPT VISIT ESTABLISHED,123
HC OLIGOCLONAL BANDS,536
HC ONCOPROTEIN HER 2/NEU (DCP),885
HC OP CARD REHAB W/ECG MONIT,237
HC OP CARD REHAB W/O ECG MONIT,91
HC OP TX COMPL CRANL NRV FX; W BONE GR,9661
HC OPEN HEART OFF BYPASS,4439
HC OPEN HEART STANDBY,1597
HC OPEN HEART/AUTO TRANSFUSION,11909
HC OPEN SUPERF BONE BX,5803
HC OPEN/PERC PLACE STENT 1ST ART,15239
HC OPEN/PERC PLACE STENT 1ST VEIN,15239
HC OPEN/PERC PLACE STENT EA ADDL,7620
HC OPEN/PERQ PLACE STENT EA ADDL VEIN,7619.5
HC OPH OR SUPPLIES,1010
HC OR SUPL-D & E,565
HC ORGANIC ACID SFL QUANT,226
HC ORGANIC ACIDS,323
HC ORTHO FLOOR - PRIVATE,4604
HC ORTHOLIGN,3612
HC ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MI,142
HC ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,142
HC OSCILLATING TRACKING TEST  W,813
HC OSMOLALITY SERUM,92
HC OSMOLALITY URINE,95
HC OSTEOCALCIN,411
HC OSTEOMARK,151
HC OT COMM WORK INTE PER 15MIN,142
HC OT CONTRAST BATHS PER 15MIN,142
HC OT ELECTRIC STIM MANUAL PER 15MIN,142
HC OT E-STIM UNATTENDED,208
HC OT EVAL H,330
HC OT EVAL L,330
HC OT EVAL M,330
HC OT GAIT TRAIN/STAIRS PER 15MIN,142
HC OT HOT OR COLD PACK THERAPY,153
HC OT IONTOPHORESIS PER 15 MIN,106
HC OT NEUROMS RE-ED PER 15MIN,142
HC OT ORTH FIT/TRAIN PER 15MIN,142
HC OT PHYS PER/FCE PER 15MIN,55
HC OT PROS TRAIN PER 15MIN,142
HC OT RE EVAL,172
HC OT THER EX/ROM PER 15MIN,142
HC OT ULTRASOUND PER 15MIN,142
HC OT VASOPNEUMATIC DEV,147
HC OT W/C MANG/PROP PER 15MIN,142
HC OT WHIRLPOOL,283
HC OTH NET RETRIEV BSK 1.8/160CM,273
HC OTH NET RETRIEV BSK 2.5/230CM,273
HC OTHER NGS MUTATION ANALYSIS,225
HC OTHER OT CURRENT STATUS,0.01
HC OTHER OT D/C STATUS,0.01
HC OTHER OT GOAL STATUS,0.01
HC OTHER PERIPHERAL NERVE BLOCK,467
HC OTHER PT CURRENT STATUS,0.01
HC OTHER PT D/C STATUS,0.01
HC OTHER PT GOAL STATUS,0.01
HC OVA & PARASITE CONC & IDEN,123
HC OVA AND PARASITE PNL,203
HC OVA AND PARASITE PNL (PRICE PANEL CHARGE),202.99
HC OXALATE,176
HC OXYGEN UPTAKE % O2,1385
HC OXYGEN UPTAKE REST INDIRECT,178
HC P ULTRASND GUID,892
HC PACER POCKET REVISION,3258
HC PACKED CELL PREP,201
HC PANCREAS TRANSPLANT PROCUREMEN,22885
HC PAP SMEAR ANAL,348
HC PAP SMEAR/BETHESDA,76
HC PAP SMEAR/BETHESDA/RESCREENING,76
HC PARACENT ANT EYE; W REM VITREOUS,2906
HC PARAFFIN BATH THERAPY,142
HC PARAINFLUENZA VIRUS 1,150
HC PARAINFLUENZA VIRUS 2,150
HC PARAINFLUENZA VIRUS 3,150
HC PARANEOPLASTICAB WB;IM IDBANDS,318
HC PARASITE MACROSCOP EXAM,57
HC PARATHORMONE (INOPERATIVE),578
HC PARATHYRD PLANAR W/SPECT&CT,2120
HC PARATHYROID HORMONE,578
HC PARATHYROID PLANAR IMAGING,1269
HC PARATHYROID PLANAR IMG W/SPECT,1751
HC PARCENTESIS ANTER CHAMB THER R,2769
HC PARING BENIGN LESION 1,226
HC PARING BENIGN LESION 2-4,226
HC PARTICLE AGGLUTINATION,142
HC PARTICLE AGGULTIN TITER EA,146
HC PARVO B-19 IGG/IGM,207
HC PARVOVIRUS B19 DNA  QUALITATIVE  REAL-TIME PCR,223
HC PARVOVIRUS B19 DNA  QUANTITATIVE REAL-TIME PCR,590
HC PATCH CARDVASC W L GORE,1137
HC PATH CONSULT CYTO ADDL,163
HC PATH CONSULT CYTO INITIAL,481
HC PATHOGEN REDUCED PLASMA POOL,229
HC PATHOGEN REDUCED PLASMA SING,228
HC Pathogen(s) test for platelets,25.5
HC PB VALVULOPLASTY; AORTOC VALVE,12257
HC PB VALVULOPLASTY; MITRAL VALVE,12870
HC PB VALVULOPLASTY; PULMON VALVE,12870
HC PBSC STORAGE W/NITRO,721
HC PDGFRA NGS MUTATION ANALYSIS,0.01
HC PEDIATRIC ICU,9548
HC Pelvic,399
HC PELVIC ANGIOGRAM,6740
HC PELVIC CONT HIP JT ADJ FLEXION,1022
HC PELVIC CONT HIP JT HEAVY DUTY,894
HC PELVIC ULTSND COMPLETE,795
HC PELVIS MRA W & WO CONTR,4427
HC PELVIS MRA WO CONTR,3512
HC PELVIS/HIP JOINT SURGERY,4889
HC PENTOBARBITAL,158
HC PERC ASP OR INJ OF RENAL CYST/PELVIS,901
HC PERC BIL ENDO W/REM CALC,6534
HC PERC BILIARY DRAINAGE EXT CATH,7064
HC PERC D-E COR REVASC CHRO ADD,10905
HC PERC DR OR INJ OF RENAL PELVIS,4887
HC PERC DRUG-EL COR STENT BRAN,12262
HC PERC DRUG-EL COR STENT SING,12262
HC PERC PLMNT CCA STNT WO EMBO PROTE,8378
HC PERC PORTL VEIN CATH NONSEL,2240
HC PERC STNT VERT/THOR CARTD INIT,6634
HC PERC TRANSHEP PORTOGRAM W HDM,4096
HC PERC VERTPLSTY CERVTHOR W/GUID,2889
HC PERC VERTPLSTY EA ADDL W/GUID,2712
HC PERC VERTPLSTY LUMB/SAC W/GUID,2712
HC PERCUT BX LUNG/MEDIASTINUM,1338
HC PERCUT SACRAL AUGMT BILAT INJ,9051
HC PERCUT SACRAL AUGMT UNIL INJ,8228
HC PERF PART W/VENT REBREATH/WASH,2825
HC PERICARDIOCENTESIS INITIAL,1102
HC PERICARDIOCENTESIS INITIAL,1102
HC PERICARDIOCENTESIS SUBSEQ,1156
HC PERICATH CLOT REMOVAL MECHAN,5855
HC PERIDONTAL MUCOSAL GRAFTING,13588
HC PERIPHERAL BLD SMEAR,81
HC PERIPROC EVAL PROG LEADLESS PM SYS,111.84
HC PERITONEOCENTESIS,658
HC PERQ ART M-THROMBECT &/NFS,13036
HC PERQ BILE DUCT STENT;EXIST ACC,6533
HC PERQ CLSR L ATRIAL APPNDG IMPLANT,10000
HC PERQ DEV BREAST 1ST MR GUIDE,1854
HC PERQ DEV BREAST 1ST US IMAG,707
HC PERQ DEV BREAST ADD US IMAG,707
HC PERQ DEV SOFT TISS 1ST IMAG,1559
HC PERQ DEV SOFT TISS ADD IMAG,780
HC PERQ DEVICE BREAST 1ST IMAG,707
HC PERQ DEVICE BREAST EA IMAG,707
HC PERQ PLACE MARKER/DEVICE INTRATHORX SINGLE/MULTI,3494
HC PERQ RF ABLATE TX PUL TUMOR(S),8823
HC PERQ THROMBC/INF DIALYSIS CIRCUIT PLACE IV STENT,50429
HC PET BRAIN IMAG PERFUSION EVAL,8119
HC PET TUM IMG LTD (CHST  HD/NECK,8119
HC PET TUM IMG SKL BSE MID THIGH,8119
HC PET TUM IMG W CT  SKL BS-THIGH,7347
HC PET TUM IMG W CT  WHOLE BODY,8119
HC PET TUM IMG W/CT  LTD (CH  HD/,8119
HC PET TUM IMG WHOLE BODY,8119
HC PFA-100,226
HC PH,39
HC PHENOBARBITAL,158
HC PHENOBARBITAL-SO,158
HC PHENYTOIN TOTAL (DILANTIN),185
HC PHENYTOIN  FREE,193
HC PHLEBECTOMY 10-20 INCISIONS,6299
HC PHLEBECTOMY MORE THAT 20 INCIS,8626
HC PHOSPHATE,68
HC PHOSPHATE  URINE,72
HC PHOSPHATIDYLGLYCEROL,232
HC PHOSPHOLIPASE A2 RECEPTOR AB  SERUMPNL,469
HC PHOSPHOLIPASE A2 RECEPTOR AB  SERUMPNL  (PRICE PANEL CHARGE),468.99
HC PHOTODYN THRP LES SKIN PER DAY,531.81
HC PHOTODYNAMIC TX ADDL 15 MIN,2305
HC PHOTODYNMC TX 30 MIN ADD-ON,2305
HC PHOTOPHERESIS EXTRACORPOREAL,7160
HC PHYS CONS (EVAL IRR AB XM),262
HC PHYS PERFROM W/REPORT,132
HC PICC REPLACEMENT,2003
HC PL CTH EA INTCRAN BR ICA/VA UN,4154
HC PL URET STNT;PRE EXIST NEPH TR,8488.8
HC PLACE CATH SUBCLAVIAN ART,4071
HC PLACE CATH THORACIC AORTA,3916
HC PLACE CATH VERTEBRAL ART,10413
HC PLACE CATH XTRNL CAROTID,4154
HC PLACE NDL MUSC/TIS FOR RT,8604
HC PLACE NEED INTRAOSSEOUS INFUS,374
HC PLACE NEEDLES PELVIC FOR RT,7554
HC PLACE RT DEVICE/MARKER PROS,1386
HC PLACE TO EXTENDED RECOVERY,4192
HC PLACEMENT XTN PROSTH FOR ENDOVASCULAR RPR,4200
HC PLASMA 1 DONOR FRZ W/IN 8 HR,194
HC PLASMA 1 DONOR FRZ W/IN 8 HR PROC,194
HC PLASMINOGEN ACTIVATOR,200
HC PLASTIC REPAIR OF CANALICULI,5414
HC PLATELET AGGREGATION ATP RELEA,592
HC PLATELET AUTOMATED COUNT,68
HC PLATELET GEL,3522
HC PLATELET VOLUME REDUCTON,185
HC PLATELETS EA UNIT,379
HC PLATELETS PHERESIS IRRAD EA UNIT,1341
HC PLATELETS PHERESIS LR EA UNIT,1072
HC Platelets  pheresis  pathogen-reduced  each unit,624.61
HC PLC  CTH COM CAROTD/INOM INTRAC,7960
HC PLC ACC BIL TREE SM BW;NEW ACC,9108.66
HC PLC BILIARY DRNG CATH;EXTERNAL,7064
HC PLC CATH INTERNL CAROTID ART,10413
HC PLC CTH COM CAROTD/INOM EXCRAN,5135
HC PLC NEPHROURETER CATH;NEW ACC,1702
HC PLT AGGREGATION (IN VITRO) EA AGENT,1041
HC PLT AGGREGATION (IN VITRO) EA AGENT,302
HC PLT AGGREGATION (IN VITRO) EA AGENT 0305,226
HC PLT INFUSION SET,144
HC PLT NEUTRALIZATION PROCEDURE,327
HC PM DEVICE EVAL MULTI IN PERSON,111.84
HC PM DEVICE PRGRM MULTI LEAD PACE,118.8
HC PM DEVICE PROGR EVAL DUAL,871
HC PML-RARA QUANTITATION,1187
HC PML-RARA T(15;17)  QUANTITATIVE  REAL TIME-PCR,485
HC PMP22 GENE FULL SEQUENCE,136
HC PNEUMA/VAC WALK BOOT PRE OTS,307
HC PNEUMATIC WALKING SPLINT,938
HC PNL ADMARK PHOSHO-TAU/TOTAL-TAU/2 BETA42  NALYSIS AND INTERP  CSF,1504
HC PNL ADMARK PHOSHO-TAU/TOTAL-TAU/2 BETA42  NALYSIS AND INTERP  CSF (PRICE PANEL CHARGE),1503.98
HC PNL BROAD RANGE PCR AFB (TISSUES),1833
HC PNL BROAD RANGE PCR AFB (TISSUES)  (PRICE PANEL CHARGE),2206.99
HC PNL BROAD RANGE PCR AFB (TISSUES)  (PRICE PANEL CHARGE),1832.99
HC PNL IMMUNOGLOBULIN G (IGG) CSF,171
HC PNL IMMUNOGLOBULIN G (IGG) CSF  (PRICE PANEL CHARGE),170.99
HC PNL INFLIXIMAB DRUG CONCENTRATION AND ANTI-INFLIXIMAB ANTIBODY,438
HC PNL INFLIXIMAB DRUG CONCENTRATION AND ANTI-INFLIXIMAB ANTIBODY  (PRICE PANEL CHARGE),437.99
HC PNL TUBULAR REABSORPTION OF PHOSPHORUS  RANDOM,158
HC PNL TUBULAR REABSORPTION OF PHOSPHORUS  RANDOM (PRICE PANEL CHARGE),157.97
HC POC ACTIVATED CLOTTING TIME,135
HC POC BLOOD GAS  ARTERIAL,272
HC POC BLOOD GAS  MIXED,259
HC POC BLOOD GAS  VENOUS,272
HC POC GLUCOSE,49
HC POLYSOM <6 YRS 4> PARAMTRS ATTENDED,1202
HC POLYSOM <6 YRS CPAP/BILVL,1262
HC PORCINE AB,824
HC PORPHOBILINOGEN (PBG) DEAMINASE  ERYTHROCYTE,375
HC PORPHOBILINOGEN UR QUANT,116
HC PORPHYRINS  QUANT  URINE,173
HC PORTEX TRACH KIT,233
HC POS AIRWAY PRESSURE CPAP,1279
HC POSITIONAL NYSTAGMUS TEST MI,813
HC POST-ED ARRIVAL ACTIVATION - FULL w CC,13375
HC POST-ED ARRIVAL ACTIVATION - FULL without CC,12520
HC POST-ED ARRIVAL ACTIVATION - PARTIAL w CC,11375
HC POST-ED ARRIVAL ACTIVATION - PARTIAL without CC,10520
HC POTASSIUM  RBC,182
HC POTASSIUM  SERUM,53
HC POTASSIUM  URINE/FLUID,57
HC PPPS INITIAL VISIT,198
HC PPPS SUBSEQ VISIT,198
