Service Area|Px Code|Procedure Description|Default Rev Code|CPT(R)/HCPCS Code|Default Mod|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|80030103|HC RBC PRETREAT W CHEMICAL EACH|LABORATORY - IMMUNOLOGY [0302]|86970||WS HB DEFAULT|188.00
WS SERVICE AREA|80030104|HC RBC PRETREAT W ENZYME EACH|LABORATORY - IMMUNOLOGY [0302]|86971||WS HB DEFAULT|120.00
WS SERVICE AREA|93892928|HC ROBOTIC ASST STENT DES RAMUS ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9600|RI|WS HB DEFAULT|12,192.00
WS SERVICE AREA|80030105|HC RBC PRETREAT W DENSITY GRADIENT|LABORATORY - IMMUNOLOGY [0302]|86972||WS HB DEFAULT|287.00
WS SERVICE AREA|80030106|HC SERUM PRETREAT W/DRUGS EACH|LABORATORY - IMMUNOLOGY [0302]|86975||WS HB DEFAULT|251.00
WS SERVICE AREA|93092929|HC ROBOTIC ASST STENT DES LD/LAD ADDITIONAL BRANCH|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9601|LD|WS HB DEFAULT|6,101.00
WS SERVICE AREA|80030107|HC SERUM PRETREAT BY DILUTION|LABORATORY - IMMUNOLOGY [0302]|86976||WS HB DEFAULT|125.00
WS SERVICE AREA|80030108|HC SERUM PRETREAT W INHIBITORS EACH|LABORATORY - IMMUNOLOGY [0302]|86977||WS HB DEFAULT|213.00
WS SERVICE AREA|93192929|HC ROBOTIC  ASST STENT DES LC/LCX ADDITIONAL BRANCH|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9601|LC|WS HB DEFAULT|6,101.00
WS SERVICE AREA|80030109|HC SERUM PRETREAT BY ADSORBTION EACH|LABORATORY - IMMUNOLOGY [0302]|86978||WS HB DEFAULT|302.00
WS SERVICE AREA|80084648|HC OSMOTIC FRAGILITY, RBC; INCUBATED|LABORATORY - HEMATOLOGY [0305]|85557||WS HB DEFAULT|247.00
WS SERVICE AREA|93292929|HC ROBITIC ASST STENT DES RC/RCA ADDITIONAL BRANCH|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9601|RC|WS HB DEFAULT|6,101.00
WS SERVICE AREA|80084649|HC IMMUNOASSAY FOR INFECTIOUS AGENT AB, QUANT, NOT SPECIFIED|LABORATORY - IMMUNOLOGY [0302]|86317||WS HB DEFAULT|279.00
WS SERVICE AREA|93592933|HC ROBOTIC ASST ATHERECTOMY AND DES STENT LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9602|LD|WS HB DEFAULT|23,604.00
WS SERVICE AREA|93692933|HC ROBOTIC ASST ATHERECTOMY DES STENT LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9602|LC|WS HB DEFAULT|23,604.00
WS SERVICE AREA|93792933|HC ROBOTIC ASST ATHERECTOMY AND DES STENT RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9602|RC|WS HB DEFAULT|23,604.00
WS SERVICE AREA|93892933|HC ROBOTIC ASST ATHERECTOMY AND DES STENT LM ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9602|LM|WS HB DEFAULT|23,604.00
WS SERVICE AREA|93992933|HC ROBOTIC ASST ATHERECTOMY AND DES STENT RAMUS ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9602|RI|WS HB DEFAULT|23,604.00
WS SERVICE AREA|93392934|HC ROBOTIC ASST ATHERECTOMY DES STENT ADDITIONAL LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9603|LD|WS HB DEFAULT|17,512.00
WS SERVICE AREA|93492934|HC ROBOTIC ASST ATHERECTOMY DES STENT ADDITIONAL LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9603|LC|WS HB DEFAULT|17,512.00
WS SERVICE AREA|93592934|HC ROBOTIC ASST ATHERECTOMY DES STENT ADDITIONAL RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9603|RC|WS HB DEFAULT|17,512.00
WS SERVICE AREA|93392937|HC ROBOTIC ASST GRAFT PTCA AND DES STENT TO LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9604|LD|WS HB DEFAULT|24,518.00
WS SERVICE AREA|93492937|HC ROBOTIC ASST GRAFT PTCA AND DES STENT TO LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9604|LC|WS HB DEFAULT|24,518.00
WS SERVICE AREA|93592937|HC ROBOTIC ASST GRAFT PTCA AND DES STENT TO RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9604|RC|WS HB DEFAULT|24,518.00
WS SERVICE AREA|93792937|HC ROBOTIC ASST GRAFT PTCA AND/OR DES STENT RAMUS ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9604|RI|WS HB DEFAULT|24,518.00
WS SERVICE AREA|93092938|HC  ROBOTIC ASST GRAFT PTCA AND/OR DES STENT ADDTL LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9605|LD|WS HB DEFAULT|18,425.00
WS SERVICE AREA|93492938|HC  ROBOTIC ASST GRAFT PTCA AND/OR DES STENT ADDTL LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9605|LC|WS HB DEFAULT|18,425.00
WS SERVICE AREA|93592938|HC  ROBOTIC ASST GRAFT PTCA AND/OR DES STENT ADDTL RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9605|RC|WS HB DEFAULT|18,425.00
WS SERVICE AREA|93192941|HC IP ONLY-ROBOTIC ASST PRQ CARD DES REVASC MI 1VSL LD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9606|LD|WS HB DEFAULT|34,323.00
WS SERVICE AREA|93392941|HC IP ONLY-ROBOTIC ASST PRQ CARD DES REVASC MI 1VSL LC|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9606|LC|WS HB DEFAULT|34,452.00
WS SERVICE AREA|93492941|HC IP ONLY-ROBOTIC ASST PRQ CARD DES REVASC MI 1VSL RC|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9606|RC|WS HB DEFAULT|34,452.00
WS SERVICE AREA|27204887|HC KIT CATH CVC 16CM 4 LUM CNTRL VP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|588.00
WS SERVICE AREA|272110694|HC CATH PICC SGL LUM 4.5FRX55CM CG VPS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|713.00
WS SERVICE AREA|93792941|HC IP ONLY- ROBOTIC ASST PRQ CARD DES REVASC MI 1VSL LM|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9606|LM|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110695|HC CATH PICC SGL LUM 4.5FRX50CM CG VPS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|746.00
WS SERVICE AREA|272110696|HC CATH PICC DBL LUM 5.5FRX55CM CG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|746.00
WS SERVICE AREA|93992941|HC IP ONLY-ROBOTIC ASST PRQ CARD DES REVASC MI 1VSL RI|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9606|RI|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110809|HC TRAY LBRCTH FOLEY 18FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|53.00
WS SERVICE AREA|272110810|HC TRAY CATH SIL FOLEY 18FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|50.00
WS SERVICE AREA|93192943|HC ROBOTIC ASST CTO DES STENT LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9607|LD|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110811|HC TRAY LBRCTH FOLEY 16FR W MTR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|75.00
WS SERVICE AREA|272110812|HC TRAY CATH ADAFL W MTR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|53.00
WS SERVICE AREA|93392943|HC ROBOTIC ASST CTO DES STENT LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9607|LC|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110813|HC TRAY CATH IC TEMP SNS 16FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|128.00
WS SERVICE AREA|272110814|HC TRAY CATH ADAFL W DRAIN BAG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|45.00
WS SERVICE AREA|93592943|HC ROBOTIC ASST CTO DES STENT RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9607|RC|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110815|HC TRAY CATH 16FR FOLEY SIL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|50.00
WS SERVICE AREA|272110816|HC TRAY CATH 16FR LBRCATH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|53.00
WS SERVICE AREA|93792943|HC ROBOTIC ASST CTO DES STENT LM ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9607|LM|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110817|HC TRAY CATH LBRSIL 16FR FOLEY|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|64.00
WS SERVICE AREA|272110818|HC TRAY CATH LBRCTH 16FR W MTR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|51.00
WS SERVICE AREA|93992943|HC ROBOTIC ASST CTO DES STENT RAMUS ARTERY|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9607|RI|WS HB DEFAULT|34,452.00
WS SERVICE AREA|272110827|HC INTRODUCER PEEL AWAY 1.4FR PICC SHEATH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|136.00
WS SERVICE AREA|272110828|HC INTRODUCER PEEL AWAY 1.9FR PICC SHEATH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|136.00
WS SERVICE AREA|93192944|HC ROBOTIC ASST CTO DES STENT ADDL BRCH LD/LAD|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9608|LD|WS HB DEFAULT|28,359.00
WS SERVICE AREA|272110829|HC KIT POLYURETH PICC 1.4FR CMPLT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|384.00
WS SERVICE AREA|272110830|HC KIT POLYURETH PICC 1.9FR CMPLT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1751||WS HB DEFAULT|384.00
WS SERVICE AREA|93392944|HC ROBOTIC ASST CTO DES STENT ADDL BRCH LC/LCX|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9608|LC|WS HB DEFAULT|28,359.00
WS SERVICE AREA|77010108|HC RADIATION TX DELIVERY (IMRT)|RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - OTHER RADIOLOGY - THERAPEUTIC [0339]|G6015||WS HB DEFAULT|3,593.00
WS SERVICE AREA|77010109|HC DELIVERY COMP (IMRT)|RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - OTHER RADIOLOGY - THERAPEUTIC [0339]|G6016||WS HB DEFAULT|3,899.00
WS SERVICE AREA|93592944|HC ROBOTIC ASST CTO DES STENT ADDL BRCH RC/RCA|CARDIOLOGY - CARDIAC CATH LAB [0481]|C9608|RC|WS HB DEFAULT|28,359.00
WS SERVICE AREA|25010030|HC INJ AMNIOPHYLLIN 250MG/ML|PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636]|J0280||WS HB DEFAULT|2.00
WS SERVICE AREA|25010029|HC NM INJ AMINOPHYLLIN 250MG/10ML|PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636]|J0280||WS HB DEFAULT|2.00
WS SERVICE AREA|70493998|HC NONINVAS VASC DX STUDY PROC|OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921]|93998||WS HB DEFAULT|686.00
WS SERVICE AREA|93093352|HC ADMIN ECG CONTRAST AGENT|CARDIOLOGY - ECHOCARDIOLOGY [0483]|93352||WS HB DEFAULT|315.00
WS SERVICE AREA|93008921|HC  TTE W OR W/O FOL W/CONT, COM|CARDIOLOGY - ECHOCARDIOLOGY [0483]|C8921||WS HB DEFAULT|2,046.00
WS SERVICE AREA|70370545|HC MR ANGIO HEAD WITH CONTRAST|MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRA - HEAD AND NECK [0615]|70545||WS HB DEFAULT|4,476.00
WS SERVICE AREA|20020205|HC DEEP MUSCLE BIOPSY|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|20205||WS HB DEFAULT|9,639.00
WS SERVICE AREA|36010049|HC ESWL COMPLEX|EXTRA-CORPOREAL SHOCK WAVE THERAPY (FORMERLY LITHOTRIPSY) - GENERAL CLASSIFICATION [0790]|||WS HB DEFAULT|0.00
WS SERVICE AREA|10010010|HC FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|10022||WS HB DEFAULT|1,304.00
WS SERVICE AREA|10010013|HC US FINE NDL ASPIRATION|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|10022||WS HB DEFAULT|1,304.00
WS SERVICE AREA|36010050|HC ESWL NON-COMPLEX|EXTRA-CORPOREAL SHOCK WAVE THERAPY (FORMERLY LITHOTRIPSY) - GENERAL CLASSIFICATION [0790]|||WS HB DEFAULT|0.00
WS SERVICE AREA|10010015|HC I&D ABSCESS-SIMPLE OR SING|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10060||WS HB DEFAULT|822.00
WS SERVICE AREA|10010016|HC I&D ABSCESS COMPLX-MULT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10061||WS HB DEFAULT|822.00
WS SERVICE AREA|10010017|HC DRAIN PILONIDAL CYST-SIMPLE|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|10080||WS HB DEFAULT|822.00
WS SERVICE AREA|10010018|HC DRAIN PILONIDAL CYST-COMPLX|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|10081||WS HB DEFAULT|7,297.00
WS SERVICE AREA|10010019|HC FB REMOVE SKIN SUBQ-SIMPLE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10120||WS HB DEFAULT|1,586.00
WS SERVICE AREA|10010020|HC FB REMOVE SKIN SUBQ-DEEP W INC|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|10121||WS HB DEFAULT|9,207.00
WS SERVICE AREA|10010021|HC INCISION/DRAINAGE OF HEMATOMA/FLUID|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10140||WS HB DEFAULT|7,297.00
WS SERVICE AREA|10010022|HC vl Puncture aspiration of abscess/hematoma/bulla or cyst|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10160||WS HB DEFAULT|822.00
WS SERVICE AREA|10010023|HC PUNCT/ASP OF ABSCESS/HEMATOMA/BULLA OR CYST|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|10160||WS HB DEFAULT|822.00
WS SERVICE AREA|10010024|HC PUNCT ASP-POSTOP WOUND|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|10160||WS HB DEFAULT|822.00
WS SERVICE AREA|10010025|HC DEBRIDE SKIN/SUBC/MUSCLE/BONE < 20 SQCM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11044||WS HB DEFAULT|4,189.00
WS SERVICE AREA|10010026|HC I&D -POST OP WOUND|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|10180||WS HB DEFAULT|11,227.00
WS SERVICE AREA|10010027|HC DEBRIDE SKIN 10% BSA|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11000||WS HB DEFAULT|883.00
WS SERVICE AREA|10010028|HC DEBRIDE-SKIN & SC TIS W OPEN FX|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11010||WS HB DEFAULT|2,597.00
WS SERVICE AREA|10010030|HC DEBRIDE SKIN/SUBC TISSUE < 20 SQCM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11042||WS HB DEFAULT|1,586.00
WS SERVICE AREA|10010031|HC DEBRIDE SUBQ EA ADD 20 SQCM OR <|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11045||WS HB DEFAULT|958.00
WS SERVICE AREA|10010032|HC DEBRIDE SQ/MSCL EA ADD 20SQCM OR <|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11046||WS HB DEFAULT|958.00
WS SERVICE AREA|10010033|HC DEBRIDE SQ/MCL/BN EA ADD 20SQCM <|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11047||WS HB DEFAULT|2,863.00
WS SERVICE AREA|10010034|HC SINGLE LESION|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11055||WS HB DEFAULT|422.00
WS SERVICE AREA|10010035|HC LESIONS 2 TO 4|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11056||WS HB DEFAULT|551.00
WS SERVICE AREA|10010036|HC LESIONS MORE THAN 4|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11057||WS HB DEFAULT|641.00
WS SERVICE AREA|10010037|HC SKIN BX|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11100||WS HB DEFAULT|618.00
WS SERVICE AREA|10010038|HC EXC LESION TRUNK/ARMS/LEGS BENIGN MARG 0.6-1 CM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11401||WS HB DEFAULT|1,001.00
WS SERVICE AREA|10010039|HC EXC LESION TRUNK/ARMS/LEGS BENIGN MARG >4.0 CM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11406||WS HB DEFAULT|3,912.00
WS SERVICE AREA|10010040|HC NAIL CARE- NONDYSTROPHIC NAIL TRIM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11719||WS HB DEFAULT|487.00
WS SERVICE AREA|10010041|HC NAIL DEBRIDE 1-5 DYSTROPHIC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11720||WS HB DEFAULT|487.00
WS SERVICE AREA|10010042|HC NAIL DEBRIDE 6 OR MORE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11721||WS HB DEFAULT|487.00
WS SERVICE AREA|10010043|HC NAIL PLATE AVULSION|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11730||WS HB DEFAULT|836.00
WS SERVICE AREA|10010044|HC NAIL PLATE AVULSION ADDTL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11732||WS HB DEFAULT|487.00
WS SERVICE AREA|10010045|HC DRAIN SUBUGUAL HEMATOMA|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11740||WS HB DEFAULT|247.00
WS SERVICE AREA|10010046|HC TOENAIL EXCISED INGROWN|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|11750||WS HB DEFAULT|2,597.00
WS SERVICE AREA|10010047|HC NAIL EXCISE W/AMP TUFT OF DP|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11752||WS HB DEFAULT|12,647.00
WS SERVICE AREA|10010048|HC NAIL BED REPAIR|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11760||WS HB DEFAULT|1,998.00
WS SERVICE AREA|80085100|HC SCREEN FECAL GLOBIN SCREENING|LABORATORY - CHEMISTRY [0301]|G0328||WS HB DEFAULT|183.00
WS SERVICE AREA|10010049|HC NAIL BED RECONST W GRAFT|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11762||WS HB DEFAULT|9,247.00
WS SERVICE AREA|10010050|HC TOENAIL WEDGE RESECTION|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11765||WS HB DEFAULT|487.00
WS SERVICE AREA|10010051|HC BP-SUBQ INJ FILLING MAT 1CC OR <|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|11950||WS HB DEFAULT|839.00
WS SERVICE AREA|10010052|HC BP-SUBQ INJ FILLING MAT 1.1-5.0CC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|11951||WS HB DEFAULT|1,096.00
WS SERVICE AREA|10010053|HC BP-SUBQ INJ FILLING MAT 5.1-10.0C|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|11952||WS HB DEFAULT|1,356.00
WS SERVICE AREA|10010054|HC BP-SUBQ INJ FILLING MAT > 10.0CC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|11954||WS HB DEFAULT|1,612.00
WS SERVICE AREA|10010055|HC WOUND BODY SIMPLE =< 2.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12001||WS HB DEFAULT|766.00
WS SERVICE AREA|10010056|HC WOUND BODY SIMP 2.6-7.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12002||WS HB DEFAULT|766.00
WS SERVICE AREA|99010048|HC CCU BED CHARGES|CORONARY CARE - GENERAL CLASSIFICATION [0210]|99010048||WS HB DEFAULT|3,950.00
WS SERVICE AREA|10010057|HC WOUND BODY SIMP 7.6-12.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12004||WS HB DEFAULT|766.00
WS SERVICE AREA|10010058|HC WOUND BODY SIMP 12.6-20.0|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12005||WS HB DEFAULT|766.00
WS SERVICE AREA|10010059|HC WOUND BODY SIMP 20.1-30.0|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12006||WS HB DEFAULT|766.00
WS SERVICE AREA|10010060|HC WOUND BODY SIMP >30.0|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12007||WS HB DEFAULT|766.00
WS SERVICE AREA|10010061|HC WOUND HEAD SIMP = < 2.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12011||WS HB DEFAULT|766.00
WS SERVICE AREA|10010062|HC WOUND HEAD SIMP 2.6-5.0|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12013||WS HB DEFAULT|766.00
WS SERVICE AREA|10010063|HC WOUND HEAD SIMP 5.1-7.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12014||WS HB DEFAULT|766.00
WS SERVICE AREA|92010017|HC TEMP TRANSCUTAN PACING|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|92953||WS HB DEFAULT|2,207.00
WS SERVICE AREA|10010064|HC WOUND HEAD SIMP 7.6-12.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12015||WS HB DEFAULT|766.00
WS SERVICE AREA|10010065|HC WOUND HEAD SIMP 12.6-20|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12016||WS HB DEFAULT|766.00
WS SERVICE AREA|70878701|HC NM KIDNEY IMAGING WITH FLOW|NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341]|78701||WS HB DEFAULT|2,207.00
WS SERVICE AREA|10010066|HC WOUND HEAD SIMP 20.1-30|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12017||WS HB DEFAULT|766.00
WS SERVICE AREA|10010067|HC WOUND HEAD SIMP >30|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12018||WS HB DEFAULT|766.00
WS SERVICE AREA|70878473|HC NM GATED HEART MULTI WALL MOTION + EJECTION FRACTION, REST & STRESS|NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341]|78473||WS HB DEFAULT|3,100.00
WS SERVICE AREA|10010068|HC WOUND DEHISCENCE SIMP|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12020||WS HB DEFAULT|2,570.00
WS SERVICE AREA|10010069|HC WOUND DEHISCENCE W/PACKING|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|12021||WS HB DEFAULT|1,998.00
WS SERVICE AREA|70875809|HC NM SHUNTOGRAM OF NNVAS SHUNT|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|75809||WS HB DEFAULT|825.00
WS SERVICE AREA|10010070|HC WOUND BODY LAYER =< 2.5 CM|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12031||WS HB DEFAULT|766.00
WS SERVICE AREA|10010071|HC WOUND BODY LAYER 2.6-7.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12032||WS HB DEFAULT|1,998.00
WS SERVICE AREA|50059000|HC DELIVERY OF PLACENTA|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|59414||WS HB DEFAULT|7,848.00
WS SERVICE AREA|10010072|HC WOUND BODY LAYER 7.6-12.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12034||WS HB DEFAULT|766.00
WS SERVICE AREA|10010073|HC WOUND BODY LAYER 12.6-20|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12035||WS HB DEFAULT|766.00
WS SERVICE AREA|10010202|HC EXC PILONID CYST; SMPL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|11770||WS HB DEFAULT|11,246.00
WS SERVICE AREA|10010074|HC WOUND BODY LAYER 20.1-30|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12036||WS HB DEFAULT|1,998.00
WS SERVICE AREA|10010075|HC WOUND BODY LAYER >30|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12037||WS HB DEFAULT|1,998.00
WS SERVICE AREA|40049410|HC SIMPLE CNTRL NOSE BLEED|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|42970||WS HB DEFAULT|2,356.00
WS SERVICE AREA|10010076|HC WOUND BODY/EXT LAY/COM =<2.5 CM|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12041||WS HB DEFAULT|766.00
WS SERVICE AREA|10010077|HC WOUND BODY/EXT LAYER 2.6-7.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12042||WS HB DEFAULT|766.00
WS SERVICE AREA|40049409|HC REPAIR LIP FT; > 1/2 V HGT OR COMPLEX|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|40654||WS HB DEFAULT|3,279.00
WS SERVICE AREA|10010078|HC WOUND BODY/EXT LAYER 7.6-12.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12044||WS HB DEFAULT|766.00
WS SERVICE AREA|10010079|HC WOUND BODY/EXT LAYER 12.6-20|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|12045||WS HB DEFAULT|1,998.00
WS SERVICE AREA|40049408|HC REPAIR LIP FT; UP TO HALF VERTICAL HGHT|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|40652||WS HB DEFAULT|3,716.00
