Service Area|Px Code|Procedure Description|Alternate CPT/HCPCS Code|Alternate Identification|Alternate Code by Location|Alternate Code by Department|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|70600021|HC MAM DIAGNOSTIC ADDL VIEWS BILAT|G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,34901,27402,30201,35701,35702,27401,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|678.00
WS SERVICE AREA|70600020|HC MAMMO SCREENING TO DIAGNOSTIC DIG BILAT|G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,34901,27401,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|905.00
WS SERVICE AREA|70600024|HC MAMMO DIAGNOSTIC DIGITAL POST PROC BILAT|G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204,G0204|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,34901,27401,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|0.00
WS SERVICE AREA|70600026|HC MAM DIAGNOSTIC DIGITAL ADDL VIEWS UNI|G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0202,G0202,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,27401,34901,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|562.00
WS SERVICE AREA|70600029|HC MAMMO DIAGNOSTIC DIGITAL POST PROC UNI|G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,34901,27401,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|0.00
WS SERVICE AREA|70600025|HC MAMMO SCREENING TO DIAGNOSTIC DIG UNI|G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206,G0206|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,31601,33402,34801,34901,27401,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|765.00
WS SERVICE AREA|80085082|HC ONC(BREAST), MRNA, MICROARRAY GENE EXPRESSION PROF OF 70 CONTENT GENES AND 465 HK GENES|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,2421,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901,24402,26702,26906|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|8,163.00
WS SERVICE AREA|80085072|HC AMPHETAMINES 3 OR 4|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|218.00
WS SERVICE AREA|80085071|HC DRUG SCREENING BARBITURATES|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|146.00
WS SERVICE AREA|80085074|HC ANTIDEPRESSANTS CLASS 6/MORE|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80085075|HC ANTIEPILEPTICS NOS 7/MORE|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80085076|HC ANTIPSYCHOTICS NOS 7/MORE|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80085077|HC STIMULANTS SYNTHETIC|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80085078|HC CHLORAMPHENICOL|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80085079|HC QUININE|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20101,20102,20105,20107,20109,21701,21702,21703,21704,21706,21707,21708,21709,21713,23101,23102,24402,26702,26906,35501,35502,39701,45101,20201,20202,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|||WS HB DEFAULT|18.00
WS SERVICE AREA|80011499|HC DRUG SCRN (SERUM/PLASMA/URIN)|80100,80100,80100,80100,80100,80100,80100,80100|20501,20502,24101,24102,25401,25402,27401,27402|,,,,,,,|,,,,,,,|WS HB DEFAULT|70.00
WS SERVICE AREA|80011500|HC DRUG SCREEN BLD|80100,80100,80100,80100,80100,80100,80100,80100|20501,20502,24101,24102,25401,25402,27401,27402|,,,,,,,|,,,,,,,|WS HB DEFAULT|871.00
WS SERVICE AREA|80011501|HC DRUG SCREEN COMPREHENSIVE|80100,80100,80100,80100,80100,80100,80100,80100|20501,20502,24101,24102,25401,25402,27401,27402|,,,,,,,|,,,,,,,|WS HB DEFAULT|551.00
WS SERVICE AREA|80011502|HC SUBSTANCE ABUSE PANEL 10(Q)|80100,80100,80100,80100,80100,80100,80100,80100|20501,20502,24101,24102,25401,25402,27401,27402|,,,,,,,|,,,,,,,|WS HB DEFAULT|351.00
WS SERVICE AREA|80011503|HC SUBSTANCE ABUSE PANEL 6(Q)|80100,80100,80100,80100,80100,80100,80100,80100|20501,20502,24101,24102,25401,25402,27401,27402|,,,,,,,|,,,,,,,|WS HB DEFAULT|292.00
WS SERVICE AREA|93010364|HC GRAFT PTCA AND/OR DES STENT RAMUS ARTERY|C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|22,289.00
WS SERVICE AREA|97060052|HC IPR ELECTRICAL STIMULATION UNATTENDED PHYSICAL THERAPY|97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014|20201,20202,21201,21202,21203,21204,21401,22301,23202,23203,23201,23501,24201,24202,24203,24301,24302,24303,26001,26905,26904,26901,26903,26902,27001,27501,27901,28101,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|247.00
WS SERVICE AREA|97060451|HC IPR ELECTRICAL STIMULATION UNATTENDED OCCUPATIONAL THERAPY|97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014,97014|20201,20202,21201,21202,21203,21204,21401,22301,23202,23203,23201,23501,24201,24202,24203,24301,24302,24303,26001,26905,26904,26901,26903,26902,27001,27501,27901,28101,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|247.00
WS SERVICE AREA|34010035|HC NM RA 223 DICHLORIDE XOFIGO/DOSE|C9399,C9399,C9399,C9399,C9399,C9399,C9399,C9399|24201,24202,24203,24205,24301,24302,24303,28501|,,,,,,,|,,,,,,,|WS HB DEFAULT|43,246.00
WS SERVICE AREA|77010097|HC INTENSITY MODULATED RAD TX (IMRT) SIMPLE|G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015,G6015|20501,20502,24101,24102,24103,24104,24105,24106,24107,24108,24109,24110,24111,24112,24113,24114,24115,24116,24117,24118,24119,24120,24121,24122,24123,24124,24125,25401,25402,27402,35701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|5,626.00
WS SERVICE AREA|77010098|HC INTENSITY MODULATED RAD TX (IMRT) COMPLEX|G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016,G6016|20501,20502,24101,24102,24103,24104,24105,24106,24107,24108,24109,24110,24111,24112,24113,24114,24115,24116,24117,24118,24119,24120,24121,24122,24123,24124,24125,25401,25402,27402,35701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|5,933.00
WS SERVICE AREA|70508032|HC CT LUNG SCREEN BASELINE|G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297|20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24202,24203,24204,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|4,991.00
WS SERVICE AREA|70508033|HC CT LUNG SCREEN FOLLOW UP|G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297,G0297|20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24201,24202,24203,24204,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,26906,27501,27901,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|4,991.00
WS SERVICE AREA|80084636|HC DRUG SCREEN NON TLC DEVICES|G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0434,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477,G0477|20201,20202,20501,20502,21201,21202,21203,21204,21401,21501,21601,22301,23201,23202,23203,23501,24101,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27401,27402,27501,27901,30301,31601,33201,33402,34801,34901,20201,20202,20502,21201,21202,21203,21204,21401,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,26906,27001,27402,27501,27901,30301,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|571.00
WS SERVICE AREA|80084637|HC ANTIDEPRESSANT TRICYCLIC 1/2|G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480,G0480|20201,20202,20501,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27401,27402,27501,27901,30301,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|276.00
WS SERVICE AREA|80084638|HC BENZODIAZEPINES 1-12|G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483,G0483|20201,20202,20501,20502,21201,21202,21203,21204,21501,21601,22301,23201,23202,23203,23501,24102,24201,24202,24203,24204,24205,24301,24302,24303,24701,25401,25402,26001,26201,26202,26203,26204,26205,26206,26901,26902,26903,26904,26905,27001,27401,27402,27501,27901,30301,31601,33201,33402,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|244.00
