MEDICATION,CHARGE
ARGATROBAN INJ PER 1 MG,"$3,722.75"
ARGATROBAN INJ PER 1 MG,"$2,781.90"
ARGATROBAN INJ PER 1 MG,"$1,556.08"
ARGATROBAN INJ PER 1 MG,"$1,023.35"
ARGATROBAN INJ PER 1 MG,"$1,015.05"
ARGATROBAN INJ PER 1 MG,"$1,362.87"
ARGATROBAN INJ PER 1 MG,"$1,362.87"
ARGININE HCL (L-ARGININE) 10 % IV,$56.24
ARGININE HCL (L-ARGININE) 10 % IV,$147.47
L-Arginine 1000 mg tablet,$8.32
ARGININE HCL (L-ARGININE) 10 % IV,$147.47
ARGININE HCL 0.475 MEQ/ML SOLN,$147.47
arginine per 0.275 meq injection,$63.41
ARGININE HCL (L-ARGININE) 10 % IV,$147.47
ARIPRAZOLE 1 MG TAB,$80.93
ARIPIPRAZOLE 12.5 MG TAB,$36.64
ARIPIPRAZOLE 10 MG TAB,$74.93
ARIPIPRAZOLE 10 MG TAB,$64.78
ARIPIPRAZOLE 10 MG TAB,$10.84
ARIPIPRAZOLE 15 MG TAB,$91.79
ARIPIPRAZOLE 15 MG TAB,$25.03
ARIPIPRAZOLE 15 MG TAB,$36.70
ARIPRAZOLE 2 MG TAB,$91.79
ARIPRAZOLE 2 MG TAB,$26.43
ARIPRAZOLE 2 MG TAB,$29.48
ARIPRAZOLE 2 MG TAB,$11.05
ARIPIPRAZOLE 2.5 MG TAB,$36.64
ARIPIPRAZOLE 20 MG TAB,$126.50
ARIPIPRAZOLE 20 MG TAB,$100.28
ARIPIPRAZOLE 5 MG TAB,$91.79
ARIPIPRAZOLE 5 MG TAB,$74.96
ARIPIPRAZOLE 5 MG TAB,$24.80
ARIPIPRAZOLE 5 MG TAB,$29.48
ARIPIPRAZOLE ER INJ PER 1 MG,"$5,710.52"
ARIPIPRAZOLE ER INJ PER 1 MG,"$7,270.09"
ARIPIPRAZOLE ER INJ PER 1 MG,"$5,390.47"
ARREST CART,$786.63
ARSENIC TRIOXIDE 1MG/1ML SOLUTION,"$1,606.92"
ARSENIC TRIOXIDE 1MG/1ML SOLUTION,"$2,432.17"
ARSENIC TRIOXIDE 1MG/1ML SOLUTION,"$2,432.17"
COARTEM 20 MG-120 MG (ALT*) TAB,$21.90
ARTIFICIAL SALIVA AEROSOL SPRAY,$35.37
ARTIFICIAL TEAR  0.4 % EYE DRP,$2.00
ARTIFICIAL TEAR 2.5 % EYE DRP,$40.76
ARTIFICIAL TEAR 2.5 % EYE DRP,$40.13
ASCORBIC ACID 125 MG TAB,$12.04
ASCORBIC ACID 250 MG TAB,$8.04
ASCORBIC ACID 500 MG TAB,$8.11
ASCORBIC ACID 500 MG/ML INJ,$284.00
ASENAPINE 2.5 MG SUBLINGUAL TAB,$50.58
ASENAPINE 5 MG SUBLINGUAL TAB,$46.58
ASPARAGINASE-ERWINIA PER 1000 UNT,"$10,598.52"
ASPIRIN 1 MG/ML SOLUTION,$12.04
ASPIRIN 162.5 MG TAB,$12.21
ASPIRIN 20.25 MG CHEWABLE TAB,$12.04
ASPIRIN 300 MG RECTAL SUPPOSITORY,$17.11
ASPIRIN 300 MG RECTAL SUPPOSITORY,$13.11
ASPIRIN 325 MG TAB,$2.00
ASPIRIN 325 MG TAB,$2.00
ASPIRIN 325 MG  EC TAB,$2.00
ASPIRIN 325 MG  EC TAB,$2.00
ASPIRIN 325 MG  EC TAB,$2.00
ASPIRIN 40.5 MG CHEWABLE TAB,$12.11
ASPIRIN 81 MG CHEWABLE TAB,$2.00
ASPIRIN 81 MG CHEWABLE TAB,$2.00
ASPIRIN 81 MG CHEWABLE TAB,$2.00
ASPIRIN 81 MG TAB,$2.00
ASPIRIN 81 MG TAB,$8.04
ASPIRIN 81 MG TAB,$8.04
ASPIRIN 81 MG TAB,$8.18
ASPIRIN 81 MG TAB,$8.21
ASPIRIN 81 MG TAB,$8.18
ATAZANAVIR 150 MG CAP,$68.09
ATAZANAVIR 150 MG CAP,$50.02
ATAZANAVIR 200 MG CAP,$68.09
ATENOLOL 12.5 MG TAB,$12.21
ATENOLOL 25 MG TAB,$187.00
ATENOLOL 25 MG TAB,$8.32
ATENOLOL 25 MG TAB,$8.21
ATENOLOL 25 MG TAB,$8.21
ATENOLOL 50 MG TAB,$8.32
ATENOLOL 50 MG TAB,$8.11
ATENOLOL 50 MG TAB,$8.11
ATENOLOL 50 MG TAB,$8.32
ATOMOXETINE 10 MG CAP,$36.37
ATOMOXETINE 10 MG CAP,$16.37
ATOMOXETINE 18 MG CAP,$36.37
ATOMOXETINE 25 MG CAP,$36.37
ATOMOXETINE 40 MG CAP,$38.81
ATORVASTATIN 1 MG/ML SOLN,$19.00
ATORVASTATIN 10 MG TAB,$9.79
ATORVASTATIN 10 MG TAB,$8.70
ATORVASTATIN 20 MG TAB,$9.00
ATORVASTATIN 40 MG TAB,$35.69
ATORVASTATIN 40 MG TAB,$10.98
ATORVASTATIN 40 MG TAB,$8.53
ATORVASTATIN 40 MG TAB,$9.26
ATORVASTATIN 40 MG TAB,$10.42
ATORVASTATIN 40 MG TAB,$8.77
ATORVASTATIN 5 MG TAB,$13.79
ATORVASTATIN 80 MG TAB,$35.69
ATORVASTATIN 80 MG TAB,$10.24
ATORVASTATIN 80 MG TAB,$9.89
ATORVASTATIN 80 MG TAB,$9.44
ATOVAQUONE 750 MG/5 ML ORAL SUSP,"$2,942.12"
ATOVAQUONE 750 MG/5 ML ORAL SUSP,$96.43
MALARONE (ALT*) 250-100 MG TAB,$28.54
MALARONE (ALT*) 250-100 MG TAB,$22.11
ATRACURIUM 10 MG/ML IV,$87.38
ATRACURIUM 10 MG/ML IV,$78.44
ATROPINE 0.1 MG/ML SYRINGE,$74.57
ATROPINE 0.1 MG/ML SYRINGE,$65.05
ATROPINE 0.1 MG/ML SYRINGE,$74.57
ATROPINE 0.1 MG/ML SYRINGE,$65.05
ATROPINE 0.1 MG/ML SYRINGE,$74.57
ATROPINE 0.1 MG/ML SYRINGE,$65.05
Atropine inj per 0.01 mg,$74.57
Atropine inj per 0.01 mg,$65.05
Atropine inj per 0.01 mg,$60.30
Atropine inj per 0.01 mg,$94.85
Atropine inj per 0.01 mg,$60.56
Atropine inj per 0.01 mg,$140.22
Atropine inj per 0.01 mg,$60.56
Atropine inj per 0.01 mg,$94.85
Atropine inj per 0.01 mg,$140.22
Atropine 0.5% eye drops,$85.00
ATROPINE 1 % EYE DROPS,$94.36
ATROPINE 1 % EYE DROPS,$161.15
ATROPINE 1 % DROPS,$161.15
ATROPINE 1 % DROPS,$94.36
atropine inj per 0.01 mg,$56.27
atropine inj per 0.01 mg,$67.00
atropine inj per 0.01 mg,$56.27
AZACITIDINE INJ PER 1MG,"$1,759.41"
AZATHIOPRINE TAB PER 50MG,$13.93
AZATHIOPRINE TAB PER 50MG,$10.28
AZATHIOPRINE TAB PER 50MG,$27.27
AZATHIOPRINE TAB PER 50MG,$9.12
AZATHIOPRINE TAB PER 50MG,$9.93
AZATHIOPRINE TAB PER 50MG,$9.93
AZATHIOPRINE TAB PER 50MG,$9.44
AZATHIOPRINE TAB PER 50MG,$10.28
AZATHIOPRINE 50 MG/ML ORAL SUSP,$362.00
AZELAIC ACID 15 % TOPICAL GEL,$574.53
AZELASTINE 137 MCG AEROSOL,$88.25
AZITHROMYCIN 125 MG TAB,$27.58
AZITHROMYCIN 200 MG/5 ML ORAL,$79.20
AZITHROMYCIN 200 MG/5 ML ORAL,$96.25
AZITHROMYCIN 200 MG/5 ML ORAL,$271.35
AZITHROMYCIN 250 MG TAB,$11.96
AZITHROMYCIN 250 MG TAB,$11.95
azithromycin 40 mg/ml  oral,$271.35
azithromycin 40 mg/ml  oral,$79.20
azithromycin 40 mg/ml  oral,$96.25
AZITHROMYCIN INJ PER 500MG,$150.00
AZITHROMYCIN INJ PER 500MG,$68.33
AZITHROMYCIN INJ PER 500MG,$72.30
AZITHROMYCIN INJ PER 500MG,$72.65
AZITHROMYCIN INJ PER 500MG,$58.16
AZITHROMYCIN INJ PER 500MG,$68.33
AZITHROMYCIN INJ PER 500MG,$58.16
AZITHROMYCIN 600 MG TAB,$54.02
AZITHROMYCIN 600 MG TAB,$15.84
AZTREONAM 1 G SOLUTION FOR INJ,$119.55
AZTREONAM 1 G SOLUTION FOR INJ,$119.55
AZTREONAM 1 G SOLUTION FOR INJ,$119.55
AZTREONAM 2 G SOLUTION FOR INJ,$190.27
AZTREONAM 2 G SOLUTION FOR INJ,$199.85
AZTREONAM 2 G SOLUTION FOR INJ,$190.27
AZTREONAM 2 G SOLUTION FOR INJ,$199.85
B COMPLEX VITAMINS CAP,$2.00
B COMPLEX VITAMINS CAP,$8.18
NEPHRONEX (ALT*) SYRUP,$70.80
NEPHRO-CAPS (ALT*),$20.71
NEPHRO-CAPS (ALT*),$8.46
NEPHRO-CAPS (ALT*),$8.46
NEPHRO-CAPS (ALT*),$8.35
"BACITRACIN 50,000 UNIT IM",$63.03
"BACITRACIN 50,000 UNIT IM",$67.26
"BACITRACIN 50,000 UNIT IM",$71.65
"BACITRACIN 50,000 UNIT IM",$63.03
BACITRACIN 50 TU/L NS BAG,$150.00
BACITRACIN 50 TU/L NS BOTTLE,$150.00
BACITRACIN 500 UNIT/G EYE OINT,$191.63
BACITRACIN ZINC 500 UNIT/G OINT,$77.52
BACITRACIN ZINC 500 UNIT/G OINT,$28.05
BACITRACIN ZINC 500 UNIT/G OINT,$166.22
BACITRACIN ZINC 500 UNIT/G OINT,$24.48
BACITRACIN ZINC 500 UNIT/G OINT,$30.57
BACITRACIN ZINC 500 UNIT/G OINT,$8.53
POLYSPORIN (ALT*),$2.00
POLYSPORIN (ALT*),$81.85
POLYSPORIN (ALT*),$65.11
POLYSPORIN (ALT*) OINTMENT,$45.24
POLYSPORIN (ALT*) OINTMENT,$95.20
BACLOFEN 10 MG TAB,$8.98
BACLOFEN 10 MG TAB,$8.77
BACLOFEN 10 MG TAB,$10.42
BACLOFEN 10 MG TAB,$9.23
BACLOFEN 10 MG TAB,$9.51
BACLOFEN INJ PER 10MG,"$3,121.71"
BACLOFEN 2.5 MG TAB,$13.23
BACLOFEN 5 MG TAB,$13.23
baclofen 5 mg/ml oral,$222.00
BACLOFEN 50 MCG/ML INTRATHECAL,$147.50
BACLOFEN INJ PER 10MG,$748.75
BACTERIOSTATIC SALINE 0.9 % INJ,$52.28
BACTERIOSTATIC SALINE 0.9 % INJ,$52.11
LIMBREL (ALT*) 500-50 MG CAP,$14.09
BALANCED SALT IRRIG DROPS,$50.45
BSS PLUS COMB1 INTRAOCULAR,$192.37
BSS PLUS COMB1 INTRAOCULAR,$118.28
BSS PLUS COMB1 INTRAOCULAR BAG,$118.28
BSS COMB2 INTRAOCULAR,$37.26
BSS COMB2 INTRAOCULAR,$37.50
BSS COMB2 INTRAOCULAR BAG,$37.50
BALSALAZIDE 750 MG CAP,$12.69
BALSAM PERU-CASTOR OIL OINT,$74.28
BASILIXIMAB 20 MG IV SOLUTION,"$12,868.06"
BCG LIVE 50 MG INTRAVESICAL,$961.78
BCG LIVE 50 MG INTRAVESICAL,$961.78
BECLOMETHASONE 42 MCG NASAL SPRAY,$495.88
BELATACEPT INJ PER 1 MG,"$3,341.75"
BELINOSTAT INJ PER 10MG,"$4,899.44"
B & O (ALT*) 16.2 MG-30 MG SUPP,$67.05
BENDAMUSTINE INJ PER 1 MG,"$6,362.03"
BENDAMUSTINE INJ PER 1 MG,"$2,858.11"
CEPACOL (SF) LOZENGE,$22.52
CEPACOL (SF) LOZENGE,$26.02
BENZOCAINE-MENTHOL 20%-0.5% SPRAY,$38.24
BENZOCAINE-MENTHOL 20%-0.5% SPRAY,$39.32
BENZOIN COMPOUND TOPICAL TINCTURE,$30.40
BENZONATATE 100 MG CAP,$8.25
BENZONATATE 100 MG CAP,$9.40
BENZONATATE 100 MG CAP,$8.74
BENZONATATE 100 MG CAP,$12.06
BENZOYL PEROXIDE 5 % TOPICAL GEL,$61.47
BENZOYL PEROXIDE 5% TOP LIQUID,$53.61
BENZTROPINE 0.25 MG TAB,$12.42
BENZTROPINE 0.5 MG TAB,$8.42
BENZTROPINE 0.5 MG TAB,$8.32
BENZTROPINE 0.5 MG TAB,$9.19
BENZTROPINE 1 MG TAB,$8.49
BENZTROPINE 1 MG TAB,$8.84
BENZTROPINE 1 MG TAB,$8.35
BENZTROPINE 1 MG TAB,$9.37
BENZTROPINE 1 MG/ML INJECTION,$293.75
BENZTROPINE 1 MG/ML INJECTION,$154.72
BENZTROPINE 1 MG/ML INJECTION,$293.75
BENZTROPINE 2 MG TAB,$10.80
BENZTROPINE 2 MG TAB,$8.49
BENZTROPINE 2 MG TAB,$10.80
PRE-PEN (ALT*) 0.25 ML INJ,$261.37
PRE-PEN (ALT*) 0.25 ML INJ,$261.37
BETAMETHASONE INJ PER 3 MG,$103.76
BETAMETHASONE 3MG INJECTION,$157.74
BETAMETHASONE 3MG INJECTION,$155.82
BETAMETHASONE VALERATE 0.1 % LOT,$221.27
BETAMETHASONE VALERATE 0.1 % LOT,$177.14
BETAMETHASONE VALERATE 0.1 % OINT,$119.94
BETAMETHASONE VALERATE 0.1 % OINT,$143.08
BETAMETHASONE VALERATE 0.1 % CR,$108.21
BETAMETHASONE 0.05 % OINTMENT,$272.13
BETAMETHASONE 0.05 % OINTMENT,$194.41
BETAMETHASONE 0.05 % OINTMENT,$159.32
"BETAXOLOL 0.25 % EYE DROPS, SUSP",$784.45
BETAXOLOL 0.5 % EYE DROPS,$202.22
BETHANECHOL CHLORIDE 10 MG TAB,$11.36
BETHANECHOL CHLORIDE 10 MG TAB,$11.36
BETHANECHOL CHLORIDE 2.5 MG TAB,$12.35
BETHANECHOL CHLORIDE 25 MG TAB,$12.24
BETHANECHOL CHLORIDE 25 MG TAB,$12.24
BETHANECHOL CHLORIDE 5 MG TAB,$14.16
BETHANECHOL CHLORIDE 5 MG TAB,$8.84
BETHANECHOL CHLORIDE 5 MG TAB,$16.72
BETHANECHOL CHLORIDE 50 MG TAB,$11.57
BETHANECHOL CHLORIDE 50 MG TAB,$11.54
BETHANECHOL CHLORIDE 50 MG TAB,$10.28
BEVACIZUMAB INJ PER 10MG,$190.01
BEVACIZUMAB INJ PER 0.25 mg,$190.01
BEVACIZUMAB INJ PER 10MG,"$1,865.12"
BEVACIZUMAB INJ PER 10MG,"$7,955.16"
BEVACIZUMAB INJ PER 10MG,"$1,865.12"
BICALUTAMIDE 25 MG TAB,$12.77
BICALUTAMIDE 50 MG TAB,$69.32
BICALUTAMIDE 50 MG TAB,$20.88
BICALUTAMIDE 50 MG TAB,$8.67
BIMATOPROST 0.01 % EYE DROPS,$605.33
BIOTIN 1 MG TAB,$8.21
BIOTIN 150 MCG TAB,$12.07
BIOTIN 300 MCG TAB,$8.07
BIOTIN 5 MG CAP,$8.95
BISACODYL 10 MG RECTAL SUPP,$8.28
BISACODYL 10 MG RECTAL SUPP,$8.21
BISACODYL 5 MG TAB,$8.07
BISACODYL 5 MG TAB,$8.04
BISACODYL 5 MG TAB,$8.07
PEPTO-BISMOL (ALT*) ORAL SUSP,$29.10
BISOPROLOL FUMARATE 2.5 MG TAB,$14.66
BISOPROLOL FUMARATE 5 MG TAB,$10.66
BISOPROLOL-HCTZ 2.5MG-6.25MG TAB,$8.56
BIVALIRUDIN INJ PER 1MG,"$4,464.50"
BIVALIRUDIN INJ PER 1MG,"$2,340.60"
Bivalirudin inj per 1ml,"$4,464.50"
BLEOMYCIN 15 UNIT INJ,$283.88
BLEOMYCIN 15 UNIT INJ,$400.00
BLEOMYCIN 15 UNIT INJ,$212.70
BLEOMYCIN 15 UNIT INJ,$253.20
BLINATUMOMAB 35 MCG INJ,"$16,037.93"
BORTEZOMIB INJ PER 0.1MG,"$4,558.25"
BORTEZOMIB INJ PER 0.1MG,"$4,558.25"
BOSENTAN 3.13 MG/ML SUSP,$187.00
BOSENTAN 31.25 MG TAB,$345.00
BOSENTAN 6.25 MG/ML SUSP,"$1,962.00"
BOSENTAN 62.5 MG TAB,$419.00
BOTILINUM TOXIN TYPE B 100 UNIT,"$1,245.43"
BRENTUXIMAB VENOTID INJ PER 1 MG,"$15,665.50"
BREXPIPRAZOLE 1 MG TAB,$110.27
BRIMONIDINE 0.2 % EYE DROPS,$64.33
BRIMONIDINE 0.2 % EYE DROPS,$39.67
"BRINZOLAMIDE 1 % EYE DROPS, SUSP",$487.35
BRIVARACETAM 100 MG TABLET,$53.83
BRIVARACETAM 100 MG TABLET,$58.44
BRIVARACETAM 25 MG TABLET,$62.44
BRIVARACETAM 25 MG TABLET,$58.44
BRIVARACETAM 25 MG TABLET,$58.44
BRIVARACETAM 50 MG/5 ML IV,$189.72
BROMOCRIPTINE 1.25 MG TAB,$23.24
BROMOCRIPTINE 2.5 MG TAB,$25.94
BROMOCRIPTINE 2.5 MG TAB,$19.24
BROMOCRIPTINE 5 MG CAP,$30.82
BUDESONIDE NEB PER 0.5 MG,$31.49
BUDESONIDE NEB PER 0.5 MG,$33.73
BUDESONIDE NEB PER 0.5 MG,$31.49
BUDESONIDE NEB PER 0.5 MG,$31.49
BUDESONIDE NEB PER 0.5 MG,$31.49
BUDESONIDE 180 MCG INHALER,$451.60
BUDESONIDE 2 MG/ACT RECTAL FOAM,"$1,234.05"
BUDESONIDE SR 3 MG 24 HR CAP,$43.85
BUDESONIDE SR 3 MG 24 HR CAP,$33.06
BUDESONIDE SR 3 MG 24 HR CAP,$20.88
SYMBICORT (*ALT) 160-4.5/ACT INH,$172.41
SYMBICORT (*ALT) 80-4.5/ACT INH,$172.41
BUMETANIDE 0.25 MG/ML INJECTION,$55.20
BUMETANIDE 0.25 MG/ML INJECTION,$65.28
BUMETANIDE 0.25 MG/ML INJECTION,$55.62
BUMETANIDE 0.25 MG/ML INJECTION,$52.76
BUMETANIDE 0.25 MG/ML INJECTION,$55.20
BUMETANIDE 0.25 MG/ML INJECTION,$55.36
BUMETANIDE 0.25 MG/ML INJECTION,$55.20
BUMETANIDE 0.5MG TAB,$9.65
BUMETANIDE 1 MG TAB,$15.25
BUMETANIDE 1 MG TAB,$10.17
BUMETANIDE 1 MG TAB,$9.65
BUPIVACAINE 0.25 %  INJECTION,$58.09
BUPIVACAINE 0.25 %  INJECTION,$60.14
BUPIVACAINE 0.25 %  INJECTION,$68.10
BUPIVACAINE 0.25 %  INJECTION,$70.90
BUPIVACAINE 0.25 %  INJECTION,$53.77
BUPIVACAINE 0.25 %  INJECTION,$54.06
BUPIVACAINE 0.25 %  INJECTION,$53.67
BUPIVACAINE 0.25 %  INJECTION,$54.00
BUPIVACAINE 0.25 %  INJECTION,$58.09
BUPIVACAINE 0.25 %  INJECTION,$60.14
BUPIVACAINE  0.5 % INJECTION,$72.43
BUPIVACAINE  0.5 % INJECTION,$58.19
BUPIVACAINE  0.5 % INJECTION,$55.40
BUPIVACAINE  0.5 % INJECTION,$63.78
BUPIVACAINE  0.5 % INJECTION,$53.19
BUPIVACAINE  0.5 % INJECTION,$55.56
BUPIVACAINE  0.5 % INJECTION,$58.19
BUPIVACAINE  0.5 % INJECTION,$53.48
BUPIVACAINE 0.75 % INJECTION,$76.13
BUPIVACAINE 0.75 % INJECTION,$55.46
BUPIVACAINE 0.75 % INJECTION,$69.76
BUPIVACAINE 0.75 % INJECTION,$56.57
BUPIVACAINE 0.25% MDV INJ,$56.37
BUPIVACAINE IN NS 0.1% SOLN,$150.00
BUPIVACAINE IN NS 0.1% SOLN,$150.00
BUPIVACAINE LIPOSOME INJ PER 1 MG,"$1,025.00"
SENSORCAINE (ALT*) 0.75 % INJ,$61.21
SENSORCAINE (ALT*) 0.75 % INJ,$53.87
SENSORCAINE (ALT*) 0.75 % INJ,$55.01
SENSORCAINE (ALT*) 0.75 % INJ,$61.21
SENSORCAINE (ALT*) 0.75 % INJ,$61.21
"BUP-EPI 0.25 %-1:200,000 INJ",$56.92
"BUP-EPI 0.5 %-1:200,000 INJ",$58.45
"BUP-EPI 0.5 %-1:200,000 INJ",$59.36
"BUP-EPI 0.5 %-1:200,000 INJ",$75.03
"BUP-EPI 0.5 %-1:200,000 INJ",$56.21
"BUP-EPI 0.5 %-1:200,000 INJ",$60.66
"BUP-EPI 0.5 %-1:200,000 INJ",$74.96
"BUP-EPI 0.5 %-1:200,000 INJ",$59.36
"BUP-EPI 0.5 %-1:200,000 INJ",$60.66
"BUP-EPI 0.25%-1:200,000 INJ",$87.34
"BUP-EPI 0.5 %-1:200,000 INJ",$80.10
"BUP-EPI 0.5 %-1:200,000 INJ",$51.03
BUPRENORPHENE INJ PER 0.1 MG,$87.05
BUPRENORPHINE 10 MCG/HR PATCH,$143.53
BUPRENORPHINE 15 MCG/HR PATCH,$249.23
BUPRENORPHINE 2 MG SL TAB,$13.38
BUPRENORPHINE 20 MCG/HR PATCH,$240.83
BUPRENORPHINE 5 MCG/HR PATCH,$117.24
BUPRENORPHINE 8 MG SL TAB,$16.65
BUPRENORPHINE 8 MG SL TAB,$15.36
BUPRENORPHINE 8 MG SL TAB,$12.45
BUPRENORPHINE 750MCG BUCCAL FILM,$42.45
SUBOXONE (ALT*) TAB UP TO 3 MG,$24.69
SUBOXONE (ALT*) TAB UP TO 3 MG,$23.28
SUBOXONE (ALT*) TAB UP TO 3 MG,$19.10
SUBOXONE (ALT*) TAB UP TO 10 MG,$31.53
SUBOXONE (ALT*) TAB UP TO 10 MG,$12.90
BUPROPION 100 MG TAB,$10.35
BUPROPION 100 MG TAB,$10.35
BUPROPION 37.5 MG TAB,$14.35
BUPROPION 50 MG TAB,$14.35
BUPROPION 75 MG TAB,$9.68
BUPROPION 75 MG TAB,$9.68
BUPROPION SR 100 MG TAB,$9.44
BUPROPION SR 100 MG TAB,$9.58
BUPROPION SR 150 MG TAB,$9.44
BUPROPION SR 150 MG TAB,$8.74
BUPROPION SR 150 MG TAB,$10.70
BUPROPION SR 150 MG 24 HR TAB,$77.90
BUPROPION SR 150 MG 24 HR TAB,$9.58
BUPROPION SR 150 MG 24 HR TAB,$12.31
BUPROPION SR 150 MG 24 HR TAB,$9.40
BUSPIRONE 10 MG TAB,$8.21
BUSPIRONE 10 MG TAB,$8.25
BUSPIRONE 10 MG TAB,$8.21
BUSPIRONE 2.5 MG TAB,$12.21
BUSPIRONE 5 MG TAB,$8.25
BUSPIRONE 5 MG TAB,$8.21
BUSPIRONE 5 MG TAB,$8.18
BUSPIRONE 5 MG TAB,$8.21
BUSPIRONE 5 MG TAB,$8.14
BUSULFAN ORAL PER 2 MG,$28.51
BUSULFAN 2 MG TAB,$63.43
BUSULFAN 1MG INJ,"$4,815.40"
BUSULFAN 1MG INJ,"$4,190.38"
BUSULFAN 1MG INJ,"$4,815.40"
BUSULFAN 1MG INJ,"$2,685.50"
CETACAINE (ALT*) TOPICAL SPRAY,$171.29
BUTORPHANOL TARTRATE INJ PER 1MG,$59.87
BUTORPHANOL TARTRATE INJ PER 1MG,$59.87
CABERGOLINE PER 0.25 MG,$86.01
CABERGOLINE 0.25MG TABLET,$75.26
CABERGOLINE 0.25MG TABLET,$82.01
CABERGOLINE 0.25MG TABLET,$34.68
CAFFEINE 100 MG TAB,$12.35
CAFFEINE 200 MG TAB,$8.25
CAFFEINE 200 MG TAB,$8.60
CAFFEINE 200 MG TAB,$8.60
CAFFEINE 200 MG TAB,$8.42
Caffeine Citrated inj per 5mg,$65.99
Caffeine Citrated inj per 5mg,$90.07
Caffeine Citrated inj per 5mg,$90.07
Caffeine Citrated inj per 5mg,$136.39
Caffeine Citrated inj per 5mg,$92.74
Caffeine Citrated inj per 5mg,$84.97
Caffeine Citrated inj per 5mg,$136.78
caffeine citrated 20mg/ml IV,$136.78
caffeine citrated 20mg/ml IV,$84.97
caffeine citrated 20mg/ml IV,$136.39
caffeine citrated 20mg/ml IV,$92.74
caffeine citrated 20mg/ml IV,$65.99
CAFFEINE CITRATED 20 MG/ML  SOLN,$158.06
CAFFEINE CITRATED 20 MG/ML  SOLN,$111.04
CAFFEINE CITRATED 20 MG/ML  SOLN,$92.74
CAFFEINE CITRATED 20 MG/ML  SOLN,$158.06
caffeine citrated 20 mg/ml oral,$158.06
caffeine citrated 20 mg/ml oral,$111.04
caffeine citrated 20 mg/ml oral,$92.74
caffeine citrated 20 mg/ml oral,$57.64
caffeine citrated 20 mg/ml oral,$158.06
CAFFEINE-NA BENZ 250 MG/ML INJ,$83.18
CALAMINE (SWAN) LOTION,$31.90
CALCIPOTRIENE 0.005 % OINTMENT,$730.23
MIACALCIN (ALT*)200 UNIT SPRAY,$725.68
CALCITRIOL 0.25 MCG CAP,$11.08
CALCITRIOL 0.25 MCG CAP,$11.19
CALCITRIOL 0.25 MCG CAP,$8.88
CALCITRIOL 0.5 MCG CAP,$12.62
CALCITRIOL 0.5 MCG CAP,$10.17
CALCITRIOL 0.5 MCG CAP,$12.17
CALCITRIOL 0.1 MCG INJECTION,$125.00
calcitriol 1 MCG/ml  solution,$260.53
calcitriol 1 MCG/ml  solution,$361.73
calcitriol 1 MCG/ml injection,$68.27
CALCITRIOL PER 0.1MCG INJ,$68.27
CALCITRIOL PER 0.1MCG INJ,$69.26
CALCITRIOL 1 MCG/ML ORAL SOLN,$260.53
CALCITRIOL 1 MCG/ML ORAL SOLN,$361.73
calcitriol 1 MCG/ml  solution,$260.53
calcitriol 1 MCG/ml  solution,$361.73
CALCIUM ACETATE 667 MG CAP,$11.61
CALCIUM ACETATE 667 MG CAP,$10.14
CALCIUM ACETATE 667 MG CAP,$9.40
CALCIUM ACETATE 667 MG CAP,$11.15
CALCIUM ACETATE 667 MG CAP,$10.66
ALUMINUM-CAL ACETATE PACKET,$10.07
ALUMINUM-CAL ACETATE PACKET,$10.84
"CALCIUM CARBONATE 1,250MG/5ML SUS",$47.00
"CALCIUM CARBONATE 1,250MG/5ML SUS",$45.11
"CALCIUM CARBONATE 1,500 MG TAB",$8.11
CALCIUM CARBONATE 1250 mg/5mL SUSP,$47.00
CALCIUM CARBONATE 1250 mg/5mL SUSP,$45.11
CALCIUM CARBONATE 500 MG TAB,$12.25
"CALCIUM CARBONATE 1,250 MG TAB",$8.28
"CALCIUM CARBONATE 1,250 MG TAB",$8.14
CALCIUM CARBONATE 500 MG TAB,$8.25
CALCIUM CARB 500 MG CHEW TAB,$8.25
CALCIUM CHLORIDE 10 % IV,$74.31
CALCIUM CHLORIDE 10 % IV,$147.47
CALCIUM CHLORIDE 10 % IV,$68.82
CALCIUM CHLORIDE 10 % IV,$56.50
CALCIUM CHLORIDE 10 % IV,$72.33
CALCIUM CHLORIDE 10% IV SYRINGE,$74.31
CALCIUM CHLORIDE 10% IV SYRINGE,$68.82
CALCIUM CHLORIDE 10 mg/mL IV,$92.50
CALCIUM CITRATE 200 MG TAB,$8.14
CALCIUM CITRATE 400 MG TAB,$8.18
CITRACAL + D (ALT*),$8.28
CITRACAL + D (ALT*),$8.11
calcium(elemental) 23mg/ml syrup,$61.67
CALCIUM GLUB 1.8 G/5 ML SOLN,$61.67
CALCIUM GLUCONATE INJ PER 10 mL,$71.45
CALCIUM GLUCONATE INJ PER 10 mL,$66.58
CALCIUM GLUCONATE INJ PER 10 mL,$66.38
CALCIUM GLUCONATE INJ PER 10 mL,$63.10
CALCIUM GLUCONATE INJ PER 10 mL,$92.25
CALCIUM GLUCONATE INJ PER 10 mL,$92.25
CALCIUM GLUCONATE INJ PER 10 mL,$71.45
CALCIUM GLUCONATE INJ PER 10 mL,$66.38
CALCIUM GLUCONATE INJ PER 10 mL,$66.58
CALCIUM GLUCONATE INJ PER 10 mL,$63.10
CALCIUM GLUCONATE INJ PER 10 mL,$93.88
CALCIUM GLUCONATE INJ PER 10 mL,$74.90
CALCIUM GLUCONATE INJ PER 10 mL,$66.38
