UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 12/28/2018,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
6F EXPRSWY RX EXTRACT CATHETER ,EACH,"1,330.00"
6F INTRO 10CM ,EACH,70.00
6F LIVEWIRE SWEEP DECAPOLAR ,EACH,"1,245.00"
6F LRG CURVE 6F/4MM TIP ABL ,EACH,"2,420.00"
6F QUAD JSN CATHETER ,EACH,315.00
6F RAD GLIDESHEATH HYDOPHIL SH ,EACH,170.00
6F STAND CURVE 6F/4MM TIP ABL ,EACH,"2,290.00"
6F VAD2 CATH ,EACH,50.00
6FR 90CM GUIDING CATH ,EACH,350.00
6FR DILATOR ,EACH,60.00
6FR HOCKEY GUIDE CATH ,EACH,270.00
6MM VOICE PROSTHESIS ,EACH,745.00
6MMX18MM EXPRESS STENT NON-COA ,EACH,"3,610.00"
6MMX4CM POWERFLEX P3 BALL ,EACH,310.00
6MMX4CMX75CM CONQ PTA BALL ,EACH,640.00
6X12 GENESIS STENT ,EACH,Mark Up
6X15 GENESIS STENT ,EACH,Mark Up
7.0 X 12 GENESIS STENT ,EACH,Mark Up
7.0 X 15 GENESIS STENT ,EACH,Mark Up
7.038 45CM DEST RENAL ST SHEAT ,EACH,310.00
7.038 45CM PERF MBFI SHEATH ,EACH,125.00
7.038 55CM FLEXOR RAABE SHEATH ,EACH,170.00
7.038 90CM DEST CAROTID ST SHE ,EACH,310.00
7.038 90CM SHUTTLE SHEATH ,EACH,375.00
7.038 FLEX CHECK FLO INTRO 70C ,EACH,170.00
7.0MM SPIDER EMBOLIC PROT DEV ,EACH,"3,370.00"
7.0MMX20MMX80CM STER OTW BALL ,EACH,810.00
7.0MMX2CM TYSHAK II BALL ,EACH,"1,360.00"
7.0MMX2CM Z-MED BALL ,EACH,"1,260.00"
7.0MMX30MMX80CM STER OTW BALL ,EACH,810.00
7.0MMX3CM TYSHAK II BALL ,EACH,"1,480.00"
7.0MMX3CM TYSHAK MINI BALL ,EACH,"1,410.00"
7.0MMX40MMX80CM STER OTW BALL ,EACH,810.00
7.5F DILATOR ,EACH,120.00
7.5F INSERTION KIT ,EACH,335.00
7.5F PACING SWAN ,EACH,135.00
7.5F THERMO-COOL BI-DIR (NAV) ,EACH,"7,240.00"
7/10 SHEATH ,EACH,70.00
7/90 STR GUIDE CATH ,EACH,355.00
700-900 EMBOSPH 2ML ,EACH,600.00
7-100 LEHMAN CATHETER ,EACH,170.00
7-100 XBLAD 3.5 GUIDE ,EACH,180.00
7-100 XBLAD 4.0 GUIDE ,EACH,180.00
7-100CM AP2 CATHETER (BIOSPSY) ,EACH,50.00
7-45CM BIOPSY SHEATH JUGULAR ,EACH,70.00
7-75CM ANGLED PIGTAIL JUGULAR ,EACH,105.00
7-96CM BIOPSY SHEATH FEMORAL ,EACH,240.00
7F 110CM BERMAN CATHETER ,EACH,180.00
7F 110CM REVERSE BERMAN ,EACH,190.00
7F 13CM PEEL APART INTRO SYST ,EACH,430.00
7F 175CM 7MM LOOP MICROSNARE K ,EACH,"1,805.00"
7F 24CM ARROW FLEX SHEATH ,EACH,80.00
7F 35CM ARROW FLEX SHEATH ,EACH,190.00
7F 65CM (BROVIAC) WHITE CON ,EACH,610.00
7F 90CM BERMAN CATHETER ,EACH,190.00
7F ASYM #4 CURVE STD END 8F/10 ,EACH,"4,445.00"
7F DUO-DEC (2-10-2) SUPER LRG ,EACH,"2,310.00"
7F DUO-DEC H CURV STEER INQ ,EACH,"3,345.00"
7F DUO-DEC H LARGE CURV STEER ,EACH,"3,135.00"
7F ENSNARE SYSTEM ,EACH,995.00
7F IBI 15-15 VAR RAD SPIRAL CA ,EACH,"3,660.00"
7F INTRO 10CM ,EACH,70.00
7F LASSO 20 POLE 15MM CATH ,EACH,"3,255.00"
7F LASSO 20 POLE 20MM ,EACH,"3,255.00"
7F LASSO 20 POLE 2515MM ,EACH,"4,315.00"
7F NAV D-F CURVE EZ STEER ABL CATH ,EACH,"6,495.00"
7F ORBITER ST (D CURVE) STEER ,EACH,"2,340.00"
7F PRIME LRG CURVE STAND END 7 ,EACH,"2,940.00"
7F PRIME STD CURVE STD END 7F/ ,EACH,"2,940.00"
7F SAFIRE BLU DUO SP ABL CATHETER ,EACH,"3,530.00"
7F SM CURVE STD END 7F/4MM TIP ,EACH,"2,815.00"
7F STD CURVE EXT END 7F/4MM TI ,EACH,"2,815.00"
7F TD SWAN (C-CURVE) ,EACH,110.00
7F TD SWAN GANZ HEPARIN FREE ,EACH,115.00
7F TD SWAN S CURVE ,EACH,415.00
7F THERAPY COOL PATH BIDIR CATH ,EACH,"3,530.00"
7F WORLEY RENAL SAFE SHEATH ,EACH,"1,290.00"
7FR 1CM LOOP DRAIN ,EACH,230.00
7FR 25CM SHEATH ,EACH,80.00
7FR ANGLE GUIDE CATH ,EACH,350.00
7FR DILATOR ,EACH,60.00
8.032 54.5CM SL1 W/WIRE SHEATH ,EACH,490.00
8.032 57CM SL2 W/WIRE SHEATH ,EACH,500.00
8.032 60CM SR4 SHEATH ,EACH,500.00
8.032 62CM SL4 SHEATH ,EACH,500.00
8.032 63CM SL3 W/WIRE SHEATH ,EACH,500.00
8.032 PREFACE SHEATH 62CM ,EACH,375.00
8.035 55CM FLEXOR INTRO ,EACH,165.00
8.038 55CM FLEXOR RAABE SHEATH ,EACH,145.00
8.038 63CM MULLINS SHEATH ,EACH,165.00
8.038 80CM FLEXOR INTRO SET ,EACH,220.00
8.0MMX20MMX80CM STER OTW BALL ,EACH,810.00
8.0MMX2CM TYSHAK II BALL ,EACH,"1,360.00"
8.0MMX2CM TYSHAK MINI BALL ,EACH,"1,410.00"
8.0MMX2CM Z-MED BALL ,EACH,860.00
8.0MMX30MMX80CM STER OTW BALL ,EACH,810.00
8.0MMX3CM TYSHAK BALL ,EACH,"1,070.00"
8.0MMX3CM TYSHAK II BALL ,EACH,"1,360.00"
8.0MMX40MMX80CM STER OTW BALL ,EACH,810.00
8.0X3CM Z-II BALL ,EACH,890.00
8.0X4CM TYSHAK BALL ,EACH,"1,070.00"
8.5 .038 60CM SRO SHEATH ,EACH,520.00
8.5F AGILIS NXT MED CURL STEER ,EACH,"2,485.00"
8.5F AGILIS NXT SML CURL STEER ,EACH,"2,485.00"
8.5F LAMP 135 DEG BRAIDED SHEATH ,EACH,520.00
8.5F RAMP SHEATH 60CM ,EACH,440.00
8.5F SL1 SHEATH ,EACH,490.00
8.5F SL2 SHEATH ,EACH,500.00
8/22 NEPHROURETERAL CATH ,EACH,340.00
8/26 NEPHROURETERAL CATH ,EACH,360.00
8/30 ABSCESSION CATH ,EACH,230.00
85 CM CHECK FLO PERFORMER ,EACH,210.00
8F 11CM ARROW FLEX SHEATH ,EACH,40.00
8F 24CM ARROW FLEX SHEATH ,EACH,80.00
8F 35CM ARROW FLEX SHEATH ,EACH,190.00
8F 45CM FLEX SHEATH ,EACH,170.00
8F 80CM ARROW FLEX SHEATH ,EACH,330.00
8F ANGIOSEAL VIP ,EACH,740.00
8F CCO SWAN HEPARIN COATED ,EACH,660.00
8F CCO SWAN NON HEP COATED ,EACH,660.00
8F DILATOR ,EACH,50.00
8F INTRO 10CM ,EACH,70.00
8F INTRO 25CM ,EACH,60.00
8F PRIME LRG CURVE STD END 8F/ ,EACH,"4,315.00"
8F STD CURVE STD END 8F/8MM TI ,EACH,"4,055.00"
8F/90 STR GUIDE CATH ,EACH,315.00
8FR BILIARY CATH ,EACH,290.00
8FR DILATOR ,EACH,60.00
8FR NEPH CATH ,EACH,260.00
8FR SHUTTLE SHEATH ,EACH,315.00
8MM VOICE PROSTHESIS ,EACH,745.00
8X80 ARROW-FLEX SHEATH ,EACH,290.00
9.0 X 2CM TYSHAK II BALL ,EACH,"1,360.00"
9.0 X 2CM Z-II BALL ,EACH,"1,260.00"
9.0 X 3CM TYSHAK II BALL ,EACH,"1,360.00"
9.035 20CM DILATOR ,EACH,50.00
9.038 FLEXOR CHECK FLO INTRODUCER ,EACH,145.00
9.0MMX20MMX80CM STER OTW BALL ,EACH,810.00
9.0MMX30MMX80CM STER OTW BALL ,EACH,810.00
9.0MMX40MMX80CM STER OTW BALL ,EACH,810.00
9.0X2CM TYSHAK BALL ,EACH,"1,070.00"
9.0X3CM TYSHAK BALL ,EACH,"1,070.00"
9.0X3CM Z-II BALL ,EACH,860.00
9.5X0.95CM SEPTOSTOMY BALL ,EACH,805.00
9/260 MICROVENA GUIDEWIRE ,EACH,250.00
9F INTRO 10CM ,EACH,70.00
9F INTRO SET ,EACH,400.00
9F WORLEY BRAIDED STD CRV SHEA ,EACH,970.00
9R DILATOR ,EACH,40.00
A.P.C. RESISTANCE ,EACH,45.00
A/D TX PROG PER DIEM ,EACH,935.00
AAA SCREEN US ABD AORTA ,EACH,405.00
AAA SCREENING ,EACH,435.00
AB FUNGUS SACCHAROMYCES CERREVIS ,EACH,83.00
ABACAVIR SULFATE 20 MG/ML PO SOLN ,240 mL,528.50
ABACAVIR SULFATE 300 MG PO TABS ,1 each,33.60
ABACAVIR SULFATE-LAMIVUDINE 600-300 MG PO TABS ,1 each,155.10
ABACAVIR-DOLUTEGRAVIR-LAMIVUD 600-50-300 MG PO TABS ,1 each,336.70
ABACAVIR-LAMIVUDINE-ZIDOVUDINE 300-150-300 MG PO TABS ,1 each,96.60
ABATACEPT 125 MG/ML SC SOSY ,1  x 1 mL Syringe,"4,204.70"
ABATACEPT 250 MG IV SOLR ,250 mg,"4,259.30"
ABATACEPT 250 MG IV SOLR ,250 mg,"4,259.30"
ABATACEPT 250 MG IV SOLR ,250 mg,"4,259.30"
ABBOT SPECIALTY WIRE ,EACH,470.00
ABBOTT CORONARY WIRE ,EACH,240.00
ABCIXIMAB 2 MG/ML IV SOLN ,1  x 5 mL Vial,"5,480.30"
ABD AORTA W/WO RUNOFF ANGIO ,EACH,780.00
ABD ART ATHERECTOMY+S&I ,EACH,"24,945.00"
ABD PARACENTESIS ,EACH,"1,940.00"
ABD PARACENTESIS W/IMAGING ,EACH,"2,295.00"
ABD SERIES W/1V CXR ,EACH,460.00
ABDOMEN-1 VIEW ,EACH,265.00
ABDOMEN-1 VIEW X-RAY ,EACH,265.00
ABDOMEN-2 VIEWS ,EACH,270.00
ABDUCTION PILLOW ,EACH,100.00
ABG W/O2 SAT DIRECT ,EACH,195.00
ABL CATHETER-ARCTIC FRONT ,EACH,"11,760.00"
ABL1 GENE ANALYSIS ,EACH,375.00
ABLAT BONE TUM(S) PERC W/GUID RADIOFREQUENCY ,EACH,"10,645.00"
ABLAT BONE TUM(S) PERQ W/GUID CRYOABLATION ,EACH,"15,965.00"
ABLAT LIVER TUMOR 1/MORE PERC ,EACH,"14,915.00"
ABLAT LIVER TUMOR 1/MORE PERC CRYOABLATION ,EACH,"14,915.00"
ABLAT RENAL TUM PERC UNIL RF ,EACH,"14,915.00"
ABLAT RENAL TUMOR PERC CRYO ,EACH,"18,025.00"
ABLATE PULM TUMORS EXTENSION ,EACH,"17,045.00"
ABLATION CATHETER-FREEZOR EXTRA ,EACH,"4,055.00"
ABLATION CATHETER-FREEZOR MAX ,EACH,"4,705.00"
ABLATION INTRACARD AV NODE ,EACH,"16,395.00"
ABLATION OF ADDL SVT OR VT ,EACH,"17,180.00"
ABLATION PELVIS OR HIP ,EACH,665.00
ABO ,EACH,199.00
ABO GROUP ,EACH,199.00
ABO/RH CONFIRMATION ,EACH,199.00
ABO/RH RESOLUTION ,EACH,767.00
ABOBOTULINUMTOXINA 300 UNITS IM SOLR ,300 Units,806.80
ABOBOTULINUMTOXINA 500 UNITS IM SOLR ,500 Units,"1,350.90"
ACAMPROSATE CALCIUM 333 MG PO TBEC ,1 each,5.30
ACARBOSE 100 MG PO TABS ,1 each,3.60
ACARBOSE 12.5 MG PO TABS (INPATIENT) ,1 each,3.00
ACARBOSE 25 MG PO TABS ,1 each,3.00
ACARBOSE 25 MG PO TABS ,1 each,3.40
ACARBOSE 50 MG PO TABS ,1 each,3.90
ACCESS-9 LG BORE HEMOST VLVE ,EACH,40.00
ACCUMETER ,EACH,"1,230.00"
ACEBUTOLOL HCL 200 MG PO CAPS ,1 each,3.10
ACESS SET TRANSJUGULAR ,EACH,"1,300.00"
ACETAMINOPHEN 10 MG/ML 200 MG ALIQUOTS FOR PEDS IN OR ,1  x 20 mL Syringe,52.10
ACETAMINOPHEN 10 MG/ML CUSTOM IV PED ANESTHESIA UF ,1  x 100 mL Extemp,190.70
ACETAMINOPHEN 10 MG/ML IV FOR SURGICAL CENTER UF ,1  x 100 mL Extemp,190.70
ACETAMINOPHEN 10 MG/ML IV FOR SURGICAL CENTER UF ,1  x 100 mL Extemp,190.70
ACETAMINOPHEN 10 MG/ML IV SOLN ,1  x 100 mL Vial,190.70
ACETAMINOPHEN 10 MG/ML IV SOLN ,1  x 100 mL Vial,190.70
ACETAMINOPHEN 10 MG/ML IV SOLN CUSTOM UF ,1  x 100 mL Extemp,190.70
ACETAMINOPHEN 120 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 120 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 120 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 120 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 160 MG/5ML PO LIQD ,20.3 mL,3.00
ACETAMINOPHEN 160 MG/5ML PO LIQD UD ,1  x 5 mL Cup,3.00
ACETAMINOPHEN 160 MG/5ML PO LIQD UD ,1  x 5 mL Cup,3.00
ACETAMINOPHEN 160 MG/5ML PO LIQD UD ,1  x 5 mL Cup,3.00
ACETAMINOPHEN 160 MG/5ML PO SOLN ,1  x 10.15 mL Cup,4.30
ACETAMINOPHEN 160 MG/5ML PO SOLN ,1  x 20.3 mL Cup,4.90
ACETAMINOPHEN 160 MG/5ML PO SUSP ,1  x 5 mL Cup,3.00
ACETAMINOPHEN 160 MG/5ML PO SUSP ,1  x 5 mL Cup,3.00
ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) ,1 each,3.00
ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) ,1 each,3.00
ACETAMINOPHEN 32 MG/ML PO SUSP IP ONLY ,5 mL,4.30
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 325 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 325 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 325 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD ,1  x 10.15 mL Cup,6.60
ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD ,1  x 10.15 mL Cup,6.60
ACETAMINOPHEN 500 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 500 MG PO TABS ,1 each,3.00
ACETAMINOPHEN 650 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 650 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 650 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD ,1  x 20.3 mL Cup,7.40
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD ,1  x 20.3 mL Cup,7.40
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD ,1  x 20.3 mL Cup,7.40
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD ,1  x 20.3 mL Cup,7.40
ACETAMINOPHEN 80 MG PO CHEW ,1 each,3.00
ACETAMINOPHEN 80 MG PO CHEW ,1 each,3.00
ACETAMINOPHEN 80 MG PO CHEW ,1 each,3.00
ACETAMINOPHEN 80 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN 80 MG RE SUPP ,1 each,3.00
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS ,1 each,3.00
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS ,1 each,3.00
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS ,1 each,3.00
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS ,1 each,3.00
ACETAZOLAMIDE 250 MG PO TABS ,1 each,8.70
ACETAZOLAMIDE 250 MG PO TABS ,1 each,8.70
ACETAZOLAMIDE 250 MG PO TABS ,1 each,8.70
ACETAZOLAMIDE ER 500 MG PO CP12 ,1 each,12.90
ACETAZOLAMIDE ER 500 MG PO CP12 ,1 each,12.90
ACETAZOLAMIDE ER 500 MG PO CP12 ,1 each,12.90
ACETAZOLAMIDE PO LIQD 30 MG/ML ,600 mL,77.40
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR ,1 each,196.10
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR ,1 each,196.10
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR ,1 each,202.60
ACETIC ACID 0.25 % IR SOLN ,1  x 1000 mL Plas Cont,37.80
ACETIC ACID 0.25 % IR SOLN ,1  x 1000 mL Plas Cont,37.80
ACETIC ACID 2 % OT SOLN ,1  x 15 mL Bottle,120.10
ACETIC ACID 5% CUSTOM GNV ,500 mL,264.10
ACETIC ACID 5% CUSTOM GNV ,500 mL,264.10
ACETONE-BLOOD ,EACH,32.00
ACETYCHOLINE BLOCKING AB ,EACH,75.00
ACETYCHOLINE MODULATING AB ,EACH,90.00
ACETYLCHOL RECEPT AB BIND ,EACH,92.00
ACETYLCHOL RECEPT AB BLOC ,EACH,85.00
ACETYLCHOL RECPT AB MODUL ,EACH,135.00
ACETYLCHOLINE BINDING AB ,EACH,72.00
ACETYLCHOLINE BLOCKING AB ,EACH,74.00
ACETYLCHOLINE CHLORIDE 20 MG IO SOLR ,1 each,409.20
ACETYLCHOLINE CHLORIDE 20 MG IO SOLR ,1 each,409.20
ACETYLCHOLINE MODULATING AB ,EACH,88.00
ACETYLCYSTEINE 20 % IN SOLN ,1  x 30 mL Vial,66.30
ACETYLCYSTEINE 20 % IN SOLN ,1  x 30 mL Vial,66.30
ACETYLCYSTEINE 20 % IN SOLN ,1  x 4 mL Vial,78.70
ACETYLCYSTEINE 20 % IN SOLN FOR BICU UF ,1  x 2 mL Vial,9.00
ACETYLCYSTEINE 200 MG/ML IV SOLN ,1  x 30 mL Vial,788.50
ACETYLCYSTEINE ORAL PO LIQD 1200 MG/6 ML ,1 Syringe,13.30
ACETYLCYSTEINE ORAL PO LIQD 600 MG/3 ML ,1 Syringe,9.00
ACETYLCYSTEINE PO LIQD 200 MG/ML ,30 mL,66.30
ACHALASIA BALLOON DILATOR ,EACH,810.00
ACHIEVE LOOP MAP CATHETER ,EACH,"2,285.00"
ACID FAST CULTURE ,EACH,73.00
ACID HGB ELECTROPHORESIS ,EACH,87.00
ACITRETIN 25 MG PO CAPS ,1 each,195.00
ACLIDINIUM BROMIDE 400 MCG/ACT IN AEPB ,1 each,"1,229.50"
ACOUSTIC REFLEX ,EACH,120.00
ACQ DONOR HPC-CORD ,EACH,"88,130.00"
ACQU.DONOR SAMPLE-ADDL.TESTING ,EACH,"1,050.00"
ACT BLEEDING TIME ,EACH,29.00
ACTH PLASMA ,EACH,55.00
ACTIVATION OF SEARCH ,EACH,"2,775.00"
ACTIVIATED CLOTTING TIME (ACT) ,EACH,29.00
ACUNAV 8F ULTRASOUND CATHETER ,EACH,"7,320.00"
ACUTE DIALYSIS ,EACH,"1,450.00"
ACUTE GI BLOOD LOSS IMAGING ,EACH,"1,495.00"
ACUTE HEPATITIS PANEL ,EACH,323.00
ACYCLOVIR 200 MG PO CAPS ,1 each,3.00
ACYCLOVIR 200 MG PO CAPS ,1 each,3.00
ACYCLOVIR 200 MG/5ML PO SUSP ,473 mL,"1,335.30"
ACYCLOVIR 400 MG PO TABS ,1 each,6.60
ACYCLOVIR 5 % EX OINT ,1  x 30 g Tube,"2,304.00"
ACYCLOVIR 5 % EX OINT ,1  x 30 g Tube,"4,968.80"
ACYCLOVIR 800 MG PO TABS ,1 each,11.10
ACYCLOVIR SODIUM 1000 MG IV SOLR ,1 each,59.30
ACYCLOVIR SODIUM 1000 MG IV SOLR ,1 each,59.30
ACYCLOVIR SODIUM 1000 MG IV SOLR ,1 each,59.30
ACYCLOVIR SODIUM 50 MG/ML IV SOLN ,1  x 20 mL Vial,169.80
ACYCLOVIR SODIUM 50 MG/ML IV SOLN ,1  x 20 mL Vial,169.80
ACYCLOVIR SODIUM 50 MG/ML IV SOLN ,20 mL,169.80
ACYCLOVIR SODIUM 50 MG/ML IV SPECIAL DILUTION UF ,20 mL,169.80
ACYCLOVIR SODIUM 500 MG IV SOLR ,1 each,29.20
ACYLCARNITINE QUANT PLASMA ,EACH,268.00
AD BILAT LUNG TRANSPLANT IMPORT ,EACH,"131,200.00"
AD BILAT LUNG TRANSPLANT LOCAL ,EACH,"106,800.00"
AD HEART BILAT LUNG TRANSPLANT IMPORT ,EACH,"117,300.00"
AD HEART BILAT LUNG TRANSPLANT LOCAL ,EACH,"108,800.00"
AD HEART TRANSPLANT ,EACH,"97,440.00"
AD HEART TRANSPLANT IMPORT ,EACH,"115,900.00"
AD LIVER TRANSPLANT - DD LOCAL ,EACH,"82,800.00"
AD LIVER TRANSPLANT-DD IMPORT ,EACH,"112,800.00"
AD SINGLE LUNG TRANSPLANT IMPORT ,EACH,"116,800.00"
AD SINGLE LUNG TRANSPLANT LOCAL ,EACH,"86,800.00"
ADALIMUMAB 40 MG/0.8ML SC PNKT ,1 each,"8,769.70"
ADALIMUMAB 40 MG/0.8ML SC PNKT ,1 each,"8,769.70"
ADALIMUMAB 40 MG/0.8ML SC PSKT ,1 each,"8,769.70"
ADAMTS 13 ACTIVITY ,EACH,154.00
ADAMTS 13 INHIBITOR ,EACH,87.00
ADAMTS13 ACTIVITY ,EACH,154.00
ADAPT DRIVING TRAINING (CASH) ,EACH,40.00
"ADAPT/EXT, PACING/NEURO LEAD ",EACH,785.00
"ADAPT/EXT, PACING/NEURO LEAD (365888) ",EACH,150.00
ADAPTER ,EACH,625.00
ADAPTER 3-WAY ROTATING ADAPTER ,EACH,12.00
ADAPTER CATHETER ,EACH,Mark Up
ADAPTER ELECTRODE ,EACH,Mark Up
ADAPTER KIT ,EACH,"1,260.00"
ADAPTER KIT ,EACH,"1,830.00"
ADAPTER MORSE Y ,EACH,50.00
ADAPTER SEQUEL DOUBLE-Y ,EACH,Mark Up
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,105.00
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,"7,390.00"
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,"17,180.00"
ADDL 2 3 ORD THOR OR BC ANGIO ,EACH,955.00
ADDL KARYOTYPES EA STUDY ,EACH,176.00
ADEFOVIR DIPIVOXIL 10 MG PO TABS ,1 each,169.80
ADENOSINE (DIAGNOSTIC) 3 MG/ML IV SOLN ,1  x 30 mL Vial,544.50
ADENOSINE 12 MCG/ML FOR CATH LAB CNR ,1.5 mL,9.00
ADENOSINE 6 MG/2 ML IV SOLN CUSTOM UF ,2 mL,38.90
ADENOSINE 6 MG/2ML IV SOLN ,1  x 2 mL Vial,38.90
ADENOSINE 6 MG/2ML IV SOLN ,1  x 2 mL Vial,38.90
ADENOSINE 6 MG/2ML IV SOLN ,1  x 2 mL Vial,40.20
ADENOSINE 6 MG/2ML IV SOLN ,1  x 2 mL Syringe,93.00
ADENOSINE 6 MG/2ML IV SOLN ,1  x 2 mL Syringe,93.00
ADENOSINE DEAMINASE ,EACH,78.00
ADENOVIRUS DNA QUANT-PCR ,EACH,350.00
ADHESIVE CARDIOVASCULAR ,EACH,Mark Up
ADHESIVE SKIN CLOSURE ,EACH,Mark Up
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,135.00
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,135.00
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,135.00
ADL/SELF CARE/LIFE MGMT 15MIN ,EACH,135.00
ADM OF TOSITUMOMAB- 450MG ,EACH,"7,485.00"
ADMIN IMMUNE VAC EA ADDL ,EACH,50.00
ADMIN IMMUNE VAC ONE/COMBO ,EACH,55.00
ADMIN INFLUENZA/VACCINE ,EACH,50.00
ADMIN OF HEP-B VACCINE ,EACH,55.00
ADMIN PHARM AGENT W/ASSESSMENT ,EACH,80.00
ADMIN PNEUMOCOCCAL VACCINE ,EACH,54.00
ADMIRAL XTREME BALLOON ,EACH,430.00
ADO-TRASTUZUMAB EMTANSINE 100 MG IV SOLR ,100 mg,"12,111.40"
ADO-TRASTUZUMAB EMTANSINE 160 MG IV SOLR ,160 mg,"19,361.20"
ADRENAL ANTIBODY ,EACH,82.00
ADRENAL IMAG CORTEX MEDULLA ,EACH,"5,140.00"
ADRENOCORT AB INITIAL STAIN ,EACH,409.00
ADVANTAGE 26 INFLATION KIT ,EACH,140.00
AEROSOL TRMNT PRESSURIZED OR NON-PRESSURIZED ,EACH,220.00
AEROSOL TX PENTAMIDINE W OR W/O ALBUTEROL ,EACH,585.00
AES WIRE ,EACH,70.00
AFO MOLDED TO PATIENT PLASTI ,EACH,"1,015.00"
AFO PLASTIC ,EACH,230.00
AFO PLASTIC MOLDED W/ANKLE J ,EACH,"1,570.00"
AFO POS SOLID ANK PLASTIC MO ,EACH,"1,070.00"
AFO STATIC ,EACH,490.00
AFO WALKING BOOT NON-PNEUMATIC ,EACH,375.00
AFP MATERNAL SERUM ,EACH,29.00
AGENT VISCOELASTIC ,EACH,Mark Up
AGILIS EPICARDIACL ACCESS KIT ,EACH,"3,010.00"
AGILITY 14 SOFT GUIDEWIRE ,EACH,600.00
AGILITY 14 STD GUIDEWIRE ,EACH,945.00
AICD DUAL CHAMBER ,EACH,"36,380.00"
AICD DUAL CHAMBER B ,EACH,"37,140.00"
AICD OTHER THAN SING/DUAL ,EACH,"50,185.00"
AICD OTHER THAN SING/DUAL B ,EACH,"51,230.00"
AICD SINGLE CHAMBER ,EACH,"35,090.00"
AICD SINGLE CHAMBER B ,EACH,"33,875.00"
AIGIS RXICD ANTI-BACTERIAL ENV ,EACH,"2,350.00"
AIGIS RXPM ANTI-BACTERIAL ENV ,EACH,"1,820.00"
AIRCAST ANKLE ,EACH,150.00
AIRWAY RESIST BY IMPULS OSCILL ,EACH,590.00
AIRWAYS SURGICAL PROCEDURE ,EACH,520.00
ALBENDAZOLE 200 MG PO TABS ,1 each,367.20
ALBUMIN 5 % IV SOLN FOR 500 ML DISPENSE ,1  x 500 mL Vial,419.20
ALBUMIN CSF ,EACH,17.00
ALBUMIN CSF ,EACH,40.00
ALBUMIN FLUID QUANT EA SPECIMEN ,EACH,15.00
ALBUMIN HUMAN 25 % IV SOLN ,1  x 50 mL Vial,227.60
ALBUMIN HUMAN 25 % IV SOLN ,1  x 50 mL Flex Cont,262.30
ALBUMIN HUMAN 25 % IV SOLN ,1  x 50 mL Vial,392.20
ALBUMIN HUMAN 25 % IV SOLN ,1  x 50 mL Vial,392.20
ALBUMIN HUMAN 25 % IV SOLN ,1  x 100 mL Vial,427.30
ALBUMIN HUMAN 25 % IV SOLN ,1  x 100 mL Vial,427.30
ALBUMIN HUMAN 25 % IV SOLN 100 ML BOTTLE UF ,1  x 100 mL Vial,756.20
ALBUMIN HUMAN 5 % IV SOLN ,1  x 50 mL Vial,160.00
ALBUMIN HUMAN 5 % IV SOLN ,1  x 50 mL Vial,160.00
ALBUMIN HUMAN 5 % IV SOLN ,50 mL,160.00
