Internal ID,Master Charge Description of Service,NS Charge Per Unit
80001175,HB VENOUS SAMPLING W/WO ANGIO S&I,"$4,272.00"
80001176,HB TRANSCATH THERAPY EMBOL S&I,"$6,545.00"
80001178,HB ANGIO THRU EXIST CATH S&I,"$2,081.00"
80001180,HB REMOVAL CVA OBS(FIBRIN SHEATH)S&I,$800.00
80001181,HB REMOVAL CVA INTRALUM OBS(FS)-S&I,$468.00
80001193,HB TRANSCATHETER BIOPSY S&I,"$3,036.00"
80001200,HB FLUORO GUIDE CVA PLACE/REPLC/RMVL S&I,$436.00
80001201,HB FLUORO GUIDE NDL PLACE BIOPSY ASP/INJ/LOC S&I,$614.00
80001202,HB UGI SINGLE CONTRAST W/O KUB,$745.00
80001204,HB HYSTEROSALPINGOGRAPHY,$950.00
80001205,"HB JOINT SURVEY, 1 VIEW, 2+ JOINTS",$330.00
80001206,"HB SPINE,SCOLIOSIS(SUPINE&ERECT) 2-3 VWS",$433.00
80001207,HB STERNOCLAVICULAR JOINTS X-RAY MIN 3 VIEWS,$262.00
80001208,HB UGI DOUBLE CONTRAST & SM BOWL,"$1,076.00"
80001209,HB HIP 1 VIEW UNILATERAL,$288.00
80001210,HB FOOT COMPL MIN 3 VIEWS,$393.00
80001211,HB MYLEOGRAM THORACIC,"$2,098.00"
80001212,HB MYELOGRAM LUMBOSAC,"$1,500.00"
80001213,HB MYELOGRAM ENTIRE CANAL,"$1,272.00"
80001214,HB MYELOGRAM CERVICAL,"$1,500.00"
80001215,HB DISKOGRAPHY CERV/THOR S&I,"$3,675.00"
80001216,HB VENOGRAM CAVAL INF S&I,"$3,453.00"
80001217,HB SIALOGRAM,$950.00
80001219,HB SINOGRAM S&I,$876.00
80001220,HB GASTROSTOMY TUBE PERC PLACE W/FLUORO S&I,"$1,537.00"
80001221,HB VOIDING CYSTOURETHOGRAM,$664.00
80001222,HB CYSTOGRAM NON-VOIDING MIN 3 VIEWS,$730.00
80001224,HB TUBE/DRAIN CATH CHNG W/CONT S&I,"$1,436.00"
80001226,HB TRHEP DIL DCT W/W/O STN S&I,"$3,132.00"
80001228,"HB UROGRAPHY, ANTEGRADE",$922.00
80001233,HB DILATION NEPHROSTOMY/URETER,"$1,838.00"
80001235,HB ENDOSCOPIC CATH BILIARY S+I,"$1,241.00"
80001237,"HB MAM, BRST DUCTOGRAM SINGLE DUCT S&I",$725.00
80001238,"HB MAM, BRST DUCTOGRAM MULTI DUCT S&I",$950.00
80001241,HB BRST SURGICAL SPEC XRAY,$492.00
80001244,"HB ARTHROGRAM, TMJ-S&I","$1,191.00"
80001245,HB HIP IN O.R 1 VIEW,$288.00
80001246,HB KNEE 3 VIEWS,$370.00
80001247,HB WRIST 2VIEWS,$264.00
80001248,HB PANORAMIC X-RAY,$140.00
80001249,HB PERITONEOGRAM S&I,$998.00
80001250,"HB INTERNAL AUDIO MEATI,COMP",$320.00
80001251,HB FACIAL BONES <3 VIEWS,$243.00
80001252,"HB TMJ,OPEN&CLOSE MTH BILAT",$349.00
80001253,HB SPINE L/S COMP W/BENDING MIN 6 VIEWS,$539.00
80001254,"HB SACROILIAC JOINTS, < 3 VIEWS",$314.00
80001255,"HB ABDOMEN AP,OBL,CONE VIEWS",$458.00
80001256,HB ABD COMP INC DECUB &/OR ERECT,$464.00
80001257,"HB ABD,OBST,SUP,UP,DEC,CHEST",$598.00
80001258,HB UGI W/ KUB,$688.00
80001259,HB UGI W/SMALL BOWEL,"$1,059.00"
80001260,"HB UGI W/AIR, DBL CONTRAST W/ KUB",$876.00
80001261,HB SM BOWEL VIA ENTEROCLYSIS TUBE,$604.00
80001262,"HB CHOLANGIOGRAM, ADDT'L S&I",$446.00
80001264,"HB IVP, DRIP OR BOLUS",$780.00
80001265,HB CORPORA CAVERNOSOGRAPH,$819.00
80001266,HB TRANSCERV CATH FALLOP TUBE,"$1,000.00"
80001267,HB LYMPHANGIO PELVIC/ABD UNILATERAL S&I,"$1,512.00"
80001268,HB ABSCESS DRAIN GUIDANCE S&I,"$1,587.00"
80001269,"HB SKELETAL SURVEY,LTD(IE METS)",$705.00
80001270,HB OPTIC FORMAINA,$190.00
80001271,HB FOREARM MIN 2 VIEWS,$335.00
80001272,HB LOWR EXT INFANT MIN 2 VIEWS,$190.00
80001273,"HB ANKLE, COMPL, MIN 3 VIEWS",$361.00
80001274,HB CALCANEOUS MIN 2 VIEWS,$332.00
80001275,"HB STRESS VIEWS, ANY JOINT",$241.00
80001276,HB HAND 2 VIEWS,$238.00
80001278,HB  INTRALUMINAL DILATION ESOPHAGUS S&I,$608.00
80001279,"HB DISKOGRAPHY,LUMBAR,SUPER&INT","$3,675.00"
80001282,HB IR UNLISTED FLUORO PROCEDURE,$925.00
80001283,HB COMBO ENDO CATH-BILI/PANCR DUCTS RAD S&I,"$1,579.00"
80001284,HB CISTERNOGRAPHY,$850.00
80001285,HB INTRO NG TUBE,$870.00
80001286,HB FLUOR GUIDE &NDL LOC FOR SPINE,$631.00
80001287,"HB TMJ, OPEN & CLOSED MOUTH UNILATERAL",$190.00
80001288,"HB RIBS UNILATERAL, INCL PA CHEST, MIN 3 VIEWS",$503.00
80001289,HB CLAVICLE COMPLETE,$347.00
80001290,HB SCAPULA COMPLETE,$389.00
80001291,"HB HUMERUS, MIN 2 VIEWS",$361.00
80001292,HB HIP COMPLETE 2-3 VIEWS UNILATERAL,$361.00
80001293,HB KNEE COMPL 4+ VIEWS,$436.00
80001294,HB TOE(S) MIN 2 VIEWS,$273.00
80001295,"HB RIBS, 2 VIEWS UNILATERAL",$429.00
80001296,"HB RIBS, BILATERAL, 3 VIEWS",$440.00
80001297,HB MANDIBLE COMPLETE XRAY MIN 4 VIEWS,$366.00
80001298,HB MANDIBLE LESS THAN 4 VIEWS XRAY,$190.00
80001299,HB NECK SOFT TISSUE,$368.00
80001300,"HB ORBITS, COMPLETE 4+ VIEWS",$462.00
80001301,HB SINUSES PARANASAL COMPLETE 3+ VIEWS,$587.00
80001302,HB ANKLE 2 VIEWS,$280.00
80001303,HB FEMUR MIN 2 VIEWS,$386.00
80001304,HB FOOT 2 VIEWS,$275.00
80001305,"HB HIP&PEL,MIN 2-3 VWS,INFNT/CHILD",$361.00
80001306,HB KNEE 1-2 VIEWS,$344.00
80001307,HB TIBIA/FIBULA 2 VIEWS,$338.00
80001308,HB PELVIS 1-2 VIEWS,$346.00
80001309,HB SACRO-ILIAC JOINTS 3+ VWS,$411.00
80001310,HB SACRUM AND COCCYX X-RAY,$391.00
80001311,"HB SPINE CERVICAL, 4 -5 VIEWS",$582.00
80001312,"HB SPINE CERVICAL, 6+ VIEWS",$579.00
80001313,"HB SPINE, THORACIC, 2 VIEWS",$370.00
80001314,"HB SPINE, THORACIC, MIN 4 VIEWS",$600.00
80001315,HB ELBOW 2 VIEWS,$307.00
80001316,HB FINGER(S) MIN 2 VWS,$271.00
80001317,HB HAND MIN 3 VIEWS,$361.00
80001318,HB SHOULDER 1 VIEW,$279.00
80001319,HB UPPER EXTREMITY INFANT MIN 2 VIEWS,$190.00
80001320,HB EYE DETECT FOREIGN BODY XRAY,$376.00
80001321,HB ARTHOGRAM HIP,$853.00
80001322,"HB ARTHROGRAM, KNEE S&I","$1,191.00"
80001323,"HB ARTHROGRAM, ANKLE S&I","$1,191.00"
80001324,HB ARTHOGRAM SHOULDER,$850.00
80001325,HB ARTHOGRAM WRIST,"$1,191.00"
80001326,"HB ARHTROGRAM,ELBOW-S&I","$1,191.00"
80001327,HB AORTOGRM THORACIC W/O SERIAL S&I,"$4,122.00"
80001328,HB AORTOGRAM THORAC SERIALGRPH S&I,"$2,993.00"
80001329,"HB AORTOGRAM ABD+LOW EXT BILAT, S&I","$4,174.00"
80001338,HB ANGIOGRAPHY SPINAL SELECTIVE S&I,"$5,775.00"
80001339,HB ANGIO EXTREMITY UNILATERAL S&I,"$3,440.00"
80001342,HB ANGIO VISCERAL SELECTIVE S&I,"$5,775.00"
80001343,HB ANGIO ADRENAL SELECTIVE UNILATERAL S&I,"$4,122.00"
80001344,HB ANGIO ADRENAL SEL BILAT S&I,"$4,122.00"
80001345,HB ANGIO PELVIC SELCT EA VESSEL S&I,"$4,275.00"
80001346,HB ANGIO PULMONARY SELECTIVE UNILATERAL S&I,"$4,122.00"
80001347,HB ANGIO PULM SELECT BILATERAL S&I,"$4,122.00"
80001348,HB ANGIO PULM NON-SELECTIVE S&I,"$3,083.00"
80001349,HB ANGIO SELECT EACH ADD'L VESSEL S&I,"$2,980.00"
80001352,"HB ILIAC ART ANGIO, CARDIAC CATH","$1,785.00"
80001353,"HB CHEST,FRONTAL,LATERAL&OBLIQUE",$322.00
80001354,"HB CHEST,FRONTAL,LATERAL&LORDOTIC",$322.00
80001355,HB CHEST 2 VIEWS,$374.00
80001356,"HB CHEST,SPEC.VIEWS,DECUBITUS",$374.00
80001358,HB CHEST 4 OR MORE VIEWS,$424.00
80001359,HB CHEST COMPLETE MINIMUM FOUR VIEWS,$361.00
80001360,"HB CHEST,FRONTAL & LATERAL",$406.00
80001361,"HB CHEST,FRONTAL, SINGLE VIEW",$330.00
80001362,HB CHEMO INJ IV PUSH-SING/INIT SU,$640.00
80001364,"HB CHEMO ADM,NON-HORMONAL ANTINEOPL SQ/IM",$453.00
80001365,"HB CHEMO ADM, HORMONAL ANTI-NEOPL SQ/IM",$441.00
80001366,HB CHEMO IVP EA ADDL DRUG,$304.00
80001367,HB SIMULATOR-SIMPLE,"$1,352.00"
80001368,HB SIMULATOR-COMPLEX,"$2,426.00"
80001369,HB SIMULATOR-INTERMEDIATE,"$1,298.00"
80001370,HB INTRACAVITARY BRACHYTHER-SIMPL,"$5,272.00"
80001372,"HB TELETX, ISODOSE PLAN;COMPLEX","$2,096.00"
80001376,HB TREATMENT DEVICES; SIMPLE,$923.00
80001377,HB TREATMENT DEVICES; INTERMEDIATE,"$1,074.00"
80001378,HB RADIATION DOSIMETRY CALC,$743.00
80001379,HB SPECIAL TELETX PORT CALC,"$1,666.00"
80001380,HB SPECIAL DOSIMETRY; TLD,"$1,217.00"
80001381,HB CONTIN. MED. RADIATION PHYSICS,$943.00
80001382,HB SPEC. MED. RADIATION PHYSICS,"$1,164.00"
80001383,HB VERIFICATION PORT FILM(S),$546.00
80001390,HB SPECIAL TREATMENT PROCEDURE,"$3,670.00"
80001391,HB 3D RADIOTX PL DOSE-V0L HISTGM,"$7,733.00"
80001392,"HB TELETX, ISODOSE PLAN, SIMPLE",$688.00
80001394,HB INTERSTITIAL BRACHYTHER-COMPLEX,"$7,093.00"
80001396,HB INTRACAVITARY BRACHYTHERAPY-INTERM,"$6,091.00"
80001397,HB ISOTOPE HANDLING,$868.00
80001398,HB TREATMENT DEVICES; COMPLEX,"$2,015.00"
80001399,HB REMOTE AFTERLOADING HDR 1-4 SOURCE/CATH,"$7,505.00"
80001402,HB REMOTE AFTERLOADING HDR OVER 12 SOURCE/CATH,"$6,056.00"
80001404,"HB IMRT,W/D-VOL HSTO-PTL TO SPCS","$10,044.00"
80001405,HB INFUSION/INSTILL RADIOELEMENT SOL'TN,"$1,064.00"
80001406,HB RADIO-LABELED IMMUNOTHERAPHY IV ADMIN,"$1,727.00"
80001407,HB YTRRIUM-90 ZEVALIN,"$65,676.00"
80001408,HB RADIOSURGERY BODY- ADDITIONAL FX,"$11,566.00"
80001409,HB OMMAYA CHEMO,$538.00
80001410,HB CHEMO IV INFUSION UP TO 1 HR,$875.00
80001411,HB CHEMO INFUSN EA ADD HR,$338.00
80001412,"HB CHEMO INIT IV INF,REQUIRING USE OF PUMP",$837.00
80001413,"HB TUMOR LOC OR DISTRIBUTION OF RADIOPHARM AGENT, LTD AREA","$1,215.00"
80001414,HB CARDIAC TOMOGRAPHIC (SPECT) MULTIPLE STRESS/REST SCAN,"$5,671.00"
80001415,HB CARDIAC TOMOGRAPHIC (SPECT) SINGLE STRESS/REST SCAN,"$3,544.00"
80001418,HB COLLECTION OF H PYLORI TEST (BREATH),$337.00
80001419,HB ANALYSIS OF H PYLORI TEST,$431.00
80001420,HB BONE SCAN-WHOLE BODY,"$2,655.00"
80001421,HB BONE SCAN MULTIPLE AREAS,"$1,374.00"
80001422,HB BONE MARROW IMAGING WHOLE BODY,"$1,148.00"
80001423,HB BONE SCAN TOMOGRAPHIC,"$1,703.00"
80001424,HB BONE SCAN THREE PHASE,"$3,844.00"
80001425,HB CISTERNOGRAM (RADIONUCLIDE),"$1,970.00"
80001426,HB TUMOR LOCALIZATION SPECT,"$2,724.00"
80001427,HB CYSTOGRAM (RADIONUCLIDE),"$1,805.00"
80001428,HB CARDIAC GAITED BLOOD POOL(GBP) IMAGE,"$2,390.00"
80001429,HB CARD STRES/RST SCN MULT/PLNAR,"$4,250.00"
80001430,HB CARDIAC FIRST PASS GBP MULT W/REST & STRESS,"$1,667.00"
80001431,HB TUMOR LOCALIZATION WHOLE BODY,"$2,205.00"
80001432,HB ESOPHAGEAL REFLUX & MOTILITY,"$1,088.00"
80001433,HB GASTRIC EMPTYING TIME,"$2,056.00"
80001434,HB ACUTE GI BLEED SCAN,"$1,226.00"
80001435,HB LIVER/SPLEEN SCAN-TC99M SUL.COL.,"$1,399.00"
80001436,HB LUNG SCAN VENTILATION/PERFUS.,"$2,065.00"
80001437,HB LUNG SCAN VENTILATION ONLY,"$1,534.00"
80001438,HB LUNG SCAN VENT/PERF W QUANTI.,"$1,997.00"
80001440,HB BRAIN SCAN WITH TOMOGRAPHY,"$2,333.00"
80001441,HB LIVER IMAGING SPECT,"$1,279.00"
80001442,HB MECKELS DIVERTICULUM STUDY,"$1,373.00"
80001443,HB ORGAN FLOW,$880.00
80001444,HB VENOUS THROMBOSIS IMAG-BILATERAL,$880.00
80001446,"HB RENAL FLOW,SCAN & RENOGRAM W/O DRUGS","$2,605.00"
80001447,HB RENAL FLOW & SCAN,"$1,536.00"
80001448,"HB RENAL FLOW,SCAN & RENOGRAM W DRUGS","$2,090.00"
80001449,HB SALIVARY GLAND IMAGING WITH SERIAL IMAGE,"$1,088.00"
80001451,HB TESTICULAR SCAN,"$1,429.00"
80001452,HB GLOMERULAR FILTRATION RATE,$810.00
80001457,HB THYROID I-131 WHOLE BODY SCAN,"$2,487.00"
80001458,HB GALLIUM SPECT-INFLAMATION,"$2,266.00"
80001459,HB HEPATBLARY SCAN  WITH CCK,"$2,239.00"
80001460,HB RADIOPHARM TUMOR LOC IMFLAM PROCESS-WHOLE BODY,"$3,600.00"
80001461,HB PARATHYROID IMAGING,"$1,771.00"
80001462,HB LIVER SPECT (RBC) W/ VASCULAR FLOW,"$1,739.00"
80001463,HB LUNG PERFUSION ONLY SCAN,"$1,793.00"
80001464,HB LYMPHATIC IMAGING,"$2,575.00"
80001465,HB PERIT-VEN SHUNT PATENCY TST,"$1,098.00"
80001466,"HB PET, METABOLIC BRAIN","$4,298.00"
80001467,HB WB TUMOR IMAGING MULTIPLE DAYS,"$4,544.00"
80001468,"HB RADIOPHARM TX, ORAL ADMINISTRATION","$2,440.00"
80001469,HB RADIOPHARM THERAPY;NONTHYRD/HEM IV ADMIN,"$1,121.00"
80001470,HB MYOVIEW ISOTOPE MULTIPLE,$644.00
80001471,HB MYOVIEW ISOTOPE SINGLE,$601.00
80001472,HB THALLIUM ISOTOPE,$124.00
80001473,HB PROSTASCINT ISOTOPE,"$5,782.00"
80001474,HB I123 CAPS,$300.00
80001475,HB TC99M MEDRONATE,$215.00
80001476,"HB SESTAMIBI ISOTOPE, SINGLE",$719.00
80001477,HB FDG ISOTOPE,"$1,209.00"
80001478,HB ACCUTEC ISOTOPE,$793.00
80001479,HB MIBG ISOTOPE,"$2,282.00"
80001480,HB ONCOSCINT ISOTOPE,"$2,505.00"
80001481,HB CERETEC ISOTOPE,"$1,614.00"
80001482,HB DMSA ISOTOPE,"$1,500.00"
80001483,HB TC99M MEBROFENIN,$323.00
80001484,HB TC99M PENTETATE - DTPA,$118.00
80001485,HB TC99M MAA,$145.00
80001486,HB TC99M SULFUR COLLOID,$350.00
80001487,HB IN111 IBRITUMOMABTIUXETAN,"$5,239.00"
80001488,HB CHROMIUM 51,$939.00
80001490,HB I131DX CAPSULE / MCI,$138.00
80001491,HB XENON 131,$176.00
80001492,HB TC99M MERTIATIDE,$944.00
80001493,HB IN111 PENTEREOTIDE,"$7,487.00"
80001494,HB TC99M LABELED RBC'S,$506.00
80001495,HB GALLUM,$75.00
80001496,HB IN111 OXYQUINOLINE PER.5MCI,"$3,219.00"
80001497,HB IN111 PENTETATE PER .5MCI,$872.00
80001498,HB TC99M AEROSOL,$41.00
80001499,HB STRONTIUM 89 THERAPY,"$2,569.00"
80001501,HB I131 TX CAPSULE / MCI,$119.00
80001502,HB SM-153 TX UPTO 150MCI/DOSE QUADRAMET,"$14,000.00"
80001503,HB CT GUIDE NDL PLACE BIOPSY ASP/INJ/LOC S&I,"$2,457.00"
80001504,HB CT GUIDE STEREOTACTIC LOCALIZATION,"$1,614.00"
80001505,"HB CT LOCALIZATION,RADIATION TX FIELD","$1,810.00"
80001506,"HB CT GUIDE, TISSUE ABLATION S&I","$1,871.00"
80001507,HB LTD/LOCALIZED FOLLOW UP STUDY,$520.00
80001509,HB MR 3D GENERATION ON MODALITY (MR),$514.00
80001510,HB 3D GENERATION ON WORKSTATION,$793.00
80001512,HB CT HEAD W & W/O CONTRAST,"$2,950.00"
80001513,HB CT HEAD W/O CONTRAST,"$1,846.00"
80001514,HB CT HEAD WITH CONTRAST,"$2,127.00"
80001515,HB CT SINUS MAXFAC W/O&W CON,"$1,915.00"
80001516,HB CT NECK(SOFT TISS) W/O CON,"$2,415.00"
80001517,HB CT NECK(SOFT TISS) W/ CONTRAST,"$2,600.00"
80001518,HB CT NECK(SOFT TISSUE) W/O&W CON,"$2,988.00"
80001519,"HB CT ORBIT,SELLA,POST FOSSA W/O CONTRAST","$1,850.00"
80001520,"HB CT ORBIT,SELLA,POST FOSSA WITH CONTRAST","$2,200.00"
80001521,"HB CT ORBIT,SELLA,POST FOSSA W & W/O CONTRAST","$2,400.00"
80001522,HB CT SINUS MAX FACIAL W/O CON,"$1,641.00"
80001523,HB CTA HEAD W/O & W CONTRAST,"$2,271.00"
80001524,HB CTA NECK W/O & W CONTRAST,"$2,649.00"
80001525,HB CT SINUS MAX FACIAL W/CON,"$1,796.00"
80001526,HB CT BRAIN PERFUSION W/ CONTRAST,"$1,687.00"
80001527,HB CT ABDOMEN W/O CONTRAST,"$2,243.00"
80001528,HB CT ABDOMEN W/CONTRAST,"$2,743.00"
80001529,HB CT CERVICAL SPINE W&W/O CONTR,"$2,452.00"
80001530,HB CT THORACIC SPINE W/O CONTRAS,"$2,081.00"
80001531,HB CT THORACIC SPINE W/CONTRAST,"$2,134.00"
80001532,HB CT THORACIC SPINE W&W/O CONTR,"$2,400.00"
80001533,HB CT LUMBAR SPINE W/CONTRAST,"$2,633.00"
80001534,HB CT PELVIC W/O CONTRAST,"$1,832.00"
80001535,HB CT PELVIS W/CONTRAST,"$2,450.00"
80001536,HB CT CHEST LOW DOSE,$768.00
80001537,HB CTA CHEST W/O & W CONTRAST,"$2,876.00"
80001538,HB CTA PELVIS W/O & W CONTRAST,"$1,600.00"
80001539,HB CTA ABDOM W/O & W CONTRAST,"$2,219.00"
80001540,HB CTA ABD AORTA & ILEOFEM-BILAT W/WO CONTRAST,"$2,458.00"
80001542,HB CT CERVICAL SPINE W/O CONTR,"$2,236.00"
80001543,HB CT CERVICAL SPINE W/CONTRAST,"$2,344.00"
80001544,HB CT CHEST W/O CONTRAST,"$2,471.00"
80001545,HB CT LUMBAR SPINE W&W/O CONTR,"$2,850.00"
80001546,HB CT CARDIAC SCORING,$375.00
80001548,HB CT LUNG SCREENING W/O CONTRAST,$350.00
80001549,HB CT PELVIS W&W/O CONTRAST,"$2,975.00"
80001550,HB CT CHEST W/CONTRAST,"$2,737.00"
80001551,HB CT CHEST W & W/OT CONTRAST,"$3,335.00"
80001552,HB CT ABDOMEN W&W/O CONTRAST,"$3,229.00"
80001557,HB CT UPR EXT W/O CONT,"$1,987.00"
80001558,HB CT UPPER EXT W/CONTRAST,"$2,100.00"
80001559,HB CT UPPER EXT W&W/O CONTRAST,"$2,350.00"
80001560,HB CTA UPPER EXT W/O&W CONTRAST,"$1,440.00"
80001561,HB CT LOWER EXT W/O CONTRAST,"$2,225.00"
80001562,HB CT LOWER EXT W/CONTRAST,"$2,500.00"
80001563,HB CT LOWER EXT W&W/O CONTRAST,"$2,750.00"
80001564,HB CTA LOWER EXT W/O&W CONTRAST,"$2,805.00"
80001565,HB CT LUMBAR SPINE W/O CONTRAST,"$2,462.00"
80001569,HB DR/OR/LDR VAGINAL-1ST HR,"$5,793.00"
80001571,"HB CRYOCAUTERY CERVIX, INITIAL / REPEAT",$499.00
80001573,HB EXTERNAL HEAD VERSION W/WO TOCOLYSIS,"$3,336.00"
80001574,HB PUBS FETAL CORD PROCEDURE,"$1,144.00"
80001577,"HB COLPOSCOPY, CERVIX EXPLORE W/UPPER VAG",$451.00
80001578,"HB CAUTERY CERVIX, LASER ABLATION","$3,109.00"
80001579,HB OXYTOCIN CHALLENGE TEST (FETAL STRESS),$453.00
80001581,HB CIRCUMCISION,$510.00
80001582,HB NEONATAL TRANSFUSION,$139.00
80001583,HB O.R.- LEVEL 1: 1 HR OR LESS,"$4,369.00"
80001584,HB O.R.- LEVEL 2: 1 HR OR LESS,"$6,019.00"
80001592,HB O.R.-LEVEL 2: >1HR: 30 MIN INCR,"$2,137.00"
80001593,HB O.R.- LEVEL 3: 1 HR OR LESS,"$9,813.00"
80001594,HB O.R.- LEVEL 3:>1HR:30 MIN INCR,"$2,397.00"
80001595,HB O.R.-MINOR,"$1,948.00"
80001596,HB O.R.-LEVEL 1:>1HR:30 MIN INCR.,"$2,063.00"
80001597,HB ROBI TISSUE HARVEST,$901.00
80001598,HB OR CANCELLED PRIOR TO ANES,"$2,184.00"
80001599,HB OPTC LEVEL 1: < 1 HR,"$4,369.00"
80001607,HB LASER CO2 1060/1100 1ST 2 HRS,"$1,192.00"
80001608,HB LASER ND:YAG OPTHALMIC,$581.00
80001609,HB OPTC-MINOR,"$1,948.00"
80001616,HB COLPOSCOPY,$813.00
80001617,HB VASECTOMY,$894.00
80001618,HB OP BONE MARROW ASPIR/BIOPSY,"$1,640.00"
80001619,HB LASER LEVEL I (1-50 PULSES),$316.00
80001620,HB LASER LEVEL II (51-75 PULSES),$416.00
80001621,HB LASER LEVEL III  76-100 PULSES,$541.00
80001622,HB LASER LEVEL IV 101-200 PULSES,$803.00
80001623,HB LASER LEVEL V 201-400 PULSES,$947.00
80001624,HB PERFUSIONIST SERVICES (3 HRS),"$2,610.00"
80001625,HB PERFUSIONIST SVCS-EA ADD'L HR,"$1,367.00"
80001626,HB INTRAOP AUTOLOGOUS BLOOD COLLE,$235.00
80001627,HB PERFUSION CRITICAL CARE,"$5,503.00"
80001628,HB OP-CAB/MID-CAB STANDB 1ST 3 HR,"$2,345.00"
80001629,HB OP-CAB/MID-CAB  EA ADDL HR,"$1,167.00"
80001630,HB LYMPHANGIOGRAM INJECTION,$315.00
80001631,HB INTRO GUIDE RENAL PELV/URTR W/DILATE FOR TRACT,"$3,354.00"
80001633,HB PACEMAKER REVISION CHARGE,"$2,366.00"
80001634,HB PACEMAKER GENERATOR REMOVAL,"$7,400.00"
80001635,"HB PERICARDIOCENTESIS, INITIAL","$1,763.00"
80001636,HB REV/RELOC DEFIB POCKET,"$3,695.00"
80001637,HB REMOVAL DEFIB GENERATOR,"$5,626.00"
80001638,"HB BRONCHOSCOPY, FLEX/RIG, W/WO GUIDE, DIAG","$4,200.00"
80001639,"HB INTRAOP EMG, CRANIAL N. UNILAT",$184.00
80001644,HB PLACE ILIAC ART OCCLUSION DEVICE,$130.00
80001668,HB INJ PERC TX EXTRM PSEUDOANEURYSM (THROMBIN),$682.00
80001669,HB INTRO CATH SVC/IVC,"$1,905.00"
80001670,HB SELECT CATH PLACE VENOUS 1ST ORDER,"$2,778.00"
80001671,HB SELECT CATH PLACE VENOUS 2ND ORDER,"$1,868.00"
80001672,HB INTRO CATH RT HRT/MAIN PULM ART,$557.00
80001673,HB SELECT CATH PLACE PULM ART-RT/LT,$658.00
80001674,HB SELECT CATH PLACE SEGMENTAL/SUBSEG PULM ART,"$1,064.00"
80001676,HB INTRO NDL/CATH RETROGRADE EXTREMITY ART,$950.00
80001678,HB INTRO NDL/CATH AORTC/TRANSLUMBAR,$536.00
80001679,HB INTRO CATHETER AORTA,"$1,843.00"
80001680,HB SEL CATH PLACE THOR/BRACHCEPH EA 1ST ORDER,"$2,983.00"
80001681,HB SEL CATH PLACE THOR/BRACHCEPH INITIAL 2ND ORDER,"$2,162.00"
80001682,HB SEL CATH PLACE THOR/BRACHCEPH INITIAL 3RD ORDR,"$3,309.00"
80001683,HB SEL CATH PLACE THOR/BRACHCEPH ADD'L ORDER,"$1,098.00"
80001684,HB SEL CATH PLACE ABD/PELV/LOW EXT ART 1ST ORDER,"$4,389.00"
80001685,HB SEL CATH PLACE ABD/PELV/LOW EXT ART INITIAL 2ND ORDER,"$2,869.00"
80001686,HB SEL CATH PLACE ABD/PELV/LOW EXT ART INITIAL 3RD ORDER,"$4,919.00"
80001687,HB SEL CATH PLACE ABD/PELV/LOW EXT ADD'L ORDER,$724.00
80001688,HB PERCUT PORTAL VEIN CATH ANY METH,"$1,617.00"
80001689,HB VENOUS CATH PLACE SEL ORG BLOOD SAMPLING,$910.00
80001690,HB DECLOTTING BY THROMBOLYTIC AGENT,"$1,081.00"
80001691,HB CENTRAL INSERT NON TUN CATH < 5 YRS,"$4,321.00"
80001692,HB CENTRAL INSERT NON TUN CATH > 5 YRS,"$3,400.00"
80001693,HB CENTRAL INSERT TUN CATH<5YRS NO PMP/PORT,"$4,275.00"
80001694,HB CENTRAL INSERT TUN CATH >5YRS NO PMP/PORT,"$4,568.00"
80001695,HB CENTRAL INSERT TUNEL PORT< 5 YRS,"$4,401.00"
80001696,HB CENTRAL INSERT TUNEL PORT> 5 YRS,"$9,325.00"
80001697,HB CENTRAL INSERT TUN CVAD W/PUMP,"$4,401.00"
80001698,HB CTRL INSERT CVA 2 CATHS/SITES W/O PMP/P0RT,"$4,401.00"
80001699,HB CTRL INSERT CVA 2 CATHS/SITES W/ PMP/PORT,"$4,401.00"
80001700,HB PERIPH INSERT TUN PORT/PMP< 5YRS,"$3,663.00"
80001701,HB PERIPH INSERT TUN PORT/PMP> 5YRS,"$4,079.00"
80001702,HB REPAIR TUN/NON TUN CATH NO PRT/PMP,"$1,577.00"
80001703,"HB REPAIR CVAD W/ PORT,PUMP","$2,378.00"
80001704,"HB PART REPLACE (CATH)TUN W/PRT,PMP","$2,743.00"
80001705,"HB REPLACE, COMP NON TUN CV CATH NO PMP/PRT","$2,255.00"
80001706,"HB REPLACE, COMP TUN CV CATH NO PMP/PRT","$4,340.00"
80001707,"HB REPLACE, COMP TUNNELED CVA W/PORT","$4,001.00"
80001708,"HB REPLACE, COMP TUNNELED CVA W/PUMP","$4,401.00"
80001709,"HB REPLACE, COMP PICC W/O PUMP/PORT","$2,047.00"
80001710,"HB REPLACE, COMP PERIPH CVAD W/PORT","$3,937.00"
80001711,HB REMOVAL TUNNELED CV CATH NO PORT/PUMP,"$2,357.00"
80001712,HB MECH REMVL PERICATH OBS MATERIAL,"$2,599.00"
80001713,HB MECH REMVL INTRALUMINAL OBS MAT,"$1,019.00"
80001714,HB REPOSITION CV CATH; FLUORO GUIDE,"$2,339.00"
80001715,HB DISTAL REVASC W/INTVL LIGATN UPR EXTRM HD,"$5,911.00"
80001716,HB EXT CANNULA DECLOT W BALLOON CATH,"$4,478.00"
