DESCRIPTION,,PRICE
Influenza dna amp probe,,$627.00
IMMUNOASSAY AUANT NOS NONAB,,"$2,216.00"
PROCALCITONIN - SERUM,,$169.00
"EOSINOPHIL SMEAR, URINE",,$63.00
FECAL LEUKOCYTE SMEAR,,$118.00
"ENTEROVIRUS RNA, QUAL, RT-PCR SO",,$107.00
FECAL LEUKOCYTE SMEAR,,$118.00
JAK2 V617F MUTATION QUAL,,$509.00
"JAK2-EXONS-12,13 SEQ",,$846.00
PROTEINASE -3 ANTIBODY (SO),,$150.00
"B-CELL RECEP IGH GENE REARRANGEMENT , PCR (SO)",,$607.00
"B-CELL RECEP IGK GENE REARRANGEMENT , PCR (SO)",,$607.00
MOLECULAR CYTOGENETICS; DNA PROBE( FISH) (SO),,"$1,064.00"
INTERPHASE IN SITU HYBRIDIZATION (25-99) CELLS (SO,,$533.00
"T - CELL RECEPTOR GAMMA GENE REARRANGEMENT, PCR (S",,"$1,018.00"
MOLECULAR CYTOGENETICS; DNA PROBE( FISH) (SO),,$501.00
MOLECULAR CYTOGENETICS; DNA PROBE( FISH) (SO),,$555.00
INTERPHASE IN SITU HYBRIDIZATION (100-300) CELLS (,,$278.00
"PRADER-WILLI/ANGELMAN SYNDROME , DNA METHYLATION (",,$588.00
INTERPHASE IN SITU HYBRIDIZATION (100-300) CELLS (,,$251.00
MOLECULAR CYTOGENETICS; DNA PROBE( FISH) (SO),,$478.00
INTERPHASE IN SITU HYBRIDIZATION (100-300) CELLS (,,$240.00
MOLECULAR CYTOGENETICS; DNA PROBE( FISH) (SO)CML,,$478.00
INTERPHASE IN SITU HYBRIDIZATION (100-300) CELLS (,,$240.00
PML/RARA T(15;17) QUANT (PCR) (SO),,$667.00
BRAF MUTATION ANALYSIS (SO),,$933.00
APOLIPROTEIN (SO),,$57.00
"MYCOPLASMA PNEUMONIAE ANTIBODY (IGG), IFA, CSF (SO",,$95.00
CBFB/MYH11 INV(16) QUANT PCR (SO),,$560.00
C-KIT MUTATION ANALYSIS (SO),,"$1,820.00"
"BORDETELLA PERTUSSIS/PARAPERTUSSIS DNA, PCR (SO)",,$470.00
"NMDA- RECEPTOR ANTIBODY , CSF(MAYO)",,$371.00
"TRICHOMONAS VAGINALIS RNA, QUALITATIVE, TMA (SO)",,$153.00
AGNA-1 (MAYO),,$86.00
AMPHIPHYSIN (MAYO),,$56.00
ANNA-1 (MAYO),,$56.00
ANNA-2 (MAYO),,$56.00
ANNA-3 (MAYO),,$56.00
CRMP-5-IGG,,$56.00
PCA-1 (MAYO),,$56.00
PCA-2 (MAYO),,$56.00
PCA-TR (MAYO),,$56.00
"BETA - GLOBIN COMPLETE? , FETUS (SO)",,"$1,718.00"
"HEPATITIS B VIRUS DRUG RESISTANCE, GENOTYPE (SO)",,$606.00
"FOLLICULAR LYMPHOMA, PCR (SO)",,"$1,042.00"
"MANTLE CELL LYMPHOMA, PCR (SO)",,"$1,163.00"
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) NHL,,$511.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$256.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) FOL,,$613.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$307.00
GANGLIOSIDE GQ1B ANTIBODY (IGG)(SO),,$255.00
"MELANOMA, BRAF V600 MUTATION (SO)",,"$1,281.00"
"NRAS, MUTATION ANALYSIS (SO)",,$667.00
INTERLEUKIN -2 (IL-2) (SO),,$284.00
NMO/AQP4-IGG CBA (MAYO),,$55.00
GAD65 ABS (MAYO),,$66.00
"NMO/AQP4-IGG CBA, CSF (MAYO)",,$462.00
ABL KINASE DOMAIN MUTATION IN CML (SO),,$994.00
ALLERGEN SPECIFIC (MOLD GROUP),,$200.00
MITOCHONDRIAL GENOME SEQUENCING (EMORY GEN),,"$7,521.00"
CLARISURE OLIGO-SNP POST NATAL (SO),,"$3,396.00"
MONACETYLMORPHINE-FREE-6,,$516.00
HEPATITS C VIRAL RNA NS3 GENOTYPE (SO),,"$1,252.00"
PLATELET FUNCTION PLAVIX( CLOPIDOGREL),,$296.00
UNIT DUFFY A ANTIGEN BILLING,,$249.00
UNIT DUFFY B ANTIGEN BILLING,,$249.00
UNIT JKA  ANTIGEN BILLING,,$249.00
UNIT JKB  ANTIGEN BILLING,,$249.00
UNIT LEWIS A ANTIGEN BILLING,,$249.00
UNIT LEWIS B ANTIGEN BILLING,,$249.00
UNIT KELL ANTIAGEN BILLING,,$249.00
UNIT C ANTIGEN BILLING,,$249.00
UNIT E ANTIGEN BILLING,,$249.00
UNIT S ANTIGEN BILLING,,$249.00
UNIT M ANTIGEN BILLING,,$249.00
UNIT N ANTIGEN BILLING,,$249.00
UNIT SMALL C ANTIGEN BILLING,,$249.00
UNIT SMALL E ANTIGEN BILLING,,$249.00
UNIT SMALL S ANTIGEN BILLING,,$249.00
UNIT HEMOGLOBIN S BILLING,,$249.00
T CELL; ABSOLUTE CD4 COUNT,,$111.00
AUTOMATED DIFFERENTIAL WBC COUNT,,$83.00
PHOSPHOLIPASE A2 AB QUANT (SO),,$365.00
PHOSPHOLIPASE A2 SCRN (SO),,$210.00
OXYCARBAZEPINE SO,,$122.00
"CHEM 4, ELECTROLYTE PANEL",,$228.00
"COMPREHENSIVE METABOLIC PANEL, EVD",,$472.00
"BASIC METABOLIC PANEL, EVD",,$370.00
"CHEM 3, LIPID PANEL",,$239.00
"RENAL FUNCTION PANEL, EVD",,$230.00
RENAL PANEL,,$230.00
"PH, MISC FLUIDS",,$64.00
HEPATIC PROFILE,,$333.00
CLONAZEPAM/KLONOPIN,,$238.00
TACROLIMUS,,$393.00
"DIGITOXIN, SERUM",,$218.00
FELBAMATE-RANDOM,,$218.00
BUPROPION/WELLBUTRIN,,$218.00
ACETAMINOPHEN,,$502.00
"HEPATIC FUNCTION PANEL, EVD",,$333.00
ACETOACETATE-QUALITATIVE,,$64.00
B-OH BUTYRIC ACID,,$194.00
"ACTH, PLASMA",,$466.00
ALBUMIN (BCG),,$76.00
"ALBUMIN,FLUID",,$128.00
"MICROALBUMIN, UR",,$223.00
"LACTATE DEHYDROGENASE (LDH), EVD",,$139.00
ETHANOL,,$343.00
"ALDOLASE, SERUM",,$122.00
"ALDOSTERONE, SERUM",,$177.00
"ALDOSTERONE, UR-24HR",,$177.00
ALPHA-1-ANTITRYPSIN,,$301.00
ALPHA-1 AT PHENOTYPE,,$138.00
ALPHA-FETOPROTEIN,,$258.00
"AFP,MATERNAL SERUM",,$239.00
ALPHA-FETOPROTEIN,,$258.00
"AFP, AMNIOTIC FLUID",,$239.00
ALUMINUM,,$88.00
"METABOLIC SCREEN,UR",,$278.00
"AMINO ACID-SCN,URINE",,$278.00
HOMOCYSTEINE,,$158.00
"CYSTINE, URINE-24HR",,$165.00
"AMINO ACIDS-QNT,PLAS",,$490.00
AMINO ACIDS - QNT,,$490.00
"AMMONIA,BLOOD",,$317.00
"LACTATE ( LACTIC ACID),EVD",,$258.00
"AMYLASE,SERUM",,$283.00
"AMYLASE,FLUID",,$283.00
"AMYLASE,URINE",,$283.00
ANDROSTENEDIONE,,$253.00
ANGIO-1 CONVERT ENZ.,,$297.00
ANGIO-1 CONV ENZ-CSF,,$297.00
"ARSENIC,URINE-24HR",,$97.00
"VITAMIN C, SERUM",,$157.00
PENTOBARBITAL-QUANT,,$211.00
BETA-2 MICROGLOBULIN,,$161.00
"BILE ACIDS, SERUM",,$226.00
"BILIRUBIN,TOTAL",,$118.00
"AMYLASE, EVD",,$283.00
"BILI, TOTAL-FLUID",,$118.00
"BILIRUBIN,DIRECT",,$118.00
"BILI, DIRECT - FLUID",,$118.00
"PHOSPHORUS, EVD",,$128.00
"MAGNESIUM,EVD",,$160.00
"HIV -1 RNA, QUANT,RT-PCR (QUEST)",,$269.00
PTH-REALATED PROTEIN SO,,$374.00
"OCCULT BLOOD, STOOL",,$58.00
"OCCULT BLOOD, GASTRIC",,$58.00
"VITAMIN D, SERUM",,$282.00
"CALCITONIN, SERUM",,$139.00
CALCIUM,,$90.00
"CALCIUM,SYNVL FLUID",,$90.00
"CALCIUM, URINE",,$90.00
"CALCIUM,IONIZED,WB",,$332.00
STONE ANALYSIS,,$354.00
CO2 CONTENT,,$35.00
CEA,,$293.00
"CARNITINE, TOTAL",,$159.00
"CARNITINE, FREE",,$159.00
"CAROTENE, SERUM",,$121.00
"CATECHOLAMINES,PLASM",,$173.00
"CATECHOLAM.,UR FRAC",,$173.00
"CERULOPLASMIN,SERUM",,$236.00
CHLORAMPHEN-PEAK,,$145.00
CHLORIDE,,$117.00
"CHLORIDE, URINE",,$123.00
"CHLORIDE,FLUID",,$105.00
"TOXOPLASMA GONDII DNA,QUAL,PCR SO",,$353.00
CHOLESTEROL,,$91.00
"CATACHOLAMINES,FRAC,UR SO",,$46.00
"CITRIC ACID, UR-24HR",,$129.00
PYRIDINOLINE,,$88.00
"COPPER, SERUM",,$128.00
"COPPER, URINE-24HR",,$128.00
"CORTISOL FREE, UR-24H",,$305.00
"CORTISOL,SERUM",,$657.00
"THIOPURINE METHYL TRANSFERASE, QT",,$782.00
"CPK,TOTAL-SERUM",,$176.00
PANCREATIC ELASTASE-1 SO,,$224.00
CKMB-MEIA,,$302.00
CREATININE,,$129.00
"CREATININE,FLUID",,$122.00
"CREAT,AMNIOTIC FLD",,$129.00
"CREATININE, URINE",,$122.00
"ALUMINUM, 24HR URINE SO",,$69.00
CREATININE CLEARANCE,,$248.00
"CRYOGLOBULIN,SERUM",,$89.00
"CRYOCRIT,SERUM",,$89.00
CYANIDE,,$109.00
"VITAMIN B12,SERUM",,$402.00
"DHEA-SO4, SERUM",,$432.00
"DEOXYCORTISOL,11-BLD",,$129.00
DIHYDROTESTOSTERONE,,$122.00
"VIT D,1,25-DIHYDROXY",,$358.00
"AMYLASE, ISOENZYMES",,$471.00
"ERYTHROPOIETIN,SERUM",,$248.00
ESTRADIOL,,$405.00
"ESTRIOL(FREE),SERUM",,$139.00
"ESTRIOL, URINE-REF",,$139.00
"ESTRIOL, MATERNAL SERUM",,$139.00
"ESTRONE, SERUM",,$118.00
"ETHYLENE GLYCOL,BLD",,$313.00
"STOOL FAT, QUAL",,$65.00
"FECAL FAT, QUANT",,$90.00
"FATTY ACIDS,ESS-SER",,$210.00
"FERRITIN,SERUM",,$249.00
FETAL FIBRONECTIN,,$620.00
"FOLATE,SERUM",,$294.00
"FOLATE, RBC",,$438.00
GALACTOSE-1-PUT,,$224.00
GALACTOSE-1-PHOS,,$224.00
"IMMUNOGLOB-A,SERUM",,$276.00
"IMMUNOGLOB-G,SERUM",,$276.00
"IMMUNOGLOB-M,SERUM",,$276.00
"IMMUNO-IGG,CSF",,$167.00
"IMMUNOGLOB-IGD,SERUM",,$253.00
"IMMUNOGLOB-IGE,SERUM",,$204.00
"PH, VEN.",,$201.00
"PH, ART.",,$201.00
"PH, CORD, ART.",,$201.00
BLOOD GAS-VENOUS,,$462.00
BLOOD GAS-ARTERIAL,,$462.00
BLOOD GAS-MICRO,,$462.00
BLOOD GAS-CORD ART.,,$462.00
BLOOD GAS-CORD VEN.,,$462.00
APOLIPOPROTEINA 1 (SO),,$176.00
"BLD. GAS+SAT. PROF, ART",,$483.00
"BLD. GAS+SAT. PROF, VEN",,$483.00
"BLD. GAS+SAT. PROF, MCR",,$483.00
"SATURATION PROF, VEN.",,$103.00
"SATURATION PROF, ART.",,$103.00
"SATURATION PROF, MICRO",,$103.00
"GASTRIN,SERUM",,$278.00
"GLUCOSE,FLUID",,$251.00
"GLUCOSE,CSF",,$251.00
"GLUCOSE,URINE(QUANT)",,$251.00
GLUCOSE,,$263.00
"GLUCOSE,FASTING BLD",,$263.00
GLUCOSE-WB,,$263.00
"GTT,ORAL-1HR INDIV",,$263.00
"GTT,ORAL-2HR INDIV",,$263.00
"POCT, GLUCOSE (METER)",,$68.00
DRUG TEST DEFINITIVE 1-7 CLASSES,,$293.00
DRUG TEST DEFINITIVE 8-14 CLASSES,,$322.00
DRUG TEST DEFINITIVE 15-21 CLASSES,,$354.00
DRUG TEST DEFINITIVE 22+ CLASSES,,$389.00
"GLU-2HR PP, WB-MICRO",,$251.00
"GLUCOSE,BLD-2HR PP",,$251.00
"GLUCOSE, 1HR (75GM)",,$251.00
"GLUCOSE,1HR (50GM)",,$251.00
"GTT,PRENATAL(75 GM)",,$201.00
"GTT,ORAL-3HR GTT",,$201.00
"GTT,ORAL-4HR GTT",,$201.00
"GTT,ORAL-5HR GTT",,$201.00
"GTT,ORAL-6HR GTT",,$201.00
"GTT,PRENATAL(100GM)",,$201.00
3RD HOUR-GTT SPECIMEN,,$103.00
4TH HOUR-GTT SPECIMEN,,$103.00
5TH HOUR GTT SPECIMEN,,$103.00
"G6PD, RBC QUANT",,$244.00
"GGTP,SERUM",,$162.00
"FSH,SERUM",,$465.00
"LH,SERUM",,$515.00
GROWTH HORMONE,,$129.00
"HAPTOGLOBIN,SERUM",,$336.00
HGB ELECT - FAMILY,,$217.00
HGB ELECTROPHORESIS,,$217.00
CITRATE AGAR ELECT.,,$217.00
HGB ELECT. QUANT,,$217.00
HGB ELECT. CORD BLD,,$217.00
"HGB PHENOTYPING, FAMILY MEMBER",,$217.00
"HGB A, S, AND C QUANT, HPLC",,$217.00
"HGB PHENOTYPING, COMPLETE",,$217.00
"FETAL HGB QUANT, HPLC",,$217.00
HGB GLUCOSE A1C,,$218.00
"HGB,PLASMA-QUANT",,$165.00
"SULFHEMOGLOBIN,BLD",,$164.00
"HGB DENATURAT.,HEAT",,$146.00
"HGB PP'T,ISOPROPANOL",,$176.00
"HEMOGLOBIN,URINE-QNT",,$88.00
"HEMOSIDERIN, URINE",,$59.00
HEXOSAMINIDASE-1,,$525.00
HOMOVANILLIC ACID-24H,,$94.00
"STEROIDS-17OH,24H UR",,$94.00
"SEROTONIN,URINE-24",,$154.00
"PROGESTERONE,17A-OH",,$289.00
T-TRANSGLUTAMINASE IGA,,$156.00
GLIADIN AB IGG,,$269.00
GLIADIN AB IGA,,$269.00
IGF BINDING PROTEIN-3,,$224.00
GAD-65 AUTOANTIBODY,,$224.00
"TRYPSIN,FECAL",,$103.00
CAFFEINE (SO),,$491.00
"INSULIN, SERUM",,$327.00
"IRON-TOTAL,SERUM",,$200.00
"IRON, LIVER TISSUE",,$186.00
"STEROIDS-17KG,24H UR",,$93.00
"STEROIDS-17KETO,24HR",,$367.00
"LACTIC ACID, BLOOD",,$258.00
"LACTIC ACID, CSF",,$258.00
"LACTIC ACID, FLUID",,$258.00
"LDH,TOTAL-SERUM",,$139.00
"LDH,FLUID",,$139.00
"LDH,CSF",,$139.00
"LEAD,BLOOD",,$200.00
"LEAD,URINE-24HR",,$195.00
FETAL LUNG MATURITY,,$262.00
"LIPASE, SERUM",,$225.00
PLAC (LP-PLA2) TEST,,$453.00
"CHOL,HDL",,$118.00
"CHOL-LDL, DIRECT",,$147.00
MAGNESIUM,,$160.00
"MAGNESIUM, URINE",,$160.00
"MERCURY,URINE-24HR",,$84.00
"METANEPH.TOT,UR",,$471.00
"METANEPHRINES, FRAC, PLASMA",,$504.00
"METANEPHRINES, URINE, RANDOM",,$504.00
MUCOPOLYSACCHA,,$388.00
"MYOGLOBIN-QUAL,URINE",,$182.00
B-TYPE NATRIURTIC PEPTIDE,,$372.00
ALPHA2-MACROGLBULIN,,$178.00
"ALBUMIN-IMMUNO,SER",,$178.00
"ALBUMIN,CSF-IMMUNO",,$178.00
"ALBUMIN,URINE-IMMUNO",,$178.00
C-1 ESTERASE INHIB,,$168.00
FREE KAPPA,,$178.00
FREE LAMBDA,,$178.00
NICOTINE,,$422.00
5'-NUCLEOTIDASE,,$64.00
METHYLMALONIC ACID,,$243.00
OROTIC ACID,,$243.00
"OSMOLALITY,CRYSTAL",,$230.00
OSMOLALITY,,$230.00
"OSMOLALITY,FLUID",,$236.00
"OSMOLALITY,URINE",,$236.00
"OXALATE, URINE-24HR",,$53.00
PARATHORMONE INTACT,,$502.00
"PH, STOOL",,$78.00
ALK PHOSPHATASE,,$105.00
"ALK PHOS,FLUID",,$110.00
ALK PHOS ISOENZYMES,,$301.00
PG AGGLUTININ TEST,,$194.00
PHOSPHORUS,,$128.00
"PHOSPORUS, SERUM",,$128.00
"PHOSPHORUS, URINE",,$140.00
PORPHOBILINOGEN-24HR,,$75.00
"PORPHYRINS,UR-QUANT",,$109.00
"POTASSIUM, WB",,$141.00
POTASSIUM,,$141.00
"POTASSIUM,PLASMA",,$141.00
"POTASSIUM,FLUID",,$106.00
"POTASSIUM, URINE",,$106.00
PREALBUMIN,,$240.00
"PREGNANEDIOL,UR-24HR",,$210.00
"PREGNANETRIOL,UR-24H",,$209.00
"PROGESTERONE, SERUM",,$224.00
"PROLACTIN,SERUM",,$427.00
PROSTATIC ANTIGEN,,$335.00
"PROTEIN,TOTAL",,$132.00
"PROTEIN, CSF",,$132.00
"PROTEIN,TOTAL",,$132.00
"PROTEIN,UR (QUANT)",,$129.00
"PROTEIN,FLUID",,$152.00
"PROTEIN, CSF",,$152.00
"PROTEIN ELECT, SERUM",,$350.00
"PROTEIN ELECTROPHORESIS, CSF",,$350.00
"PROTEIN ELECT, URINE",,$350.00
"PROTOPORPHYRIN,RBC",,$74.00
VITAMINE B6; PYRIDOXINE,,$800.00
"PYRUVIC ACID, BLOOD",,$118.00
ACETCHOLN REPTOR AD,,$162.00
"RENIN, BLOOD",,$325.00
"SODIUM, WB",,$190.00
SODIUM,,$190.00
SODIUM-DIRECT ISE,,$190.00
"SODIUM, URINE",,$124.00
"SODIUM,FLUID",,$124.00
IGF-1(SOMATOMEDIN C),,$244.00
OLIGOSACCHARIDE,,$134.00
"TESTOSTERONE, FREE",,$95.00
"TESTOSTERONE, TOTAL",,$384.00
"TESTOSTERONE, SERUM",,$384.00
VITAMINE B1; THYAMIN,,$276.00
THIOCYANATE-QUANT,,$199.00
"THYROGLOBULIN, QUANT",,$214.00
"THYROXINE,TOTAL(T4)",,$323.00
FREE THYROXINE,,$215.00
THYROXINE BIND.GLOB.,,$63.00
"TSH,SERUM-IRMA",,$275.00
"VITAMIN E, SERUM",,$178.00
"SGOT(AST),SERUM",,$64.00
SGPT(ALT)-RATE,,$64.00
TRANSFERRIN,,$343.00
TRIGLYCERIDE-SERUM,,$131.00
TRIGLYCERIDE,,$131.00
"TRIGLYCERIDE,FLUID",,$131.00
TRIGLYCERIDE,,$114.00
T3-TRIIODOTHYRONINE,,$260.00
TROPONIN-1,,$336.00
TROPONIN-T,,$336.00
UREA NITROGEN,,$148.00
"UREA NITROGEN,FLUID",,$173.00
"UREA NITROGEN,URINE",,$173.00
URIC ACID - SERUM,,$141.00
URIC ACID,,$141.00
"URIC ACID,SYN FLUID",,$141.00
"URIC ACID, URINE",,$141.00
"VMA, URINE-24HR",,$85.00
VASOAC INTES POLYPEP,,$156.00
ADH RESULT,,$263.00
"VITAMIN A, SERUM",,$245.00
"VOLATILE, DRUG SCREEN",,$333.00
"D-XYLOSE, SERUM",,$131.00
"D-XYLOSE, URINE",,$131.00
"ZINC, SERUM",,$82.00
"C-PEPTIDE, RANDOM",,$374.00
"C-PEPTIDE, FASTING",,$374.00
"C-PEPTIDE, STIMULAT.",,$374.00
"*HCG, SERUM, QUANT",,$374.00
"B-HCG,MAT.SERUM",,$204.00
"HCG,SERUM-QUANT",,$374.00
PREGNANCY TEST,,$60.00
LYSOSOMAL ENZ.SCRN,,"$2,308.00"
"B-2 TRANSFERRIN, FLD",,$487.00
BASIC METABOLIC PANEL,,$370.00
"BILIRUBIN,TOTAL-TRANSCUTANEOUS",,$57.00
"FECAL OCCULT BLOOD,FIT",,$134.00
"25-HYDROXYVIT D (D2,D3)(SO)",,$86.00
ACETOACETATE-QUALITATIVE,,$64.00
MICROALBUMIN,,$223.00
"OCCULT BLOOD, STOOL",,$58.00
CHOLESTEROL,,$91.00
"CPK,TOTAL-SERUM",,$176.00
"POCT, CREATININE (METER)",,$129.00
CREATININE URINE,,$122.00
"GTT, ORAL-2HR INDIV",,$263.00
"GLUCOSE, BLD-2HR PP",,$251.00
HGB GLYCOSY A1C-DDCL,,$218.00
"LIPASE, SERUM",,$225.00
"CHOL,HDL",,$118.00
"CHOL, HDL",,$118.00
"CHOL-LDL, DIRECT",,$147.00
"CHOL-LDL, DIRECT",,$147.00
"MAGNESEUM, SERUM",,$160.00
"CHEM 8, METABOLIC PANEL",,$370.00
OCCULT BLOOD,,$58.00
GGT-SERUM,,$162.00
RENAL PANEL,,$230.00
HEPATIC PROFILE,,$333.00
HEPATIC PROFILE,,$333.00
"CHOLESTEROL,FLUID",,$91.00
"GLUCOSE,FASTING BLD",,$263.00
"GLUCOSE,1HR (50GM)",,$251.00
"GGTP,SERUM",,$162.00
"MAGNESIUM, URINE",,$160.00
THIOPURINE METABOLITES SERUM (SO),,$305.00
HEMODYNAMICS,,$462.00
ABG ANALYSIS,,$462.00
ALBUMIN (BCG),,$76.00
HLA B5701,,$370.00
APOLIPOPROTEIN (SO),,$181.00
TOTAL BILIRUBIN (SO),,$88.00
GGT (SO),,$187.00
HAPTOGLOBIN QUANT (SO),,$265.00
NEPHELOMETRY (SO),,$222.00
ALT (S0),,$90.00
PD-L1 IHC W/INTERP (S0),,$485.00
LYNCH SYN PAN ADDL SLIDE (SO),,$572.00
LYNCH SYN PAN  1ST SLIDE (SO),,$651.00
LEVETIRACETAM (SO),,$334.00
ANTI MAG Q,,$68.00
"FLUPHENAZINE, SERUM",,$140.00
"FECES, CHLORIDE (SO)",,$96.00
"FECES, SODIUM (SO)",,$90.00
"FECES,ELECTROPHORESIS (SO)",,$160.00
"FECES, POTASSIUM (SO)",,$160.00
"BILIRUBIN,DIRECT",,$118.00
VORICONAZOLE QUANT ASSAY (SO),,$204.00
ZONISAMIDE (SO),,$419.00
WESTERN BLOT TEST,,"$1,387.00"
CORTISOL;FREE,,$202.00
OTHER SOURCE,,$91.00
"QUANTITATIVE, EACH SPECIMEN",,$143.00
"QUANTITATIVE, EACH SPECIMEN",,$242.00
"QUANTITATIVE, NOT OTHERWISE SPECIFIED",,$103.00
UNLISTED CHEMISTRY PROCEDURE,,$58.00
ACYLCARNITIES QUANT,,$187.00
"AMINO ACIDS,6 OR MORE AMINO ACIDS,QUANTITATIVE,EAC",,$292.00
"CARNITINE(TOTAL AND FREE),QUANTITATIVE,EACH SPECIM",,$225.00
"QUANTITATIVE,SINGLE STATIONARY & MOBILE PHASE, QT",,$296.00
POCT GLUCOSE METER,,$68.00
PROPYLENE GLYCOL (NMS),,$243.00
"MERCURY,BLOOD(Q)",,$41.00
QUANTITATIVE BENZO PANEL(Q),,$398.00
"C1 INHIBITOR , FUNCTIONAL  (SO)",,$148.00
Tetanus Antitoxoid   (SO),,$83.00
Histamine Release -CU  (SO),,$236.00
Tryptase  (SO),,$187.00
Alpha- Fetoprotein  AF (SO),,$41.00
Fetal Hemoglobin  AF (SO),,$76.00
Acetylcholinesterase  AF (SO),,$156.00
Maternal Serum AFP (SO),,$47.00
C1 Esterase Inhibitor  Protein (SO),,$75.00
VITAMIN B-5( PANTOTHENIC ACID) (SO),,$178.00
LEPTIN (SO),,$232.00
PLASMINOGEN ACTIVATOR INHIBITOR-A (PAI-1) (SO),,$220.00
"RIBOSOMAL P ANTIBODY , CSF (SO)",,$240.00
SERINE PROTEASE 3 ANTIBODY (SO)ARUP,,$302.00
CYSTATIN C (SO),,$246.00
MYCOPHENOLIC ACID (SO),,$169.00
"SACCHARMYCES CEREVISIAE AB, IGG (ARUP)",,$174.00
"LAMINARIBIOSIDE CARBOHYDRATE AB, IGG (ARUP)",,$174.00
"MANNOBIOSIDE CARBOHYDRATE AB, IGG (ARUP)",,$174.00
"CHITOBIOSIDE CARBOHYDRATE AB, IGA (ARUP)",,$80.00
LEVAMISOLE (SO) NMS,,$298.00
NRAS -GENE ANALYSIS (SO) CMM30100701,,$708.00
ZIC4 AB PROTEIN WEST BLOT (SO),,$441.00
DIURECTICS SCREEN URINE (SO),,$228.00
ABPA  IGE (SO),,$191.00
MACROPROLACTIN (SO),,$322.00
THIOSULFATE URINE,,$280.00
SUCCINLYLACETONE URINE (SO),,$250.00
VWF PROPEPTIDE (SO),,$365.00
NMR LIPOPROFILE PANEL  (SO),,$239.00
NMR LIPOPROFILE BLD (SO),,$239.00
FACTOR H COMP (SO),,$365.00
THIOSULFATE CHROMOTOGRAPHY,,$221.00
PANCREATITIC ELASTASE SERUM (SO),,$326.00
ITRACONAZOLE (SO),,$204.00
OXYCODONE SCREEN URINE(SO),,$117.00
HYDROMORPHONE OPI 1 URINE (SO),,$484.00
THROMBIN-ANTITHROM QUANT (SO),,$362.00
REDOMBX (ANTIRECOVERIN AB) (SO),,$441.00
BACLOFIN QUANT,,$430.00
VERY LONG FATTY ACIDS (SO),,$407.00
HGB FREE PLASMA (SO),,$181.00
LEVAMISOLE,,$298.00
INTERLEUK 2 REC CD25 (SO),,$365.00
CANNABINOID QUANT (SO),,$221.00
CEA CYST FLUID (SO),,$275.00
PARANEO AUTOAB QUANT RIA(SO),,$107.00
"CC/MS SPEC ANAL-GHB, QL (SO)",,$239.00
CARDIO IQ NT PROBNP (SO),,$312.00
ADALIMUMAB QUANT (SO),,$211.00
ANTI ADALIMUMAB AB (SO),,$246.00
ACETYL FENTANYL QUAL (SO),,$125.00
HISTAMINE 24HR URINE (SO),,$243.00
METOPROLOL QUANT (SO),,$211.00
MORPHINE GLUCURONIDE (SO),,$133.00
OXYMORPHONE URINE (SO),,$104.00
PROSTAGLANDIN D2 (SO),,$528.00
RECOMBX MATA AUTOAB (SO),,$468.00
BILE ACIDS URINE (SO),,$236.00
FLUVOXAMINE (SO),,$158.00
FUNGITELL SERUM (SO),,$158.00
GANGLIOSIDE GD1B AB (SO),,$289.00
GANGLIOSIDE GM-1 AB (SO),,$289.00
HEMOGLOBIN FREE PLASMA (SO),,$104.00
COMPREHENSIVE METABOLIC PANEL,,$472.00
LIPID PANEL,,$239.00
"AMYLASE,URINE",,$283.00
"BILI, TOTAL-FLUID",,$118.00
"CALCIUM, URINE",,$90.00
BLOOD GAS-CORD VEN.,,$462.00
"GLUCOSE,URINE(QUANT)",,$251.00
"GTT,ORAL-2HR INDIV",,$263.00
"GTT,PRENATAL(100GM)",,$201.00
5TH HOUR GTT SPECIMEN,,$103.00
HGB ELECT. CORD BLD,,$217.00
"LACTIC ACID, FLUID",,$258.00
"LDH,CSF",,$139.00
RIA NONANTIBODY,,$971.00
ASSAY OF SEROTONIN,,$199.00
ASSAY OF VITAMIN B-12,,$284.00
"QUANTITATIVE, EACH",,$182.00
"QUANTITATIVE, BY RADIOIMMUNOASSAY(EG:RIA)",,$641.00
"QUANTITATIVE, BY RADIOIMMUNOASSAY(EG:RIA)",,$617.00
CEA PANCREATIC CYST FLUID (SO),,$152.00
THYROGLOBULIN (SO) TH,,$75.00
THYROGLOBULIN  ANTIBODY (SO) TH,,$54.00
PIK3CA GENE ANALYSIS (SO) CMM,,$708.00
"ALUMINUM, 24- HOUR URINE (SO)",,$69.00
"ETHAMBUTOL, SERUM (NMS)",,$211.00
"PYRAZINAMIDE, SERUM (NMS)",,$507.00
"COMP, METABOLIC PANEL",,$472.00
LIPOPROTEIN PROFILE,,$239.00
GLUCOSE,,$263.00
CHOLINESTERASE; SERUM,,$39.00
RBC,,$40.00
"FLUOR NONINFEC AGNT AB SCR,EA",,$51.00
CANDIDA,,$204.00
"QUANTITATIVE, EACH SPECIMEN",,$235.00
"EXTRACTABLE NUCLEAR ANTIGEN,ANTIBODY TO, ANY METHO",,$130.00
"AMPLIFIED PROBE TECHNIQUE,EACH ORGANISM",,$502.00
ENTEROVIRUS - A,,$51.00
