Service Area,Description,Revenue Code,Patient Pay Charge
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BETA-HYDROXYBUTYRATE,LABORATORY - CHEMISTRY [0301],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BETAHYRDROXYBUTRIC ACID,LABORATORY - GENERAL CLASSIFICATION [0300],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BIL LOWER EXTREM, INFANT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT ANKLES AP & LAT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],124
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT ANKLES COMPL MIN 3 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],138
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT CALCANEOUS(OSCALSIS) MIN,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILAT ELBOW, COMPL. MIN 3 VIEW",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],101
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT FEET COMPLETE MIN 3 VIEW,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILAT HUMERUS, MIN 2 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT KNEES-COMPL 4 OR MORE VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],139
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILAT PORT CALANEOUS(OSCALSIS)MIN 2VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILAT SHOULDER, COMPL MIN 2VIEW",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],131
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL BONE AGE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL CLAVICLE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],89
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL CLAVICLE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],89
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL ELBOW, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],101
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL FEMURS, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL FOREARM, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],88
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL HANDS, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL HANDS, MIN 3 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],121
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL HIPS, ONE VIEW",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL KNEES, 1 OR 2 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],115
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL KNEES, 3 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],115
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL SCAPULA,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL SCAPULA,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL THUMBS/DIGITS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],96
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL TOES/DIGITS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],68
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILATERAL UPPR EXTREMITY INFANT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL WRIST, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],88
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILATERAL WRIST, MIN 3 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],98
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILIRUBIN ASSAY, DIRECT (Beaker)",LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BILIRUBIN ASSAY, TOTAL (Beaker)",LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BILIRUBIN TOTAL TRANSCUTANEOUS,LABORATORY - CHEMISTRY [0301],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BIOPSY BONE, EXCISIONAL",OPERATING ROOM SERVICES - MINOR SURGERY [0361],1955
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BIOPSY EACH ADDED LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],78
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BIOPSY GUN 14G 11CM CA1411,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BIOPSY SKIN/SQ TISSUE, SINGLE PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],126
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Biotin (Vitamin B7),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLD LEUKOREDUCED RC PROCESSING,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",256
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLEED CONTROL DURING COLON,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],787
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLEED CONTROL DURING EGD,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],632
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD COLL VENIPUNCTURE,LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD COLL VENIPUNCTURE (BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD COLL VENIPUNCTURE PBC,LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD GAS,LABORATORY - GENERAL CLASSIFICATION [0300],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BLOOD GAS-PH, PC02, P02, MEAS",LABORATORY - GENERAL CLASSIFICATION [0300],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD GLUCOSE BY REAGENT STRIP,LABORATORY - CHEMISTRY [0301],6
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BLOOD GROUP, ABO","ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD TRANFUSION SERVICE LVL 4,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",204
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD TRANSFUSION,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",204
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BLOOD TRANSFUSION SERVICE LVL 5,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",204
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BLOOD TYPE, RH (D)","ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BODY FLUID URIC ACID,LABORATORY - CHEMISTRY [0301],7
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE AGE STUDY,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BONE BIOPSY, EXCISIONAL",OPERATING ROOM SERVICES - MINOR SURGERY [0361],1955
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE BX TROCAR OR NEEDLE SUPER,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE BX TROCAR OR NEEDLE SUPER PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],748
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE CULTURE (BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],31
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE LENGTH STUDIES,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],65
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE SCAN LIMITED AREA,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],459
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE SCAN THREE PHASE,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],459
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BONE SCAN WHOLE BODY,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],459
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BOOT EZ CAST,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],273
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BOTH KNEES STANDING AP,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],139
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BREAST ASPIRATION ASSISTED-IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],162
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BREATH RETRAINING,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BREATH TRAINER DEVICE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BREATHING TREATMENT EXERCISE INITIAL,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BRONCHOSCOPY W/WO WASHINGS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],657
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BRONCHOSPASM - PRE & POST BD,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],136
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,B-TYPE NATRIURETIC PEPTIDE ASS (BEAKER),LABORATORY - CHEMISTRY [0301],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BUPRENORPHINE,LABORATORY - CHEMISTRY [0301],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BX S TISS PEL HIP SUPER,OPERATING ROOM SERVICES - MINOR SURGERY [0361],118
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BX(S) DURING COLONOSCOPY,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],755
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BX(S) DURING EGD,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],728
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BX(S) DURING SIGMOIDOSCOPY,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],419
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,BX/ASP MUSCLE/TISSUE,OPERATING ROOM SERVICES - MINOR SURGERY [0361],101
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"BX-SKIN,SQ/MM; SGL",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],96
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C DIFFICILE ASSAY (RT-PCR) (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],27
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C REACTIVE PROTEIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C1 ESTERASE-FUNC (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],73
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C1Q,LABORATORY - GENERAL CLASSIFICATION [0300],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C3 COMPLEMENT ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,C4 COMPLEMENT ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CA 125 (Beaker),LABORATORY - IMMUNOLOGY [0302],51
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CA 27 - 29 (Beaker),LABORATORY - IMMUNOLOGY [0302],51
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Ca Techolamines, Fractionated, Random Urine (Beaker)",LABORATORY - CHEMISTRY [0301],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAD DIAGNOSTIC MAMMOGRAPHY,OTHER IMAGING SERVICES - DIAGNOSTIC MAMMOGRAPHY [0401],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAD SCREENING MAMMOGRAPHY,OTHER IMAGING SERVICES - SCREENING MAMMOGRAPHY [0403],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CALCANEOUS(OSCALSIS) MIN,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CALCITONIN (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CALCIUM ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CALCIUM RANDOM URINE CREATININE (BEAKER),LABORATORY - CHEMISTRY [0301],10
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CALCULI STONES QA CHEMICA,LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Calprotectin, Stool (Beaker)",LABORATORY - CHEMISTRY [0301],88
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CANCER ANTIGEN 19-9 (BEAKER),LABORATORY - CHEMISTRY [0301],51
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CANNABINOID (GC/MS), URINE (SENDOUT-REFLEX) - LC",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAPILLARY COLLECTION,LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAR SEAT EVAL EACH ADD 30 MIN,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAR SEAT/BED TESTING W/INTERP & REPORT 60 MIN.,PULMONARY FUNCTION - OTHER PULMONARY [0469],48
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARBAMAZEPINE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CARBON MONOXIDE, BLOOD (SENDOUT)",LABORATORY - CHEMISTRY [0301],40
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARBOXYHEMOGLOBIN,LABORATORY - GENERAL CLASSIFICATION [0300],29
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARCINEMBRYONIC ANTIGEN ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARD REHAB W/O CONT ECG,OTHER THERAPEUTIC SERVICES - CARDIAC REHABILITATION [0943],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIAC DOPPLER ADULT,CARDIOLOGY - ECHOCARDIOLOGY [0483],149
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIAC DOPPLER LIMITED -ADULT,CARDIOLOGY - ECHOCARDIOLOGY [0483],154
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIO CRP (SENDOUT) (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOLIPIN IGG AB (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],36
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOLIPIN IGM AB (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],36
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOPULMONARY MAINTENANCE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOPULMONARY RESUSCITATION,CARDIOLOGY - GENERAL CLASSIFICATION [0480],191
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOVERSION,CARDIOLOGY - GENERAL CLASSIFICATION [0480],424
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CARDIOVERSION PBC,CARDIOLOGY - GENERAL CLASSIFICATION [0480],427
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CARNITINE, PLASMA(TOTAL&FREE) (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAROTID ARTERIES DOPPLER,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],232
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CATECHOLAMINE,UR FRACT (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATECHOLAMINES PLASMA,LABORATORY - GENERAL CLASSIFICATION [0300],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATH INSERT SIMPLE FOLEY OB,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATH INTRO SALINE/CONTR FOR HY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],51
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATH URINE SAMPLE,LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATH/RESIDUAL URINE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATH/RESIDUAL URINE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATHETER 3-WAY 18F 5CC LATEX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATHETER 3-WAY 20F 30CC LATEX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATHETER 3-WAY 24F 30CC SILAST,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATHETER MALECOT 20F,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],12
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CATHETER VENOUS INFUSION PORT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CAUDAL EPIDURAL JT INJ PRONE,OPERATING ROOM SERVICES - MINOR SURGERY [0361],544
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CBC/DIFF (Beaker),LABORATORY - HEMATOLOGY [0305],29
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CBC/PLATELET (Beaker),LABORATORY - HEMATOLOGY [0305],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CD19 B CELL, TOTAL COUNT",LABORATORY - IMMUNOLOGY [0302],83
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CELIAC AB SCREEN,LABORATORY - IMMUNOLOGY [0302],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Celiac Disease Serology (Beaker),LABORATORY - CHEMISTRY [0301],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CELIAC GLIADIN AB,LABORATORY - CHEMISTRY [0301],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CELIAC IGA,LABORATORY - CHEMISTRY [0301],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERULOPLASMIN ASSAY (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERVICAL SPINE 2-3 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],122
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERVICAL SPINE INFUSION ONLY,CT SCAN - GENERAL CLASSIFICATION [0350],1328
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERVICAL SPINE MIN 4 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],154
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERVICAL SPINE W&W/O INFUSION,CT SCAN - GENERAL CLASSIFICATION [0350],1328
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CERVICAL SPINE W/O INF,CT SCAN - GENERAL CLASSIFICATION [0350],336
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHANGE GASTROSTOMY TUBE IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],134
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHANGE OF CYSTOSTOMY TUBE; SIM,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHANGE OF WINDPIPE AIRWAY,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],101
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHANGE OF WINDPIPE AIRWAY,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],175
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CHEMICAL CAUTERY, TISSUE",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],98
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CHEMICAL CAUTERY, TISSUE PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],87
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST 1 VIEW PA OR AP,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],99
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST 2 VIEWS AP/PA & LAT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST DECUBITUS VIEW,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST DRAIN UNIT ADULT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],43
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST PA LAT W OBLIQU,RADIOLOGY - DIAGNOSTIC - CHEST X-RAY [0324],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST TUBE INSERTION,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],169
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST W/APICAL LORDOTIC VIEW 3 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST WALL MANIPULATION,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],43
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST WALL MNPLTN INITIAL TX,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHEST/ ABDOMEN COMBINED,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHLAMYDIA AMPLIFICATION (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],59
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHLAMYDIA CULTURE (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHLAMYDIA CULTURE SOURCE,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"CHLAMYDIA CULTURE, TYPING",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],10
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHLAMYDIA DNA AMP PROBE-RECTAL,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],59
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,CHLAMYDIA PNEUMONIAE TARGET (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],27
