Description, CurrPrice 
INJ ANES AGNT ILIOING/ILIOHYPO,"$3,111.00 "
INJ OTHER PERIPH NERVE/BRANC,"$2,495.00 "
OTHER PERIPH NERVE/BRANC,"$2,495.00 "
"CERV/THORACIC, EA ADD LEVEL",$629.00 
LUMBAR OR SACRAL SINGLE,"$4,555.00 "
INJ ANS AGT TRN/EPID;L/S SG LV,"$4,555.00 "
INJ ANES AGENT LUMB/SAC EA ADD,"$4,555.00 "
TAP SINGLE SHOT UNILATERAL,$651.00 
TAP SINGLE SHOT BILATERAL,$816.00 
INJ DX/THER CERV/THOR SGL LVL,$994.00 
INJ ANS AGT PVF/FJN C/T SG LV,"$4,565.00 "
INJ DX/THER CERV/THOR 2ND LVL,"$4,565.00 "
INJ ANS AG PVF/FJN C/T 2ND LV,"$4,565.00 "
INJ ANS AGT PVF/FJN C/T 3RD +,"$4,565.00 "
INJ DX/THER CERV/THOR 3RD +LVL,"$4,565.00 "
INJ DX/THER LUMB/SAC SGL LVL,"$4,565.00 "
INJ ANS AGT PVF/FJN L/S SG LV,"$4,565.00 "
"LUMBAR OR SACRAL, 2ND LV","$4,565.00 "
INJ ANS AG PVF/FJN L/S 2ND LV,"$4,565.00 "
INJ DX/THER LUMB/SAC 3RD + LVL,"$4,565.00 "
INJ ANS AG PVF/FJN L/S 3RD + L,"$4,565.00 "
INJ ANES AGENT SPHENOPALATINE,"$2,495.00 "
INJ ANES AGENT STELLATE GANGLI,"$2,495.00 "
INJ ANES AGNT SUP HYPOGAS PLEX,"$3,752.00 "
INJ ANES AGNT PARAVRT LUM/THOR,"$1,224.00 "
INJ ANES AGENT CELIAC PLEXUS,"$3,164.00 "
IMPLANT NEUROSTIM PERIPH NERVE,"$5,576.93 "
CHEMODENERV FAC/TRI/CRV BILAT,"$2,735.00 "
CHEMODENERV NECK MUSCLE,"$5,576.93 "
DESTR NEUR FACET CERV/THOR SGL,"$6,547.00 "
DESTR NEUR FACET CER/TH EA ADD,"$4,565.00 "
DES L/SAC JT W/IMAG NEU AGT,"$1,624.00 "
DESTR NEUR FACET LUMB/SAC SGL,"$1,624.00 "
DESTR NEU FACET LUM/SAC EA ADD,"$4,565.00 "
EACH ADDTL LUM/SAC JT (ADD ON),"$4,565.00 "
DESTR NEUR GENIC NEUROTOMY 1ST,"$2,082.00 "
DESTR NEUR GENIC NEUROTOMY 2ND,"$2,082.00 "
DESTR NEUR GENIC NEUROTOMY 3RD,"$2,082.00 "
DESTR NEUR HIP NEUROTOMY FEMOR,"$2,082.00 "
DESTR NEUR HIP NEUROTOMY OBTUR,"$2,082.00 "
"REM FOREIGN  BODY, EXT EYE",$257.00 
"REM F/B,EXT AUD CANAL W/O ANES",$135.00 
REM IMPACT CERUMEN-1/BOTH EARS,$135.00 
"MANDIBLE,LESS THAN 4VIEW",$365.00 
"MANDIBLE, MIN 4 VIEWS",$737.00 
FACIAL BONES LIMITED,$737.00 
FACIAL BONES,$973.00 
NASAL BONES,$620.00 
ORBITS,$920.00 
SINUSES COMP MIN 3 VIEWS,$920.00 
SKULL-LIMITED,$737.00 
SKULL,"$1,043.00 "
TMJ OPEN/CLOSE MOUTH BIL,$976.00 
MRI TMJ'S,"$7,437.00 "
ORTHROPANTOGRAM,"$1,347.00 "
NECK SOFT TISSUE,$496.00 
CT HEAD/BRAIN W/O,"$4,364.00 "
"CT HEAD/BRAIN,W","$4,845.00 "
CT HEAD/BRAIN COMBINED,"$6,307.00 "
"CT ORBIT, W/O","$4,364.00 "
CT TEMPORAL BONES W/O,"$4,364.00 "
"CT ORBIT, W","$4,967.00 "
CT TEMPORAL BONES W/,"$4,967.00 "
"CT ORBIT, COMBINED","$6,310.00 "
"CT MAX/FACIAL, W/O","$4,364.00 "
"CT SINUSES,W/O","$4,364.00 "
"CT MAX/FACIAL, W","$4,967.00 "
"CT SINUSES,W","$4,967.00 "
"CT MAX/FACIAL,COMBINED","$6,310.00 "
"CT SINUSES,COMBINED","$6,310.00 "
"CT NECK, W/O","$4,364.00 "
"CT NECK, W","$4,845.00 "
"CT NECK,COMBINED","$6,310.00 "
CT ANGIO HEAD COMB,"$3,170.00 "
CT ANGIO NECK COMB,"$3,170.00 "
MRI ORBIT-FACE-NECK W/O,"$7,437.00 "
MRI ORBIT-FACE-NECK COMB,"$14,870.00 "
MRA HEAD W/O CONTRAST,"$6,544.00 "
MRA HEAD COMBINED,"$11,808.00 "
MRA NECK W/O CONTRAST,"$6,544.00 "
MRA NECK COMBINED,"$11,808.00 "
MRI BRAIN W/O CONTRAST,"$7,437.00 "
MRI-BRAIN W/CONTRAST,"$8,412.00 "
MRI-BRAIN COMBINED,"$14,870.00 "
CHEST 1 VIEW,$745.00 
"CHEST,PORTABLE,1 VW",$745.00 
CHEST 2 VIEWS,$737.00 
CHEST 3 VIEWS,$780.00 
CHEST 4 OR MORE VIEWS,$920.00 
RIBS UNILAT W/ CHEST,$792.00 
"RIBS, BIL 3 V'S",$547.00 
RIBS BILAT W/ CHEST,"$1,043.00 "
STERNUM MIN 2V,$766.00 
STERNOCLAVIC JTS MIN 3V,$824.00 
"CT THORAX, W/O","$4,364.00 "
"CT CHEST, LOW DS, W/O (MASS)","$4,364.00 "
"CT THORAX, W","$4,845.00 "
"CT THORAX,COMBINED","$6,310.00 "
CT ANGIO THORAX COMBINED,"$3,432.00 "
MRI CHEST (HIL & MED) COMB,"$14,870.00 "
SPINE SING VW(SPEC LEV),$301.00 
CERVICAL SPINE 2/3 V'S,$716.00 
CERVICAL SPINE MIN 4 VIEWS,"$1,043.00 "
CERVICAL SPINE COMPLETE,"$1,320.00 "
"THORACIC SPINE, 2 VIEWS",$773.00 
"THORACIC SP, 3 VIEWS",$489.00 
"THORACIC SP, MIN 4 VIEWS",$406.00 
THORACIC-LUMBAR 2 VIEWS,$792.00 
ENT SPINE & SKULL(SCOLIOSIS)1V,$420.00 
ENT SPINE & SKULL 2 - 3 VIEWS,$901.00 
ENT SPINE & SKULL 4 - 5 VIEWS,"$1,441.00 "
ENT SPINE & SKULL 6 VIEWS,"$2,402.00 "
"LUMBO-SACRAL SPINE, 2/3 VW",$792.00 
"LUMBO-SACRAL SPINE, MIN 4 V'S","$1,080.00 "
"LUMBO-SACRAL,COMP INCL BEND","$1,381.00 "
BENDING FILMS ONLY MIN 4 V'S,"$1,043.00 "
"CT CERVICAL SP, W/O","$4,364.00 "
"CT CERVICAL SP, W","$4,845.00 "
"CT CERVICAL SP,COMBINED","$6,310.00 "
"CT THORACIC SP, W/O","$4,364.00 "
"CT THORACIC SP,W","$4,845.00 "
"CT LUMBAR SP, W/O","$4,364.00 "
"CT LUMBAR SP, W","$4,845.00 "
"CT LUMBAR SP, COMBINED","$6,310.00 "
"MRI CERVICAL SP, W/O","$7,437.00 "
"MRI CERVICAL SP, W","$8,412.00 "
"MRI THORACIC SP,W/O","$7,437.00 "
"MRI LUMBAR SP, W/O","$7,437.00 "
"MRI CERVICAL SP,COMBINED","$14,870.00 "
"MRI THORACIC SP,COMBINED","$13,283.00 "
"MRI LUMBAR SP,COMBINED","$13,283.00 "
"PELVIS, 1/2 VIEW'S",$620.00 
"PELVIS COMP, MIN 3V",$792.00 
CT ANGIO PELVIS COMBINED,"$3,322.00 "
"CT PELVIS, W/O","$4,364.00 "
"CT PELVIS, W","$4,845.00 "
"CT PELVIS,COMBINED","$6,310.00 "
MRI PELVIS W/O,"$7,437.00 "
MRI PELVIS W/,"$8,412.00 "
MRI PELVIS COMB,"$14,870.00 "
SACROILIAC JOINTS < 3 VIEWS,$356.00 
SACROILIAC JOINTS > 3 VIEWS,$737.00 
SACRUM/COCCYX MIN 2 V'S,$688.00 
DISKOGRAPHY LUMBAR,"$9,210.00 "
ACROCLAV JTS W OR WO WTS,$792.00 
"MRI BRACHIAL, LT W/O CONT","$8,242.00 "
MRI U/EXTRM NON JOINT LT W/O,"$8,242.00 "
"MRI BRACHIAL, RT W/O CONT","$8,242.00 "
MRI U/EXTRM NON JT RT W/O,"$8,242.00 "
MRI U/EXTRM NON JOINT LT COMB,"$7,167.00 "
MRI U/EXTRM NON JOINT RT COMB,"$7,167.00 "
"MRI BRACHIAL, RT W&W/O CONT","$5,718.00 "
"MRI BRACHIAL, LT W&W/O CONT","$5,718.00 "
HIP-UNILATERAL W/W/O PLVS 1 VW,$901.00 
HIP-UNILATRL W/W/O PLVS 2-3 VW,"$1,441.00 "
HIP-UNILATRL W/W/O PLVS MIN 4V,"$2,402.00 "
HIP-BILATRL W/W/O PLVS 2 VIEWS,"$1,502.00 "
HIPS-BILATRL W/W/O PLVS 3-4 VW,"$3,004.00 "
HIP-BILATRL W/W/O PLVS MIN 5VW,"$6,006.00 "
FEMUR 1 VIEW,$781.00 
FEMUR 2 VIEWS,"$1,532.00 "
"KNEES, BOTH STANDING AP",$335.00 
LOW EXTREM INFANT MIN 2V,$332.00 
MRI LOW EXT N/JT W/O CONT,"$4,928.00 "
MRI L/EXTRM NON JT COMB LT,"$7,437.00 "
MRI L/EXTRM NON JT COMB RT,"$7,437.00 "
"ABDOMEN,PORTABLE",$620.00 
ABDOMEN 1 VW,$620.00 
X-RAY ABDOMEN 2 VIEWS,$294.00 
X-RAY ABDOMEN 3 OR MORE VIEWS,$320.00 
OBSTRUCTION SERIES,$555.00 
"CT ABDOMEN, W/O","$4,364.00 "
"CT ABDOMEN, W","$4,845.00 "
"CT ABDOMEN, COMBINED","$6,310.00 "
CT VENOGRAM ABDOMEN & PELVIS,"$6,642.00 "
CTA ABD & PELVIS COMPLETE,"$6,642.00 "
CT ANGIO ABD COMBINED,"$3,322.00 "
"CT ABDOMEN & PELVIS, W/O CONTR","$4,364.00 "
"CT ABDOMEN & PELVIS, WITH CONT","$4,845.00 "
"CT ABD & PEL, WITH & WITHOUT C","$6,310.00 "
MRI ABDOMEN W/O,"$7,437.00 "
MRI ABDOMEN W/,"$8,412.00 "
MRI ABDOMEN COMB,"$14,870.00 "
MRA ABDOMEN W&W/O,"$4,402.00 "
PHARYNX/CERVICAL ESOHAGUS,"$1,194.00 "
ESOPHAGUS,$849.00 
SWALLOWING FUNCTION,"$1,532.00 "
"UGI,W/O KUB SING CONTRST","$1,132.00 "
"UGI,W/KUB,SING CONTRAST","$1,140.00 "
"UGI, + SMALL BOWEL","$2,805.00 "
"UGI,DC,W/O KUB","$1,930.00 "
"UGI,DC,W/KUB","$1,982.00 "
UGI DC W/SMALL BOWEL,"$3,012.00 "
SMALL BOWEL STUDY,"$1,532.00 "
CT COLON DX W/O CONT & 3D PP,"$9,011.00 "
CT COLONOGRAPHY SCRN & 3D PP,"$6,607.00 "
BARIUM ENEMA-SINGLE CONT,"$2,003.00 "
BARIUM ENEMA-DOUBLE CONT,"$2,615.00 "
ERCP BILIARY,"$3,694.00 "
ERCP BILIARY,"$3,694.00 "
ENDO CATH PANCREATIC,"$3,694.00 "
INTRO LONG GI TUBE,"$3,083.00 "
RETROGRADE PYELOGRAM,"$3,083.00 "
CYSTOGRAPHY,"$1,225.00 "
"URETHROCYSTOGRPHY, RETR",$898.00 
"URETHROCYSTOGRPHY, VOID",$948.00 
HYSTEROSALPINOGRAPHY,"$1,532.00 "
CARD MRI MORPH & FUNC W/O CON,"$7,437.00 "
CARD MRI MORPH/FUNC W&W/O CONT,"$8,412.00 "
CT HEART W/O CONT W/ CALC,"$1,984.00 "
CT HEART W/CON MORPH & 3D,"$1,188.00 "
CTA HRT W/CON /MORPH/ 3D,"$1,188.00 "
"AORTOGRAPHY,THOR,W/O SER","$6,209.00 "
"AORTOGRAPHY,THOR,W/O SER","$6,209.00 "
"AORTOGRAPHY,THOR SER","$14,779.00 "
AORTOGRAPHY ABD SERIAL,"$14,779.00 "
AORTOGRAPHY ABD SERIAL,"$14,779.00 "
"AORTOGRAPHY ABD/ILI-FEM,SERIAL","$14,779.00 "
CTA ABD AOR & BIL IL COMB,"$3,615.00 "
ANGIO SPINAL SEL COMPLT,"$14,779.00 "
"ANGIO EXTREM,UNI W/SERIA","$14,779.00 "
ANGIO EXTREMITY UNILAT,"$14,779.00 "
"ANGIO EXTREM,BIL W/SERIA","$14,779.00 "
ANGIO EXTREMITY BILAT,"$14,779.00 "
ANGIO VISC SEL/SUPRASEL,"$14,779.00 "
ANGIO PELVIS SEL/SUPRASE,"$14,779.00 "
ANGIO PULMON UNI,"$14,779.00 "
ANGIO PULMON BIL,"$14,779.00 "
"ANGIOGRAPHY, INT MAMMARY","$6,622.00 "
ANGIO SELEC ADDL VSL,"$11,908.00 "
LYMPH PELV/AB BILAT,"$5,763.00 "
VENOGRAPHY EXT UNI,"$1,297.00 "
"VENOGRAPHY, EXTREMITY, UNILAT","$1,297.00 "
"VENOGRAPHY,EXTREMITY,BILATERAL","$3,736.00 "
VENACAVAGRAM INFERIOR,"$14,779.00 "
"VENACAVAGRAM INFER, SER","$14,779.00 "
VENOGRAPHY SINUS/JUGULAR,"$14,779.00 "
PERC TRANS PORTOG W/O HE,"$6,815.00 "
HEPAT VENOGRAPHY W/HEMO,"$14,779.00 "
HEPAT VENOGRAPH W/O HEMO,"$14,779.00 "
VENOUS SAMPLING VIA CTH,"$14,779.00 "
TRANSCATH THERAPY-EMB,"$28,320.00 "
ANGIO-EXISTING CATHETER,"$2,447.00 "
TRANSCATHETER BIOPSY COM,"$8,857.00 "
PERC DRAIN CATH W/CONT,"$14,779.00 "
GUIDANCE PERC DRAIN W/CATH,"$3,694.00 "
GUIDANCE PERC DRAIN ABSC,"$3,694.00 "
FLUORO CHARGE < 1 HOUR,"$1,532.00 "
FLUOROSCOPY UP TO 1 HR,"$1,532.00 "
VASC SURGERY FLUORO-TECH ONLY,"$1,532.00 "
FLUORO-USE IN OR - TECH ONLY,"$1,532.00 "
FISTULA/SINUS TRACT STUDY,"$1,225.00 "
SPECIMEN EXAM XRAY,$496.00 
3D RECON NOT INDEPEND WORKSTAT,$146.00 
3D RECONS SAME STATION,$671.00 
3D IMAGING W/POST PROCESS,$903.00 
3D RECON-INDEPENDENT WORKSTAT,$903.00 
3D RECON-INDEPENDENT WORKSTAT,$903.00 
MRI SPECTROSCOPY,"$6,008.00 "
MR PLAN FOR NEUROBLATE,"$3,844.00 "
US ECHOENCEPHALOGY,"$1,662.00 "
US SOFT TISS HEAD/NECK,"$1,662.00 "
US CHEST,"$2,087.00 "
US BREAST UNI INC AXILLA COMP,"$1,201.00 "
"US BREAST, UNI,W/WO AXILLA COM","$1,201.00 "
"US BREAST, UNI W/WO AXILLA LTD",$901.00 
LIMITED ULTRASOUND,"$2,307.00 "
US ABDOMINAL COMPLETE,"$2,307.00 "
US ABDOMINAL LIMITED,"$1,662.00 "
US ABD AORT ANEUR (AAA) SCRN,"$1,511.00 "
"US RETROPERITONEAL,COMPL","$2,307.00 "
"US RETROPERITONEAL, LTD","$1,662.00 "
US TRANSPL KID W/DUPP DOPP,"$4,499.00 "
US SPINAL CANAL/CONTENTS,"$1,385.00 "
US UTER 1ST TRI<14 WK 1ST GEST,"$2,469.00 "
US UTER 1ST TRI<14 WK 1ST GEST,"$2,469.00 "
US PREG UTER (SNGL <14WKS) E/N,"$2,469.00 "
US UTER 1ST TRI<14 WK ADD GEST,"$1,510.00 "
US UTER 1ST TRI<14 WK AD GEST,"$1,510.00 "
US PRG UTER(2+ GEST<14 WKS)E/N,"$1,510.00 "
US UTER 1ST TRI>14WKS 1ST GEST,"$2,078.00 "
US PREG UTER (SING>14 WKS) E/N,"$2,078.00 "
ECHO COMP PREG B SCAN,"$2,078.00 "
US UTER 1ST TRI>14WK AD GEST,"$2,460.00 "
US PRG UTER(2+ GEST>14 WKS)E/N,"$2,460.00 "
ECHO COMP MULT PREG COMP,"$2,460.00 "
US UTE W/DET ANA EX 1ST GES TC,"$2,973.00 "
US DETAILED FETAL ANATOMY,"$2,973.00 "
"US DET FETAL ANAT,EA ADD'L GES","$2,103.00 "
US PR/UT 1/TR FET NUC SGL GEST,"$2,469.00 "
US NUCHAL TRANSLUCENCY E/N,"$2,469.00 "
US PR/UT 1TR FET NU EA ADD GST,"$1,510.00 "
NUCHAL TWINS,"$1,510.00 "
"US UTER(FHB,PL,FP,QAFV)1+FETUS","$1,942.00 "
"US PREG UTERUS, LIMITED E/N","$1,942.00 "
ECHO PREG LTD,"$1,942.00 "
ECHO PREG FOLLOW/UP,"$1,783.00 "
US UTER(REEV FS/ORG SYS)/FETUS,"$1,783.00 "
"US PREG UTERUS, F/U E/N","$1,783.00 "
US PREG/UTER TRANSVAG,"$2,103.00 "
US PREG/UTER TRANSVAG,"$2,103.00 "
"US PREG UTERUS, TRANSVAG E/N","$2,103.00 "
FETAL BIOPHYSICAL PROFILE,"$2,269.00 "
BIOPHYSICAL PROFILE,"$2,269.00 "
US BIOPHYSCL PRFL W/O NST E/N,"$2,241.00 "
FETAL BIOPHY PROF W/O STRESS,"$2,241.00 "
FETAL BIOPHYSICAL W/O NST,"$2,241.00 "
"DOPP VELOCIMETRY,FET,UMBIL ART","$3,622.00 "
DOPP VELOCIM FETAL UMB ARTERY,"$3,622.00 "
"DOPP VELOC,FET,MID CERBRAL ART","$3,622.00 "
ECHOCARD FETAL HEART,"$3,788.00 "
ECHOCARD FETAL F/UP,"$1,005.00 "
US TRANSVAGINAL,"$1,791.00 "
US TRANSVAGINAL,"$1,791.00 "
HYSTEROSONOGRAPHY,"$1,151.00 "
US PELVIC COMP (NON OB),"$1,791.00 "
US PELVIS LTD OR F/U,"$1,581.00 "
US SCROTUM CONTENTS,"$1,942.00 "
US TRANSRECTAL,"$1,942.00 "
"US EXT NONVAS, COMPLETE","$3,326.00 "
"US EXT NONVAS, LIMITED","$1,662.00 "
US GD VA REQ US EV OF SITES,"$1,712.00 "
ULTRAS GUID FOR VASC ACCESS,"$1,712.00 "
US GD & MONIT VISC TISS ABL,"$1,791.00 "
US GUID N/PLC (BX/ASP/INJ/DEV),"$1,791.00 "
VOLCANO US USED IN HYBRID OR,"$1,791.00 "
US GD NDL PLC BX/ASP/INJ/LD,"$1,791.00 "
US GD NDL PLC BX/ASP/INJ/LD,"$1,791.00 "
US GUID N/PLC(BX/ASP/INJ/DEV),"$1,791.00 "
US GD N/PLC(BX/INJ/DEV)TECH,"$1,791.00 "
U.S.GUIDE CHORIONIC SAMP,"$2,269.00 "
U. S. GUIDANCE AMNIOCENT,"$2,269.00 "
US INTRAOPERATIVE,"$3,083.00 "
FL GD CVAD RP/RM INC FG VA/INJ,$614.00 
"NB INTRATHOR LX,INC FILM","$1,231.00 "
FL GUID NDL/PLC(BX/ASP/INJ/DEV,"$1,231.00 "
FL GUID NDL/PLC(BX/ASP/INJ/DEV,"$1,231.00 "
FL GUID N/PLC (BX/ASP/INJ/DEV),"$1,231.00 "
FLUOROGUIDE SPINE INJECT,"$2,562.00 "
CT GD N/PLC(BX/ASP/INJ/DEV)TEC,"$4,845.00 "
CT GUID ND PLC(BX/ASP/INJ/DEV),"$4,845.00 "
CT GUID TISSUE ABLATION,"$4,845.00 "
MR GUID/MON TIS ABL NEUROBLATE,"$9,283.00 "
SCREEN DIG TOMOSYNTHESIS BILAT,$387.00 
DX MAMMO INCL CAD UNI LT,$769.00 
DX MAMMO INCL CAD UNI RT,$769.00 
DX MAMMO INCL CAD BI,$958.00 
SCR MAMMO BI INCL CAD,$851.00 
"STRESS VW, ANY JT, BY PHYS",$388.00 
BONE AGE STUDIES,$620.00 
BONE LENGTH STUDIES,$920.00 
BONE SURVEY COMPLETE,"$1,698.00 "
RE OSSEOUS SURVEY INFANT,$372.00 
CT BN DN STY 1+SITE AX SKEL,"$1,797.00 "
DXA BN DN STY 1+SITE AX SKEL,"$1,637.00 "
DXA BN DN STY 1+SITE AX SKEL,"$1,637.00 "
DXA BN DN STY 1+SITE PER SKEL,$499.00 
VERTEBRAL FX ASSESS VIA DEXA,$901.00 
VERTEBRAL FX ASSESS VIA DEXA,$901.00 
THER TRMT PLAN COMPLEX,"$4,461.00 "
SIMULATOR AFS-SIMPLE,"$1,199.00 "
VERIFICATION SIM,"$1,196.00 "
SIMULATOR-AFS-COMPLEX,"$2,930.00 "
4-D CT RESPIRATORY MGMT,"$16,817.00 "
3-D RADIOTHERAPY PLAN,"$8,692.00 "
3D RECONSTR SIMUL/PLN,"$8,692.00 "
BASIC DOSIMETRY CALCULATION,$690.00 
DOSIMETRY-BASIC CALC,$690.00 
DOSIMETRY CALCULATION,$690.00 
IMRT TREATMENT PLAN,"$12,881.00 "
ISODOSE PLAN - SIMPLE,"$1,201.00 "
ISODOSE PLAN - COMPLEX,"$2,402.00 "
BRACHY ISODOSE PLAN INTER 5-10,"$2,402.00 "
"TRMT DEVICE, INTERMED","$1,187.00 "
"TRMT DEVICE, COMPLEX","$1,118.00 "
"TRMT DEVICE, COMPLEX","$1,118.00 "
CONT. MED PHYSICS,"$2,370.00 "
MLC DEVICE FOR IMRT,"$3,604.00 "
SPEC PHYSICS CONSULT,"$7,121.00 "
SPEC PHYSICS CONSULT,"$7,121.00 "
SRS GAMMA KNIFE TX (1-4 AREAS),"$24,840.00 "
SBRT RAD SURGERY,"$50,871.00 "
IMRT THERAPY - SIMPLE,"$13,213.00 "
IMRT THERAPY - COMPLEX,"$18,018.00 "
CBCT 3D,"$13,213.00 "
RADIATION THERAPY - SIMPLE,"$1,770.00 "
RADIATION THERAPY - COMPLEX,"$2,778.00 "
PORT FILM VERIFIC,$496.00 
SPECIAL TREAT PROCEDURE,"$14,225.00 "
SPECIAL TREATMENT PROC,"$14,225.00 "
HYPERTHERMIA  SUPER (DEPTH =<,"$2,061.00 "
HDR 2 - 12 CHANNELS,"$5,766.00 "
SUP/HANDLOAD/RAD SOURC,"$2,945.00 "
"THYROID UPTAKE, SING/MULT,",$285.00 
THYROID IMAGE INCL VAS FLOW,$374.00 
THYROID IMAGE SING/MULT QUANT,"$1,707.00 "
THYROID CA/METS WHL BDY,"$3,146.00 "
PARATHYROID IMG,"$4,231.00 "
PARATHYROID PLANAR WITH SPECT,$804.00 
PARATHROID W/SPECT & CT LOCAL,$804.00 
BONE MARROW IMG; LTD,"$1,312.00 "
LYMPHATCS/LYMPH GLDS IMG,"$2,553.00 "
LIVER IMAGE SPECT,"$3,867.00 "
HEPATOBIL SYS INCL GB IF DONE,"$4,501.00 "
HEPATOBIL INCL GB W/PHARM,"$5,102.00 "
ESOPHAGEAL MOTILITY,"$5,752.00 "
GASTRIC MUCOSA IMG,"$2,370.00 "
G.I. REFLUX STUDY,"$5,752.00 "
GASTRIC EMPTYING STUDY,"$4,203.00 "
GASTRIC EMPTYING W/SM BOWEL,"$9,010.00 "
GASTRIC EMPTY W/SM BOW & COLON,"$9,010.00 "
ACUTE G/I BLOOD LOSS IMG,"$6,506.00 "
BONE/JOINT SCAN LIMITED,"$3,511.00 "
BONE/JOINT SCAN WHL BDY,"$5,438.00 "
BONE/JOINT SCAN 3 PH STY,"$5,045.00 "
BONE/JOINT SPECT,"$3,427.00 "
RST OR STR SPECT SING,"$5,704.00 "
RST & STR SPECT MULT,"$8,651.00 "
MYOCARD PERF R OR S SING,"$4,327.00 "
CARDIAC BP GATED SING,"$3,941.00 "
MYO IMG PET SG STY R OR S,"$2,281.00 "
CARDIAC BP 1ST PASS SING,"$3,340.00 "
LUNG PERF PARTICULATE,"$4,495.00 "
PULMON VENTIL AND PERFUSION,"$4,495.00 "
QUAN DIF PULM PERFU INCL IMAG,"$4,124.00 "
QUANT DIF PULM PERFUS & VENT,"$4,724.00 "
UNLISTED RESPIR NUC MED,"$3,754.00 "
BRAIN SCAN LTD W/FLOW,"$1,921.00 "
BRAIN SCAN SPECT,"$4,878.00 "
SHUNT EVALUATION,"$5,409.00 "
KIDNEY SCAN W/FLOW & FUN,"$2,766.00 "
KIDNEY IMG F&F SINGL W/PHARM,"$3,071.00 "
KIDNEY IMG F&F MULT W&WO PHARM,"$2,815.00 "
TUMOR LOCALIZ WHL BDY,"$4,669.00 "
TUMOR LOCALIZ SPECT,"$5,589.00 "
RAD-PHARM/LOC TUM/BDY>/=2 DAYS,"$15,150.00 "
LOCALIZ INFLAM PROC WHL BDY,"$4,835.00 "
LOCALIZ INFLAM PROC SPECT,"$3,754.00 "
RADIOPHARM THERAPY ORAL,"$1,083.00 "
BASIC METABOLIC PANEL,$792.00 
ELECTROLYTES,$393.00 
COMPREHENSIVE METABOLIC PANEL,"$1,806.00 "
LIPID PROFILE,"$1,101.00 "
RENAL FUNCTION PANEL,$851.00 
ACUTE HEPATITIS PANEL,"$2,634.00 "
HEPATIC FUNCTION,$537.00 
AMIKACIN,$620.00 
CAFFEINE,$718.00 
CARBAMAZEPINE,$639.00 
"CARBAMAZEPINE, FREE",$173.00 
CYCLOSPORINE,"$1,199.00 "
CLOZAPINE (CLOZARIL),$773.00 
DIGOXIN,$806.00 
VALPROIC ACID,$584.00 
VALPROIC ACID FREE,$601.00 
EVEROLIMUS,$773.00 
"GENTAMICIN, RANDOM",$620.00 
"GENTAMICIN, PEAK",$620.00 
"GENTAMICIN, TROUGH",$620.00 
GABAPENTIN,$773.00 
HALOPERIDOL (HALDOL),$127.00 
LAMOTRIGINE,$773.00 
LIDOCAINE,$459.00 
KEPPRA LEV (LEVETIRACETAM RAN),$773.00 
LITHIUM,$598.00 
MYCOPHENOLIC ACID,$604.00 
OXCARBAZEPINE,$773.00 
PHENOBARBITAL,$849.00 
"PHENYTOIN, TOTAL",$849.00 
"PHENYTOIN TOTAL, FREE",$880.00 
PRIMIDONE,"$1,042.00 "
PROGRAF,$681.00 
THEOPHYLLINE,$489.00 
"TOBRAMYCIN, RANDOM",$571.00 
"TOBRAMYCIN, TROUGH",$571.00 
TOPIRAMATE-RANDOM,$241.00 
"VANCOMYCIN, RANDOM",$571.00 
VANCOMYCIN TROUGH,$571.00 
ZONISAMIDE,$773.00 
VORICONAZOLE LEVEL,$337.00 
METHOTREXATE,"$1,751.00 "
AMIODARONE,$240.00 
RAPAMYCIN,$476.00 
RYTHMOL QUANT ASSAY DRUG,$458.00 
"URINE DRUG SCREEN, PRESUMPTIVE",$601.00 
SINGLE ANYALYTE DRUG SCREEN,$601.00 
DRUG SCREENING BARBITURATES,$601.00 
DRUG SCREENING COCAINE,$601.00 
DRUG SCREENING FENTANYL,$601.00 
DRUG SCREENING PROPOXYPHENE,$601.00 
ACETAMINOPHEN,$601.00 
SERUM DRUG SCREEN,$601.00 
DRUG SCREENING OXYCODONE,$601.00 
DRUG SCREENING TRAMADOL,$601.00 
DIPSTICK URINALYSIS,$49.00 
AUTOMATED UA WITH MICROSCOPY,$411.00 
AUTOMATED UA W/OUT MICROSCOPY,$264.00 
VOLUME MEASUREMENT,$289.00 
ABL1 KINASE MUTATION,$543.00 
BCR-ABL1 GENE,$660.00 
"BCR/ABL1 T(9;22) , MINOR BP","$1,983.00 "
CALR CALRETICULIN GENE ANALYS,$468.00 
CYSTIC FIBROSIS PANEL,"$7,644.00 "
F2(PROTHROMBIN GENE 20210G),$779.00 
F5(FACTOR V GENE ANALYSIS),$779.00 
"FTL#3 ANAL, PCR, ITD VARIANTS","$1,665.00 "
"FTL3 MUTATION ANAL, PCR",$136.00 
HFE GENE ANALYSIS,$459.00 
ALPHA GLOBIN GENOTYPING,"$1,862.00 "
BM ENGRATMENT POST TRANSPL,"$1,802.00 "
CHIMERISM STUDY,"$1,802.00 "
"JAK2 MUTATION, QN LEUMETA",$420.00 
JAK2 INTERPRETATION,$420.00 
MTHFR GENE ANALYSIS,$983.00 
CHROMOSOMAL MICROARRAY,$765.00 
NMP(EXON 12)MUTATION ANALYSIS,$601.00 
PML/RARA T(15;17) TRANS ANALYS,$312.00 
PML/RARA T 15.17 QUANTITATIVE,"$1,682.00 "
TCR(TCELL)GAMMA GENE REARRANG,$390.00 
