H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg,
D,IX,BEACHWOOD,33124389,"TAPE, CLOTH, SURGICAL, MEDIPOR",86144071331,270,              ,      ,             ,       ,2/1/2017,15.79,
D,IX,BEACHWOOD,33124390,"TAPE, CLOTH, SURGICAL, MEDIPOR",86144071331,270,              ,      ,             ,       ,2/1/2017,7.9,
D,IX,BEACHWOOD,33124391,"TAPE, CLOTH, SURGICAL, MEDIPOR",86144071331,270,              ,      ,             ,       ,2/1/2017,23.69,
D,IX,BEACHWOOD,33124392,"STETHOSCOPE, DISP, YELLOW, W/C",86144071331,270,              ,      ,             ,       ,2/1/2017,12.17,
D,IX,BEACHWOOD,33124393,"DRESSING, BIOPATCH, 1 DISK, CH",86144071331,270,              ,      ,             ,       ,2/1/2017,48.61,
D,IX,BEACHWOOD,33124396,"SPIROMETER, VOL INCENT, 4000ML",86144071331,270,              ,      ,             ,       ,2/1/2017,19.8,
D,IX,BEACHWOOD,33124398,"MASK, OXYGEN, NON-REBREATHER  ",86144071331,270,              ,      ,             ,       ,2/1/2017,8.27,
D,IX,BEACHWOOD,33124399,"RESUSCITATOR, MANUAL, ADLT, MA",86144071331,270,              ,      ,             ,       ,2/1/2017,39.06,
D,IX,BEACHWOOD,33124400,"GAUZE, PACKING STRIP, PLAIN, 1",86144071331,270,              ,      ,             ,       ,2/1/2017,4.3,
D,IX,BEACHWOOD,33124401,"PAD, SIDE RAIL STRYKER IN-TOUC",86144071331,270,              ,      ,             ,       ,2/1/2017,3632.55,
D,IX,BEACHWOOD,33124402,"CUSHION, FLOOR, POSEY BEVELED ",86144071331,270,              ,      ,             ,       ,2/1/2017,1660.32,
D,IX,BEACHWOOD,33124410,"TRAY, FOLEY, 100% SILICONE, 18",86144071331,270,              ,      ,             ,       ,2/1/2017,34.32,
D,IX,BEACHWOOD,33124411,"STETHOSCOPE, SINGLE-HEAD, YELL",86144071331,270,              ,      ,             ,       ,2/1/2017,12,
D,IX,BEACHWOOD,33124414,"KIT, IV START, CHLORAPREP, TEG",86144071331,270,              ,      ,             ,       ,2/1/2017,4.17,
D,IX,BEACHWOOD,33124415,"CATHETER, IV, AUTOGUARD, INSYT",86144071331,270,              ,      ,             ,       ,2/1/2017,11.59,
D,IX,BEACHWOOD,33124416,"CATHETER, IV, AUTOGUARD, INSYT",86144071331,270,              ,      ,             ,       ,2/1/2017,11.59,
D,IX,BEACHWOOD,33124417,"CATHETER, IV, AUTOGUARD, INSYT",86144071331,270,              ,      ,             ,       ,2/1/2017,11.59,
D,IX,BEACHWOOD,33124418,"IV ADMIN SET, 60DRP, 2 NF PORT",86144071331,270,              ,      ,             ,       ,2/1/2017,26.65,
D,IX,BEACHWOOD,33124420,"KIT, ARTERIAL BLOOD GAS SAMPLE",86144071331,270,              ,      ,             ,       ,2/1/2017,12.4,
D,IX,BEACHWOOD,33124424,"CUFF, BP, DISP, 1 TUBE, SM ADL",86144071331,270,              ,      ,             ,       ,2/1/2017,4.5,
D,IX,BEACHWOOD,33124425,"CANNULA, LEVER LOCK           ",86144071331,270,              ,      ,             ,       ,2/1/2017,2.27,
D,IX,BEACHWOOD,33124426,"GOGGLES, VENTS, STANDARD      ",86144071331,270,              ,      ,             ,       ,2/1/2017,6.98,
D,IX,BEACHWOOD,33124427,"CUFF, BP, DISP, 1 TUBE, ADULT,",86144071331,270,              ,      ,             ,       ,2/1/2017,4.2,
D,IX,BEACHWOOD,33124428,"CUFF, BP, DISP, 1TB, LG ADULT,",86144071331,270,              ,      ,             ,       ,2/1/2017,5.55,
D,IX,BEACHWOOD,33124431,"GLOVE, SURG, SIGNATURE GLIDE  ",86144071331,270,              ,      ,             ,       ,2/1/2017,2.64,
D,IX,BEACHWOOD,33124432,"GLOVE, SURG, SIGNATURE GLIDE  ",86144071331,270,              ,      ,             ,       ,2/1/2017,2.64,
D,IX,BEACHWOOD,33124433,"FROCK, BREATHABLE, SNAP, NO PC",86144071331,270,              ,      ,             ,       ,2/1/2017,8.83,
D,IX,BEACHWOOD,33124443,"MASK, SLEEP, BLACK            ",86144071331,270,              ,      ,             ,       ,2/1/2017,8.31,
D,IX,BEACHWOOD,33124444,"SET, SECONDARY, 20 DROP, 36""  ",86144071331,270,              ,      ,             ,       ,2/1/2017,7.19,
D,IX,BEACHWOOD,33124445,"SET, INFUSION, 20 DRP         ",86144071331,270,              ,      ,             ,       ,2/1/2017,34.31,
D,IX,BEACHWOOD,33124447,"BINDER, POLY, 1"" S / O 3 RING ",86144071331,270,              ,      ,             ,       ,2/1/2017,52.98,
D,IX,BEACHWOOD,33124448,"SHEET, HOLDER, SPINE ID CARD  ",86144071331,270,              ,      ,             ,       ,2/1/2017,10.78,
D,IX,BEACHWOOD,33125002,FOLEY CATHETER INSERTION KIT  ,86144071331,270,              ,      ,             ,       ,2/1/2017,3.85,
D,IX,BEACHWOOD,33125007,SET IV ADMIN SECONDARY UNIVERS,86144071331,270,              ,      ,             ,       ,2/1/2017,4,
D,IX,BEACHWOOD,33125008,SET GRAVITY 2Y                ,86144071331,270,              ,      ,             ,       ,1/1/2018,12.9,
D,IX,BEACHWOOD,33125009,SET EXT HEPARIN LOCK W/SMRTSIT,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125010,IV INSYTE AUTOGUARD YEL 24Gx0.,86144071331,270,              ,      ,             ,       ,7/1/2017,6.84,
D,IX,BEACHWOOD,33125011,STERI STRIP CLOSURES 1/2 X 4  ,86144071331,270,              ,      ,             ,       ,2/1/2017,2.7,
D,IX,BEACHWOOD,33125013,TAPE SURGICAL MICROPORE 2 X 10,86144071331,270,              ,      ,             ,       ,3/1/2017,1.9,
D,IX,BEACHWOOD,33125014,TAPE SURGICAL DURAPORE 2 X 10Y,86144071331,270,              ,      ,             ,       ,6/1/2017,3.25,
D,IX,BEACHWOOD,33125015,TELFA PAD NON-ADH STERILE 2X3 ,86144071331,270,              ,      ,             ,       ,10/1/2017,0.15,
D,IX,BEACHWOOD,33125016,SPNGE EXCILON DRAIN 4X4 6PLY  ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125018,BAND FLEXIBLE ADH BANDAGE 3/4 ,86144071331,270,              ,      ,             ,       ,6/1/2017,0.1,
D,IX,BEACHWOOD,33125019,DERMACEA LOW PLY GAUZE ROLL 4X,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125020,SPONGE GAUZE STERILE 4X4 8PLY ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125021,XEROFORM OCC PETRO GAUZE PATCH,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125022,"MEDC BANDAGE ELASTIC 6""       ",86144071331,270,              ,      ,             ,       ,2/1/2017,2.9,
D,IX,BEACHWOOD,33125024,CALMOSEPTINE OINTMENT 4OZ TUBE,86144071331,270,              ,      ,             ,       ,1/1/2018,13.35,
D,IX,BEACHWOOD,33125027,ENTERAL BAG TWIST CAP VNYL 100,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125028,STOCKING TED KNEE XL REG      ,86144071331,270,              ,      ,             ,       ,1/1/2018,17.68,
D,IX,BEACHWOOD,33125029,STOCKING TED KNEE LG REG      ,86144071331,270,              ,      ,             ,       ,1/1/2018,17.68,
D,IX,BEACHWOOD,33125030,STOCKING TED KNEE MEDIUM      ,86144071331,270,              ,      ,             ,       ,1/1/2018,17.68,
D,IX,BEACHWOOD,33125031,BED SENSOR PAD                ,86144071331,270,              ,      ,             ,       ,1/1/2018,59.18,
D,IX,BEACHWOOD,33125034,TRAY IRRIGATION PISTON SYRINGE,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125035,KIT STAPLE REMOVAL            ,86144071331,270,              ,      ,             ,       ,2/1/2017,2.95,
D,IX,BEACHWOOD,33125036,KIT SUTURE REMOVAL            ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125037,KIT IV START STANDARD W/CHLORA,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125038,TRACH TRAY COVIDIEN           ,86144071331,270,              ,      ,             ,       ,1/1/2018,8.93,
D,IX,BEACHWOOD,33125039,GOWN ISOLATION YELLOW PACK    ,86144071331,270,              ,      ,             ,       ,1/1/2018,43.96,
D,IX,BEACHWOOD,33125043,STERILE SUBGILUBE 5GR         ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.55,
D,IX,BEACHWOOD,33125044,BETADINE SWABSTICK 200/BX     ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.55,
D,IX,BEACHWOOD,33125045,CLEANSING ENEMA BAG           ,86144071331,270,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,33125046,PROTECTIVE UNDERWEAR SM/MED PA,86144071331,270,              ,      ,             ,       ,1/1/2018,15.29,
D,IX,BEACHWOOD,33125047,PROTECTIVE UNDERWEAR LG PACK  ,86144071331,270,              ,      ,             ,       ,1/1/2018,15.24,
D,IX,BEACHWOOD,33125048,PROTECTIVE UNDERWEAR XL PACK  ,86144071331,270,              ,      ,             ,       ,2/1/2017,28.15,
D,IX,BEACHWOOD,33125049,PACK HOT INSTANT 7X9          ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125055,CHLORAPREP 1-STEP 1.5 ML APPLI,86144071331,270,              ,      ,             ,       ,5/1/2017,2.3,
D,IX,BEACHWOOD,33125057,SODIUM CHLORIDE 0.9% 1000ML BA,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125058,CANNULA NASAL CVD FLARED ADLT ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.2,
D,IX,BEACHWOOD,33125059,YANKAUER BULB TIP W/O VENT    ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125060,NEBULIZER MISTY MAX 10 DISP 7F,86144071331,270,              ,      ,             ,       ,2/1/2017,1.8,
D,IX,BEACHWOOD,33125061,KIT SUCTION CATHETER 14FR     ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125062,KIT SUCTION CATHETER 12FR     ,86144071331,270,              ,      ,             ,       ,2/1/2017,2.2,
D,IX,BEACHWOOD,33125064,SPIROMETER INCENTIV 4000ML W/1,86144071331,270,              ,      ,             ,       ,1/1/2018,13.49,
D,IX,BEACHWOOD,33125065,BAG LEG 19OZ W/FLIP ELASTIC BO,86144071331,270,              ,      ,             ,       ,2/1/2017,2.55,
D,IX,BEACHWOOD,33125066,FOLEY 2WAY CATH STABILIZATION ,86144071331,270,              ,      ,             ,       ,2/1/2017,12.15,
D,IX,BEACHWOOD,33125067,DRAIN BAG URINARY COVER       ,86144071331,270,              ,      ,             ,       ,2/1/2017,2.2,
D,IX,BEACHWOOD,33125069,DRESSING DUODERM HYDRO 4X4 SQ ,86144071331,270,              ,      ,             ,       ,2/1/2017,1929.2,
D,IX,BEACHWOOD,33125070,DUODERM HYDROACTIVE GEL 30GM  ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125071,DRESSING TEGADERM 6X8         ,86144071331,270,              ,      ,             ,       ,2/1/2017,4.25,
D,IX,BEACHWOOD,33125072,DRESSING MEDIPLEX WOUND FOAM 3,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125073,DRESSING TEGADREM TRANSPARENT ,86144071331,270,              ,      ,             ,       ,5/1/2017,1.45,
D,IX,BEACHWOOD,33125074,AQUACEL AG EXTRA HYDROFIBER DR,86144071331,270,              ,      ,             ,       ,1/1/2018,26.6,
D,IX,BEACHWOOD,33125075,DRESSING MEDIPLEX BORDER 6X6  ,86144071331,270,              ,      ,             ,       ,1/1/2018,15.89,
D,IX,BEACHWOOD,33125078,BRIEFS WINGS CH PLUS QUILT MED,86144071331,270,              ,      ,             ,       ,1/1/2018,10.91,
D,IX,BEACHWOOD,33125079,BRIEFS WINGS CH PLUS QUILT LG ,86144071331,270,              ,      ,             ,       ,1/1/2018,15.29,
D,IX,BEACHWOOD,33125080,BRIEFS WINGS CH PLUS QUILT XL ,86144071331,270,              ,      ,             ,       ,1/1/2018,17.78,
D,IX,BEACHWOOD,33125082,WASH BASIN                    ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.25,
D,IX,BEACHWOOD,33125083,MOUTH RINSE                   ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.95,
D,IX,BEACHWOOD,33125084,TOOTHBRUSH                    ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.15,
D,IX,BEACHWOOD,33125085,CREST TOOTHPASTE              ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.1,
D,IX,BEACHWOOD,33125086,SHAMPOO/CONDITIONER PACKET    ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.3,
D,IX,BEACHWOOD,33125087,COMB                          ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.3,
D,IX,BEACHWOOD,33125088,HAND & BODY LOTION            ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.85,
D,IX,BEACHWOOD,33125089,WATER PITCHER W/ LID          ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.9,
D,IX,BEACHWOOD,33125090,DEODORANT ROLL-ON             ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.95,
D,IX,BEACHWOOD,33125091,SLIPPERS                      ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.8,
D,IX,BEACHWOOD,33125094,IV INSYTE AUTOGUARD BLUE 22GX1,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125095,IV INSYTE AUTOGUARD GN 18GX1  ,86144071331,270,              ,      ,             ,       ,2/1/2017,6.85,
D,IX,BEACHWOOD,33125096,IV INSYTE AUTOGUARD PNK 20GA X,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125097,SYR PREFILL 10ML SALINE W/BLNT,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125098,IV SET BLOOD ADMIN STERILE Y-T,86144071331,270,              ,      ,             ,       ,2/1/2017,12.9,
D,IX,BEACHWOOD,33125099,IV SET BLOOD COLLECTION W/TUBE,86144071331,270,              ,      ,             ,       ,2/1/2017,2.7,
D,IX,BEACHWOOD,33125100,TAPE SURG MEDIPORE 3 X 10YD   ,86144071331,270,              ,      ,             ,       ,1/1/2018,15.07,
D,IX,BEACHWOOD,33125101,TAPE SURGICAL TRANSPORE 1X 10Y,86144071331,270,              ,      ,             ,       ,11/1/2017,3.25,
D,IX,BEACHWOOD,33125102,BANDAGES DERMACEA 4 X 4.1YD ST,86144071331,270,              ,      ,             ,       ,2/1/2017,0.9,
D,IX,BEACHWOOD,33125104,TENDERSORB ABD PAD 8X10 STERIL,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125114,STOCKING TED KNEE SMALL       ,86144071331,270,              ,      ,             ,       ,2/1/2017,39.95,
D,IX,BEACHWOOD,33125117,VALVE ADULT LOPEZ             ,86144071331,270,              ,      ,             ,       ,2/1/2017,7.55,
D,IX,BEACHWOOD,33125121,SYRINGE 10ML LUER-LOK TIP     ,86144071331,270,              ,      ,             ,       ,2/1/2017,0.35,
D,IX,BEACHWOOD,33125123,SYRINGE LUER LOK TIP 20ML     ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.1,
D,IX,BEACHWOOD,33125124,SYRINGE LUER LOK TIP 5ML      ,86144071331,270,              ,      ,             ,       ,6/1/2017,0.35,
D,IX,BEACHWOOD,33125125,SYRINGE LUER LOK TIP 3ML      ,86144071331,270,              ,      ,             ,       ,11/1/2017,0.35,
D,IX,BEACHWOOD,33125128,SYRINGE LL 3ML 25G X 5/8      ,86144071331,270,              ,      ,             ,       ,3/1/2017,0.4,
D,IX,BEACHWOOD,33125131,NEEDLE HYPO 25GA X 5/8        ,86144071331,270,              ,      ,             ,       ,5/1/2017,0.25,
D,IX,BEACHWOOD,33125132,NEEDLE HYPO 18GA X 1 1/2 SFTYG,86144071331,270,              ,      ,             ,       ,3/1/2017,0.95,
D,IX,BEACHWOOD,33125133,NEEDLE HYPO 22GA X 1 1/2 SFTYG,86144071331,270,              ,      ,             ,       ,5/1/2017,0.95,
D,IX,BEACHWOOD,33125134,NEEDLE HYPO 25GA X 1 SFTYGLIDE,86144071331,270,              ,      ,             ,       ,3/1/2017,0.95,
D,IX,BEACHWOOD,33125135,NEEDLE HYPO 21GA X 1-1/2 SFTYG,86144071331,270,              ,      ,             ,       ,2/1/2017,0.95,
D,IX,BEACHWOOD,33125137,SYRINGE FLUSH SALINE 10ML STER,86144071331,270,              ,      ,             ,       ,2/1/2017,3.7,
D,IX,BEACHWOOD,33125139,STERILE CENTRAL LINE          ,86144071331,270,              ,      ,             ,       ,1/1/2018,38.73,
D,IX,BEACHWOOD,33125140,URETHRAL CATHETER TRAY 15FR   ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125142,WASHCLOTH WINGS PERSONAL CLEAN,86144071331,270,              ,      ,             ,       ,2/1/2017,2.45,
D,IX,BEACHWOOD,33125149,TOOTHETTE SUCTION SWABS       ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125150,FLEET ENEMA ADULT 4.5OZ       ,86144071331,270,              ,      ,             ,       ,2/1/2017,3.5,
D,IX,BEACHWOOD,33125154,ELECTRODE ECL 5400            ,86144071331,270,              ,      ,             ,       ,2/1/2017,9.4,
D,IX,BEACHWOOD,33125159,CLEANSER SECURE MOISTURIZING 4,86144071331,270,              ,      ,             ,       ,2/1/2017,5.35,
D,IX,BEACHWOOD,33125160,CLEANSER NURSING CARE PERIWASH,86144071331,270,              ,      ,             ,       ,2/1/2017,4.3,
D,IX,BEACHWOOD,33125161,SODIUM CHLORIDE IRR 1000ML BTL,86144071331,270,              ,      ,             ,       ,2/1/2017,9.15,
D,IX,BEACHWOOD,33125162,SODIUM CHLORIDE 0.9% 500 ML BT,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125163,SODIUM CHLORIDE IRR TRV 250ML ,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125164,SODIUM CHLORIDE 0.45% 1000ML B,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125165,DEXTROSE 5% 1000ML BAG        ,86144071331,270,              ,      ,             ,       ,2/1/2017,6.4,
D,IX,BEACHWOOD,33125168,DEXTROSE 5% & 0.9% SOD CHL 100,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125171,SODIUM CHLORIDE 0.9% 500ML BAG,86144071331,270,              ,      ,             ,       ,2/1/2017,5.1,
D,IX,BEACHWOOD,33125174,BAG AEROSOL DRAINAGE 500ML W/H,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125175,CANNULA CRVED NONFLARED TIP 7F,86144071331,270,              ,      ,             ,       ,2/1/2017,1.1,
D,IX,BEACHWOOD,33125176,TUBING 7FT OXYGN VNYL TIP RESI,86144071331,270,              ,      ,             ,       ,2/1/2017,0.85,
D,IX,BEACHWOOD,33125177,TUBING VINYL OXYGEN 25FT      ,86144071331,270,              ,      ,             ,       ,2/1/2017,3.5,
D,IX,BEACHWOOD,33125181,MASK ADULT 2% W/7FT TUBING    ,86144071331,270,              ,      ,             ,       ,2/1/2017,3.65,
D,IX,BEACHWOOD,33125184,MASK ADLT NON-REBREATHER W/O S,86144071331,270,              ,      ,             ,       ,2/1/2017,3.5,
D,IX,BEACHWOOD,33125190,CONNECTOR CLR POSTIVE PRESS MA,86144071331,270,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,33125192,CATHETER ROB NEL STERILE 18FR ,86144071331,270,              ,      ,             ,       ,11/1/2017,1.2,
D,IX,BEACHWOOD,33125193,CATHETER ROB NEL STERILE 16FR ,86144071331,270,              ,      ,             ,       ,2/1/2017,1.2,
D,IX,BEACHWOOD,33125194,CATHETER ROB NEL STERILE 14FR ,86144071331,270,              ,      ,             ,       ,4/1/2017,1.2,
D,IX,BEACHWOOD,33125199,BAG DRAINAGE L/F INF CONT     ,86144071331,270,              ,      ,             ,       ,2/1/2017,2.7,
D,IX,BEACHWOOD,33125201,SAFETY FOLEY CATHETER TRY 16FR,86144071331,270,              ,      ,             ,       ,1/1/2018,17.96,
D,IX,BEACHWOOD,33125202,CATHETER STABILIZATION PICC PL,86144071331,270,              ,      ,             ,       ,1/1/2018,22.12,
D,IX,BEACHWOOD,33125224,DIAGNOSTIC SAMPLE COLLCTN & DL,86144071331,270,              ,      ,             ,       ,10/1/2017,2.67,
D,IX,BEACHWOOD,33125233,VISION BIPAP MACHINE DAILY REN,86144071331,270,              ,      ,             ,       ,6/1/2018,24,
D,IX,BEACHWOOD,33125248,BACTERIAL/VIRAL FILTER        ,86144071331,270,              ,      ,             ,       ,2/1/2017,6,
D,IX,BEACHWOOD,33125249,FULL FACE CPAP MASK LRG       ,86144071331,270,              ,      ,             ,       ,2/1/2017,168.8,
