Service Area|Px Code|Procedure Description|Supply #|Unit Price
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16488|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16558|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16592|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16749|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16751|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16752|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16754|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16757|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16758|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16759|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16760|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16761|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16762|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16763|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16764|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16765|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16766|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|16767|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17009|1,185.30
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17012|1,185.30
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17013|1,185.30
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17016|1,185.30
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17017|1,185.30
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17153|1,338.95
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17401|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17530|3,851.25
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17661|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17664|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17674|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17698|2,370.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|17995|240.84
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18053|2,626.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18054|2,945.79
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18055|2,628.84
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18056|2,851.70
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18057|2,945.79
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18083|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18084|592.65
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18087|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18254|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18255|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18256|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18257|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18258|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18259|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18260|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18261|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18537|1,334.56
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18538|1,887.70
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18541|1,522.98
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18618|2,589.58
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18619|2,227.44
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18620|2,087.42
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18621|2,289.14
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|18627|2,589.58
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|1864|430.22
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19745|2,589.58
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19808|539.97
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19809|539.97
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19810|539.97
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19846|1,303.83
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19847|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19848|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19849|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19850|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19851|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19852|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19853|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19854|1,369.68
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19855|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19856|1,369.68
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19857|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19858|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19859|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19860|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19861|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19862|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19863|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19864|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19865|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19866|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19867|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19868|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19869|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19870|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19871|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19872|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19873|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19874|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19875|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19876|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19877|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19878|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19879|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19880|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19881|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19882|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19883|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|19884|1,262.13
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20494|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20498|592.65
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20519|1,712.10
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20574|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20575|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20583|439.00
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20608|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20609|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20610|526.80
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20611|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|20612|482.90
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21387|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21388|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21389|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21390|3,921.36
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21391|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21392|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21393|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21394|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21395|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21396|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21397|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21398|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21399|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21400|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21401|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21402|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21403|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21404|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21405|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21406|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21407|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21408|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21409|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21410|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21411|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21412|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21413|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21414|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21415|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|21416|3,110.63
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|22770|3,894.70
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|22804|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|22845|1,712.10
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|2667|1,388.12
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|2668|1,388.12
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|2669|1,388.12
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|2670|1,388.12
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3768|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3769|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3770|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3771|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3772|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3773|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3774|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3775|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3776|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3777|636.55
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3778|1,255.54
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3779|783.62
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3780|783.62
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3903|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3904|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3905|1,207.25
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3967|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3968|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3969|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3970|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3971|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3972|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3973|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3976|987.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3994|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3996|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|3999|1,097.50
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|4003|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|4004|548.75
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|47758|526.80
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|47759|526.80
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|47760|526.80
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|47761|526.80
WS SERVICE AREA|27200043|CATH, TRANSLUM ANGIOPLASTY, NONLASER (MAY INCLUDE GUIDE INFUSE PERFUSE|47762|526.80
