Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542302|678.30||
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542305|1,014.42||
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542312|678.30||
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542315|1,014.42||
WS SERVICE AREA|25010065|ePHEDrine sulfate 50 mg/mL intravenous solution||42023021601|249.90||
WS SERVICE AREA|25010065|cocaine 4 % topical solution||00527172874|1,570.76||
WS SERVICE AREA|25010065|trace elements Cr-Cu-Mn-Se-Zn 10 mcg-1 mg-0.5 mg-60 mcg-5mg/mL IV soln||00517821025|198.56||
WS SERVICE AREA|25010065|trace element pedi Cr-Cu-Mn-Zn 1 mcg-0.1 mg-25 mcg-1 mg/mL intravenous||00517920325|95.94||
WS SERVICE AREA|25010065|DOBUTamine 500 mg/250 mL (2,000 mcg/mL) in 5 % dextrose IV|J1250|00409234733|73.19||
WS SERVICE AREA|25010065|DOBUTamine 500 mg/250 mL (2,000 mcg/mL) in 5 % dextrose IV|J1250|00409234732|89.25||
WS SERVICE AREA|25010065|remifentanil 1 mg intravenous solution||67457019803|437.62||
WS SERVICE AREA|25010065|remifentanil 2 mg intravenous solution||67457019899|714.65||
WS SERVICE AREA|25010065|angiotensin II 2.5 mg/mL intravenous solution||68547050102|8,745.00||
WS SERVICE AREA|25010065|sodium nitroprusside 25 mg/mL intravenous solution||00409302401|340.86||
WS SERVICE AREA|25010065|sodium nitroprusside 25 mg/mL intravenous solution||25021031002|1,749.00||
WS SERVICE AREA|25010065|cupric sulfate 0.4 mg/mL intravenous solution||00517621025|31.27||
WS SERVICE AREA|25010065|dexamethasone 0.1 % eye drops,suspension||00998061505|530.89||
WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL nasal solution||42023010301|1,337.53||
WS SERVICE AREA|25010065|phenylephrine 10 % eye drops||17478020510|125.88||
WS SERVICE AREA|25010065|carbachol 0.01 % intraocular solution||00065002315|82.98||
WS SERVICE AREA|25010065|diclofenac 0.1 % eye drops||16571010125|320.81||
WS SERVICE AREA|25010065|ketorolac 0.5 % eye drops||41616021990|103.13||
WS SERVICE AREA|25010065|ofloxacin 0.3 % eye drops||17478071310|147.42||
WS SERVICE AREA|25010065|tobramycin 0.3 % eye ointment||00065064435|1,509.10||
WS SERVICE AREA|25010065|cyclopentolate 1 % eye drops||24208073501|114.96||
WS SERVICE AREA|25010065|cyclopentolate 1 % eye drops||00065039605|336.93||
WS SERVICE AREA|25010065|etomidate 2 mg/mL intravenous solution||00409669502|45.70||
WS SERVICE AREA|25010065|etomidate 2 mg/mL intravenous solution||00143950710|47.98||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143978510|123.41||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143963701|17.64||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143963710|17.64||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||63323049405|47.84||
WS SERVICE AREA|25010065|sodium hypochlorite 0.5 % solution||00436094616|76.59||
WS SERVICE AREA|25010065|sodium hypochlorite 0.5 % solution||00000005151|18.59||
WS SERVICE AREA|25010065|carmustine in polifeprosan 7.7 mg wafer for implant||62856017708|18,945.01||
WS SERVICE AREA|25010065|dilTIAZem 100 mg intravenous solution||00409435003|86.32||
WS SERVICE AREA|25010065|ofloxacin 0.3 % ear drops||50383002505|1,207.43||
WS SERVICE AREA|25010065|dexamethasone 4 mg tablet||00054817525|4.25||
WS SERVICE AREA|25010065|dexamethasone 4 mg tablet||49884008701|4.25||
WS SERVICE AREA|25010065|calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension||61938045603|2,669.36||
WS SERVICE AREA|25010065|calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension||61938045606|4,724.63||
WS SERVICE AREA|25010065|dextrose 25 % in water (D25W) intravenous syringe||00409177510|59.69||
WS SERVICE AREA|25010065|dextrose 50 % in water (D50W) intravenous solution||00409664802|47.25||
WS SERVICE AREA|25010065|mycophenolate 500 mg intravenous solution||00004029809|1,259.02||
WS SERVICE AREA|25010065|antivenin Latrodectus mactans 6,000 unit solution for injection||00006408400|197.85||
WS SERVICE AREA|25010065|belladonna alkaloids-opium 16.2 mg-60 mg rectal suppository||00574704012|235.51||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||00378968144|47.22||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||43598041025|45.32||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||43598041005|45.32||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00591379760|8.68||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization|J7613|00487950101|5.64||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00487950103|5.64||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization|J7613|00487950125|5.64||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00487950160|5.64||
WS SERVICE AREA|25010065|allopurinol 500 mg intravenous solution||67457018750|11,157.38||
WS SERVICE AREA|25010065|ethanol (ethyl alcohol) 98 % injection solution||00517857110|89.25||
WS SERVICE AREA|25010065|ethanol (ethyl alcohol) 98 % injection solution||17478050305|167.79||
WS SERVICE AREA|25010065|doxycycline hyclate 100 mg intravenous powder for solution||63323013011|172.50||
WS SERVICE AREA|25010065|doxycycline hyclate 100 mg intravenous powder for solution||63323013013|133.45||
WS SERVICE AREA|25010065|poractant alfa 120 mg/1.5 mL intratracheal suspension||10122051001|3,438.68||
WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||24338030020|2,827.80||
WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||45802021001|1,580.26||
WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||45802021002|2,359.53||
WS SERVICE AREA|25010065|dexmedetomidine 100 mcg/mL intravenous solution||00409163802|299.88||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781312892|137.47||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781922492|137.47||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781312815|137.47||
WS SERVICE AREA|25010065|nafcillin 2 gram intravenous solution||00781922592|266.68||
WS SERVICE AREA|25010065|pentamidine 300 mg solution for injection||63323011310|972.97||
WS SERVICE AREA|25010065|dinoprostone ER 10 mg vaginal insert,controlled release||00456412363|2,156.14||
WS SERVICE AREA|25010065|fluorescein 0.6 mg eye strips||17478040303|4.25||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||66758020858|125.54||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||10019055390|149.92||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||10019055304|149.92||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||66758020854|125.54||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||45802058001|161.92||
WS SERVICE AREA|25010065|silver nitrate 0.5 % topical solution||00093961413|594.74||
WS SERVICE AREA|25010065|pentamidine 300 mg solution for inhalation|J2545|63323087715|1,174.91||
WS SERVICE AREA|25010065|ePHEDrine sulfate 50 mg/mL injection solution||66758000801|92.93||
WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL injection solution|J0171|42023010101|57.19||
WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL injection solution|J0171|76329906100|421.33||
WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL injection solution|J0171|42023016801|1,107.64||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00186198804|61.36||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||54868577400|54.95||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00093681573|66.27||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00487960101|66.80||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||69097031887|33.44||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00186198904|72.22||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00093681645|78.00||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00781751687|78.05||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00487970101|78.61||
WS SERVICE AREA|25010065|methyl salicylate topical liquid||00395166792|63.78||
WS SERVICE AREA|25010065|erythromycin 5 mg/gram (0.5 %) eye ointment||00574402435|126.43||
WS SERVICE AREA|25010065|erythromycin 5 mg/gram (0.5 %) eye ointment||00574402450|61.22||
WS SERVICE AREA|25010065|erythromycin 5 mg/gram (0.5 %) eye ointment||17478007035|131.31||
WS SERVICE AREA|25010065|erythromycin 5 mg/gram (0.5 %) eye ointment||24208091055|133.77||
WS SERVICE AREA|25010065|sodium hyaluronate 10 mg/mL intraocular syringe||08544508381|737.02||
WS SERVICE AREA|25010065|chondroitin-sod hyaluron 4 %-3 % (40 mg-30 mg/mL) intraocular syringe||08065183905|879.69||
WS SERVICE AREA|25010065|chondroitin-sod hyaluron 4 %-3 % (40 mg-30 mg/mL) intraocular syringe||08065183975|1,155.91||
WS SERVICE AREA|25010065|EPINEPHrine 0.15 mg/0.3 mL injection,auto-injector||49502010102|874.50||
WS SERVICE AREA|25010065|fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous||61553011302|201.71||
WS SERVICE AREA|25010065|fentaNYL (PF) 2 mcg/mL-bupivacaine 0.125 %-NaCl injection solution||00000005476|103.53||
WS SERVICE AREA|25010065|albuterol sulfate 1.25 mg/3 mL solution for nebulization|J7613|00591346853|11.68||
WS SERVICE AREA|25010065|fluorometholone 0.1 % eye drops,suspension||60758088005|600.23||
WS SERVICE AREA|25010065|fluorometholone 0.1 % eye drops,suspension||60758088015|1,565.73||
WS SERVICE AREA|25010065|folic acid 5 mg/mL injection solution||63323018411|19.06||
WS SERVICE AREA|25010065|folic acid 5 mg/mL injection solution||63323018410|32.22||
WS SERVICE AREA|25010065|sterile talc 4 gram intrapleural aerosol powder||63256010030|118.27||
WS SERVICE AREA|25010065|imatinib 100 mg tablet||00078040134|659.21||
WS SERVICE AREA|25010065|imatinib 100 mg tablet||60687019211|2,254.51||
WS SERVICE AREA|25010065|gentamicin 0.3 % (3 mg/gram) eye ointment||17478028435|249.50||
WS SERVICE AREA|25010065|gentamicin 0.3 % eye drops||60758018805|135.03||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517460225|205.28||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517460525|392.70||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517462025|931.52||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143968125|99.96||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143968025|214.20||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958410|535.50||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958625|57.12||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958725|28.56||
WS SERVICE AREA|25010065|neomycin 3.5 mg-polymyxin 10,000 unit-hydrocort 10 mg/mL eye drop,susp||61314064175|995.97||
WS SERVICE AREA|25010065|esmolol 2,000 mg/100 mL (20 mg/mL) in sodium chloride (iso-osmotic) IV||10019007587|1,632.98||
WS SERVICE AREA|25010065|moxifloxacin 0.5 % eye drops||00065401303|1,156.38||
WS SERVICE AREA|25010065|imatinib 400 mg tablet||00078043815|593.85||
WS SERVICE AREA|25010065|imatinib 400 mg tablet||60687020325|694.60||
WS SERVICE AREA|25010065|imatinib 400 mg tablet||60687020395|694.60||
WS SERVICE AREA|25010065|ciprofloxacin 0.3 %-dexamethasone 0.1 % ear drops,suspension||00065853302|1,539.01||
WS SERVICE AREA|25010065|homatropine 5 % eye drops||59390019205|134.32||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00002759701|76.63||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00781315972|74.08||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00517095501|73.63||
WS SERVICE AREA|25010065|neomycin-bacitracin-polymyxn 3.5 mg-400 unit-10,000 unit/gram eye oint||48102000635|369.87||
WS SERVICE AREA|25010065|neomycin-bacitracin-polymyxn 3.5 mg-400 unit-10,000 unit/gram eye oint||24208078055|400.92||
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||63402051500|43.72||
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||17478017130|60.11||
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||00378699331|47.16||
WS SERVICE AREA|25010065|flumazenil 0.1 mg/mL intravenous solution||63323042405|48.41||
WS SERVICE AREA|25010065|flumazenil 0.1 mg/mL intravenous solution||00143968410|46.41||
WS SERVICE AREA|25010065|norflurane-pentafluoropropane topical spray||00386000803|4.25||
WS SERVICE AREA|25010065|||00000005445|15.00||
WS SERVICE AREA|25010065|morphine 30 mg/30 mL (1 mg/mL) in 0.9 % sodium chloride IV PCA syringe||61553017944|151.65||
WS SERVICE AREA|25010065|||00000005444|15.00||
WS SERVICE AREA|25010065|sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) iv solution||60267070550|623.81||
WS SERVICE AREA|25010065|sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) iv solution||60267070550|623.81||
WS SERVICE AREA|25010065|HYDROmorphone 3 mg/30 mL in 0.9 % sodium chloride PCA intravenous soln||61553067944|312.30||
WS SERVICE AREA|25010065|insulin 0.2 units/mL syringe (10kg or less)||00000005448|106.17||
WS SERVICE AREA|25010065|caffeine citrate 60 mg/3 mL oral syringe||00000005284|140.81||
WS SERVICE AREA|25010065|adenosine 6 mcg/mL||00000005224|85.00||
WS SERVICE AREA|25010065|adenosine 12 mcg/mL||00000005225|15.75||
WS SERVICE AREA|25010065|nitroglycerin 50 mg/250 mL (200 mcg/mL) in 5 % dextrose intravenous||00000005196|15.75||
WS SERVICE AREA|25010065|fentaNYL (PF) 5 mcg/mL in 0.9 % sodium chloride IV||61553031834|45.47||
WS SERVICE AREA|25010065|norepinephrine bitartrate 4 mg/250 mL (16 mcg/mL) in dextrose 5 % IV||00000005197|15.75||
WS SERVICE AREA|25010065|HYDROmorphone 50 mg/50 mL infusion||00000005340|336.29||
WS SERVICE AREA|25010065|niCARdipine 20 mg/ 200 mL in 0.9% sodium chloride infusion||10122031310|711.26||
WS SERVICE AREA|25010065|vasopressin 20 units/mL injection,vasopressin 20 unit/mL intravenous solution||63323030209|15.75||
WS SERVICE AREA|25010065|vasopressin 20 units/mL injection,vasopressin 20 unit/mL intravenous solution||63323030201|264.18||
WS SERVICE AREA|25010065|nitroglycerin 200 mcg/mL bolus from bottle||00338104902|15.75||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||00409469924|203.49||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||63323026950|107.10||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||25021060851|208.49||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||25021060820|41.70||
WS SERVICE AREA|25010065|promethazine 6.25 mg/25 mL in 0.9% sodium chloride intravenous piggyback||00000005480|30.75||
WS SERVICE AREA|25010065|penicillin G potassium 250,000 units/mL injection|J2540|00000005583|89.96||
WS SERVICE AREA|25010065|penicillin G potassium 10,000 units/mL injection|J2540|00000005584|15.75||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488820|15.75||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488810|15.75||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488802|15.75||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||63323018610|15.75||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||63323018620|15.75||
WS SERVICE AREA|25010065|bupivacaine 0.125% 100 mL epidural||00000005257|104.50||
WS SERVICE AREA|25010065|metronidazole 250 mg intravenous||00409781137|15.75||
WS SERVICE AREA|25010065|sodium chloride (sterile) 0.9% injection syringe||08290306553|15.75||
WS SERVICE AREA|25010065|||00409729973|67.69||
WS SERVICE AREA|25010065|||00409329906|26.99||
WS SERVICE AREA|25010065|||00409329925|25.28||
WS SERVICE AREA|25010065|||00409729925|62.97||
WS SERVICE AREA|25010065|sodium chloride 0.9% IV soln||00409798303|47.25||
WS SERVICE AREA|25010065|metroNIDAZOLE 500 mg/100 mL-sodium chloride(iso) intravenous piggyback||00409781137|47.25||
WS SERVICE AREA|25010065|XA (lidocaine-EPINEPHrine) topical solution||00000005133|11.50||
WS SERVICE AREA|25010065|niCARdipine 0.1 mg/mL in 0.9% sodium chloride||00000005198|40.70||
WS SERVICE AREA|25010065|bupivacaine-EPINEPHrine 0.375%-1:200,000 syringe||00000005241|33.06||
WS SERVICE AREA|25010065|ampicillin-sulbactam 1.5 g intravenous piggyback||00000005159|87.02||
WS SERVICE AREA|25010065|ampicillin-sulbactam 3 g/100 mL intravenous piggyback||00000005160|62.70||
WS SERVICE AREA|25010065|cefuroxime 1.5 g/ 100 mL intravenous piggyback||00000005164|140.57||
WS SERVICE AREA|25010065|clindamycin 600 mg/100 mL in 5 % dextrose intravenous piggyback||00000005166|83.51||
WS SERVICE AREA|25010065|clindamycin 900 mg/100 mL in 5 % dextrose intravenous piggyback||00000005167|88.29||
WS SERVICE AREA|25010065|dilTIAZem 1 mg/mL intravenous piggyback||00000005168|114.43||
WS SERVICE AREA|25010065|vancomycin 500 mg/100 mL in 0.9% sodium chloride intravenous piggyback||00000005172|62.70||
WS SERVICE AREA|25010065|vancomycin 1 gram/250 mL in 0.9 % sodium chloride intravenous||00000005173|87.66||
WS SERVICE AREA|25010065|azithromycin 500 mg/250 mL in 0.9% sodium chloride intravenous piggyback||00000005174|62.70||
WS SERVICE AREA|25010065|tirofiban 12.5 mg/250 mL (50 mcg/mL)-0.9 % sodium chloride intravenous|J3246|00000005236|3,018.48||
WS SERVICE AREA|25010065|EPINEPHrine 4 mg/250 mL infusion||00000005190|96.40||
WS SERVICE AREA|25010065|nitroprusside 50 mg/250 mL infusion||00000005191|326.40||
WS SERVICE AREA|25010065|penicillin g 2.5 MU/100 mL in 0.9% sodium chloride intravenous piggyback||00000005192|69.50||
WS SERVICE AREA|25010065|penicillin g 5 MU/100 mL in 0.9% sodium chloride intravenous piggyback||00000005193|69.50||
WS SERVICE AREA|25010065|heparin 0.5 units/mL in 0.45% sodium chloride (1/2 NS) flush||00000005200|15.75||
WS SERVICE AREA|25010065|heparin 1 unit/mL in 0.45% sodium chloride (1/2 NS) flush||00000005201|15.75||
WS SERVICE AREA|25010065|heparin 0.5 units/mL in 0.225% sodium chloride (1/4 NS) flush||00000005202|15.75||
WS SERVICE AREA|25010065|heparin 1 unit/mL in 0.225% sodium chloride (1/4 NS) flush||00000005203|15.75||
