The information provided below is a comprehensive list of charges for each inpatient and outpatient service or item provided by Northside, also known as a chargemaster. 
It is not a helpful tool for patients seeking to comparison shop between hospitals or to estimate what health care services are going to cost them out of their own pocket. 
Northside reserves the right to change, delete, or otherwise modify its standard charges without any prior notice. 
For more information about the cost of your care, please contact one of Northside’s Financial Counselors at (404) 851-8694 or you may email to request a price estimate 
at Price.Estimate@Northside.com.



Northside Hospital System		
		
Charge Code	Charge Description	Charge
6756230	PLEURX VALVE REPLACEMENT CAPS	$26
10727400	PLMT BIL DRAIN CATH EXT	"$7,777"
10727425	PLMT BIL DRAIN CATH IN-EX	"$7,777"
10727069	PLMT NEPHROSTOMY CATH	"$5,381"
10727077	PLMT NEPHROURET CATH NEW	"$5,381"
7021237	PNEUMOCOCCAL AB EACH SEROTYPE	$125
6784601	PNEUMOCOCCAL ADMINISTRATION	$44
6501257	PNS ADVANCED PERSONAL DOUBLE PUMP	$289
6755538	POLY TRAP	$48
7458314	POLYSMNOGRAM =>6YR	"$5,196"
7458315	POLYSOMNOGRAM W/CPAP =>6YR	"$5,838"
7958004	PORT FLUSH VISIT	$156
7257102	PORT IMAGE	$510
7025605	POSACONAZOLE(NOXAFIL) LEVEL	$288
7028709	POTASSIUM SERUM	$68
7028243	POTASSIUM URINE	$180
6753306	POUCH SYSTEM TISSUE RETRIEVAL SM	$288
6751143	POWER INDWELLING	"$3,308"
7367187	PR EXERCISE UP TO 1 HR (COPD)	$277
7367183	PR STRENGTH/ENDURANCE GROUP	$277
6753307	PRASS PROBE	$446
7022878	PREALBUMIN	$190
6753308	PREMIUM STAPLE RELOAD	"$1,103"
6759946	PREMIUM STAPLER	"$1,574"
6752630	PRESBYOPIA CORRECTING LENS	"$5,315"
8550210	PREVENT MED COUNSEL GROUP 30MIN	$75
7790107	PREVENT MED COUNSEL INDIV 30 MIN	$91
7020692	PREWARMED TECHNIQUE	$45
6750802	PROBE ARGON PLASMA COAGULATOR	"$1,189"
6751606	PROBE ESOPHAGEAL PH	$348
6753318	PROBE LIGHT PICK	$382
6757733	PROBE NEUROSTIM BIPOLAR	$349
7028022	PROCALCITONIN	$435
7025390	"PROGESTERONE, SERUM"	$381
7026192	PROINSULIN	$959
7025391	"PROLACTIN, SERUM"	$437
7951151	PROLONGED IV INFUSION W/ PUMP	$495
4059101	PROSTATE CANCER SCREEN PSA	$160
7256830	PROSTATE GOLD SEED MARKER	$53
7054360	PROSTATE NEEDLE BX EXAM	"$1,055"
6753324	PROSTHESIS EAR OSSICULOPLASTY	"$1,745"
7372727	PROSTHETIC TRAIN INIT EA 15M PT	$155
7028231	PROTEIN 24HR URINE	$208
7029472	PROTEIN BODY FLUID	$100
7023518	PROTEIN C ACTIVITY	$944
7025868	PROTEIN C ANTIGEN	$944
7028204	PROTEIN CSF	$190
7029283	PROTEIN ELECTROPH SRM	$381
7029310	PROTEIN ELECTROPHORESIS URINE	$423
7023573	PROTEIN S ACTIVITY	$944
7028203	PROTEIN TOTAL SERUM	$61
7026732	PROTEIN TOTAL URINE	$173
7022047	PROTHROMBIN TIME	$119
7021411	PSA FREE	$148
7026340	PSA TOTAL	$337
7501002	PSR GROUP (PER 1 HR)	$80
7272604	PT EVALUATION-HIGH	$507
7272602	PT EVALUATION-LOW	$463
7272603	PT EVALUATION-MOD	$485
7021777	PT LUPUS ANTICOAG SCREEN	$191
7370204	PT RE EVALUATION	$386
7272605	PT RE-EVAL W/REV POC	$386
7026497	PTH RELATED PROTEIN	$307
7022829	PTT	$189
7021022	PTT LUPUS ANTICOAG SCREEN	$380
7366161	PULM REHAB/MAINTENANCE PER MONTH	$160
7372748	PULSED LAVAGE EA ADDL 20 SQ CM	$457
7371830	PULSED LAVAGE TIP.	$97
7372745	PULSED LAVAGE< 20 CM PT	$457
6501242	PUMP RENTAL 1 MO SYMP OP	$78
10722080	PUNCT ASP/INJ SHUNT TUBE	"$1,274"
10727042	PUNCT CIS/LAT C1-C2 INJ	"$1,319"
10722383	PUNCTURE ASPIRATION ABSCESS	$721
6751534	PUNCTURE CLOSURE DEVICE	$113
7021482	PURKINJE CELL AB TYPE 1	$82
7021485	PURKINJE CELL AB TYPE 2	$82
7021484	PURKINJE CELL AB TYPE TR	$82
6753334	PUTTY FILLER BONE LEVEL III	$784
6028115	QUAD LUMEN CATH INSERTION	"$4,214"
10722192	QUATRAMET UP TO 250 MCI	"$16,906"
7023204	RA FACTOR	$149
10728445	RA TRACER ID OF SENTINL NODE	$749
6756557	"RADIAL CATH,ARROW"	$42
7257776	RADIATION TX DLVR CPLX >1MEV	"$1,983"
7257771	RADIATION TX DLVR SIMPLE >1MEV	"$1,218"
6750949	RADIESSE VOICE GEL	$956
7025944	RAST SINGLE TEST	$45
7022478	RBC ANTIBODY SCREEN	$291
7020634	RBC ANTIGEN TYPING	$306
7020720	RBC LR	$946
7020788	RBC LR IRRAD	"$1,184"
7020580	RBC WASHED	"$1,097"
6751589	REAMER	"$1,153"
6580293	RECOVERY PER 15 MINUTES	$229
6825419	RECOVERY TIME (EA ADDITIONAL 15M)	$307
6826400	RECOVERY TIME (INITIAL 15 MIN)	$415
6666400	RECOVERY TIME(INITIAL 15 MIN)	$415
6753387	REDUCER	$40
7020879	REF LAB ABO	$126
7020880	REF LAB RH	$123
7957001	REFILL & MAINTAIN PORTABLE PUMP	$726
6580314	REFILL KIT	$224
6757902	RELIEVA SINUS BALLOON CATHETER	"$3,033"
6753394	RELOADABLE LINEAR TL 60	"$1,014"
6753396	RELOADABLE LINEAR TLC 55	"$1,132"
6753397	RELOADABLE LINEAR TLC 75	"$1,692"
10729208	REM TUN CEN/PERI DEV W/PRT/PMP	"$2,615"
10729207	REM TUN CENTRAL CATH W/O PRT/PMP	"$1,705"
7120087	REMOTE 30 DAY ECG TECH-SUPP	$765
7000085	REMOTE 30-DAY ECG TECH SUPP	$765
10727407	REMOV BILIARY DRAIN CATH	"$1,724"
7131606	REMOVAL CARDIAC EVENT RECORDER	"$2,747"
10727420	REMOVE CALCULI DUCT/GLBDR	"$5,542"
10727713	REMOVE INDWEL TUN PLEURAL CATH	"$1,465"
10721142	REMOVE TUNNEL ABS DRAIN CATH	"$5,586"
10728528	REMOVE URETER STENT PERC	"$6,419"
10728529	REMV URETER STENT PERC BIL	"$9,629"
10729059	REMV URETER STENT TRANS	"$2,268"
7023024	RENAL FUNCTION PANEL	$404
7025402	RENIN ACTIVITY	$516
10729209	REPAIR CEN/PERI CATH W/O PRT/PMP	"$1,550"
10729212	REPAIR CEN/PERI DEV W/PRT/PMP	"$1,712"
10729203	REPL N-T CEN CATH S/SITE W/O	"$4,023"
10729204	REPL PICC S/SITE W/O PRT/PMP	"$4,023"
10729214	REPL TUN CEN CATH S/SITE W/O PRT	"$4,023"
10729215	REPL TUN CVD S/SITE W/PORT	"$8,591"
10721133	REPLACE G/CECO/COLN TUBE	"$1,135"
10721136	REPLACE G-J TUBE	"$1,279"
10721127	REPLACE J/DUODEN TUBE	"$1,135"
10729205	REPO CENT/VENOUS CATH W/FLUORO	"$1,628"
10721191	REPOSITION IVC FILTER	"$9,226"
7023502	REPTILASE TIME	$123
7250151	RESP MOTION MGMT SIM	$320
7022081	RESPIRATORY VIRUS 12-25 TARGETS	"$2,144"
6753399	RESTORE CONNECTOR CABLE	"$1,871"
6580412	RESTORE TEST STIMULATION LEAD KIT	"$4,439"
7361115	RESUSCITATION	"$1,189"
7022050	RETIC COUNT AUTOMATED	$158
6750570	RETRACTOR ALEXIS C-SECTION	$306
6753419	RETRACTOR ALEXIS DISP	$306
6753420	RETRACTOR GENZYME PANEL DISP	$565
6753421	RETRACTOR LONE STAR	$399
6751331	RETRIEVAL DEVICE LVL I	"$1,335"
10720545	RETRIEVE FOREIGN BODY	"$4,608"
10721192	RETRIEVE IVC FILTER	"$9,226"
10727611	RETROGRADE URETHROGRAM	$629
10721734	REVASC FEM-POP W STNT W ATH UNI	"$61,546"
10721728	REVASC FEM-POP W/ANGIO UNI	"$16,739"
10721730	REVASC FEM-POP W/ATH UNI	"$35,537"
10721732	REVASC FEM-POP W/STENT UNI	"$35,537"
10721724	REVASC ILIAC EA ADDL VESS	"$16,739"
10721720	REVASC ILIAC W/ANGIO INITIAL	"$16,739"
10721726	REVASC ILIAC W/STENT EA ADDL	"$16,739"
10721722	REVASC ILIAC W/STENT INITIAL	"$22,505"
10721750	REVASC TIB-PER W STNT/ATH UNI ADD	"$16,739"
10721742	REVASC TIB-PER W STNT/ATH UNI INI	"$61,546"
10721744	REVASC TIB-PER W/ANGIO UNI ADD	"$16,741"
10721736	REVASC TIB-PER W/ANGIO UNI INI VS	"$16,739"
10721746	REVASC TIB-PER W/ATH UNI ADD	"$35,537"
10721738	REVASC TIB-PER W/ATH UNI INI VS	"$35,537"
10721748	REVASC TIB-PER W/STNT UNI ADD	"$16,739"
10721740	REVASC TIB-PER W/STNT UNI INI VS	"$35,537"
10729196	REVISION HEPATIC SHUNT (TIPS)	"$12,502"
6754987	REVITA PER SQ CM	"$8,354"
6580202	RF CANNULA 22G 100MM	$96
7022410	RH PHENOTYPE	$389
7020801	RH TYPE	$123
7130467	RMV ICD-TIME OF REPLACE MULTI	"$56,201"
7130462	RMV PM -TIME OF REPLACE DUAL	"$11,521"
7021158	ROCKY MT SPOT FEVER IGG	$299
7021157	ROCKY MT SPOT FEVER IGM	$299
6757223	ROD COLOSTOMY	$30
6689993	ROOM EXTENDED RECOVERY	Time based
6112006	ROOM ICU	"$4,687 "
6113338	ROOM INTERMEDIATE ICU	"$4,116 "
6343460	ROOM NURSERY	$769 
10265302	ROOM OBSERVATION	Time based
6033102	ROOM PRIVATE	"$1,370 "
6112006	ROOM PRIVATE BMT	"$4,687 "
6113338	ROOM PRIVATE HRP	"$4,116 "
6044111	ROOM PRIVATE TELEMETRY	"$1,785 "
6513561	ROOM SCN ICU	"$6,892 "
6513571	ROOM SCN INTERMEDIATE ICU	"$5,026 "
6513551	ROOM SCN PREEMIE	"$3,682 "
6750392	ROTATING HEMOSTASIS VALVE	$181
7022833	RPR TITER	$306
10724869	RS 3D SCREEN MAMMO BI	$280
10724868	RS DGT MAMMO SCREEN/CAD BI	$751
7026728	RSV ELISA	$330
10720035	RT DOSIMETRY CALCULATION BASIC	"$1,189"
10720036	RT TX TREAT SPECIAL HEMI/TOT BODY	"$4,163"
6750510	RUBBER RING DISP	$29
7026522	RUBELLA IGM ANTIBODY	$450
7028232	RUBELLA IMMUNE SCRN	$149
10720199	RUBIDIUM RB-82 DX UP TO 60MCI	"$2,997"
7025210	"RUNX1 T8,21 PCR DETECTION"	"$1,185"
7021021	RUSSELL VIPER VENOM DILUTED	$523
6758023	SCLERAL SLEEVE	$49
6758024	SCLERAL STRIP	$98
10728491	SCLEROTX FLUID COLLECTION	"$3,364"
6753427	SCREW LEVEL 1	$98
6753428	SCREW LEVEL 2	$230
6753429	SCREW LEVEL 3	$454
6753430	SCREW LEVEL 4	$835
6753431	SCREW LEVEL 5	"$1,831"
6753432	SCREW LEVEL 6	"$3,983"
6753433	SCREW LEVEL 7	"$7,210"
6759466	SEAL TROCAR	$177
6754751	SEALANT SPRAY ADMINISTRATION SET	$259
6753434	SECURE STRAP ABSORBABLE TACKER	$364
7023219	SED RATE	$127
3655278	SED RATE RBC AUTO	$90
6757722	SEGURA BASKET	"$1,234"
7341730	SELF CARE/ADL PER 15 MIN OT	$194
7372731	SELF CARE/ADL PER 15 MIN PT	$194
6750870	SEPRA FILM	$859
7502535	SERVICE PLAN AND DEV 15MIN	$80
6753438	SET DISPOSABLE BIOM LENS	$329
6750737	SHEATH INTRODUCER LONG 7FR 96CM	$350
6750726	SHEATH SAFE 9FR. 25CM LENGTH	$410
7021853	SHELL VIAL CMV	$125
7021808	SHIGA TOXIN EACH	$41
3655411	SHIGELLA-LIKE TOXIN AG	$100
10727018	SIALOGRAPHY INJEC PROCEDURE	$580
7023226	SICKLE CELL SCREEN	$158
6753443	SILASTIC FOLEY	$84
6758847	SILICONE OIL	"$2,615"
7257820	SIMULATION - COMPLEX	"$3,548"
7257800	SIMULATION - SIMPLE	"$2,403"
7026003	SIROLIMUS(RAPAMUNE) LEVEL	$355
6020256	SKIN BIOPSY (PUNCH)	$488
6750894	SKIN BOND CEMENT	$38
6753447	SKIN STAPLE	$152
10720539	SLCTV CATH CERB INTRCRAN BNCH BIL	"$6,779"
10720538	SLCTV CATH CERB INTRCRAN BNCH UNI	"$5,126"
10720495	SLCTV CATH CEREBRAL BIL	"$9,042"
10720494	SLCTV CATH CEREBRAL UNI	"$6,191"
10720492	SLCTV CATH CERVICAL CAROTID BIL	"$7,102"
10720491	SLCTV CATH CERVICAL CAROTID UNI	"$5,297"
10720536	SLCTV CATH EXTERNAL CAROTID BIL	"$5,650"
10720535	SLCTV CATH EXTERNAL CAROTID UNI	"$3,868"
10720499	SLCTV CATH INTRNL CARO CERBR BIL	"$10,199"
10720498	SLCTV CATH INTRNL CARO CERBR UNI	"$10,199"
10720533	SLCTV CATH VERT SELECTIVE BIL	"$10,199"
10720532	SLCTV CATH VERT SELECTIVE UNI	"$10,199"
10720530	SLCTV CATH VERT SUBCLAVIAN BIL	"$8,392"
10720529	SLCTV CATH VERT SUBCLAVIAN UNI	"$6,191"
7054387	SLIDE REVIEW TECH	$533
6753448	SMALL TISSUE REMOVAL DEVICE	"$4,638"
7021064	SMEAR COMPLEX SPECIAL STAIN O&P	$171
6750804	SNARE	$180
6750817	SNARE HEXAGONAL	$412
6750805	SNARE PEDIATRIC	$189
10729963	SOD FLUORIDE F-18 (PER DOSE)	"$2,668"
7028721	SODIUM SERUM	$57
7028207	SODIUM URINE	$180
6501000	SOFT SHELLS	$23
7258114	SOURCE NS HDR IR-192	"$1,713"
7258113	SOURCE NS IODINE 125-EYE PLAQUE	$978
7256045	SOURCE NS IODINE 125-PROSTATE	$254
7256070	SOURCE NS PALLADIUM 103	$323
7256820	SOURCE STR IODINE-125	$280
7256825	SOURCE STR PALLADIUM-103	$344
6751448	SPYDS CHOLANGIOSCOPE DISP	"$10,940"
7252001	SRS TX DELIVERY MULTI-FRACTION	"$9,914"
7027139	SSA/RO SJOGRENS ANTIBODIES	$203
7027141	SSB/LA SJOGRENS ANTIBODIES	$203
6755444	STAPLE ENDO GIA LINEAR.	"$1,329"
6759641	STAPLE HEMOLOK XL	$198
6753463	STAPLE RELOAD ENDOCUTTER	$615
6753464	STAPLE RELOAD LINEAR	$587
6753465	STAPLER RELOAD TCR	$722
6753467	STAPLER SHEATH	$76
6500009	STARTER SNS	$20
10721099	STAYFIX PER TUBE FIXATOR	$40
6751099	STAYFIX PERC TUBE FIXATOR	$40
6751165	STENT COAT/COV W/DELV LVL I	"$5,007"
6751167	STENT COAT/COV W/DELV LVL III	"$9,539"
6751168	STENT COAT/COV W/DELV LVL IV	"$11,327"
10727973	STENT EA ADD OPEN/PERQ PLACE	"$9,190"
10727971	STENT EA ADD OPEN/PERQ PLACE UE	"$9,190"
6751181	STENT N/CORO TEMP W/DELV LVL I	$575
6751182	STENT N/CORO TEMP W/DELV LVL II	$836
6751184	STENT N/CORO TEMP W/DELV LVL IV	"$3,834"
6751175	STENT N/CORO TEMP WO DELV LVL I	$575
6751176	STENT N/CORO TEMP WO DELV LVL II	$836
6751171	STENT NON-COAT/COV W/DELV LVL I	"$3,445"
6751172	STENT NON-COAT/COV W/DELV LVL II	"$7,085"
6751174	STENT NON-COAT/COV W/DELV LVL IV	"$12,597"
10727426	STENT PLMT BILE DUC NEW WO CATH	"$14,712"
10727409	STENT PLMT BILE DUCT EXISTING	"$14,712"
10727412	STENT PLMT BILE DUCT NEW W CATH	"$14,712"
7110557	STENT PLMT CTR DIALYSIS SEG	$567
6756162	STENT PUSHER	$208
10727972	STENT SAME OPEN/PERQ PLACE	"$19,692"
10727970	STENT UE ARTERY 1ST VESS	"$19,692"
10723890	STEREO LOC 1ST LESION	"$1,660"
10723892	STEREO LOC ADD LESION	$721
6580467	STIMUPLEX NEEDLE(467)	$30
7272695	STRAPPING ANKLE AND/OR FOOT PT	$248
7027112	STREP SCREEN REFLEX TO CULTURE	$127
10720099	STRESS TEST PHARM	"$1,036"
7120106	STRESS TEST PHARMACO	"$1,036"
7120107	STRESS TEST TREADMILL	"$1,036"
6758910	STRYKER FEMORAL CAUAL BRUSH	$102
6753471	STRYKER PULSE LAVAGE	$394
6752407	STYLET INTUBATING	$123
7508013	SUBSTANCE ABUSE INTENSIVE OUTPT	$97
7022852	SUDAN BLACK B STAIN	$299
7361058	SURFACTANT ADMIN THRU ET TUBE	$118
6757746	SURGICAL HEMOSTAT APPL FLEXI TIP	$125
6751467	SURGICAL HEMOSTAT LEVEL I	$292
6751403	SURGICAL HEMOSTAT LEVEL II	$978
6751461	SURGICAL HEMOSTAT LEVEL III	"$3,259"
6751462	SURGICAL HEMOSTAT LEVEL IV	"$5,703"
6757287	SUTURE (SPEC. SIZE)	$28
6757283	SUTURE 2	$213
6753474	SUTURE 3	$148
6753475	SUTURE 4	$91
6757278	SUTURE 7278	$314
6757279	SUTURE 7279	$53
6607287	SUTURE 7287	$30
6750926	SUTURE ANCHOR BRIDGE	"$5,216"
6751525	SUTURE VASCULAR	$56
6750613	SUTURE V-LOC	$97
6751134	SUTURES - MULTIPACK	$142
6751133	SUTURE-SINGLE PACK	$32
10720190	SWALLOWING FUNCTION EVAL	"$1,236"
7271609	SWALLOWING VIDEO EVAL OT	$840
7273609	SWALLOWING VIDEO EVAL SP	$840
7173608	SWALLOWING/DYSPHAGIA EVAL SP	$840
6500012	SYMPHONY DOUBLE PUMP KIT	$80
7120142	SYNCOPE STUDY	"$1,895"
6587017	SYNTHETIC CANNABINIOD CONFIRM	$40
7022280	"SYPHILIS TEST, QUALITATIVE"	$103
6750588	SYSTEM FEMORAL COMPRESSION	$513
7025415	T3 REVERSE	$321
7025414	T3 TOTAL	$263
7028210	T3 UPTAKE	$221
7054000	T4 BIOPSY MUSCLE	$491
7028212	T4 THYROXINE	$221
6759461	TACKER RESORBABLE	"$2,926"
7026705	TACROLIMUS(PROGRAF) LEVEL	$396
6587012	TAPENTADOL LEVEL	$40
7021864	TARGETED GENOMIC SEQUENCE PANEL	"$2,392"
7025118	TB INTERFERON AG RESPONSE	$352
10722984	TC-99 CERETEC UP TO 25 MCI PR DSE	"$3,081"
10727912	TC-99 CHOLETEC DX UP TO 15 MCI	$269
10720195	TC-99 DEPREOTIDE UP TO 35 MCI	"$1,066"
10722978	TC-99 DMSA DX UP TO 10 MCI	$989
10727914	TC-99 DTPA DX UP TO 25 MCI	$294
10720196	TC-99 GLUCEPTATE UP TO 25 MCI	$445
10727915	TC-99 MAA DX UP TO 10 MCI	"$1,280"
10722989	TC-99 PERTECHNETATE PER MCI	$4
10727913	TC-99 PYROLITE DX UP TO 25 MCI	$314
10727916	TC-99 SULFURCOLLOID UP TO 20 MCI	$660
10720295	TC-99M APCITIDE UP TO 20 MCI	"$1,014"
10720251	TC-99M BICISATE UP TO 25 MCI	"$6,306"
10722979	TC-99M CEA SCAN UP TO 45 MCI	"$8,988"
10727974	TC99M DX AEROSOL UP TO 75MCI	$484
10727919	TC-99M HDP UP TO 30 MCI	$101
10727920	TC-99M MAG3 UP TO 15 MCI	$971
10722993	TC-99M MEDRONATE UP TO 30 MCI	$502
10720256	TC-99M SESTAMIBI PER STUDY DOSE	$705
10722968	TC-99M TEBOROXIME PER STY DOSE	$705
10727918	TC-99M ULTRATAG UP TO 30 MCI	$237
7257734	TELETHX ISODOSE PLAN CPLX	"$2,179"
10728469	TEMP BALLOON OCC H/NECK	"$11,059"
6750537	TEMP SENSING FOLEY	$145
6500015	TENDER CARE	$4
6754734	TENSION BANDS XCLOSE	"$8,123"
7026881	TESTOSTERONE FREE	$501
7025421	TESTOSTERONE TOTAL ADULT	$569
6522130	TFA F/U US-2ND FETUS	$851
6522044	TFA F/U US-SINGLE	"$1,086"
6522048	TFA OB U/S 2ND FETUS - NEW	"$1,122"
6522025	TFA OB U/S SINGLE - NEW	"$1,241"
10727867	THALLIUM TI0201 DX PER MCI	$87
7028215	THEOPHYLLINE(THEOPHYLLINE) LEVEL	$381
7341733	THER ACTIV/FUNCT TRAIN PER 15M OT	$214
7372734	THER ACTIV/FUNCT TRAIN PER 15M PT	$214
6781143	THER IV INFUSION ADTL HR	$218
6781145	THER IV INFUSION CONCURRENT	$218
6781142	THER IV INFUSION INIT UP TO 1 HR	$566
7380645	THERAPEUTIC APHERESIS/PLASMA	"$6,033"
7501340	THERAPEUTIC IM/SQ INJECTION	$144
7022408	THERAPEUTIC PHLEBOTOMY	$410
7022408	THERAPEUTIC PHLEBOTOMY	$417
6751413	THOPAZ SINGLE TUBING	$137
6020180	THORACENT W/O GUIDANCE	"$1,658"
10720200	THORACENTESIS BIL INCL IMG GUID	"$3,641"
10720177	THORACENTESIS UNI INC IMG GUID	"$2,019"
6020181	THORACENTESIS W/GUIDANCE	"$2,019"
10720546	THRMBLYS ART 1ST DAY	"$6,701"
10720548	THRMBLYS NON-COR SUBSQ DAY	"$6,701"
10720547	THRMBLYS VEN 1ST DAY	"$6,701"
10720549	THRMBLYS VENOUS SUBSQ DAY	"$6,700"
10728524	THROMB PERC VENOUS MECH	"$12,762"
10728525	THROMB PERC VENOUS MECH DAY2	"$12,762"
7022840	THROMBIN TIME	$79
3655281	THROMBOPLASTIN INHIBITION TISSUE	$512
7025461	THYROGLOBULIN TUMOR MARKER	$359
7021042	THYROID MICROSOMAL (TPO) AB	$69
7025424	THYROID STIMMULATING IMMUNOGLOB	$237
7025453	THYROPEROXIDASE (MICROSOMAL) AB	$246
10722966	TILMANOCEPT UP TO 0.5 MCI	$856
6757000	TIP ARTHROCARE COBLATION EVAC 71	"$1,028"
7026101	TISSUE CULT CHROMOSOME ANAL LYMPH	$988
7021710	TISSUE CULTURE NEOPLASTIC BLD BM	"$1,210"
7054375	TISSUE EXAM LEVEL I TECH	$171
7054376	TISSUE EXAM LEVEL II TECH	$282
7054377	TISSUE EXAM LEVEL III TECH	$383
7054378	TISSUE EXAM LEVEL IV TECH	$528
7054379	TISSUE EXAM LEVEL V TECH	$756
7054380	TISSUE EXAM LEVEL VI TECH	$910
10726548	TISSUE MARKER BREAST CLIP	$585
7028849	TITANIUM	$773
6750431	TLSO BRACE	"$5,613"
7028303	TOBRAMYCIN(NEBCIN) RANDOM	$357
7028579	TOBRAMYCIN(NEBCIN) TROUGH	$357
7021003	TOTAL IGA W/CELIAC EVAL	$175
7054426	TOUCH PREP LYMPH NODE EA ADDL	$163
7054425	TOUCH PREP LYMPH NODE FIRST SITE	$263
7026525	TOXOPLASMA IGG AB	$341
7026502	TOXOPLASMA IGM AB	$90
7028031	TOXOPLASMA QUANT PCR	"$1,341"
6750823	TR BAND	$129
7361022	TRACH TUBE	$288
7361196	TRACHEAL TUBE CANNULAE	$71
6750527	TRACTION BUCKS BOOT ADULT	$163
7372736	TRACTION MECHANICAL	$208
6992736	TRACTION MECHANICAL PT	$208
6587013	TRAMADOL LEVEL	$40
10720612	TRANSCRANIAL DOPPLER	"$1,318"
7120305	TRANSESOPHAGEAL ECHOCARDIOGRAM	"$2,299"
7022871	TRANSFERIN	$363
7956007	TRANSFUSION BLOOD/BLOOD PRODUCTS	"$2,010"
7021012	TRANSGLUTAMINASE ANTIBODIES	$120
6753497	TRANSPORT CANNULA	$362
6522145	TRANSVAGINAL SCAN - GYN ONLY	$740
6522146	TRANSVAGINAL SCAN-OB	"$1,053"
7020819	TREAT RBC CHEM	$359
7020818	TREAT RBC ENZYME	$87
7256016	TREATMENT DEVICES COMPLEX	"$2,247"
7257761	TREATMENT DEVICES SIMPLE	"$1,065"
10720542	TRG PT INJ(S) 1 OR 2 MUSCLES	"$1,549"
6580540	TRG PT INJ(S) 3 OR > MUSCLES	"$1,549"
7029178	TRIGLYCERIDES	$61
7025950	TRIGLYCERIDES BODY FLUID	$189
6755734	TRIPLE LUMEN	$552
6756182	TRIPLE LUMEN CATH MAHURKER 12X20	$715
6756181	TRIPLE LUMEN CATH MAHURKER 12X24	$715
7110559	TRLUML BALO ANGIOP 1ST ART	"$5,742"
7110561	TRLUML BALO ANGIOP 1ST VEIN	"$5,742"
7110560	TRLUML BALO ANGIOP ADDL ART	"$2,872"
7110562	TRLUML BALO ANGIOP ADDL VEIN	"$2,872"
6753503	TROCAR 355	$440
6753504	TROCAR 511-512-512X	$503
6758866	TROCAR 5MM 355 NS/LNS	$106
6754967	TROCAR APPLE 5 MM	$159
6753507	TROCAR SHORT TAUT	$110
6754902	TROCAR XCEL BLADELESS 12MM	$402
6754901	TROCAR XCEL BLADELESS 5MM	$302
6754903	TROCAR XCEL BLADELESS SLEEVE 12MM	$229
6754904	TROCAR XCEL BLADELESS SLEEVE 5MM	$175
7029514	TROPONIN	$261
6781007	TROPONIN I-STAT	$261
7028218	TSH	$350
7025130	T-SPOT TB TEST	$695
6753509	TUBE BAKER JEJUNOSTOMY	"$1,630"
6753510	TUBE EAR MYRINGOTOMY	$118
6753931	TUBE FEED DOBHOFF WEIGHTED 10 FR	$184
6755777	TUBE FEED NON WEIGHTED 10 FR	$79
6756729	TUBE FEED NON WEIGHTED 8 FR	$80
6757073	"TUBE FEEDING 8 FR X 15"""	$7
6751817	TUBE FEEDING GAST LOW-PRO	$355
6751948	TUBE GASTRIC CALIBRATION	$528
6750432	TUBE NG 10 FR	$167
6750433	TUBE NG 12 FR	$48
6751007	TUBE NG 14 FR	$48
6750434	TUBE NG 16 FR	$59
6750435	TUBE NG 18 FR	$59
6750948	TUBE PEG REPLACEMENT	$208
6757081	"TUBE, NEOSUMP VYGON"	$46
6757072	TUBING ENTERAL FEEDING	$30
6753512	TUBING FETAL DEMISE	$83
7054343	TUMOR PB DNA INDEX ONLY BLOCK	"$1,231"
6750925	TURBO VAC WAND	$887
6758763	TX 60	$586
7284636	TYMPANOGRAM	$123
7284651	TYMPANOMETRY & REFLEX THRESHOLD	$270
7850012	ULTRASOUND FOR PICC	$419
7341737	ULTRASOUND PER 15 MIN OT	$175
7372737	ULTRASOUND PER 15 MIN PT	$175
6026023	UMB ARTERY/VEIN CATHETERIZATION	"$1,670"
7054363	UNLISTED MOLECULAR PATH PROC	"$2,200"
10729099	UNLISTED PROC PELVIS/HIP JNT	$521
10721760	UNLISTED PROCEDURE LUNG	"$1,790"
7372729	UNNA BOOT PROCEDURE PT	$349
7021265	UREA NITROGEN URINE RANDOM	$180
10729180	URETER STENT NEW W/ CATH	"$8,014"
10729113	URETER STENT NEW WO CATH	"$8,014"
10729112	URETER STENT PRE-EXISTING	"$8,014"
6753517	URETERAL CATHETER-OPEN END	$45
10729182	URETERAL EMBOLIZ/ OCCL	"$2,500"
7028747	URIC ACID SERUM	$61
7022981	URINALYSIS SCREEN	$148
7025953	URINE CALCIUM RANDOM	$189
6783095	URINE DRUG SCREEN INSTR ASST	$107
7161101	UROFLOWMETRY W/RESIDUAL	$877
10720263	US AAA SCREEN	$350
10728308	US ABDOMEN COMPLETE	"$1,260"
10726100	US ABDOMEN LIMITED	"$1,036"
10727469	US BIOPHYSICAL PROFILE	"$1,018"
10726201	US BRAIN	"$1,062"
10726296	US BREAST BILATERAL COMPLETE	"$1,498"
10726297	US BREAST BILATERAL LIMITED	"$1,198"
10726293	US BREAST UNILATERAL COMPLETE	$998
10726294	US BREAST UNILATERAL LIMITED	$799
10726282	US CHEST	$688
10722114	US DETAILED OB US EA ADDL FETUS	"$1,009"
10722040	US DETAILED OB US-SINGLE	"$1,355"
10721993	US ECHO GUIDANCE PERICARDIOCENTE	$925
10726156	US EXTREMITY NONVASC COMP BI	$944
10726155	US EXTREMITY NONVASC COMP UNI	$967
10726192	US EXTREMITY NONVASC LIMITED BI	$657
