Item, Amount 
"ARIPiprazole ER 400 mg suspension, extended rel.intramuscular syringe"," 5,586.73 "
ARITCULAR FLEX FIXED," 1,720.00 "
ARM LEFT TELESCOPING, 206.00 
ARM RIGHT TELESCOPING, 206.00 
"ARSENIC, BLOOD", 66.00 
"ARSENIC, URINE", 66.00 
ART BLD GAS ANALYS, 21.00 
ARTERIAL LINE INSERTION, 785.00 
ARTERIAL PUNCTURE, 40.00 
ARTHROCENTESIS MAJOR JOINT, 310.00 
ARTHROGRAM ANKLE S&I, 794.00 
ARTHROGRAM HIP S&I, 397.00 
ARTHROGRAM SHOULDER S&I, 794.00 
ARTHROGRAM WRIST S&I, 397.00 
artificial tears (hypromellose) 0.5 % eye drops, 93.06 
ascorbic acid (vitamin C) 500 mg tablet, 2.00 
ASP/SUCTION NASOTRACHEAL, 234.00 
ASPERGILLUS AB BY ID, 49.00 
"aspirin 25 mg-dipyridamole 200 mg capsule,ext.release 12 hr multiphase", 31.33 
aspirin 300 mg rectal suppository, 4.37 
aspirin 325 mg tablet, 2.00 
"aspirin 325 mg tablet,delayed release", 2.00 
aspirin 81 mg chewable tablet, 2.00 
"aspirin 81 mg tablet,delayed release", 2.00 
ASR ACT IMPLANT 64," 17,876.00 "
ASSEMBLY DRIVER 1.5MM, 206.00 
ASSEMBLY HARMONIC ACE 8MM," 1,498.75 "
ASSY DRAPE HOSE., 398.75 
AST SGOT, 59.00 
atenolol 100 mg tablet, 2.00 
atenolol 25 mg tab, 2.45 
atenolol 25 mg tablet, 2.40 
atomoxetine 25 mg capsule, 18.03 
atomoxetine 40 mg capsule, 12.89 
atorvastatin 10 mg Tab, 6.75 
atorvastatin 10 mg tablet, 2.00 
atorvastatin 20 mg tablet, 2.00 
atorvastatin 40 mg tablet, 19.27 
atorvastatin 80 mg tablet, 2.02 
atropine 0.1 mg/mL injection syringe, 27.95 
atropine 1 % eye drops, 59.79 
atropine 1 mg/mL injection solution, 10.00 
"ATROPINE SULFATE, 0.01MG", 1.05 
AUGMENT BLOCK DIST SZ D 10MM," 1,010.00 "
AUGMENT FEM DIST PFC  SZ 2 12M," 2,751.00 "
AUGMENT FEM DISTAL SZ 5 5MM LF," 2,751.00 "
AUGMENT FEM DISTAL SZ 5 5MM RT," 2,751.00 "
AUGMENT FEM POST PFC  SZ 2 4 M," 2,751.00 "
AUGMENT FEM POST SZ 5 5MM," 2,751.00 "
AUGMENT TIB RT MEDIA/LFT LAT S," 2,751.00 "
AUGMENTS DISTAL," 1,010.00 "
AUTOINJECTOR PMA, 550.00 
AVAMAX COAXIL BONE BIOPSY, 275.00 
AVAMAX UNIVERSAL PROC TRAY," 1,720.00 "
AVULSION NAIL PLATE SINGLE, 156.00 
AWL BONE ENTRY 8 MM, 616.00 
AXLE DISTAL FEMORAL GLOBAL," 2,751.00 "
AXLE OSS," 1,010.00 "
azaTHIOprine 50 mg tablet, 4.24 
azelastine 137 mcg (0.1 %) nasal spray aerosol, 315.63 
azithromycin 100 mg/5 mL oral suspension, 104.63 
azithromycin 100 mg/5 mL oral susr, 6.98 
azithromycin 200 mg/5 mL oral suspension, 55.81 
azithromycin 250 mg tablet, 31.70 
azithromycin 500 mg intravenous solution, 37.49 
azithromycin 500 mg IV Solution, 202.43 
aztreonam 1 gram Solution for Injection, 124.40 
aztreonam 2 gram solution for injection, 215.48 
"B. PERTUSSIS AB, IGG, S - RL", 100.00 
BABCOCK ENDO 5MM, 186.18 
"bacitracin 50,000 unit intramuscular solution", 36.16 
bacitracin zinc 500 unit/gram topical ointment, 20.68 
baclofen 10 mg Tab, 7.41 
baclofen 10 mg tablet, 2.57 
BAG 5CM SILO VNTRL WALL DEFECT, 620.00 
BAG 7CM SILO VNTRL WALL DEFECT, 620.00 
BAG RETRIVAL 15ML, 328.63 
BAG SPEC RETRV ENDO 4X6IN DISP, 184.22 
BAG TISS RETRV MONARCH 10MM, 96.25 
BAG TISSUE RETRIEVAL 12/15MM, 275.00 
BAG TISSUE RETRIEVAL 225ML, 158.13 
BAG TISSUE RETRIEVAL 5MM, 96.25 
BAG ZIP CLOSURE CLR 12X15 2MIL, 0.17 
BAHA BP100 SOFT BLACK," 8,112.50 "
balanced salt solution combination no.2 intraocular irrigation, 87.00 
BALDE SAW SGTTL 4.72X25.4X1.27, 60.50 
BALL PIN / K-WIRE 3/8 D .062, 17.41 
BALL PIN/K-WIRE 3/8 D 035 BLUE, 17.41 
BALL PIN/K-WIRE 3/8 D 045 YEL, 17.41 
BALLOON AGIL .018 10X40 135CM, 206.00 
BALLOON AGIL .018 4X30 135CM, 206.00 
BALLOON AGIL .018 4X40 135CM, 206.00 
BALLOON AGIL .018 5X30 135CM, 206.00 
BALLOON AGIL .018 5X30 80CM, 206.00 
BALLOON AGIL .018 7X30 135CM, 206.00 
BALLOON AGIL .018 7X40 135CM, 206.00 
BALLOON AGIL .018 9X40 135CM, 206.00 
BALLOON BLUE MAX 20 7MM, 206.00 
BALLOON CATH BMQ 8-3/5-8-75, 206.00 
BALLOON CATH DIL ENDO 18-20X5., 206.00 
BALLOON DILATOR CRE 12-15MM, 620.00 
BALLOON ESOPHAGEAL 10MM VECTOR, 206.00 
BALLOON ESOPHAGEAL 12MM TTS, 206.00 
BALLOON ESOPHAGEAL 12MM VECTOR, 206.00 
BALLOON FOX  SV 5 X 30 X 150, 620.00 
BALLOON FOX SV 3  X 60 X 150, 620.00 
BALLOON FOX SV 4 X 40 X 150, 620.00 
BALLOON FOX SV 5 X 100 X 150, 620.00 
BALLOON FOX SV 5 X 20 X 150, 620.00 
BALLOON FOX SV 5 X 40 X 150, 620.00 
BALLOON FOX SV 6 X 120 X 150, 620.00 
BALLOON FOX SV 6 X 80 X 150, 620.00 
BALLOON STERLING OTW 5X20X135, 620.00 
BAND ANNULOPLASTY MITRAL 35MM," 3,918.75 "
BAND ANNULOPLASTY MITRAL 37MM," 3,918.75 "
BAND CIRCLING 2.0MM, 28.60 
BAND CIRCLING 4.0MM, 39.05 
BAND DURAN ANCORE 31MM CHORDAL," 3,231.25 "
BAND DURAN ANCORE FLEX 27MM," 3,231.25 "
BAND ELECTRD F/30 DEG TELSCP," 1,023.66 "
BAND GASTRIC REPLACEMENT," 2,062.50 "
BAND MATRIXMAND 1MM THICK 3X3H," 1,010.00 "
BAND OPHTH. 2.5MM CIRCLING, 33.00 
BAND SIM FLEX 31MM," 3,918.75 "
BANDAGE OASIS ULTRA 5X7 MESHED, 840.51 
BAR ANTERIOR CROSS 160-180MM," 2,751.00 "
BAR PECTUS LORENZ 12X30.5IN," 4,470.00 "
BAR SUPPORT LORENZ PECTUS 11IN," 4,470.00 "
"BARBITURATES CONFIRM, UR", 44.00 
"BARBITURATES CONFIRMATION, MECONIUM", 78.00 
BARD PORT, 620.00 
"barium sulfate 2.1 % (w/v), 2.0 % (w/w) oral suspension", 15.53 
BARRIER ADH BIODFENCE 2X3CM," 3,454.80 "
BARRIER ADH BIODFENCE G3 4X8," 10,376.96 "
BARRIER ADH RESRB DRYFLEX 4X4," 4,843.80 "
BARRIER BIODFENCE G3 4X4CM," 5,559.26 "
BARRIER INTERCEED 3X4 ST DIS, 620.00 
BARRIER SEPRAFILM 4-SECTION, 620.00 
BARRIER SEPRAFILM ADHESION," 1,720.00 "
BARRIER TISSUE ADHESION 2X3CM," 3,454.80 "
"BARTONELLA AB, IGG", 52.16 
"BARTONELLA AB, IGM", 52.16 
"BARTONELLA PCR, BLOOD", 145.00 
BASE TIB FB ATTUNE SZ3 CEM," 4,470.00 "
BASEPLATE ATTUNE TIB FB 4 CEM," 4,470.00 "
BASEPLATE ATTUNE TIB FB 6 CEM," 4,470.00 "
BASEPLATE GEN II TIBIAL SZ4 LT," 2,751.00 "
BASEPLATE GEN II TIBIAL SZ6 LT," 2,751.00 "
BASEPLATE GLEN EQUINOXE 10DEG," 4,470.00 "
BASEPLATE GLEN REV SHOULDER 28," 4,470.00 "
BASEPLATE GLENOID 25X15MM," 4,470.00 "
BASEPLATE GLENOID REUNION 28MM," 4,470.00 "
BASEPLATE GLENOID REV RSP P2," 2,751.00 "
BASEPLATE GLENOID RSP 32MM," 2,751.00 "
BASEPLATE GLENOID RVS 25MM," 4,470.00 "
BASEPLATE HUMERAL CNTR 1.5MM," 4,470.00 "
BASEPLATE HUMERAL CNTR REV TY," 4,470.00 "
BASEPLATE REV SHOULDER 15MM," 4,470.00 "
BASEPLATE SZ 3 TRI TS IMPLANT," 4,470.00 "
BASEPLATE TIB AP CEM LOG 2F/1T," 4,470.00 "
BASEPLATE TIB CEM EVOLT SZ 3 R," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 2," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 3," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 4," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 6," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 7," 2,751.00 "
BASEPLATE TIB CEM PRIM SZ 8," 2,751.00 "
BASEPLATE TIB EMPOWR SZ7 NP R," 2,751.00 "
BASEPLATE TIB EVOLTN SZ 4 L," 2,751.00 "
BASEPLATE TIB EVOLTN SZ 5 R," 2,751.00 "
BASEPLATE TIB EVOLTN SZ 6 R," 2,751.00 "
BASEPLATE TIB FIN EMPOWR SZ6 R," 2,751.00 "
BASEPLATE TIB GEN II SZ 6 RT," 2,751.00 "
BASEPLATE TIB GENESIS II SZ 6," 2,751.00 "
BASEPLATE TIB MB CEM REV SZ3," 9,626.00 "
BASEPLATE TIB PSN CEM SZ C 5 R," 2,751.00 "
BASEPLATE TIB STEM CEM 5DEG RT," 2,751.00 "
BASEPLATE TIB SZ 3 L EVOLUTION," 2,751.00 "
BASEPLATE TIB SZ F 5 DEG LEFT," 2,751.00 "
BASEPLATE TIB SZ H 5 DEG RIGHT," 2,751.00 "
BASEPLATE TIB TOTAL STAB SZ 5," 4,470.00 "
BASEPLATE TIB TS TRIATHALON #3," 4,470.00 "
BASEPLATE TIB TY INBONE SZ 3," 4,470.00 "
BASEPLATE TIBIAL  2.5F 1.5T," 4,470.00 "
BASEPLATE TIBIAL CEM 2.5F/2.5T," 4,470.00 "
BASEPLATE TIBIAL CEM 2F/2T CEM," 4,470.00 "
BASEPLATE TIBIAL CEM MOD SZ 2," 2,751.00 "
BASEPLATE TIBIAL CEM SZ 1," 2,751.00 "
BASEPLATE TIBIAL CEM SZ 3 LEFT," 2,751.00 "
BASEPLATE TIBIAL CEM SZ 4 LEFT," 2,751.00 "
BASEPLATE TIBIAL CEM SZ 5," 4,470.00 "
BASEPLATE TIBIAL CEM SZ 6," 4,470.00 "
BASEPLATE TIBIAL CEM SZ 7," 4,470.00 "
BASEPLATE TIBIAL CEM SZ5 RIGHT," 2,751.00 "
BASEPLATE TIBIAL GENESIS II," 2,751.00 "
BASEPLATE TIBIAL GENESIS SZ4," 2,751.00 "
BASEPLATE TIBIAL LEGION SZ3 RT," 4,470.00 "
BASEPLATE TIBIAL LOGIC 1F/2T," 4,470.00 "
BASEPLATE TIBIAL LOGIC 3F/3T," 4,470.00 "
BASEPLATE TIBIAL LOGIC 4F/4T," 4,470.00 "
BASEPLATE TIBIAL MOD SZ 5," 6,876.00 "
BASEPLATE TIBIAL OSS 75MM," 9,626.00 "
BASEPLATE TIBIAL RP ATTUNE SZ8," 4,470.00 "
BASEPLATE TIBIAL RP SZ 5," 4,470.00 "
BASEPLATE TIBIAL RP SZ 7," 4,470.00 "
BASEPLATE TIBIAL SZ 4 15MM," 17,876.00 "
BASEPLATE TIBIAL TOTAL STAB SZ," 4,470.00 "
BASEPLATE TIBIAL TRIATHLON SZ," 4,470.00 "
BASEPLATE TIBIAL TRIATHLON SZ6," 4,470.00 "
BASEPLATE TRIATHLON TS SZ2," 4,470.00 "
BASEPLATE TRIATHLON TS SZ4," 4,470.00 "
BASEPLT TIBIAL RP SZ 4," 4,470.00 "
BASIC METABOLIC PANEL(8 TESTS), 128.00 
BASKET 7MM STONE CONE," 1,134.84 "
BASKET BILI STNE 1.5MMX3180CM, 725.12 
BASKET ENDO LARGE, 272.09 
BASKET EXT 4WIRE 7FR 2 LUMEN, 418.00 
BASKET EXTRACTION, 822.25 
BASKET EXTRACTOR SOFT STONE, 662.75 
BASKET GEMINI HELICAL 330-116, 872.05 
BASKET GENESIS 16 1/2X10 1/2 3, 221.27 
BASKET LTIHOTRIPTOR 30MM ROTAT, 865.12 
BASKET MEMORY SOFT, 662.75 
BASKET MINI, 167.81 
BASKET N-GAGE 2.2 FR/115CM, 533.50 
BASKET PERC N CIRCLE, 302.97 
BASKET PUNCH BIG BITE 2.7MM SM," 1,890.30 "
BASKET REAMER ACETABULAR 062MM, 713.05 
BASKET RET WG 2.0CM, 725.12 
BASKET RET WG 3.0CM, 725.12 
BASKET RETRIEVAL 195CM 3.7MM, 569.17 
BASKET RETRIEVAL 195CM 3.8MM, 569.17 
BASKET RETRIEVAL DAKOTA 11X120, 577.50 
BASKET RETRIEVAL DAKOTA 8X120, 577.50 
BASKET RETRIEVAL HARD WIRE 22M," 1,220.12 "
BASKET SOFT MEMORY 2X4, 662.75 
BASKET STN RET 11MM 2.4F 120CM, 872.05 
BASKET STN RET 4 WR 2.3, 145.75 
BASKET STN RET HLCL 3F, 872.05 
BASKET STN RET HLCL 4F, 872.05 
BASKET STN RET HM O TP 4W2.4F, 872.05 
BASKET STNE RTRVL HLC 3F 4WR O, 434.50 
BASKET STONE 4WIRE 2.8FR 115CM, 434.50 
BASKET STONE ATLAS 4WR 3.2FX11, 434.50 
BASKET STONE RETRIEV 3F 120CML, 872.05 
BASKET STONE RETRIEV 4F 120CML, 872.05 
BASKET STONE RETRIEVAL," 1,045.25 "
BASKET STONE RETRIEVAL 4 WIRE, 872.05 
BASKET STONE RETRIEVAL XCATCH, 453.75 
BASKET STONE RETRV 1.9FRX120CM, 958.65 
BASKET STONE RETRV 2.4X12X120, 940.72 
BASKET STONE RTRVL 3.1F OTIP 1, 478.50 
BASKET TRAPEZOID 2.5, 725.12 
BATTERY F/BATT PK CMF DRV STER, 645.59 
BATTERY PACK MINI QUICK DRIVER, 226.77 
"BCR/ABL 1 FISH PROBE, EACH", 107.00 
BCR/ABL P210 RNA QUANT, 218.00 
BEAMPATH ROBOTIC FIBER," 3,300.00 "
BEARING 16MM," 2,751.00 "
BEARING SM RT KNEE PHS3 OXFORD," 1,720.00 "
BEARING TIBIAL 12MM," 2,751.00 "
BEARING TIBIAL MENISCAL 3MM," 1,720.00 "
BEARING TIBIAL MENISCAL 4MM," 1,720.00 "
BEARING TIBIAL SZ 8 11MM," 2,751.00 "
beclomethasone dipropionate 40 mcg/actuation aerosol inhaler, 62.01 
belatacept 250 mg intravenous solution," 3,406.39 "
belladonna alkaloids-opium 16.2 mg-60 mg rectal suppository, 100.36 
benazepril 10 mg tablet, 2.43 
benazepril 5 mg tablet, 3.15 
benzocaine 20 % mucosal paste, 14.89 
benzocaine 20 % mucosal spray, 43.77 
"BENZODIAZEPINES CONFIRM, UR", 69.00 
"BENZODIAZEPINES CONFIRMATION, MECONIUM", 98.00 
benzoin (bulk) topical tincture, 37.80 
benzoin-aloe vera-storax-tolu balsam 10 %-2 %-8 %-4 % topical tincture, 16.01 
benzonatate 100 mg capsule, 6.18 
benztropine 0.5 mg tablet, 2.80 
benztropine 2 mg tablet, 2.00 
benztropine 2 mg/2 mL injection solution, 202.75 
"BETA 2 MICROGLOBULIN, CSF", 125.00 
BETA HYDROXYBUTYRATE, 50.00 
BETA LACTAMASE ENZYME DETECT., 18.63 
"BETA-2 GLYCOPROTEIN, EACH", 67.00 
betamethasone acetate and sodium phos 6 mg/mL suspension for injection, 151.56 
betamethasone valerate 0.1 % topical cream, 83.93 
"betamethasone, augmented 0.05 % topical cream", 251.06 
"betaxolol 0.25 % eye drops,suspension", 7.45 
betaxolol 0.5 % eye drops, 194.52 
bethanechol chloride 25 mg tablet, 2.00 
bicalutamide 50 mg tablet, 58.90 
"BICARBONATE, URINE", 63.00 
BILATERAL NEXFRAME KIT," 2,337.50 "
"BILE ACIDS, TOTAL", 69.42 
"BILIRUBIN, DIRECT", 42.00 
"BILIRUBIN, TOTAL", 42.00 
bimatoprost 0.01 % eye drops, 17.27 
BINDER ABDOMINAL, 45.00 
BIO ARC BLADDER CONTROL," 3,575.00 "
BIO INTRAFIX SCREW 6-8MM X 30, 620.00 
BIO INTRAFIX SHEATH SMALL 30MM, 620.00 
BIO STATAK, 206.00 
BIO-COMPRESSION SCREW 3.0 X 18," 1,010.00 "
BIOENVELOPE L 5 PACK," 2,653.75 "
BIOENVELOPE L 8X6.9CM SGL PK," 2,695.00 "
BIOENVELOPE M 5 PACK," 2,653.75 "
BIOENVELOPE M SINGLE PACK," 2,695.00 "
BIOENVELOPE S 5 PACK," 2,653.75 "
BIOENVELOPE S SINGLE PACK," 2,695.00 "
BIOENVELOPE XL 5 PACK," 2,653.75 "
BIOENVELOPE XL SINGLE PACK," 2,695.00 "
BIOENVELOPE XXL 5 PACK," 3,643.75 "
BIOENVELOPE XXL SINGLE PACK," 3,781.25 "
BIOGLUE 10ML," 2,549.25 "
BIOPATCH, 15.00 
BIOPSY BONE KIT 13 GA, 176.03 
BIOPSY CLIP SUPPLY, 258.00 
BIOPSY OF SKIN LESION, 230.00 
"BIOPSY OF SKIN, SUBCUT EACH SEPERATE/ADDITIONAL LESION", 200.00 
BIOPSY OF UTERUS LINING, 180.00 
BIO-SUT FT 5.5MMX15MM W/2#2 FW, 620.00 
BIO-SUT TAK 3.0MM W/2 #2 TT, 206.00 
BIO-SUTURE TAK 3.0MM W/2 FIBER, 620.00 
BIOTIN (VITAMIN B7), 120.00 
BIPAP/CPAP DAILY, 30.00 
BIRTH CONTROL ESSURE PERMANENT," 4,812.50 "
bisacodyl 10 mg rectal suppository, 2.00 
"bisacodyl 5 mg tablet,delayed release", 2.00 
bisoprolol 10 mg-hydrochlorothiazide 6.25 mg tablet, 3.41 
bisoprolol 2.5 mg-hydrochlorothiazide 6.25 mg tablet, 3.40 
bisoprolol 5 mg-hydrochlorothiazide 6.25 mg tablet, 3.40 
bisoprolol fumarate 5 mg oral tab, 4.21 
bisoprolol fumarate 5 mg tablet, 2.10 
BIT 14MM DRILL, 206.25 
BIT BIOCORK SWIVELOCK 5.5MM, 206.00 
BIT BRILL 2.5, 299.48 
BIT DRILL, 459.80 
BIT DRILL .76 X 12MM., 364.51 
BIT DRILL 0.76MM 10MM STOP., 364.51 
BIT DRILL 0.76MM D 6MM STOP., 364.51 
BIT DRILL 0.76MM D 8MM STOP., 364.51 
BIT DRILL 1.0 X 4MM, 435.99 
BIT DRILL 1.0 X 6MM, 435.99 
BIT DRILL 1.0MM 60MM J-LATCH N, 226.88 
BIT DRILL 1.0MM X 60MM., 183.01 
BIT DRILL 1.1 X 12., 435.99 
BIT DRILL 1.1MM DIA 55MM., 183.01 
BIT DRILL 1.1MM MINIQWIK FAST, 115.50 
BIT DRILL 1.3MM X 55MM., 183.01 
BIT DRILL 1.4X27MM END, 206.00 
BIT DRILL 1.5MM, 477.90 
BIT DRILL 1.5MM D 65MM/50MM, 183.01 
BIT DRILL 1.5MM STRAIGHT, 74.44 
BIT DRILL 1.7 CANNULATED STERI, 577.61 
BIT DRILL 1.7MM CANNULATED, 440.00 
BIT DRILL 1.8MM, 296.04 
BIT DRILL 1.8MM 90MM J-LATCH N, 178.48 
BIT DRILL 10MM STR," 1,009.25 "
BIT DRILL 10X229 CANN SENTINEL, 541.01 
BIT DRILL 11/64 X 5, 52.25 
BIT DRILL 13MM, 551.10 
BIT DRILL 1500MM, 453.75 
BIT DRILL 16MM STOP QC 2MM, 206.25 
BIT DRILL 2 - 2.4 MM QUICK REL, 701.25 
BIT DRILL 2 X 24 MM, 401.50 
BIT DRILL 2.0, 201.16 
BIT DRILL 2.0 MM, 217.25 
BIT DRILL 2.0., 190.58 
BIT DRILL 2.0MM, 327.16 
BIT DRILL 2.0MM CANNULATED, 440.00 
BIT DRILL 2.0MM CMP FT CALIB, 536.25 
BIT DRILL 2.0MM D 65MM/50MM., 183.01 
BIT DRILL 2.0MM D DEPTH 110MM, 366.03 
BIT DRILL 2.0MMX40MM, 389.81 
BIT DRILL 2.1 CANNULATED SINGL, 555.53 
BIT DRILL 2.2MM CANNULATED, 440.00 
BIT DRILL 2.2MM CMP FT CALIB, 536.25 
BIT DRILL 2.4MM, 206.25 
BIT DRILL 2.4MM 80MM QC NS, 178.48 
BIT DRILL 2.4MM 90MM J-LATCH N, 178.48 
BIT DRILL 2.4MM GRYPHON, 456.50 
BIT DRILL 2.5, 511.00 
BIT DRILL 2.5 LAPIDUS, 401.50 
BIT DRILL 2.5MM, 342.57 
BIT DRILL 2.5MM CALIBRATED, 332.44 
BIT DRILL 2.5MM CANNULATED, 440.00 
BIT DRILL 2.5MM STRAIGHT, 74.44 
BIT DRILL 2.5X180MM GOLD STRL, 322.16 
BIT DRILL 2.6MM, 271.59 
BIT DRILL 2.7 MM TITANIUM F/HI, 198.00 
BIT DRILL 2.7.," 1,090.51 "
BIT DRILL 2.75MM .066 CANNU, 962.50 
BIT DRILL 2.7MM, 284.35 
BIT DRILL 2.7MM BONE FIXATION, 72.85 
BIT DRILL 2.7MM DIA 100/75MM, 178.48 
BIT DRILL 2.7MM STRAIGHT, 74.44 
BIT DRILL 2.7MM W/QUICK, 194.70 
BIT DRILL 2.8, 222.34 
BIT DRILL 2.8 MM, 517.00 
BIT DRILL 2.8 W/QC PERCU 200MM, 425.01 
BIT DRILL 2.8MM DIA, 162.25 
BIT DRILL 2.8MM W/DEPTH MARKS, 302.50 
BIT DRILL 2.9, 264.00 
BIT DRILL 20MM BONE FIXATION, 72.85 
BIT DRILL 2MM W/DEPTH MARKING, 302.50 
BIT DRILL 2MM X 3.2MM KIT, 667.01 
BIT DRILL 3 FLUTE OC 4X260MM, 496.10 
BIT DRILL 3 FLUTE QC 2.5X230MM, 458.29 
BIT DRILL 3 FLUTE QC 4X195MM, 482.49 
BIT DRILL 3 X 14MM, 206.25 
BIT DRILL 3.0/4.0MM CANNULATED, 618.75 
BIT DRILL 3.0MM STERILE," 3,737.25 "
BIT DRILL 3.1 X 229 MM, 257.10 
BIT DRILL 3.1MM, 158.21 
BIT DRILL 3.2, 175.45 
BIT DRILL 3.2MM, 338.80 
BIT DRILL 3.2MM 3 FLUTD 145MM, 415.94 
BIT DRILL 3.2MM CANNULATED, 981.55 
BIT DRILL 3.2MM X 230MM, 567.19 
BIT DRILL 3.3X195MM QCK COUP, 271.15 
BIT DRILL 3.3X25MM SS STR, 185.63 
BIT DRILL 3.5, 192.79 
BIT DRILL 3.5 X 130MM STERILE, 347.08 
BIT DRILL 3.5MM, 203.00 
BIT DRILL 3.5MM 110MM STERILE, 311.58 
BIT DRILL 3.5MM SCREW, 137.50 
BIT DRILL 3.5MM SHORT QUICK, 224.40 
BIT DRILL 3.5MM X 5, 162.25 
BIT DRILL 3.8MM TROCHANT VERS, 717.75 
BIT DRILL 331MM, 531.80 
BIT DRILL 3FLUT BRD PNT 3.2 15, 633.74 
BIT DRILL 3FLUTE 3.2X330 SS ST, 704.83 
BIT DRILL 3FLUTE 4.2X330 SS ST, 704.83 
BIT DRILL 3FLUTE 5X330 SS STER, 704.83 
BIT DRILL 3MM DISP, 71.50 
BIT DRILL 4.0 LONG, 468.60 
BIT DRILL 4.0MM, 249.84 
BIT DRILL 4.0MM DIA 195MM/170, 361.49 
BIT DRILL 4.2 LONG, 355.00 
BIT DRILL 4.2 SHORT, 355.00 
BIT DRILL 4.2MM 3 FLUTD 145MM, 415.94 
BIT DRILL 4.2MM X 130MM, 355.00 
BIT DRILL 4.3, 347.08 
BIT DRILL 4.3MM, 860.61 
BIT DRILL 4.3MM COMPRESS, 440.00 
BIT DRILL 4.4MMX12.7CM, 74.44 
BIT DRILL 4.5MM," 1,069.34 "
BIT DRILL 4.5MM DIA 145/120MM, 175.45 
BIT DRILL 4.5MM X 130MM, 173.94 
BIT DRILL 4MM STOP 3.0MM, 440.00 
BIT DRILL 50MM AO SHAFT 2X122M, 306.85 
BIT DRILL 6.4MM 1/4X5 CC N/S, 172.78 
BIT DRILL 6MM DISP STERILE, 321.75 
BIT DRILL 6MM STOP TPS MED 1MM, 151.25 
BIT DRILL 70MM AO SHFT 2.6X122, 321.89 
BIT DRILL 9/64 X 5, 35.75 
BIT DRILL ACE REFLCT 35MM SS S, 395.78 
BIT DRILL ACET 3.2X20MM SS QUI, 220.00 
BIT DRILL ACET 3.2X30MM SS QUI, 220.00 
BIT DRILL ACL TIGHTROPE 4MM, 206.00 
BIT DRILL ACUTRAK 2 4.7MM, 792.00 
BIT DRILL ACUTRAK 2 4.7MM LONG, 792.00 
BIT DRILL ACUTRAK 2 LONG 5.5 M, 792.00 
BIT DRILL ACUTRAK 2 LONG MICRO, 610.50 
BIT DRILL ACUTRAK 2 MINI, 547.25 
BIT DRILL ACUTRAK 5.5MM LONG, 627.00 
BIT DRILL ACUTRAK LONG 7.5MM, 792.00 
BIT DRILL AEQUALIS 3MM, 346.50 
BIT DRILL ANCHOR 2.9, 429.00 
BIT DRILL ANKLE FRACTURE 2.7MM, 233.75 
BIT DRILL ANTI ROTATION NOTCH, 354.75 
BIT DRILL AO 1.9X105X41MM SS, 258.78 
BIT DRILL AO 2.6X135MM SCALED, 371.14 
BIT DRILL AO 2X135MM SCALED, 371.14 
BIT DRILL AO 3.5X122MM, 371.14 
BIT DRILL AO 3.5X230MM STERILE, 347.08 
BIT DRILL AO 4.5 MM, 462.00 
BIT DRILL AO 5.0X230MM STERILE, 347.08 
BIT DRILL AO QC 2.2X135MM, 479.99 
BIT DRILL AO SPEEDGUIDE 2X135M, 616.00 
BIT DRILL ASNIS III 3.2X300MM, 278.00 
BIT DRILL ASNIS III CANN 6.5MM, 974.24 
BIT DRILL AT2 5.5, 792.00 
BIT DRILL BADGER 10MM ST DISP, 412.50 
BIT DRILL BB TAK DISPOSABLE, 137.50 
BIT DRILL BI-DRV 3.2 DIA 125MM, 229.76 
BIT DRILL BIT 3.2, 137.50 
BIT DRILL BIT 6.0, 671.00 
BIT DRILL BN GAMMA 3 4.2MM DIA, 355.00 
BIT DRILL BONE FLEX Y KNOT 1.3, 164.81 
BIT DRILL BONE GRAFT 6 MM STER," 1,009.25 "
BIT DRILL BONE MINI 18MM LONG, 607.75 
BIT DRILL BONE QC 3.5X195MM SS, 322.16 
BIT DRILL BRD PNT 4.0 150/120, 633.74 
BIT DRILL CALIB 4.0MM GREEN, 310.75 
BIT DRILL CALIB CANN 2.5 MM, 233.75 
BIT DRILL CALIB QC 2.5X230MM, 579.29 
BIT DRILL CALIB QUIK REL 2.3, 253.00 
BIT DRILL CALIB STOP 2.8X225, 297.96 
BIT DRILL CALIBRATED 2.5MM, 328.78 
BIT DRILL CALIBRATED 2.5X225MM, 297.96 
BIT DRILL CALIBRATED 2.7 MM, 286.00 
BIT DRILL CALIBRATED 3.5MM QC, 254.10 
BIT DRILL CALIBRATED 3.8 MM, 334.95 
BIT DRILL CALIBRATED 3MM, 536.25 
BIT DRILL CALIBRATED 4.3MM, 494.45 
BIT DRILL CANN 2.0MM/2.4MM, 654.50 
BIT DRILL CANN 2.5MM, 481.25 
BIT DRILL CANN 3.2 MM, 440.00 
BIT DRILL CANN 3.2MM, 986.15 
BIT DRILL CANN 3.5MM," 2,772.00 "
BIT DRILL CANN 4.5MM STRL, 993.71 
BIT DRILL CANN 4.9MM LG AO, 800.80 
BIT DRILL CANN 4MM SS, 536.25 
BIT DRILL CANN 8MM SS, 462.00 
BIT DRILL CANN AC REPAIR 2.4, 756.25 
BIT DRILL CANN BADGER 5X229, 412.50 
