,CODE,NAME,LAKELAND,LAKELAND INPATIENT LABS,LAKELAND OUTPATIENT LABS,LAKELAND BLOOD BANK,LAKELAND REFERENCE LAB,LAKELAND RESPIRATORY THERAPY LAB,WATERVLIET,WATERVLIET INPATIENT LABS,WATERVLIET OUTPATIENT LABS,WATERVLIET BLOOD BANK
,HC3010082,HC ALBUMIN FLUID,,$38.99 ,$26.40 ,,,,,$38.99 ,$26.40 ,
,HC3010083,HC MICROALBUMIN 24HR URI,,$68.43 ,$68.43 ,,,,,$64.71 ,$64.71 ,
,HC3010084,HC MICROALBUMIN RANDOM,,$68.43 ,$68.43 ,,,,,$117.90 ,$117.90 ,
,HC3010085,HC ALCOHOL SERUM,,$117.32 ,$79.46 ,,,,,$79.54 ,$79.54 ,
,HC3010086,HC AMMONIA BLOOD,,$158.27 ,$107.23 ,,,,,$72.44 ,$72.44 ,
,HC3010087,HC AMYLASE,,$70.43 ,$47.70 ,,,,,$119.32 ,$119.32 ,
,HC3010088,HC AMYLASE FLUID,,$70.43 ,$47.70 ,,,,,$70.43 ,$47.70 ,
,HC3010090,HC OCCULT BLD 1-3 FECAL SCRN,,$26.46 ,$17.95 ,,,,,$24.99 ,$24.99 ,
,HC3010091,HC OCCULT BLOOD QL OTHER,,$28.28 ,$19.13 ,,,,,$28.28 ,$19.13 ,
,HC3010092,HC OCCULT BLD 1-3 FECAL DIAG,,$26.46 ,$18.65 ,,,,,$26.46 ,$18.65 ,
,HC3010093,HC OCCULT BLD FECAL IA SCRN,,$119.79 ,$81.12 ,,,,,$76.72 ,$76.72 ,
,HC3010094,HC OCCULT BLOOD FECAL BY IA,,$119.79 ,$81.12 ,,,,,$113.29 ,$113.29 ,
,HC3010095,HC CEA,,$206.05 ,$139.57 ,,,,,$132.10 ,$132.10 ,
,HC3010096,HC CHLORIDE OTHER SOURCE,,$53.18 ,$36.02 ,,,,,$53.18 ,$36.02 ,
,HC3010097,HC CHOLESTEROL SERUM,,$47.34 ,$32.07 ,,,,,$73.87 ,$73.87 ,
,HC3010098,HC CORTISOL POST STIMULATION,,$177.05 ,$119.94 ,,,,,$167.42 ,$167.42 ,
,HC3010099,HC CORTISOL PRE STIMULATION,,$177.05 ,$119.94 ,,,,,$167.42 ,$167.42 ,
,HC3010100,HC CORTISOL TOTAL SERUM,,$177.05 ,$119.94 ,,,,,$119.32 ,$119.32 ,
,HC3010101,HC CREATININE KINASE-CPK-CK,,$70.84 ,$47.99 ,,,,,$61.08 ,$61.08 ,
,HC3010102,HC CK/MB BATTERY,,$76.00 ,$51.46 ,,,,,$132.10 ,$132.10 ,
,HC3010103,HC CK-MB,,$76.00 ,$51.46 ,,,,,$71.88 ,$71.88 ,
,HC3010104,HC CREATININE FLUID,,$40.21 ,$27.23 ,,,,,$40.21 ,$27.23 ,
,HC3010105,HC CREATININE URINE,,$50.54 ,$34.21 ,,,,,$47.78 ,$47.78 ,
,HC3010106,HC CREATININE CLEARANCE,,$95.04 ,$64.36 ,,,,,$149.15 ,$149.15 ,
,HC3010107,HC VITAMIN B 12,,$163.70 ,$110.91 ,,,,,$132.10 ,$132.10 ,
,HC3010108,HC ESTRADIOL SERUM,,$209.49 ,$141.91 ,,,,,$119.32 ,$119.32 ,
,HC3010109,HC FERRITIN,,$147.98 ,$100.21 ,,,,,$119.32 ,$119.32 ,
,HC3010110,HC FOLATE SERUM,,$159.68 ,$108.22 ,,,,,$127.85 ,$127.85 ,
,HC3010111,HC IGA SERUM,,$101.00 ,$68.42 ,,,,,$72.44 ,$72.44 ,
,HC3010112,HC IGG SERUM,,$101.00 ,$68.42 ,,,,,$72.44 ,$72.44 ,
,HC3010113,HC IGM SERUM,,$101.00 ,$68.42 ,,,,,$72.44 ,$72.44 ,
,HC3010114,HC IGE,,$115.37 ,$74.41 ,,,,,$115.37 ,$74.41 ,
,HC3010115,HC PH CORD BLOOD,,$92.03 ,$62.35 ,,,,,$92.03 ,$62.35 ,
,HC3010116,HC BLOOD GAS STUDY,,,,,,$118.33 ,,$685.90 ,$685.90 ,
,HC3010117,HC GLUCOSE 1 HR PC,,$45.48 ,$30.81 ,,,,,$52.55 ,$52.55 ,
,HC3010118,HC GLUC TOL 3 SPEC,,$139.91 ,$94.82 ,,,,,$132.28 ,$132.28 ,
,HC3010119,HC GTT EA>3,,$42.59 ,$28.85 ,,,,,$27.54 ,$27.54 ,
,HC3010120,HC GGT,,$78.20 ,$52.99 ,,,,,$99.44 ,$99.44 ,
,HC3010121,HC FOLLICLE STIM-HORMONE FSH,,$201.93 ,$136.77 ,,,,,$107.96 ,$107.96 ,
,HC3010122,HC LEUTINIZING HORMONE-LH,,$201.18 ,$136.28 ,,,,,$107.96 ,$107.96 ,
,HC3010123,HC HAPTOGLOBIN,,$112.49 ,$76.21 ,,$17.82 ,,,$299.72 ,$299.72 ,
,HC3010124,HC NM H-PYLORI BREATH TEST WITH KIT,,,,,,$173.00 ,,,,
,HC3010125,HC H PYLORI BREATH SAMPLE COL,,$21.88 ,$21.88 ,,,,,$20.70 ,$20.70 ,
,HC3010126,HC HEMOGLOBIN A1C,,$105.45 ,$71.43 ,,,,,$69.61 ,$69.61 ,
,HC3010128,HC GLIADIN AGA ABS,,$80.79 ,$54.72 ,,,,,$80.79 ,$54.72 ,
,HC3010129,HC GLIADIN IGG ABS,,$80.79 ,$54.72 ,,,,,$76.37 ,$76.37 ,
,HC3010130,HC MYELOPEROXIDASE,,$86.54 ,$58.61 ,,,,,$81.79 ,$81.79 ,
,HC3010131,HC PROTEINASE 3,,$86.54 ,$58.61 ,,,,,$81.79 ,$81.79 ,
,HC3010132,HC TTG IGA AB,,$80.79 ,$54.72 ,,,,,$160.52 ,$160.52 ,
,HC3010133,HC TTG AGG AB,,$80.79 ,$54.72 ,,,,,$112.22 ,$112.22 ,
,HC3010134,HC IRON SERUM,,$70.33 ,$47.66 ,,,,,$51.13 ,$51.13 ,
,HC3010135,HC IRON BINDING CAP-TIBC,,$93.69 ,$63.44 ,,,,,$61.08 ,$61.08 ,
,HC3010136,HC LACTATE,,$63.15 ,$42.74 ,,,,,$112.22 ,$112.22 ,
,HC3010137,HC LACTIC ACID-ARTERIAL,,$63.15 ,$42.74 ,,,,,$59.72 ,$59.72 ,
,HC3010138,HC LACTATE DEHYDROGINASE-LDH,,$64.07 ,$43.40 ,,,,,$51.13 ,$51.13 ,
,HC3010139,HC LDH FLUID,,$64.07 ,$43.40 ,,,,,$64.07 ,$43.40 ,
,HC3010140,HC LACTOFERRIN FECAL QUAR,,$114.14 ,$77.32 ,,,,,$146.31 ,$146.31 ,
,HC3010141,HC LIPASE,,$74.83 ,$50.70 ,,,,,$95.18 ,$95.18 ,
,HC3010142,HC LIPASE FLUID,,$51.86 ,$35.12 ,,,,,$51.86 ,$35.12 ,
,HC3010143,HC HIGH DENSITY LIPIDS-HDL,,$88.88 ,$60.24 ,,,,,$88.88 ,$60.24 ,
,HC3010144,HC MAGNESIUM,,$72.78 ,$49.33 ,,,,,$90.91 ,$90.91 ,
,HC3010146,HC B NATRIURETIC POLYPEPTIDE,,$281.93 ,$190.98 ,,,,,$214.50 ,$214.50 ,
,HC3010147,HC KAPPA LIGHT CHAINS,,$83.43 ,$56.52 ,,,,,$83.43 ,$56.52 ,
,HC3010148,HC LAMBDA LIGHT CHAINS,,$83.43 ,$56.52 ,,,,,$83.43 ,$56.52 ,
,HC3010161,HC PARATHYROID HORMONE INTAC,,$448.27 ,$303.66 ,,,,,$208.81 ,$208.81 ,
,HC3010162,HC PTH INTACT INTRAOPERATIVE,,$448.27 ,$303.66 ,,,,,$448.27 ,$303.66 ,
,HC3010163,HC PH FECES,,$26.27 ,$17.77 ,,,,,$24.84 ,$24.84 ,
,HC3010164,HC CARBON MONOXIDE,,$115.69 ,$78.36 ,,,,,$194.61 ,$194.61 ,
,HC3010168,HC PHOSPHORUS BLOOD,,$44.56 ,$30.23 ,,,,,$71.03 ,$71.03 ,
,HC3010170,HC POTASSIUM FLUID,,$46.71 ,$31.61 ,,,,,$46.71 ,$31.61 ,
,HC3010171,HC POTASSIUM URINE,,$46.71 ,$31.61 ,,,,,$46.71 ,$31.61 ,
,HC3010172,HC POTASSIUM URINE 24 HR,,$46.71 ,$31.61 ,,,,,$46.71 ,$31.61 ,
,HC3010173,HC PREALBUMIN,,$61.13 ,$41.41 ,,,,,$66.77 ,$66.77 ,
,HC3010174,HC PROGESTERONE,,$226.55 ,$153.46 ,,,,,$132.10 ,$132.10 ,
,HC3010175,HC PROLACTIN SERUM,,$210.48 ,$142.56 ,,,,,$208.81 ,$208.81 ,
,HC3010176,HC PSA DIAGNOSTIC/MONITOR,,$199.79 ,$135.32 ,,,,,$103.70 ,$103.70 ,
,HC3010177,HC PROTEIN URINE QUANT,,$39.78 ,$26.96 ,,,,,$37.61 ,$37.61 ,
,HC3010178,HC PROTEIN URINE RANDOM,,$39.78 ,$26.96 ,,,,,$81.68 ,$81.68 ,
,HC3010179,HC PROTEIN OTHER FLUID,,$39.78 ,$26.96 ,,,,,$79.54 ,$79.54 ,
,HC3010180,HC PROTEIN PERITONEAL FLUID,,$39.78 ,$26.96 ,,,,,$39.78 ,$26.96 ,
,HC3010181,HC PROTEIN TOTAL CSF,,$39.78 ,$26.96 ,,,,,$86.64 ,$86.64 ,
,HC3010182,HC SERUM PROTEIN ELECTROPH,,$84.98 ,$57.58 ,,,,,$84.98 ,$57.58 ,
,HC3010183,HC PROTOPORPHYRINS ZINC WB,,$129.11 ,$129.11 ,,,,,$129.11 ,$129.11 ,
,HC3010184,HC SODIUM URINE,,$50.54 ,$34.21 ,,,,,$42.61 ,$42.61 ,
,HC3010185,HC SODIUM URINE 24 HR,,$50.54 ,$34.21 ,,,,,$50.54 ,$34.21 ,
,HC3010186,HC CHOLESTEROL FLUID,,$52.67 ,$35.71 ,,,,,$52.67 ,$35.71 ,
,HC3010187,HC SPECIFIC GRAVITY FLUID,,$26.27 ,$17.77 ,,,,,$26.27 ,$17.77 ,
,HC3010188,HC TESTOSTERONE TOTAL,,$86.18 ,$86.18 ,,,,,$207.40 ,$207.40 ,
,HC3010189,HC THYROXINE-T4 TOTAL,,$74.71 ,$50.57 ,,,,,$74.71 ,$50.57 ,
,HC3010190,HC THYROXINE FREE,,$97.93 ,$66.36 ,,,,,$132.10 ,$132.10 ,
,HC3010191,HC THYROID STIM HORMONE-TSH,,$182.38 ,$123.59 ,,,,,$185.26 ,$185.26 ,
,HC3010192,HC TRANSFERRIN,,$126.62 ,$85.78 ,,,,,$85.23 ,$85.23 ,
,HC3010193,HC TROPONIN I,,$106.89 ,$72.42 ,,,,,$191.46 ,$191.46 ,
,HC3010195,HC C PEPTIDE,,$89.96 ,$60.92 ,,,,,$89.96 ,$60.92 ,
,HC3010196,HC BETA HCG (TUMOR),,,,,$7.91 ,,,,,
,HC3010197,HC BETA HCG QT,,$81.61 ,$55.28 ,,,,,$143.48 ,$143.48 ,
,HC3010198,HC R TRIPLE TEST-HCG,,,$50.73 ,,,,,,$50.73 ,
,HC3010199,HC PREGNANCY TEST SERUM QL,,$42.95 ,$41.09 ,,,,,$42.95 ,$41.09 ,
,HC3010200,HC DRUG SCREEN COMPREHENS,,,,,$75.24 ,,,,,
,HC3010201,HC DRUG SCREEN W/VOLATILE,,,,,$18.98 ,,,,,
,HC3010202,HC DRUG SCREEN W/O VOLATILES,,,,,$12.93 ,,,,,
,HC3010203,HC GHBA,,,,,$211.00 ,,,,,
,HC3010204,HC AMIKACIN,,,,,$13.19 ,,,,,
,HC3010205,HC AMITRIPTYLINE,,,,,$43.00 ,,,,,
,HC3010206,HC CLONAZEPAM,,,,,$38.36 ,,,,,
,HC3010207,HC UR BENZ CONFIRMATION,,,,,$33.00 ,,,,,
,HC3010208,HC CARBAMAZEPINE TOTAL,,,,,$53.30 ,,,,,
,HC3010209,HC CARBAMAZEPINE FREE,,,,,$19.00 ,,,,,
,HC3010210,HC CYCLOSPORINE,,,,,$16.49 ,,,,,
,HC3010211,HC DOXEPIN-SINEQUAN,,,,,$45.00 ,,,,,
,HC3010212,HC NORTRIPTYLINE-AVENTYL,,,,,$26.44 ,,,,,
,HC3010213,HC DILANTIN FREE,,,,,$19.50 ,,,,,
,HC3010214,HC PRIMIDONE/MYSOLINE,,,,,$23.51 ,,,,,
,HC3010215,HC RAPAMUNE (SIROLIMUS),,,,,$19.45 ,,,,,
,HC3010216,HC TACROLIMUS,,,,,$19.45 ,,,,,
,HC3010217,HC TOPIRAMATE,,,,,$16.89 ,,,,,
,HC3010218,HC CARBAMAZEPHINE-10 11EPO,,,,,$21.87 ,,,,,
,HC3010219,HC CLOZAPINE QT DRUG NES,,,,,$28.00 ,,,,,
,HC3010220,HC FELBAMATE,,,,,$28.96 ,,,,,
,HC3010221,HC LAMICTAL,,,,,$19.40 ,,,,,
,HC3010223,HC NEUROTIN QT DRUG NES,,,,,$22.50 ,,,,,
,HC3010224,HC NORDOXEPIN HPLC,,,,,$29.40 ,,,,,
,HC3010225,HC NORPACE QT DRUG NES,,,,,$34.80 ,,,,,
,HC3010226,HC OXCARBAZEPINE TRILEPTAL,,,,,$19.40 ,,,,,
,HC3010227,HC ACTH,,,,,$54.71 ,,,,,
,HC3010228,HC ALBUMIN IGGSI,,,,,$7.01 ,,,,,
,HC3010229,HC ALBUMIN CSF IGGSI,,,,,$7.33 ,,,,,
,HC3010230,HC ALDOLASE BLOOD,,,,,$13.75 ,,,,,
,HC3010231,HC ALDOSTERONE SERUM,,,,,$57.72 ,,,,,
,HC3010232,HC ALDOSTERONE URINE,,,,,$57.72 ,,,,,
,HC3010233,HC ALPHA 1 ANTI-TRYPSIN,,,,,$19.03 ,,,,,
,HC3010234,HC AFP TUMOR,,,,,$23.76 ,,,,,
,HC3010235,HC AFP-MATERNAL NON TUMOR,,,,,$23.61 ,,,,,
,HC3010236,HC TRIPLE TEST-AFP,,,,,$23.61 ,,,,,
,HC3010237,HC ALUMINUM SERUM,,,,,$22.92 ,,,,,
,HC3010238,HC AMINOLEVULINIC ACID-ALA,,,,,$56.90 ,,,,,
,HC3010239,HC AMINO ACID QUAL URINE,,,,,$93.00 ,,,,,
,HC3010240,HC AMINO ACID QUAL,,,,,$93.00 ,,,,,
,HC3010241,HC UR AMPHET CONFIRMATION,,,,,$30.00 ,,,,,
,HC3010242,HC ANGIOTENSION CONVERT,,,,,$16.49 ,,,,,
,HC3010243,HC ARSENIC BLD HM QT,,,,,$26.65 ,,,,,
,HC3010244,HC ARSENIC URINE,,,,,$26.70 ,,,,,
,HC3010245,HC VITAMIN C-ASCORBIC ACID,,,,,$32.44 ,,,,,
,HC3010246,HC UR BARB CONFIRMATION,,,,,$47.00 ,,,,,
,HC3010247,HC BETA 2 MICROGLOBULIN SER,,,,,$22.91 ,,,,,
,HC3010248,HC CADMIUM BLD HM QT,,,,,$13.32 ,,,,,
,HC3010249,HC URINE CADMIUM HM QT,,,,,$13.35 ,,,,,
,HC3010251,HC CALCITONIN,,,,,$25.00 ,,,,,
,HC3010252,HC IONIZED CALCIUM,,,,,$19.36 ,,,,,
,HC3010253,HC CALCULI STONE ANALYSIS,,,,,$18.26 ,,,,,
,HC3010254,HC CARNITINE FREE & TOTAL,,,,,$60.00 ,,,,,
,HC3010255,HC CAROTENE BLOOD,,,,,$27.75 ,,,,,
,HC3010256,HC CATECHOLAMINES PL FRAC,,,,,$41.90 ,,,,,
,HC3010257,HC CATECHOLAMINES UR TOTA,,,,,$35.76 ,,,,,
,HC3010258,HC CERULOPLASMIN,,,,,$15.21 ,,,,,
,HC3010259,HC PTH-RELATED PEPTIDE,,,,,$54.80 ,,,,,
,HC3010260,HC CHLORIDE URINE,,,,,$5.82 ,,,,,
,HC3010262,HC CITRATE,,,,,$25.00 ,,,,,
,HC3010264,HC UR COCAINE CONFIRMATION,,,,,$39.60 ,,,,,
,HC3010265,HC N-TELOPEPTIDE,,,,,$93.00 ,,,,,
,HC3010266,HC N-TELOPEPTIDE URINE,,,,,$35.58 ,,,,,
,HC3010267,HC COPPER BLOOD,,,,,$17.58 ,,,,,
,HC3010268,HC COPPER URINE,,,,,$19.84 ,,,,,
,HC3010269,HC CORTISOL FREE URINE,,,,,$23.67 ,,,,,
,HC3010270,HC UR THC CONFIRMATION,,,,,$42.00 ,,,,,
,HC3010271,HC CK ISOENZYMES,,,,,$21.00 ,,,,,
,HC3010272,HC CREATININE 24HR UVMAB,,,,,$6.54 ,,,,,
,HC3010273,HC CRYOGLOBULIN,,,,,$9.17 ,,,,,
,HC3010274,HC DEHYDROEPIANDROSTERONE,,,,,$25.00 ,,,,,
,HC3010275,HC DHEA-SULFATE,,,,,$31.49 ,,,,,
,HC3010276,HC VITAMIN D 1:25,,,,,$54.53 ,,,,,
,HC3010277,HC R ERYTHROPOIETIN,,,,,$26.63 ,,,,,
,HC3010278,HC ENZYME ACTIVITY BC,,,,,$88.00 ,,,,,
,HC3010279,HC ESTROGEN TOTAL,,,,,$41.84 ,,,,,
,HC3010280,HC TRIPLE TEST-ESTRIOL,,,,,$34.03 ,,,,,
,HC3010281,HC ESTRONE,,,,,$45.00 ,,,,,
,HC3010282,HC ETHYLENE GLYCOL,,,,,$46.84 ,,,,,
,HC3010283,HC FAT FECAL QUAL,,,,,$10.80 ,,,,,
,HC3010284,HC FAT FECAL QUANT,,,,,$14.77 ,,,,,
,HC3010285,HC RBC FOLATE,,,,,$24.53 ,,,,,
,HC3010286,HC CSF IGG,,,,,$24.00 ,,,,,
,HC3010287,HC IMMUNOGLOBULIN IGGSI,,,,,$13.17 ,,,,,
,HC3010288,HC IGG SUBCLASS 1,,,,,$7.22 ,,,,,
,HC3010289,HC IGG SUBCLASS 2,,,,,$7.22 ,,,,,
,HC3010290,HC IGG SUBCLASS 3,,,,,$7.22 ,,,,,
,HC3010291,HC IGG SUBCLASS 4,,,,,$7.22 ,,,,,
,HC3010292,HC PH STUDY,,,,,,$93.85 ,,$97.41 ,$97.41 ,
,HC3010294,HC CAPILLARY BLOOD GAS,,,,,,$118.26 ,,,,
,HC3010295,HC GASTRIN SERUM,,,,,$24.98 ,,,,,
,HC3010296,HC G-6-PD SCREEN,,,,,$13.73 ,,,,,
,HC3010297,HC FRUCTOSAMINE GLYC PROT,,,,,$20.56 ,,,,,
,HC3010298,HC GROWTH HORMONE HUMAN,,,,,$23.62 ,,,,,
,HC3010300,HC H PYLORI BREATH TEST,,,,,$95.40 ,,,,,
,HC3010302,HC HEMOGLOBIN ELECTROPHOR,,,,,$16.50 ,,,,,
,HC3010303,HC HEMOGLOBIN PLASMA,,,,,$5.78 ,,,,,
,HC3010304,HC HISTAMINE BLOOD,,,,,$36.00 ,,,,,
,HC3010305,HC HOMOCYST AMINO ACID QT,,,,,$23.89 ,,,,,
,HC3010306,HC SEROTONIN URINE HIAA,,,,,$18.26 ,,,,,
,HC3010307,HC 17 OH PROGESTERONE,,,,,$26.00 ,,,,,
,HC3010308,HC ANTI-GLOMERULAR BASE ME,,,,,$33.00 ,,,,,
,HC3010309,HC NEURONAL NUCLEAR ABS IGG,,,,,$60.00 ,,,,,
,HC3010310,HC ACETYLCHOLINE RECEPTOR,,,,,$19.14 ,,,,,
,HC3010311,HC ALPHA SUBUNIT OF PGH,,,,,$64.40 ,,,,,
,HC3010312,HC GLUTAMIC ACID DECARB AB,,,,,$18.34 ,,,,,
,HC3010313,HC IMMUNOASSAY CELIAC SER,,,,,$58.60 ,,,,,
,HC3010314,HC IMMUNOASSAY QUANT,,,,,$30.67 ,,,,,
,HC3010315,HC METHOTREXATE,,,,,$19.40 ,,,,,
,HC3010316,HC TSH RECEPTOR ANTIBODY,,,,,$32.00 ,,,,,
,HC3010317,HC INSULIN TOTAL PROINS,,,,,$29.02 ,,,,,
,HC3010318,HC MAYO IRON LIVER TISSUE,,,,,$62.87 ,,,,,
,HC3010319,HC LACTATE CSF,,,,,$8.23 ,,,,,
,HC3010320,HC LDH ISOENZYME,,,,,$18.13 ,,,,,
,HC3010321,HC LEAD BLD HM QT,,,,,$16.99 ,,,,,
,HC3010322,HC LEAD BLOOD,,,,,$17.15 ,,,,,
,HC3010323,HC URINE LEAD HM QT,,,,,$16.38 ,,,,,
,HC3010324,HC LS RATIO-AMNIO FLUID,,,,,$105.00 ,,,,,
,HC3010325,HC FETAL LUNG FLUORESC POLAR,,,,,$3.34 ,,,,,
,HC3010326,HC LA RATIO-AMNIO FLD,,,,,$3.34 ,,,,,
,HC3010327,HC FETAL LUNG LB DENSITY,,,,,$3.24 ,,,,,
,HC3010328,HC LIPOPROTEIN A,,,,,$18.34 ,,,,,
,HC3010329,HC LDL DIRECT MEASURE,,,,,$13.51 ,,,,,
,HC3010330,HC MAGNESIUM RBCS,,,,,$28.00 ,,,,,
,HC3010331,HC IODINE SERUM,,,,,$55.00 ,,,,,
,HC3010332,HC IODINE URINE,,,,,$71.80 ,,,,,
,HC3010333,HC MERCURY,,,,,$16.49 ,,,,,
,HC3010334,HC MERCURY BLD HM QT,,,,,$16.99 ,,,,,
,HC3010335,HC MERCURY URINE,,,,,$17.03 ,,,,,
,HC3010336,HC LEPTIN,,,,,$81.00 ,,,,,
,HC3010337,HC METANEPHRINES PLASMA,,,,,$36.00 ,,,,,
,HC3010338,HC METANEPHRINES URINE,,,,,$28.00 ,,,,,
,HC3010339,HC METHODONE SERUM,,,,,$61.80 ,,,,,
,HC3010340,HC METHODONE URINE,,,,,$40.00 ,,,,,
,HC3010341,HC MYELIN BASIC PROTEIN,,,,,$35.00 ,,,,,
,HC3010342,HC MYOGLOBIN SERUM,,,,,$18.29 ,,,,,
,HC3010343,HC MYOGLOBIN URINE,,,,,$18.29 ,,,,,
,HC3010344,HC KAPPA LIGHT CHAIN,,,,,$16.56 ,,,,,
,HC3010345,HC LAMDA LIGHT CHAIN,,,,,$16.56 ,,,,,
,HC3010394,HC NUCLEOTIDASE 5',,,,,$18.00 ,,,,,
,HC3010395,HC OLIGOCLONAL BANDING,,,,,$58.00 ,,,,,
,HC3010396,HC ORGANIC SCREEN URINE,,,,,$95.00 ,,,,,
,HC3010397,HC METHYLMALONIC ACID SERUM,,,,,$23.31 ,,,,,
,HC3010398,HC DARVOCET URINE,,,,,$42.00 ,,,,,
,HC3010402,HC OSMOLALITY:  FECES,,,,,$10.31 ,,,,,
,HC3010403,HC OSTEOCALCIN,,,,,$46.90 ,,,,,
,HC3010404,HC OXALATE URINE,,,,,$28.76 ,,,,,
,HC3010405,HC PH FLUID QUANT,,,,,$20.00 ,$21.00 ,,,,
,HC3010406,HC PCP CONFIRMATION,,,,,$42.00 ,,,,,
,HC3010407,HC CHLORPROMAZINE-THORAZIN,,,,,$59.40 ,,,,,
,HC3010408,HC PROLIXIN QT DRUG NES,,,,,$33.24 ,,,,,
,HC3010409,HC PHOSPHATASE ACID PROS,,,,,$23.32 ,,,,,
,HC3010410,HC PHOSPHATASE ALKALINE,,,,,$6.85 ,,,,,
,HC3010411,HC ALK PHOS BONE SPECIFIC,,,,,$30.00 ,,,,,
,HC3010412,HC PHOSPHATASE ALK ISOENZ,,,,,$13.44 ,,,,,
,HC3010413,HC PHOSPHATIDYGLYCEROL-PG,,,,,$23.09 ,,,,,
,HC3010414,HC PORPHYRINS FRACTIONS U,,,,,$36.76 ,,,,,
,HC3010415,HC PREGNENOLONE,,,,,$38.06 ,,,,,
,HC3010416,HC PSA TOTAL,,,,,$26.06 ,,,,,
,HC3010417,HC PSA FREE,,,,,$26.06 ,,,,,
,HC3010418,HC PROTEIN ELECTROPHOR: URI,,,,,$5.04 ,,,,,
,HC3010419,HC PROTOPORPH RBC FEP QT,,,,,$20.32 ,,,,,
,HC3010420,HC PROINSULIN,,,,,$29.02 ,,,,,
,HC3010421,HC VITAMIN B6 PYRIDOXINE,,,,,$18.00 ,,,,,
,HC3010422,HC PYRUVATE KINASE,,,,,$48.00 ,,,,,
,HC3010423,HC PROGESTERONE RECEP ASSA,,,,,$46.25 ,,,,,
,HC3010425,HC RENIN ACTIVITY,,,,,$31.15 ,,,,,
,HC3010426,HC SEROTONIN SERUM,,,,,$35.00 ,,,,,
,HC3010427,HC SEROTONIN BLOOD,,,,,$47.00 ,,,,,
,HC3010428,HC SEX HORMONE BIND GLOB,,,,,$26.35 ,,,,,
,HC3010429,HC SOMATOMEDIN C,,,,,$24.63 ,,,,,
,HC3010430,HC SOMATOSTATIN,,,,,$174.00 ,,,,,
,HC3010431,HC ADENOSINE DEAMINASE PLEURAL FLUID,,,,,$44.60 ,,,,,
,HC3010432,HC LA RATIO-AMINIO FLD,,,,,$3.34 ,,,,,
,HC3010433,HC LECITHIN ALBUMIN RATIO,,,,,$3.22 ,,,,,
,HC3010434,HC TESTOSTERONE FREE,,,,,$36.07 ,,,,,
,HC3010435,HC TESTOSTERONE FREE BY DIAL,,,,,$29.62 ,,,,,
,HC3010436,HC TESTOSTERONE TOT BY DIAL,,,,,$29.62 ,,,,,
,HC3010437,HC VITAMIN B1 THIAMINE WB,,,,,$30.07 ,,,,,
,HC3010438,HC THYROGLOBULIN,,,,,$21.65 ,,,,,
,HC3010439,HC TSI,,,,,$32.00 ,,,,,
,HC3010440,HC VITAMIN E,,,,,$20.08 ,,,,,
,HC3010441,HC T3 FREE,,,,,$44.80 ,,,,,
,HC3010442,HC REVERSE T3,,,,,$24.60 ,,,,,
,HC3010443,HC VANILLYMANDELIC ACID-V,,,,,$28.54 ,,,,,
,HC3010444,HC VITAMIN A,,,,,$16.43 ,,,,,
,HC3010445,HC VITAMIN K,,,,,$35.76 ,,,,,
,HC3010446,HC DRUG SCREEN-VOLATILES,,,,,$22.10 ,,,,,
,HC3010447,HC METHANOL,,,,,$53.54 ,,,,,
,HC3010448,HC ZINC,,,,,$13.20 ,,,,,
,HC3010449,HC C PEPTIDE,,,,,$29.07 ,,,,,
,HC3010450,HC TRIPLE TEST-HCG,,,,,$7.86 ,,,,,
,HC3010451,HC DRUG SCREEN MECONIUM,,,,,$73.00 ,,,,,
,HC3010452,HC DRUG SCRN SINGLE CLASS,,,,,$12.54 ,,,,,
,HC3010454,HC INTERLEUKIN 6,,,,,$87.12 ,,,,,
,HC3010455,HC MYCOPHENOLIC ACID,,,,,$33.00 ,,,,,
,HC3010471,HC PLACENTA ALPHA MICRO IG 1,,$422.15 ,$285.96 ,,,,,$422.15 ,$285.96 ,
,HC3010472,HC VENOUS BLOOD GAS,,,,,,$118.33 ,,$685.90 ,$685.90 ,
,HC3010473,HC DRUG SCREEN 1 CLASS SERUM,,,,,$12.47 ,,,,,
,HC3010474,HC NEURONAL CELL AB CSF,,,,,$84.77 ,,,,,
,HC3010475,HC ELECTROPHORESIS NES,,,,,$19.17 ,,,,,
,HC3010482,HC ACE CSF,,,,,$19.20 ,,,,,
,HC3010483,HC TOTAL PROTEIN OTH SPEC,,,,,$5.13 ,,,,,
,HC3010484,HC 14-3-3 PROTEIN CSF,,,,,$30.00 ,,,,,
,HC3010485,HC IONIZED CALCIUM,,,,,,$25.49 ,,,,
,HC3010486,HC TESTOSTERONE TOTAL,,,,,$36.49 ,,,,,
,HC3010487,HC RNA POLYMERASE 3 IGG,,,,,$38.00 ,,,,,
,HC3010488,HC VITAMIN D 25 HYDROXY,,$183.04 ,$124.00 ,,,,,$174.73 ,$174.73 ,
,HC3010489,HC MYOSITIS EXTENDED PANEL,,,,,$37.72 ,,,,,
,HC3010495,HC CHEMILUMINESCENT-ASSAY-P,,,,,$30.67 ,,,,,
,HC3010499,HC FREE TESTOSTERONE F/C,,,,,$45.90 ,,,,,
,HC3010500,HC KETONES QUANT,,$34.28 ,$23.27 ,,,,,$34.28 ,$23.27 ,
,HC3010501,HC TOTAL INSULIN,,,,,$16.13 ,,,,,
