,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PROCEDURE CODE,PROCEDURE DESCRIPTION, CHILDREN'S HOSPITAL , BUTTERWORTH , BLODGETT , GRAND RAPIDS OFF-CAMPUS , REGIONAL ** , REFERENCE LABS ,,
,25003590,HC VACCINE FLU ADJUVANT IM, $1.19 , $1.19 ,,,,,,
,25003593,HC VACCINE FLU PRESERVATIVE FREE AGE 3 OR OLDER, $57.38 , $57.38 ,,,,,,
,25003595,HC VACCINE FLU AGE 3 OR UNDER, $24.53 , $24.53 ,,,,,,
*,25003596,HC VFC VACCINE FLU AGE 3 OR UNDER, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003597,HC VACCINE FLUZONE AGE 3 OR OLDER, $25.94 , $25.94 ,,,,,,
*,25003598,HC VFC VACCINE FLUZONE AGE 3 OR OLDER, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003599,HC VACCINE FLU NASAL, $58.15 , $58.15 ,,,,,,
*,25003600,HC VFC VACCINE FLU NASAL, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003601,HC VACCINE FLU SPLIT VIRUS PRESERVATIVE FREE, $75.25 , $75.25 ,,,,,,
,25003602,HC VACCINE PNEUMOCOCCAL 13 VAL IM, $306.03 , $306.03 ,,,,,,
*,25003603,HC VFC VACCINE PNEUMOCOCCAL 13 VAL IM, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003604,HC VACCINE FLU 4 VALENT NASAL, $1.19 , $1.19 ,,,,,,
,25003606,HC VACCINE RABIES, $76.40 , $76.40 ,,,,,,
,25003607,HC VACCINE ROTOVIRUS 3 DOSE, $223.13 , $223.13 ,,,,,,
*,25003608,HC VFC VACCINE ROTOVIRUS 3 DOSE, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003609,HC VACCINE FLU QUAD SPLIT VIRUS, $35.16 , $35.16 ,,,,,,
*,25003610,HC VFC VACCINE FLU QUAD SPLIT VIRUS, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003611,HC VACCINE FLU NO PRESERVATIVE 4 VAL 3 OR OLDER, $31.40 , $31.40 ,,,,,,
*,25003612,HC VFC-VACCINE FLU NO PRESERVATIVE 4 VAL 3 OR OLDER, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003613,HC VACCINE FLU QUADRIVAL AGE 3 OR OLDER IM, $28.33 , $28.33 ,,,,,,
,25003615,HC VACCINE DTAP IPV KINRIX, $109.54 , $109.54 ,,,,,,
,25003617,HC VACCINE PENTACEL, $140.17 , $140.17 ,,,,,,
*,25003618,HC VFC VACCINE PENTACEL, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003619,HC VACCINE DTAP, $49.24 , $49.24 ,,,,,,
*,25003620,HC VFC VACCINE DTAP, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003621,HC VACCINE DT AGE 7 OR UNDER, $20.14 , $20.14 ,,,,,,
*,25003622,HC VFC VACCINE DT AGE 7 OR UNDER, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003623,HC VACCINE MMR, $114.63 , $114.63 ,,,,,,
*,25003624,HC VFC VACCINE MMR, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003625,HC MEASLES MUMPS RUBELLA VARICELLA VACC LIVE SUBQ, $136.37 , $136.37 ,,,,,,
*,25003626,HC VFC-MEASLES MUMPS RUBELLA VARICELLA VACC LIVE SUBQ, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003627,HC VACCINE POLIO SUBQ, $58.81 , $58.81 ,,,,,,
*,25003628,HC VFC VACCINE POLIO SUBQ, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003629,HC VACCINE TETANUS DIPTHERIA TOXOID, $62.95 , $62.95 ,,, $39.96 ,,,
*,25003630,HC VFC VACCINE TETANUS DIPTHERIA TOXOID, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003631,HC VACCINE TDAP AGE 7 OR OLDER, $112.16 , $112.16 ,,, $85.32 ,,,
*,25003632,HC VFC  VACCINE TDAP AGE 7 OR OLDER, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003633,HC VACCINE VARICELLA CHICKEN POX, $192.40 , $192.40 ,,,,,,
,25003635,HC VACCINE DTAP HEP B IPV IM, $138.65 , $138.65 ,,,,,,
*,25003636,HC VFC VACCINE DTAP HEP B IPV IM, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003637,HC VACCINE PNEUMOVAX SUBQ OR IM, $92.46 , $92.46 ,,,,,,
*,25003638,HC VFC  VACCINE PNEUMOVAX SUBQ OR IM, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003639,HC VACCINE MENINGITIS ACYW SUBQ, $228.71 , $228.71 ,,,,,,
,25003640,HC VACCINE MENINGOCOCCAL CONJ, $272.05 , $272.05 ,,,,,,
*,25003641,HC VFC  VACCINE MENINGOCOCCAL CONJ, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003642,HC VACCINE ZOSTAVAX SUBQ, $439.98 , $439.98 ,,,,,,
,25003643,HC VACCINE HEP B ADULT 2 DOSE SCHEDULE, $1.19 , $1.19 ,,,,,,
,25003644,HC VACCINE HEP B IM, $28.77 , $28.77 ,,,,,,
*,25003645,HC VFC VACCINE HEP B IM, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25003646,HC VACCINE HEPATITIS B ADULT DOSE, $149.81 , $149.81 ,,,,,,
,25003647,HC VACCINE COMVAX HIB, $129.62 , $129.62 ,,,,,,
*,25003648,HC VFC VACCINE COMVAX HIB, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25005353,HC IUD MIRENA,," $1,307.34 ",,,,,,
,25005354,HC IUD COPPER DEVICE,," $1,453.24 ",,,,,,
,25005355,HC IUD SKYLA,," $2,656.54 ",,,,,,
*,25005806,HC RX 250, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005807,HC RX 636, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005808,HC RX 253, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005809,HC RX 256, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005810,HC RX CONTRAST 636, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005811,HC RX RADIOPHARM 343, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005814,HC RX 637 SAD (NO HCPCS), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,25005815,HC RX 637 SAD (WITH HCPCS), $-   , $-   , $-   , $-   , $-   , $-   ,,
,25005817,HC INJECTION RHO D IMMUNE GLOBULIN FULL DOSE,, $237.10 , $220.15 ,, $259.24 ,,,
,25005820,HC LOCM ISOVUE 250 PER ML,, $2.45 ,,,,,,
,25005821,HC LOCM OMNI 300-349 PER ML,, $2.89 ,,,,,,
,25005822,HC LOCM ISOVUE 370 PER ML,, $2.19 ,,, $2.91 ,,,
,25005825,HC SU NITRIC OXIDE HOURLY, $263.40 , $263.40 ,,,,,,
,25005830,HC RX-SILVADENE CREAM 400 GM,, $59.31 ,,, $59.31 ,,,
,25005831,HC RX-SILVADENE CREAM 50 GM,, $23.86 ,,, $23.86 ,,,
,25005832,HC RX-SILVADENE CREAM 1000 GM,, $200.82 ,,,,,,
,25005833,HC RX-SILVADENE CREAM 85 GM,, $43.50 ,,,,,,
,25005834,HC IUD UNCLASSIFIED,," $1,307.34 ",,,,,,
,25005836,HC MENB RECOMBINANT LIPOPROTEIN VACCINE IM, $213.84 , $213.84 ,,,,,,
*,25005837,HC VFC VARICELLA CHICKEN POX, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25005838,HC NM RUBIDIUM/ PER DOSE,, $894.86 ,,,,,,
,25005839,HC HEPATITIS A & B VACCINE HEPA-HEPB ADULT IM, $146.39 , $146.39 ,,,,,,
*,25005840,HC IUD MIRENA, $-   , $-   , $-   , $-   , $-   , $-   ,,
,25005841,HC HZV ZOSTER VACC RECOMBINANT ADJUVANTED IM NJX, $207.90 , $207.90 ,,,,,,
*,25005842,HC VFC MENB RECOMBINANT LIPOPROTEIN VACCINE IM, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005635,HC SUPPLY 270 A4641, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005636,HC SUPPLY 270 A4657, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005637,HC SUPPLY 270 A4913, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005639,HC SUPPLY 270 E0487, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005640,HC SUPPLY 270, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005641,HC SUPPLY 271 E0190, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005642,HC SUPPLY 271, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005643,HC SUPPLY 272 A4326, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005644,HC SUPPLY 272 A4338, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005645,HC SUPPLY 272 A6211, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005647,HC SUPPLY 272 B4087, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005648,HC SUPPLY 272 C1714, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005649,HC SUPPLY 272 C1724, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005650,HC SUPPLY 272 C1725, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005651,HC SUPPLY 272 C1726, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005652,HC SUPPLY 272 C1727, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005653,HC SUPPLY 272 C1729, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005654,HC SUPPLY 272 C1730, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005655,HC SUPPLY 272 C1731, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005656,HC SUPPLY 272 C1732, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005657,HC SUPPLY 272 C1733, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005658,HC SUPPLY 272 C1750, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005659,HC SUPPLY 272 C1751, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005660,HC SUPPLY 272 C1752, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005661,HC SUPPLY 272 C1753, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005662,HC SUPPLY 272 C1755, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005663,HC SUPPLY 272 C1757, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005664,HC SUPPLY 272 C1758, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005665,HC SUPPLY 272 C1759, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005666,HC SUPPLY 272 C1766, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005667,HC SUPPLY 272 C1769, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005668,HC SUPPLY 272 C1773, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005669,HC SUPPLY 272 C1787, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005670,HC SUPPLY 272 C1884, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005671,HC SUPPLY 272 C1885, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005672,HC SUPPLY 272 C1886, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005673,HC SUPPLY 272 C1887, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005674,HC SUPPLY 272 C1892, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005675,HC SUPPLY 272 C1893, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005676,HC SUPPLY 272 C1894, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005677,HC SUPPLY 272 C2615, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005678,HC SUPPLY 272 C2617, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005679,HC SUPPLY 272 C2623, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005680,HC SUPPLY 272 C2628, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005681,HC SUPPLY 272 C2629, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005682,HC SUPPLY 272 C2630, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005683,HC SUPPLY 272 E0170, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005684,HC SUPPLY 272 E0710, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005685,HC SUPPLY 272 L8501, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005686,HC SUPPLY 272 L8691, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005687,HC SUPPLY 272 T2101, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005688,HC SUPPLY 272, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005689,HC SUPPLY 274 L0172, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005690,HC SUPPLY 274 L0200, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005691,HC SUPPLY 274 L1830, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005692,HC SUPPLY 274 L3670, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005693,HC SUPPLY 274 L3702,,,, $-   , $-   ,,,
,27005694,HC SUPPLY 274 L3740,,,, $-   ,,,,
,27005695,HC SUPPLY 274 L3760,,,, $-   ,,,,
,27005696,HC SUPPLY 274 L3763,,,, $-   , $-   ,,,
,27005697,HC SUPPLY 274 L3764,,,, $-   ,,,,
,27005698,HC SUPPLY 274 L3765,,,, $-   ,,,,
,27005699,HC SUPPLY 274 L3806,,,, $-   , $-   ,,,
,27005700,HC SUPPLY 274 L3807,,,,, $-   ,,,
*,27005701,HC SUPPLY 274 L3808, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005702,HC SUPPLY 274 L3809, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005703,HC SUPPLY 274 L3900,,,, $-   ,,,,
,27005704,HC SUPPLY 274 L3906,,,, $-   , $-   ,,,
,27005705,HC SUPPLY 274 L3908,,,, $-   , $-   ,,,
,27005706,HC SUPPLY 274 L3913,,,, $-   , $-   ,,,
,27005707,HC SUPPLY 274 L3919,,,, $-   , $-   ,,,
,27005708,HC SUPPLY 274 L3921,,,, $-   , $-   ,,,
,27005709,HC SUPPLY 274 L3923,,,, $-   ,,,,
,27005710,HC SUPPLY 274 L3924,,,, $-   , $-   ,,,
,27005711,HC SUPPLY 274 L3925,,,, $-   , $-   ,,,
,27005712,HC SUPPLY 274 L3933,,,, $-   , $-   ,,,
*,27005713,HC SUPPLY 274 L4350, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005715,HC SUPPLY 274 L8509, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005716,HC SUPPLY 274 L8687, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005717,HC SUPPLY 274 Q0479, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005718,HC SUPPLY 274 Q0481, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005719,HC SUPPLY 274 Q0483, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005720,HC SUPPLY 274 Q0485, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005721,HC SUPPLY 274 Q0489, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005722,HC SUPPLY 274 Q0495, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005724,HC SUPPLY 274 Q0497, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005725,HC SUPPLY 274 Q0498, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005726,HC SUPPLY 274 Q0499, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005727,HC SUPPLY 274 Q0501, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005728,HC SUPPLY 274 Q0506, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005729,HC SUPPLY 274 Q0508, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005730,HC SUPPLY 274, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005731,HC SUPPLY 275 C1779, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005732,HC SUPPLY 275, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005733,HC SUPPLY 276 C1780,,,, $-   , $-   ,,,
*,27005735,HC SUPPLY 276 V2632, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005736,HC SUPPLY 276,,,, $-   , $-   ,,,
*,27005737,HC SUPPLY 278 A4648, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005738,HC SUPPLY 278 A7520, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005739,HC SUPPLY 278 C1713, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005740,HC SUPPLY 278 C1717, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005741,HC SUPPLY 278 C1721, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005742,HC SUPPLY 278 C1722, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005743,HC SUPPLY 278 C1728, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005744,HC SUPPLY 278 C1760, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005745,HC SUPPLY 278 C1762, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005746,HC SUPPLY 278 C1763, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005747,HC SUPPLY 278 C1764, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005748,HC SUPPLY 278 C1767, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005749,HC SUPPLY 278 C1768, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005750,HC SUPPLY 278 C1771, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005751,HC SUPPLY 278 C1772, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005752,HC SUPPLY 278 C1776, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005753,HC SUPPLY 278 C1777, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005754,HC SUPPLY 278 C1778, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005755,HC SUPPLY 278 C1781, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005756,HC SUPPLY 278 C1783,,,, $-   , $-   ,,,
*,27005757,HC SUPPLY 278 C1785, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005758,HC SUPPLY 278 C1786, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005759,HC SUPPLY 278 C1788, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005760,HC SUPPLY 278 C1789, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005761,HC SUPPLY 278 C1813, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005762,HC SUPPLY 278 C1815, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005763,HC SUPPLY 278 C1817, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005764,HC SUPPLY 278 C1820, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005765,HC SUPPLY 278 C1821, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005766,HC SUPPLY 278 C1874, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005767,HC SUPPLY 278 C1875, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005768,HC SUPPLY 278 C1876, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005769,HC SUPPLY 278 C1877, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005770,HC SUPPLY 278 C1878, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005771,HC SUPPLY 278 C1880, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005772,HC SUPPLY 278 C1882, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005773,HC SUPPLY 278 C1883, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005774,HC SUPPLY 278 C1895, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005777,HC SUPPLY 278 C1898, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005778,HC SUPPLY 278 C1900, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005779,HC SUPPLY 278 C2621, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005780,HC SUPPLY 278 C2624, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005781,HC SUPPLY 278 C2625, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005782,HC SUPPLY 278 C2631,,,,, $-   ,,,
*,27005783,HC SUPPLY 278 C2638, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005784,HC SUPPLY 278 C2639, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005785,HC SUPPLY 278 C2640, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005786,HC SUPPLY 278 C2641, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005787,HC SUPPLY 278 C9352, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005788,HC SUPPLY 278 C9353, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005790,HC SUPPLY 278 C9364, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005791,HC SUPPLY 278 E0747, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005792,HC SUPPLY 278 L8606, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005793,HC SUPPLY 278 L8614, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005794,HC SUPPLY 278 L8630,,,, $-   ,,,,
*,27005796,HC SUPPLY 278 L8690, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005797,HC SUPPLY 278 L8699, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005803,HC SUPPLY 278 Q4131, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005804,HC SUPPLY 278, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005807,HC SUPPLY 274 A4565,,,,, $-   ,,,
,27005808,HC SUPPLY 272 A6212,,,,, $-   ,,,
*,27005809,HC SUPPLY 272 A6550, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005810,HC SUPPLY 274 A7524,,,, $-   ,,,,
,27005811,HC SUPPLY 270 A9276,,,,, $-   ,,,
*,27005812,HC SUPPLY 636 A9575, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005813,HC SUPPLY 636 A9581, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005814,HC SUPPLY 636 A9585, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005816,HC SUPPLY 278 C2616, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005817,HC SUPPLY 290 E0114, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005820,HC SUPPLY 274 Q0478, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005821,HC SUPPLY 636 Q9957, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005822,HC SUPPLY 636 Q9965, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005823,HC SUPPLY 636 Q9966, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005824,HC SUPPLY 636 Q9967, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005827,HC SUPPLY 278 L8600, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005828,HC SUPPLY 272 B4088, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005829,HC SUPPLY 272 B4082, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005842,HC SUPPLY 278 L8631, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005843,HC SUPPLY 272 C1765, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005844,HC SUPPLY 274 L0174, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005845,HC SUPPLY 278 L8613, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005846,HC SUPPLY 278 L8612, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005847,HC SUPPLY 278 Q4100, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005848,HC SUPPLY 272 C2627, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005849,HC SUPPLY 274 L3260, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005850,HC SUPPLY 272 A6220, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27005851,HC SUPPLY 274 L8693, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27005852,HC OXYGEN USE DAILY, $254.58 , $254.58 , $254.58 ,, $254.58 ,,,
,27005853,HC TRAY BONE MARROW BIOPSY,,,,, $102.51 ,,,
,27005854,HC SU-HW SHOWER BAG,," $1,203.75 ",,,,,,
,27005855,HC SU-HW SHOULDER PACK,," $1,805.63 ",,,,,,
,27005856,HC SU-HW WAIST PACK,," $1,705.31 ",,,,,,
,27005857,HC SU-HM CONSOLIDATION BAG LEFT,," $1,111.46 ",,,,,,
,27005858,HC SU-HM CONSOLIDATION BAG RIGHT,," $1,111.46 ",,,,,,
,27005859,HC CONTROLLER 1525US HEARTWARE INC AC ADAPT,," $3,691.50 ",,,,,,
,27005860,HC SU-HM STABILIZATION BELT,, $454.75 ,,,,,,
,27005861,HC HM CONSOLIDATION BAG BLACK,," $1,173.66 ",,,,,,
,27005862,HC SU-HM2 SYSTEM CONTROLLER,," $12,076.02 ",,,,,,
,27005863,HC SU-HM SC BATTERY MODULES,," $1,063.31 ",,,,,,
,27005864,HC SU-HM 14 VOLT LI-ION BATTERY,," $2,076.47 ",,,,,,
,27005865,HC SU-HM 14 VOLT BATTERY CLIP,," $3,654.59 ",,,,,,
,27005866,HC SU-HM TRAVEL CASE,, $577.80 ,,,,,,
,27005867,HC SU-HM SHOWER BAG,," $1,625.06 ",,,,,,
,27005868,HC SU-HM POWER MODULE,," $18,778.50 ",,,,,,
,27005869,HC SU-HM UNIV. BATTERY CHARGER,," $17,334.00 ",,,,,,
,27005870,HC SU-HM2 POWER MOD PAT CABLE,," $3,811.88 ",,,,,,
,27005871,HC SU-HM POWER MODULE DC INPUT,, $814.54 ,,,,,,
,27005872,HC SU-HM DISPLAY MODULE,," $8,538.60 ",,,,,,
,27005873,HC SU-HM HOLSTER VEST,," $1,428.45 ",,,,,,
,27005874,HC SU-HW CONTROLLER KIT,," $19,126.25 ",,,,,,
,27005875,HC SU-HW CONTROLLER DC ADAPTER,," $6,099.00 ",,,,,,
,27005876,HC SU-HW PATIENT PACK,," $1,705.31 ",,,,,,
,27005877,HC SU-HW BATTERY CHARGER,," $16,317.50 ",,,,,,
,27005878,HC SU-HW BATTERY,," $2,768.63 ",,,,,,
,27005879,HC SU-DAILY VAD DRIVELINE MGT SYSTEM,, $125.05 ,,,,,,
,27005880,HC SU-HM POCKET CONTROLLER,," $15,095.03 ",,,,,,
,27005881,HC HM2 BATTERY 11V BACKUP PCTRL 106128,," $1,805.63 ",,,,,,
,27005882,HC HEARTMATE GOGEAR ACCESSORY KIT,, $726.50 ,,,,,,
,27005883,HC PLUG B004-0155 STRYKER OSTEONICS SIZE 4,, $255.20 ,,, $255.20 ,,,
,27005884,HC SU-WEEKLEY VAD DRIVELINE MGT SYSTEM,, $142.71 ,,,,,,
,27005885,"HC SU-BINDER ABD 12"" - 46-62""",, $67.88 ,,,,,,
