SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Cardiovascular Procedures,HC PERC PORTAL VEIN CATHETERIZATION,$521.00 ,,
Cardiovascular Procedures,HC PERICARDIOCENTESIS INITIAL,"$9,483.00 ",,
Cardiovascular Procedures,HC PERICARDIOCENTESIS SUBSEQUENT,"$1,082.00 ",,
Cardiovascular Procedures,HC PLACEMENT OCCLUSIVE DEVICE,$100.00 ,,
Cardiovascular Procedures,HC PLCMNT DIST EXT PROSTHESIS DELAYD AFTER RPR,"$2,473.00 ",,
Cardiovascular Procedures,HC PLCMNT EXT PROSTHESIS FOR ENDOVASC REP PER VESSEL W IMG ADD ON,"$11,209.00 ",,
Cardiovascular Procedures,HC PLCMNT PROX EXT PROSTHESIS RPR DESC AORTA,$907.00 ,,
Cardiovascular Procedures,HC PLCMNT PROX EXT PROSTHESIS RPR DESC AORTA ADDL,$907.00 ,,
Cardiovascular Procedures,HC REM AND REPLACE PACER PULSE GEN DUAL,"$15,775.00 ",,
Cardiovascular Procedures,HC REM AND REPLACE PACER PULSE GEN MULT,"$13,203.00 ",,
Cardiovascular Procedures,HC REM AND REPLACE PACER PULSE GEN SINGLE,"$14,259.00 ",,
Cardiovascular Procedures,HC REM IMPLANT ACCESS PORT SUB,"$4,677.00 ",,
Cardiovascular Procedures,HC REM INTRALUMINAL OBSCRUCTIVE MATERIAL,$326.00 ,,
Cardiovascular Procedures,HC REM PERICATH OBSTRUCTIVE MATERIAL,"$1,831.00 ",,
Cardiovascular Procedures,HC REM TUN CVC WO PORT,"$3,869.00 ",,
Cardiovascular procedures,HC REMOVAL AND RPLCE CARDIAC STIMULATOR LEFT,"$16,722.26 ",,
Cardiovascular procedures,HC REMOVAL AND RPLCE CARDIAC STIMULATOR LEFT W NEW ELECTRO,"$16,722.26 ",,
Cardiovascular Procedures,HC REMOVAL OF IAPB PERCUTANEOUS,$335.00 ,,
Cardiovascular procedures,HC REMOVAL OF SUBQ CARDIAC RHYTHM MONITOR,"$13,646.00 ",,
Cardiovascular Procedures,HC REMOVAL SUBQ DEFIB ELECTRODE,"$54,723.00 ",,
Cardiovascular Procedures,HC REMOVE ICD GENERATOR ONLY,"$14,742.00 ",,
Cardiovascular Procedures,HC REMOVE IVC FILTER,"$9,519.00 ",,
Cardiovascular Procedures,HC REMOVE REPLACE ICD GEN DUAL LEAD SYS,"$15,345.00 ",,
Cardiovascular Procedures,HC REMOVE REPLACE ICD GEN MULT LEAD SYS,"$15,028.00 ",,
Cardiovascular Procedures,HC REMOVE REPLACE ICD GEN SGL LEAD SYS,"$15,565.00 ",,
Cardiovascular Procedures,HC REMOVE TVS ELECTRODE DUAL LEAD SYSTEM,"$13,928.00 ",,
Cardiovascular Procedures,HC REMOVE TVS ELECTRODE SGL LEAD SYSTEM,"$14,856.00 ",,
Cardiovascular Procedures,HC REMOVE VAD PERCUTANEOUS,$666.00 ,,
Cardiovascular Procedures,HC REMOVER PACER PULSE GENERATOR ONLY,"$16,749.00 ",,
Cardiovascular Procedures,HC REPAIR CVA CATHETER,"$2,242.00 ",,
Cardiovascular Procedures,HC REPAIR CVA DEVICE W PORT,"$2,718.00 ",,
Cardiovascular Procedures,HC REPAIR TRANSVENOUS ELECTRODE DUAL,"$12,791.00 ",,
Cardiovascular Procedures,HC REPAIR TRANSVENOUS ELECTRODE SINGLE,"$18,935.00 ",,
Cardiovascular Procedures,HC REPL TUNNELED CVA DEV W SQ PORT,"$4,640.00 ",,
Cardiovascular Procedures,HC REPLACE CATH CVA DEVICE W PORT,"$4,576.00 ",,
Cardiovascular Procedures,HC REPLACE NON-TUNNELED CVC,"$1,973.00 ",,
Cardiovascular Procedures,HC REPLACE PICC WO SQ PORT INCL ALL IMAGING,"$8,101.00 ",,
Cardiovascular Procedures,HC REPLACE TUNNELED CVC,"$4,867.00 ",,
Cardiovascular Procedures,HC REPOS SUBQ DEFIB ELECTRODE AND GEN,"$15,011.00 ",,
Cardiovascular Procedures,HC REPOSITION CVC W FLUORO,"$2,087.00 ",,
Cardiovascular Procedures,HC REPOSITION IVC FILTER,"$5,020.00 ",,
Cardiovascular Procedures,HC REPOSITION PREVIOUSLY IMPL CVS ELECTRODE,"$25,445.00 ",,
Cardiovascular Procedures,HC REPOSITION PREVIOUSLY IMPLANTED PACER,"$15,291.00 ",,
Cardiovascular Procedures,HC REPOSITION VAD PERCUTANEOUS W/ IMG,$582.00 ,,
Cardiovascular Procedures,HC REVASC ENDO FEMPOP W ATHERECTOMY,"$17,883.00 ",,
Cardiovascular Procedures,HC REVASC ENDO FEMPOP W PTA,"$14,938.00 ",,
Cardiovascular Procedures,HC REVASC ENDO FEMPOP W STENT,"$15,803.00 ",,
Cardiovascular Procedures,HC REVASC ENDO FEMPOP W STNT&ATHEREC,"$19,870.00 ",,
Cardiovascular Procedures,HC REVASC ENDO ILIAC INIT W PTA,"$14,697.00 ",,
Cardiovascular Procedures,HC REVASC ENDO TIBIOPERO W ATHERECTM,"$21,849.00 ",,
Cardiovascular Procedures,HC REVASC ENDO TIBIOPERO W PTA,"$15,625.00 ",,
Cardiovascular Procedures,HC REVASC ENDO TIBIOPERO W STENT,"$15,726.00 ",,
Cardiovascular Procedures,HC REVASC/ENDO ILIAC W STNT W/WO PTA,"$15,180.00 ",,
Cardiovascular Procedures,HC REVASC/ENDO TIBIOPER W STNT&ATHER,"$19,615.00 ",,
Cardiovascular Procedures,HC REVISION OF TIPS,"$9,689.00 ",,
Cardiovascular Procedures,HC REVISION SKIN POCKET ICD,"$13,758.00 ",,
Cardiovascular Procedures,HC REVISION SKIN POCKET PACEMAKER,"$13,673.00 ",,
Cardiovascular Procedures,HC RT HRT CATH W/PULM ARTRY PRESSURE IMPLANT,"$16,068.00 ",,
Cardiovascular Procedures,HC SEL CATH PLACEMENT RT OR LT PULM ARTERY,"$1,146.00 ",,
Cardiovascular Procedures,HC SEL CATH PLACEMENT SEG OR SUBSEG PULM ARTERY,$972.00 ,,
Cardiovascular Procedures,HC SEL CATH PLACEMENT VENOUS 1ST ORDER,"$1,079.00 ",,
Cardiovascular Procedures,HC SEL CATH PLACEMENT VENOUS 2ND ORDER,"$1,094.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC 1ST ORDER RENAL ARTERY BIL W IMG,"$11,102.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC 1ST ORDER RENAL ARTERY UNI W IMG,"$9,396.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC 2ND ORDER ABD PEL LE ART BRANCH,"$1,075.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC 3RD+ ORDER ABD PEL LE ART BRANCH,"$1,075.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC CMN CRTD ANGIO INTRCRNL ART,"$5,512.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC CMN CRTD ANGIO XTRCRNL ART,"$8,873.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC EA 1ST ORDER ABD PEL LE ART BRANCH,"$1,068.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC EA 2ND+ ORDER ABD PEL LE ART BRANCH,"$1,028.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC INT CRTD ANGIO INTRCRNL ART,"$7,154.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC INTRCRNL BRANCH ANGIO NTRNL CRTD VERT,"$1,384.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC SUBCLV ART ANGIO VERTEBRAL ART,"$2,647.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 1ST ORD,"$1,223.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 2ND ORD 1ST,"$1,146.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 3RD+ ORD,"$1,080.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH ADDL 2ND OR 3RD,$986.00 ,,
Cardiovascular Procedures,HC SEL CATH PLC VERTEBRAL ART ANGIO VERTEBRAL ART,"$1,855.00 ",,
Cardiovascular Procedures,HC SEL CATH PLC XTRNL CRTD ART ANGIO XTRNL CRTD CIRC,"$1,202.00 ",,
Cardiovascular Procedures,HC STAB PHLB VEINS 1 EXTR > 20 INCIS,"$4,540.00 ",,
Cardiovascular Procedures,HC STAB PHLEB VEINS 1 LEG 10-20 INCIS,"$4,844.00 ",,
Cardiovascular Procedures,HC STENT PLACEMT RETRO CAROTID,"$13,874.00 ",,
Cardiovascular Procedures,HC TAVR TAVI OPEN AXIL ART APPROACH,"$29,773.00 ",,
Cardiovascular Procedures,HC TAVR TAVI OPEN FEM ART APPROACH,"$29,773.00 ",,
Cardiovascular Procedures,HC TAVR TAVI PERC FEM ART APPROACH,"$29,773.00 ",,
Cardiovascular Procedures,HC TAVR TAVI TRANSAORTIC APPROACH,"$36,933.00 ",,
Cardiovascular Procedures,HC THERAPEUTIC APHERESIS FOR PLATELETS,"$2,855.00 ",,
Cardiovascular Procedures,HC THERAPEUTIC APHERESIS FOR RBC,"$2,758.00 ",,
Cardiovascular Procedures,HC THERAPEUTIC PHERESIS FOR PLASMA,"$2,843.00 ",,
Cardiovascular Procedures,HC THROMBOLYSIS CEREBRAL IV INFUSION,$399.00 ,,
Cardiovascular Procedures,HC TIBIOPERO EA ADDL W PTA,"$3,582.00 ",,
Cardiovascular Procedures,HC TIBIOPERO W ATHERECTMY EA ADDL,"$15,501.00 ",,
Cardiovascular Procedures,HC TIBIOPERO W STENT EA ADDL,"$2,529.00 ",,
Cardiovascular Procedures,HC TIBIOPERO W STNT&ATHEREC EA ADDL,"$11,439.00 ",,
Cardiovascular Procedures,HC TMVI W PROSTHETIC VALVE PERCUTANEOUS,"$29,773.00 ",,
Cardiovascular Procedures,HC TMVI W PROSTHETIC VALVE TRANSTHORACIC EXPOSURE,"$29,773.00 ",,
Cardiovascular Procedures,HC TRANSCATH MITRAL VALVE REP EA ADD,$907.00 ,,
Cardiovascular Procedures,HC TRANSCATH MITRAL VALVE REP PERC,"$29,773.00 ",,
Cardiovascular Procedures,HC TRANSCATH RTRVL INTRVAS FB W IMG,"$3,667.00 ",,
Cardiovascular Procedures,HC TRANSCATH STENT CCA W EPS,"$14,132.00 ",,
Cardiovascular Procedures,HC TRANSCATH STENT CCA WO EPS,"$6,304.00 ",,
Cardiovascular Procedures,HC TRANSCATH STENT INTRATHORACIC,"$13,874.00 ",,
Cardiovascular Procedures,HC TRANSCATH STENT XTRACRAN CCA PERC ADDL VESSEL,"$7,630.00 ",,
Cardiovascular Procedures,HC TRANSCATH STENT XTRACRAN CCA PERC INITIAL VESSEL,"$17,240.00 ",,
Cardiovascular Procedures,HC TRANSCATHETER BIOPSY,"$5,003.00 ",,
Cardiovascular Procedures,HC TRANSCATHETER CLOSURE L ATRIAL APPENDAGE,"$29,773.00 ",,
Cardiovascular Procedures,HC TRANSCATHETER DELIVERY FIXATION DEVICES TO ENDOGRAFT W IMG,"$11,096.00 ",,
Cardiovascular Procedures,HC TRANSLUM PERIPHERAL ATHERECTOMY BRACHIOCEPHALIC,"$8,027.00 ",,
Cardiovascular Procedures,HC TRANSLUM PERIPHERAL ATHERECTOMY ILIAC ARTERY,"$10,240.00 ",,
Cardiovascular Procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG ARTERY EACH ADDL,"$8,465.00 ",,
Cardiovascular Procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG ARTERY INITIAL,"$11,215.00 ",,
Cardiovascular Procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG VEIN EACH ADDL,"$8,157.00 ",,
Cardiovascular Procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG VEIN INITIAL,"$8,157.00 ",,
Cardiovascular procedures,HC TRCATH IMPLANT OF WIRELESS PULM ARTERY PRESSURE SENSOR,"$16,068.00 ",,
Cardiovascular procedures,HC TRCATH INS OR REPL PERM LEADLESS PACER RIGHT,"$15,350.40 ",,
Cardiovascular procedures,HC TRCATH REMOVE PERMANENT LEADLESS PACER RIGHT,"$15,350.40 ",,
Cardiovascular Procedures,HC TRCATH REPLACE AORTIC VALVE,"$29,773.00 ",,
Cardiovascular Procedures,HC TRNSCTH TX THRMB ART INIT DAY,"$16,896.00 ",,
Cardiovascular Procedures,HC TRNSCTH TX THRMB CESSATION,"$13,071.00 ",,
Cardiovascular Procedures,HC TRNSCTH TX THRMB SUBQ DAY,"$13,436.00 ",,
Cardiovascular Procedures,HC TRNSCTH TX THRMB VEN INIT DAY,"$12,776.00 ",,
Cardiovascular Procedures,HC UNLISTED PROCEDURE VASCULAR INJECTION,$328.00 ,,
Cardiovascular Procedures,HC UNLISTED PROCEDURE VASCULAR SURG,$436.00 ,,
Cardiovascular Procedures,HC UPGRADE IMPLANTED PACEMAKER,"$21,934.00 ",,
Cardiovascular Procedures,HC VAD INSERT EXTRACORP BIVENTRICULAR,"$7,108.00 ",,
Cardiovascular Procedures,HC VAD REMOVE EXTRACORP BIVENTRICULAR,"$3,307.00 ",,
Cardiovascular Procedures,HC VASC EMBOLIZE OCCLUDE ARTERY,"$10,639.00 ",,
Cardiovascular Procedures,HC VASC EMBOLIZE OCCLUDE BLEED,"$10,639.00 ",,
Cardiovascular Procedures,HC VASC EMBOLIZE OCCLUDE ORGAN,"$10,444.00 ",,
Cardiovascular Procedures,HC VASC EMBOLIZE OCCLUDE VENOUS,"$10,639.00 ",,
Cardiovascular Procedures,HC VEN MECHANICAL THROMB REPEAT TX,"$4,202.00 ",,
Cardiovascular Procedures,HC VEN MECHANICAL THROMBECTOMY,"$6,758.00 ",,
Cardiovascular Procedures,HC VENIPUNCTURE,$15.00 ,,
Cardiovascular Procedures,HC VENIPUNCTURE AMB,$15.00 ,,
Cardiovascular Procedures,HC VENIPUNCTURE OR MIDLINE CATH BY PHYS OR QHCP,$763.00 ,,
CT Scan Services,HC 3D RECONSTRUCTION ON SCANNER,$355.00 ,,
CT Scan Services,HC 3D RECONSTRUCTION REQ ON SEPARATE WORKSTATION,$562.00 ,,
CT Scan Services,HC CT ABDOMEN PELVIS W CONTRAST,"$1,653.00 ",,X
CT Scan Services,HC CT ABDOMEN PELVIS W WO CONTRAST,"$1,653.00 ",,
CT Scan Services,HC CT ABDOMEN PELVIS WO CONTRAST,"$1,653.00 ",,X
CT Scan Services,HC CT ABDOMEN W CONTRAST,"$1,431.00 ",,
CT Scan Services,HC CT ABDOMEN W WO CONTRAST,"$1,431.00 ",,
CT Scan Services,HC CT ABDOMEN WO CONTRAST,"$1,431.00 ",,
CT Scan Services,HC CT BRAIN W CONTRAST,$533.00 ,,
CT Scan Services,HC CT BRAIN W WO CONTRAST,$533.00 ,,
CT Scan Services,HC CT BRAIN WO CONTRAST,$533.00 ,,X
CT Scan Services,HC CT CEREBRAL PERF ANALYSIS WITH CONTRAST,"$1,630.00 ",,
CT Scan Services,HC CT CERVICAL SPINE W CONTRAST,"$1,009.00 ",,
CT Scan Services,HC CT CERVICAL SPINE W WO CONTRAST,"$1,009.00 ",,
CT Scan Services,HC CT CERVICAL SPINE WO CONTRAST,"$1,009.00 ",,X
CT Scan Services,HC CT CHEST W CONTRAST,"$1,156.00 ",,X
CT Scan Services,HC CT CHEST W WO CONTRAST,"$1,156.00 ",,
CT Scan Services,HC CT CHEST WO CONTRAST,"$1,156.00 ",,X
CT Scan Services,HC CT COLONOGRAM DIAGNOSTIC,$966.00 ,,
CT Scan Services,HC CT CORONARY CALCIUM SCAN DIAGNOSTIC,"$1,137.00 ",,
CT Scan Services,HC CT CORONARY CALCIUM SCAN SCREENING,$73.00 ,,
CT Scan Services,HC CT GUIDED LOCALIZATION STEREOTACTIC,"$2,201.00 ",,
CT Scan Services,HC CT GUIDED NEEDLE PLACEMENT,"$3,530.00 ",,
CT Scan Services,HC CT GUIDED RADIOTHER FIELDS PLCMNT,"$2,265.00 ",,
CT Scan Services,HC CT GUIDED VISCERAL TISSUE ABLATION,"$20,927.00 ",,
CT Scan Services,HC CT HEART CONTRAST EVAL CARD FUNCTION,"$5,955.00 ",,
CT Scan Services,HC CT HEART CONTRAST EVAL CARD FUNCTION CONGENITAL,"$2,327.00 ",,
CT Scan Services,HC CT LIMITED FOLLOW UP,"$1,387.00 ",,
CT Scan Services,HC CT LOW DOSE LUNG CANCER SCREENING,"$1,156.00 ",,
CT Scan Services,HC CT LOWER EXTREM W CONTRAST,$765.00 ,,
CT Scan Services,HC CT LOWER EXTREM W WO CONTRAST,$765.00 ,,
CT Scan Services,HC CT LOWER EXTREM WO CONTRAST,$765.00 ,,
CT Scan Services,HC CT LUMBAR SPINE W CONTRAST,$642.00 ,,
CT Scan Services,HC CT LUMBAR SPINE W WO CONTRAST,$642.00 ,,
CT Scan Services,HC CT LUMBAR SPINE WO CONTRAST,$642.00 ,,
CT Scan Services,HC CT MAXILLOFACIAL W CONTRAST,$662.00 ,,
CT Scan Services,HC CT MAXILLOFACIAL W WO CONTRAST,$662.00 ,,
CT Scan Services,HC CT MAXILLOFACIAL WO CONTRAST,$662.00 ,,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR W CONTRAST,"$1,103.00 ",,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR W WO CONTRAST,"$1,103.00 ",,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR WO CONTRAST,"$1,103.00 ",,
CT Scan Services,HC CT PELVIS W CONTRAST,"$1,315.00 ",,
CT Scan Services,HC CT PELVIS W WO CONTRAST,"$1,315.00 ",,
CT Scan Services,HC CT PELVIS WO CONTRAST,"$1,315.00 ",,
CT Scan Services,HC CT SOFT TISSUE NECK W AND WO CONTRAST,"$1,266.00 ",,
CT Scan Services,HC CT SOFT TISSUE NECK W CONTRAST,"$1,266.00 ",,
CT Scan Services,HC CT SOFT TISSUE NECK WO CONTRAST,"$1,266.00 ",,
CT Scan Services,HC CT THORACIC SPINE W CONTRAST,$509.00 ,,
CT Scan Services,HC CT THORACIC SPINE W WO CONTRAST,$509.00 ,,
CT Scan Services,HC CT THORACIC SPINE WO CONTRAST,$509.00 ,,
CT Scan Services,HC CT UPPER EXTREMITY W CONTRAST,$843.00 ,,
CT Scan Services,HC CT UPPER EXTREMITY W WO CONTRAST,$843.00 ,,
CT Scan Services,HC CT UPPER EXTREMITY WO CONTRAST,$843.00 ,,
CT Scan Services,HC CT VIRTUAL COLONOSCOPY SCREENING,$966.00 ,,
CT Scan Services,HC CTA ABD AORTA BILATERAL LOWER EXT RUNOFF,"$1,594.00 ",,
CT Scan Services,HC CTA ABDOMEN PELVIS W WO CONTRAST,"$1,594.00 ",,
CT Scan Services,HC CTA ABDOMEN W WO CONTRAST,"$1,614.00 ",,
CT Scan Services,HC CTA CHEST W WO CONTRAST,"$1,009.00 ",,X
CT Scan Services,HC CTA HEAD W WO CONTRAST,"$1,596.00 ",,
CT Scan Services,HC CTA HEART W DYE COR ATERIES AND BYPASS GRAFTS,"$4,844.00 ",,
CT Scan Services,HC CTA LOWER EXTREM W WO CONTRAST,"$1,476.00 ",,
CT Scan Services,HC CTA NECK W WO CONTRAST,"$1,596.00 ",,X
CT Scan Services,HC CTA PELVIS W WO CONTRAST,"$1,485.00 ",,
CT Scan Services,HC CTA UPPER EXTREMITY W WO CONTRAST,"$1,528.00 ",,
CT Scan Services,HC UNLISTED CT PROCEDURE,"$1,387.00 ",,
Dialysis Services,HC DIALYSIS ESRD UNSCHED EMERG OP,"$3,765.00 ",,
Dialysis Services,HC HEMODIALYSIS PROC IP 1 EVAL,"$4,292.00 ",,
Dialysis Services,HC PERITONEAL DIALYSIS,$703.00 ,,
Dialysis Services,HC PRISMA THERAPY CRRT,"$7,622.00 ",,
Dialysis Services,HC ULTRAFILTRATION,"$5,734.00 ",,
Digestive System Procedures,HC ABDOMINAL PARACENTESIS W IMG,"$2,158.00 ",,
Digestive System Procedures,HC ABDOMINAL PARACENTESIS WO IMG,"$2,158.00 ",,
Digestive System Procedures,HC ANOSCOPY,$327.00 ,,
Digestive System Procedures,HC BALLOON DILATION BILIARY DUCT OR AMPULLA W IMG EACH DUCT,"$9,627.00 ",,
Digestive System Procedures,HC BILIARY ENDO PERC WITH BIOPSY,"$2,919.00 ",,
Digestive System Procedures,HC BIOPSY ABD OR RETROPERITONEAL NEEDLE PERC,"$2,605.00 ",,
Digestive System Procedures,HC BIOPSY LIVER NEEDLE,"$2,150.00 ",,
Digestive System Procedures,HC BIOPSY LIVER W OTHER PROCEDURE,$621.00 ,,
Digestive System Procedures,HC BIOPSY PANCREAS PERC NEEDLE,"$1,640.00 ",,
Digestive System Procedures,HC BIOPSY SALIVARY GLAND NEEDLE,"$1,799.00 ",,
Digestive System Procedures,HC CHOLECYSTOSTOMY W IMG AND CATH PLCMNT PERC,"$3,517.00 ",,
Digestive System Procedures,HC COLONOSCOPY,"$3,862.00 ",,
Digestive System Procedures,HC COLONOSCOPY FLX  W BAND LIGATION,"$4,019.00 ",,
Digestive System Procedures,HC COLONOSCOPY FLX ABLATION TUMOR OR LESION,"$4,067.00 ",,
Digestive System Procedures,HC COLONOSCOPY FLX W DECOMPRESSION,"$4,377.00 ",,
Digestive System Procedures,HC COLONOSCOPY FLX W ENCOSCOPIC STENT PLCMNT,"$2,766.00 ",,
Digestive System Procedures,HC COLONOSCOPY STOMA W  DECOMPRESSION,"$4,217.00 ",,
Digestive System Procedures,HC COLONOSCOPY STOMA W BALLOON DILAT,"$4,337.00 ",,
Digestive System Procedures,HC COLONOSCOPY STOMA W PLCMNT ENDOSCOPIC STENT,"$3,655.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA,"$3,665.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA W BIOPSY,"$4,435.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA W CONTROL BLEEDING,"$4,805.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA W FB REMOVAL,"$2,677.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA W TUMOR REMOVAL,"$4,015.00 ",,
Digestive System Procedures,HC COLONOSCOPY THRU STOMA W TUMOR REMOVAL SNARE,"$4,260.00 ",,
Digestive System Procedures,HC COLONOSCOPY VIA COLOTOMY,"$2,870.00 ",,
Digestive System Procedures,HC COLONOSCOPY W BALLOON DILATION,"$4,337.00 ",,
Digestive System Procedures,HC COLONOSCOPY W BIOPSY,"$4,296.00 ",,
Digestive System Procedures,HC COLONOSCOPY W CONTROL BLEEDING,"$4,044.00 ",,
Digestive System Procedures,HC COLONOSCOPY W INJECTIONS,"$3,978.00 ",,
Digestive System Procedures,HC COLONOSCOPY W POLYPECTOMY,"$4,459.00 ",,
Digestive System Procedures,HC COLONOSCOPY W REM LESION FORCEP,"$4,094.00 ",,
Digestive System Procedures,HC COLONOSCOPY W REMOVAL FB,"$4,617.00 ",,
Digestive System Procedures,HC COLONOSCPY STOMA W  SUBMUCOSAL INJ,"$3,904.00 ",,
Digestive System Procedures,HC COLONOSCPY STOMA W MUCOSAL RESECTION,"$4,260.00 ",,
Digestive System Procedures,HC CONVERT BILIARY DRAIN TO INTERNAL-EXTERNAL W IMG,"$5,924.00 ",,
Digestive System Procedures,HC CONVERT G TO GJ TUBE W FLUORO,"$3,388.00 ",,
Digestive System Procedures,HC CRYOABLATION LIVER TUMOR,"$3,694.00 ",,
Digestive System Procedures,HC DEST. INTERNAL HEMORRHOID WITH THERMAL ENERGY,"$4,435.00 ",,
Digestive System Procedures,HC DIL CATH SALIVARY DUCT W WO INJECTION,$170.00 ,,
Digestive System Procedures,HC DILATION ESOPH SOUND OR BOUGIE,"$3,580.00 ",,
Digestive System Procedures,HC DILATION OF EXST TRACT W GUID W TUBE PLCMT,"$8,847.00 ",,
Digestive System Procedures,HC DILATION OF EXST TRACT W GUID W TUBE PLCMT INCL NEW ACCESS,"$8,847.00 ",,
Digestive System Procedures,HC DRAIN DENTAL ABSCESS,$473.00 ,,
Digestive System Procedures,HC DRAINAGE CATHETER EXCHANGE W IMG,"$1,045.00 ",,
Digestive System Procedures,HC DRN ABS/CYST/HEMTMA/MOUTH SMPL,$306.00 ,,
Digestive System Procedures,HC EGD,"$3,140.00 ",,
Digestive System Procedures,HC EGD ENDO MUCOSAL RESECTION,"$3,744.00 ",,
Digestive System Procedures,HC EGD ENDOSCOPIC ULTRASOUND EXAM,"$4,395.00 ",,
Digestive System Procedures,HC EGD ESOPHAGUS BALLOON DILATION 30 MM,"$3,353.00 ",,
Digestive System Procedures,HC EGD FLEX US GUIDE INJECTION,"$3,681.00 ",,
Digestive System Procedures,HC EGD W BAND ESOPH GASTRIC VARICES,"$4,148.00 ",,
Digestive System Procedures,HC EGD W BIOPSY,"$3,401.00 ",,
Digestive System Procedures,HC EGD W DRAINAGE PSEUDOCYST,"$5,419.00 ",,
Digestive System Procedures,HC EGD W ESOPH BALLOON DILATION,"$4,005.00 ",,
Digestive System Procedures,HC EGD W ESOPH DILATION OVER GUIDE,"$4,019.00 ",,
Digestive System Procedures,HC EGD W INJECTIONS,"$2,979.00 ",,
Digestive System Procedures,HC EGD W PEG PLACEMENT,"$3,173.00 ",,
Digestive System Procedures,HC EGD W PLCMNT TRANSENDO TUBE OR CATH,"$2,818.00 ",,
Digestive System Procedures,HC EGD W REMOVAL FB,"$4,619.00 ",,
Digestive System Procedures,HC EGD W SCLEROTHERAPY,"$3,627.00 ",,
Digestive System Procedures,HC EGD W/ABLATION BY LASER,"$3,552.00 ",,
Digestive System Procedures,HC EGD W/CONTROL OF BLEEDING,"$3,840.00 ",,
Digestive System Procedures,HC EGD W/TUMOR/POLYP REMOVE CAUTERY,"$3,366.00 ",,
Digestive System Procedures,HC EGD W/TUMOR/POLYP REMOVE SNARE,"$3,772.00 ",,
Digestive System Procedures,HC ENDO EVAL SM INTEST POUCH,"$3,212.00 ",,
Digestive System Procedures,HC ENDO EVAL SM INTEST POUCH W BIOPSY,"$3,282.00 ",,
Digestive System Procedures,HC ENDOLUMINAL BX BILIARY TREE W IMG SINGLE OR MULT ADD ON,"$7,849.00 ",,
Digestive System Procedures,HC ERCP,"$6,969.00 ",,
Digestive System Procedures,HC ERCP DIRECT VIS/EXAM COMN BIL DUC,"$5,420.00 ",,
Digestive System Procedures,HC ERCP STENT PLACEMENT BILIARY/PANCREATIC DUCT,"$7,287.00 ",,
Digestive System Procedures,HC ERCP W BIOPSY,"$7,943.00 ",,
Digestive System Procedures,HC ERCP W FB REMOV OR STENT BILIARY/PANC DUCT,"$8,683.00 ",,
Digestive System Procedures,HC ERCP W STENT EXCHANGE W DILATION,"$7,400.00 ",,
Digestive System Procedures,HC ERCP W/ABLATION BY LASER,"$6,963.00 ",,
Digestive System Procedures,HC ERCP W/BALLOON DILATION,"$7,639.00 ",,
Digestive System Procedures,HC ERCP W/LITHOTRIPSY,"$7,631.00 ",,
Digestive System Procedures,HC ERCP W/SPHINCTEROTOMY/PAPILLOTOMY,"$8,308.00 ",,
Digestive System Procedures,HC ERCP W/STONE REMOVAL,"$8,185.00 ",,
Digestive System Procedures,HC ESOPHAGOSCOPY,"$2,648.00 ",,
Digestive System Procedures,HC ESOPHAGOSCOPY FLEX W BALLN DILATN 30 MM,"$3,295.00 ",,
Digestive System Procedures,HC ESOPHAGOSCOPY FLEX W MUCOSAL RESECTION,"$3,744.00 ",,
Digestive System Procedures,HC ESOPHAGOSCOPY TRANSORAL STENT PLCMNT,"$6,516.00 ",,
Digestive System Procedures,HC ESOPHAGOSCOPY W BALLOON DILITATION,"$2,958.00 ",,
