DESCRIPTION                     ,CHARGE,CPT CODE
TDAP 0.5 ML VACCINE & ADM,337.93,
Fluzone High-Dose 0.5 mL,337.65,
BETAMETHASONE 0.05 PERC. CRM,336.72,
CHEST TUBE KIT,336,
PROVIGIL 200MG TABLET,335.43,
IRRIG. & OCCLUSION CATHETER,335,
ENDOCLIP MULTAPPLIER 10MM,334,
CVS KIT W/24G POLY 11 CATH,334,
Clonidine 0.2mg/24hr TD,333.02,
SUTURE,332,
DISPOSABLE AMBU BAG,331,
DTDW 35-65 10BH TIP DEFLAT,331,
ENDOSCRUBBER SHEATH,330,
DORIPENEM 500 MG VIAL,328.77,
SAME DAY SURGERY,328,
PERITONEAL DIALYSIS (CAPD),326,
NAIL-TIBIA,326,
OBTURATOR,326,
OBSTETRICAL RECOVERY,326,
ARROW CVPO CATH KIT 111,324,
ERCP CATHETER,324,
CAPECITABINE 500MG,323.59,
CYSTOMETRICS,323,
PNEUMOTHORAX KIT,322,
VARICARE SUCTION IRRIGATOR,322,
TEMNO BIOPSY NEEDLE 18g/9cm,322,
RECOVERY ROOM EA ADDL HOUR,319,
MAYFIELD SKULL CLAMP,318,
VASCULAR GRAFT (GORETEX),317,
VITAL-VUE,317,
PROBE-BILIARY BALLOON 6FR,317,
MILRINONE 10MG/10ML VL (5MG),316.52,
GELFOAM POWDER,315,
Tc 99m TETROFOSMIN/UNIT DOSE,315,
DOLUTEGRAVIR 50 MG TAB,314.8,
BANDEAU,314,
CLOTRIMAZOLE 1 PERC. CRM 45 G,313.99,
URETERAL BRUSH BX SET,313,
SPINAL TRAY,313,
WIRE PASS DRILL,312,
VORICONAZOLE 200MG TAB,311.63,
CHOLANGIOGRAPHY KIT,311,
BLM MOUTHWASH,309.99,
DISP PADS FOR CLOWARD SADDLE,309,
ACTIVE LF. CUSTOM POUCHES,309,
NORMOTHERMIC IRRIGATION SET,308,
OCL SPLINT-LEG,306,
INSUFFLATOR TUBING W/FILTER,304,
STEP SLEEVE,304,
GASTROSCOPIC EXAM,303,
NERVE BLOCK-DIAG. & THER.,303,
NAIL-S P,303,
VAC RENTAL PER DAY,303,
NEGATIVE PRESSURE RENTAL DAILY,303,
HEMOVAC,301,
Darunavir 800 MG TABLET,300.79,
Tetracaine 20mg IN 2ml Inj,300.11,
TRIGGER SWITCH & CORD,300,
ARTERIAL LINE KIT,300,
URETERAL ADAPTER (GOLDBERG),299,
LEVOFLOXACIN 500MG INJ (250MG),297.42,
KNEE IMMOBILIZER,294,
OPER ROOM-ADD'L QTRHR-OP MINOR,293,
HEMORRHAGE OCCLUDER PIN,293,
MIX KIT #2,292,
P-P SHUNT INTRODUCER,291,
CANNULATED DUVAL BONE SCREW,291,
DRESS/DEBRIDE INIT OR SUBS,290,
BARD MARQUEE NEEDLE KIT,290,
ENDOSCRUBBER MACHINE,289,
BIOPSY MARKER,288,
MARQUEE NEEDLE KIT,287,
LAP SAC,285,
PROPARACAINE 0.5P 15ML OPTH,284.22,
FILTER,284,
PRECEPT NITINOL GUIDEWIRE,284,
ELLISPTOSPHERE CATHETER SETUP,284,
DRILL BIT,283,
JACKSON PRATT DRAIN,283,
MINOR PROCEDURE ROOM,283,
RECOVERY 1ST QTR HOUR,283,
DOBUTAMINE 250 ML IV FLUID,283,
URINARY SPHINCTER PROSTHESIS,281,
LEFLUNOMIDE 20 MG TABLET,280.81,
TRU-CUT BIOPSY NEEDLE DISP.,280,
TRANSDUCER KIT,280,
SINUS BALLOON INFLATION,279,
DHS GUIDE PIN-SYNTHESIS,278,
SPINCTERTOME,278,
INTRAMEDULLARY BRUSH,277,
KNIFELIGHT,277,
DOCEtaxel 80MG INJ SDV(PER1MG),276.97,
DOCEtaxel 10mg/ml        (1MG),276.97,
PIN-RUSH,273,
RUSCH REINFORCED TRACH TUBE,273,
INFLATION DEVICE,271,
MEROGEL NASAL/SINUS STENT,269,
FOSPHENYTOIN 100 MG (50 MG),268.51,
SUB Q STAPLER,268,
NAIL-TIBIA,268,
VCT NEPHROSTOMY CATH SYSTEM,268,
Lurasidone 40mg Tablet,266.81,
LURASIDONE HCL 20 MG TAB,266.81,
EDMS DRAINAGE BAG,266,
ARTERIAL LINE,266,
HURRACAINE 20 PERCENT SPRAY,265.47,
PHENYLEPHRINE 2.5P OPTH SOL,265.23,
TLS DRAIN,265,
INNERDYNE STEP SLEEVE ONLY,265,
DOPAMINE 400 MG,264,
FLUCONAZOLE 100 MG/50ML PREMIX,263.99,
CATHETER (KUMPE ACCESS),263,
CARTEOLOL 1 PERC. OPTH SOLN,262.13,
DERMACARRIER (3 TO 1),262,
BC MINOR PROCEDURE,262,
VOLSOL ACETIC ACID OTIC SOLN,261.54,
VACURETTE TIP,260,
ELLIPTOSPHERE CATHETER TRAY,260,
SMARK CELERO,260,
Acetaminophen 1000mg/100ML VL,259.26,
SODIUM GLUCOHEPTONATE,259,
SODIUM FERRIC 62.5MG (12.5MG),258.86,
COMPRSSN SCREW - 15 25 OR 35MM,258,
OXISENSOR PROBE,258,
PROPOFOL 500MG IN 50 ML,257.3,
POST-OP SHOE IPOS-BARAK,257,
MICKEY G-TUBE,257,
ACUFEX DISP BLADE,256,
PROPOFOL 1000MG IN 100ML,255.33,
VAC SPONGE SILVER DRESSING LG,255,
STOMAHESIVE WAFERS (22341),255,
TRIPOD SNARE,255,
PLATE-S P,254,
FLUCONAZOLE 400MG INJ PM BAG,252.57,
LAP HAND SWITCH-GB,252,
OMNIPAQUE 180/20ML,252,
FIXATION STAPLE,251,
WOUND PROTECTOR MED-LG 9-14 CM,251,
SURGITIE/ENDOLOOP,250,
DISPOSABLE SCISSOR TIP,250,
GELFOAM COMPRESSED,250,
DISP TWIST-IN CANNULA,249,
BAIR HUGGER,249,
MEROPENEM 1 GM VIAL,248.69,
INTERNAL URETHROTOME,248,
INJECTION,248,
MARQUEE BIOPSY NEEDLE,248,
MARQUEE NEEDLE,248,
MARQUEE NEEDLE,248,
MARQUEE BIOPSY NEEDLE,248,
LEVOFLOXACIN 750MG/150ML BAG,247.64,
Spot Ex Endoscopic Tattoo 5ML,246.2,
ENOXAPARIN 150MG/1ML 1ML SYR,244.85,
HIP SPICA-1 & HALF SIDES,244,
NEOSTIGMINE 3MG/3ML SYRINGE,243.56,
REDDICK NEEDLE INTRO SET,243,
LEVOFLOXACIN 500MG/100ML BAG,242.9,
SCLEROTHERAPY NEEDLE,242,
Vancomycin in NS 1G/200MLpmbag,241.37,
EQUALIZER BOOT,241,
TRACHEOSTOMY TUBE,241,
VISIFLOW IRRIGATOR,241,
TRACHEOSTOMY TUBE-,241,
SDS COMPRESSION SLEEVE LG,241,
NEONATAL OXYGEN SUPPLIES,240,
SGL-1 SURGI TIE,239,
ADD'L GUIDE PIN - COMPRSSN HIP,239,
CORTICAL BONE SCREW 24 TO 60MM,239,
BONE STAPLE,238,
BIOPINCE 6 BIOPSY NEEDLE,238,
FLUOCINONIDE 0.05 PERC. 60GM,237.75,
Tc99m DTPA UP TO 75 mCi,237,
ONDANSETRON 8MG TAB-ON ONLY,236.45,
EFAVIRENZ 600MG TABLET,235.69,
FENTANYL 50MCG TD PATCH,233.71,
DELIVERY-ADD'L QTR HR,233,
MESALAMINE 1000MG RECTAL SUPP,232.99,
RETRIEVAL FORCEP DISPOSABLE,231,
FENTANYL/BUP 2MCG/ML 100ML BAG,230.36,
MIDAZOLAM 50MG/10ML (50MG),230.14,
SCF35 145 BH WIRE RING B,230,
SCF 35 145 WIRES RING CBH,230,
LEVOFLOXACIN 250 MG PREMIX,229.13,
ENDOSCOPY SERVICES,229,
FLEX IRIS RETRACTOR,228,
SPINAL NEEDLE,228,
ESOPHAGEAL BALLOON,228,
AZTREONAM 1 G VIAL,227.27,
MONOTUBE HALF PIN 3 X 80 MM,227,
SUTURE,227,
COMBINE ROLL,226,
INVEGA 3 MG TABLET,224.79,
SAW BLADE,224,
MODAFINIL 100MG TAB,223.97,
INRO NAIL SPLINT,223,
SINGLE ACTION PUMP SYS,223,
DIVERTOR TIP,223,
NEURO CASPAR DISTRACTOR PIN,222,
ER RAPID RHINO 900 NASAL PACK,222,
CLINDAMYCIN 600MG IN 50ML,221.51,
GREENE BIOPSY NEEDLE,221,
MOMETASONE FUROATE 0.1P LOTION,219.93,
RHOGAM,219,
CYTOLOGY NEEDLE,219,
CHOLANGIOCATH,218,
ACHIEVE BREAST NEEDLE,218,
FLEXIFLO FEEDING TUBE,216,
FLEXIFLO FEEDING TUBE-12,216,
WOUND DRAINAGE POUCH,216,
BIS SENSOR,216,
ZILEUTON 600MG TAB,215.65,
K WIRE & GUIDE,215,
ANES. MATERIALS-BLOCK,215,
Hydromorphone PCA 20mg/100ml,214.24,
Morphine PCA 100mg/100ml(10mg),214.01,
ceFAZolin 2 G/100 ML BAG,214.01,
TEMP NON-CORON STENT W/DEL,213,
LAMINECTOMY EXTRA'S TRAY,212,
PEDIATRIC EXTRAS TRAY,212,
TROCAR 8MM DISPOSABLE,212,
Cyclopentolate w/ Phenylephrin,211.73,
BALANCED SALT SOL 500ML BOT,211.14,
CIRCUMCISION TRAY,210,
MAGNESIUM SULFATE 20G/50ML BAG,210,
PLATELET CONCENTRATES,210,
Oxytocin 40 units/1000 ml bag,209.73,
GELFILM STERILE OPHTHALMC FILM,209,
LARYNGECTOMY TUBE #10,209,
ECONAZOLE 1 PERC 30GM TUBE,208.33,
FLEX OPEN TRACT TIP,208,
D5W/HEPARIN 40U/ML 500ML(1000U,208,
VASCU SHEATH INTROD SET,207,
COLPO-PNEUMO OCCLUDER,207,
LUMBAR PUNCTURE TRAY ADULT,207,
SURFIT IRRIGATION SLEEVES,207,
CLOSED SUCTION CATH,206,
CPM PAD,206,
OCL SPLINT-ARM,206,
NASAL CPAP SUPPLIES,206,
TENCKHOFF CATHETER KIT,205,
FEMORAL CANAL ABSORBER STD/LG,205,
SINUS GUIDE CATH HANDLE,205,
MARQUEE NEEDLE KIT,205,
AEROCHAMBER W MASK SMALL CHILD,204.11,
CAFFEINE CITRATE 60MG/3ML VIAL,204.01,
Testosterone 200mg/ml MDV,203.01,
SUTURE 0 POLY 48 IN,203,
GLYCINE IRRIGATING SOL 3000CC,203,
MAGNESIUM SULFATE 4 GM 50 ML,203,
MAGNESIUM SULFATE 1GM 100 ML,203,
NITREX GUIDEWIRE,203,
ENOXAPARIN 120MG/0.8ML (10MG),202.95,
TRACHEOSTOMY TUBE,202,
BELLADONNA 16.2 PER 60 MG,201.88,
SKULLCAP,201,
Tc 99m SULFUR COLLOID,201,
ACHIEVE COAXIAL NEEDLE,201,
SUMATRIPTAN 25MG TAB,200.71,
THERAPUTIC LENS,200,
AV FISTULA TRAY,200,
Fat Emulsion 2O PER 250ML Bag,200,
CLINIMIX E 4.25%/10% 1000ML,200,
CLINIMIX 4.25%/10% 1000ML BAG,200,
Clonidine 0.1mg/24hr TD,199.94,
PUMP VAC/ENDO-FLO,199,
KCL 40meq IN 100 ML WATER INJ,199,
KCL 20meq IN 100 ML WATER INJ,198,
KCL 10meq/100ML WATER,198,
INFLUENZA PEDIATRIC SYRINGE,197.27,
TERBINAFINE 250MG TABLET,197.01,
Glycopyrrolate 0.4mg/2ml,196.98,
DORIPENEM 250 MG VIAL,196.68,
CINACALCET 30 MG TABLET,194.96,
ARIPIPRAZOLE 5 MG TABLET,194.02,
PLASMA PROTEIN 5% 50 ML (250ML,193.58,
METAPROTERENOL SYRUP 473 ML,192.79,
BLOOD WARMER SET,192,
COAX.DILATN.STYLET& INTRODUCER,192,
Tc 99m DISOFENIN,192,
INRAD BIOPSY NEEDLE,192,
GELFOAM SIZE 100,191,
GENTAMICIN 80 MG/50 ML IV BAG,189.39,
ACUMED ACUTRAK GUIDE WIRE,189,
ARROW KIT W-16G INDWELL CATH.,189,
NITROGLYCERIN IV SOL,189,
EPISTAT NASAL CATHETER,188,
ROPIVACAINE 150MG/30ML (1MG),187.89,
ACE CANNULATED GUIDE PINS,187,
MICRO/MINI TEMP. PADS,187,
MAYFIELD SKULL PIN,187,
Famotidine 20mg/50ml PM,186.6,
MESH. MARLEX-1X4 (1264),186,
CALCIUM GLUCONATE GEL 2.5% 25G,185.36,
THAL QUIK ABSCESS DRAINAGE KIT,185,
PENICILLIN GPOTASS3MU (600000U,184.05,
D5W IN 0.45 SALINE 1000 ML BAG,184,
MANNITOL 20%/500ML BAG,184,
DISP. POLYPECTOMY SNARE,184,
LYMPHATIC MAPPING KIT,183,
HEATING PAD FOR T-PUMP UNIT,183,
BARTHOLIN CATHETERS,183,
Lidocaine 3.5% opth eyegel 1ML,182.72,
ENDO GAUGE MEAS INST,182,
COOK WIRE GUIDE,182,
5MM GUARD TROCAR KIT,182,
Vac Sponge Silver Dressing,182,
PODOUS BOOT,182,
SAFE-T-CENTESIS TRAY,182,
MARQUEE NEEDLE,182,
POREX TUBE,181,
SDS COMPRESSION SLEVE,181,
METACARPAL BRACE,181,
BIOPSY FORCEP HOT/COLD,181,
Raltegravir Potassium400mg Tab,180.99,
TEMP NON-CORON STENT W/O DEL,180,
FRESH FROZEN PLASMA,179,
OPTICAL GRASPING FORCEP,178,
TROCAR CATHETER,178,
TROCAR CATHETER #32,178,
PELVIC BELT,178,
ATAZANAVIR CAPSULE 200MG,177.38,
ATAZANAVIR 150 MG CAPSULE,177.38,
US SALINE INJ FOR HYSTERO,177,
BIOPSY NEEDLE GUIDE KIT,177,
Nicardipine HCL 25MG/10ML VIAL,176.88,
WIRE J & L HOOK,176,
CAPSULE POLISHER,176,
ORTHOSIS FOOT DROP,176,
TYPE & HOLD,176,
MORPHEUS CT GUIDEWIRE,176,
ENOXAPARIN 100MG/1ML (10MG),175.06,
DH RECOVERY ADDL HOUR,175,
FEEDING TUBE TUNGSTEN TIP,175,
OSELTAMIVIR 6MG PER ML 60ML,174.4,
PARHAM BANDS,173,
XOMED NASAL SPLINTS,173,
VAC DRESSING SMALL WHT FOAM,173,
VENT TUBE,172,
LR IRRIGATION SOL 3000ML,172,
NSS 3000ML,172,
RUTNER SUPRAPUBIC CATHETER,172,
LACHYDRIN 12 PERCENT CREAM,171.35,
SUPPLIES - CAPNOMETER OXIMETRY,171,
SURGINEEDLE,171,
SUTURE,171,
SODIUM PHOSPHATE P 32,171,
OFLOXACIN OPTH 0.3% 5ML,170.89,
LETROZOLE 2.5 MG TABLET,170.41,
XALATAN 0.005P OPTH DROP,170.01,
ALBUTEROL 8G INH VENTOLIN HFA,169.13,
RASAGILINE 1MG TABLET,168.65,
SPATULA TIP,168,
CVP INFUSET,168,
LEG CAST-INCLUDING FOOT,168,
BUDESONIDE EC 3MG CAP,167.71,
STAPLER-10 SHOT,167,
CO2 LASER REFLECTIVE MIRROR,167,
SURGICEL,167,
CEFIXIME 100 MG IN 5 ML SUSP,165.37,
Hydromorphone ER 16 mg tab,164.55,
AUSTIN MOORE PROTHESIS TRAY,164,
RETINAL TRAY,164,
GUIDE WIRE,164,
3 PERCENT SALINE 500ML BAG,164,
D5W 1000 ML BAG,164,
D5W 500 ML BAG,164,
D5W 250 ML BAG,164,
D10W 1000MLBAG,164,
D10W 250ML,164,
D5W IN N.S 1000 ML BAG,164,
NS 1000 ML BAG,164,
NS 250 ML BAG,164,
LR 1000 ML,164,
LR 500 ML,164,
D5W LR 1000ML BAG,164,
D5W LR 500 ML,164,
DEXTRAN 40 500 ML BAG,164,
NSS 500 ML,164,
NSS 50 SINGLE PACK,164,
NSS 100 SINGLE PACK,164,
D5W 100 SINGLE PACK,164,
0.45 PERCENT NSS 1000CC,164,
D5W IN 0.2 SALINE 1000 ML BAG,164,
STERILE WATER FOR INJECTION,164,
D5W 0.2 NS 250ML,164,
D5W0.2 NSS 500ML,164,
NSS 3000I,164,
D5W 250 ML AVIVA BAG,164,
D5W 500 ML AVIVA BAG,164,
D5W 50 ML BAG,164,
NS 50 ML BAG,164,
D5W 100ML BAG,164,
NS 100 ML BAG,164,
D5W 0.4 PERC. LIDOCAINE 500 ML,164,
D5W .45 NS & K 20MEQ 1000 ML,164,
NSS 100ML BAG W RECON,164,
D5W .45 NSS 500 ML,164,
D5W 0.45 NSS W 40 KCL,164,
D5W NS W 40 KCL 1000ML,164,
D5W NS W 20 KCL 1000ML BAG,164,
NSS W 40 KCL 1000ML BAG,164,
NSS W 20 KCL 1000ML BAG,164,
NSS 0.45 W/20 KCL,164,
D5W W 20 KCL,164,
D5W.2NSS W 20 KCL,164,
D5W 0.45 NS c KCl 10meq 1000ml,164,
STERILE WATER 3000ML,164,
NS 0.45% 500 ML,164,
DEXTROSE 50 PERC 500ML BAG,164,
Fat Emulsion 20 PER 500ML,164,
UNA BOOTS,163,
AMINOCENTESIS TRAY,163,
ONDANSETRON 4MG TAB-ON (8MG),161.56,
LEG CAST INCLUDING FOOT,161,
WRIST IMMOBILIZER,161,
MONITORING PAD ADULT,161,
INTESTINAL FORCEP SET,160,
SUPRA FOLEY 16 FR,160,
16G BIOPSY INSTRUMENT,160,
LAMOTRIGINE XR 100MG TABLET,159.39,
DRILL-HAND,159,
5 INCH FIBERGLASS CASTING,159,
ANKLE BRACE,159,
OFLOXACIN 0.3P OPTH SOL 10ML,158.99,
GLIDEWIRE .038 ST,157,
Tapentadol 250mg ER Tablet,156.99,
QUAZEPAM 15 MG TAB,156.91,
VALPROATE 500MG IN 5ML INJ,156.78,
VEIN STRIPPER-CODMAN DISP.,156,
XENON XE 133 10mCi,156,
QUETIAPINE FURMATE 300MG XR,155.52,
DEMARTEL CLAMP SET,155,
CYSTO INSTRUMENT SET,155,
CATHETER-FOGARTY IRRIGATING,155,
MONITORING DEFIBRILLATION PAD,155,
PERITONEAL LAVAGE TRAY,155,
GLIDEWIRE .035,154,
SUMATRIPTAN 50 MG TABLET,153.18,
RF CANNULAE,153,
PARACENTESIS TRAY,153,
VIBRATORY P.E.P. - SUPPLIES,153,
FLULAVAL VACC 0.5 ML & ADMIN,152.56,
NERVE STIMULATOR W/ELECTRODE,152,
CAROMED GIRDLE,151,
IRRIGATING CYSTOSTOME,151,
BONE SCREW-5MM & OVER,151,
OT SLIDING BOARD,151,
PHILADELPHIA COLLAR,151,
ABSCESS OR CYST CONTRAST INJ,151,
LARYNGEAL MASK AIRWAY,151,
LEVOFLOXACIN 750MG TABLET,150.1,
DERMAGRAFT PER SQ CM,150,
DERMAGRAFT PER SQ CM WASTE,150,
DERMAGRAFT PER SQ CM,150,
DERMAGRAFT PER SQ CM WASTE,150,
OFLOXACIN 300MG TAB,149.98,
COUDE CATHETER,149,
ENOXAPARIN 80MG/0.8ML SYRINGE,147.05,
MIXING CHAMBER SYRINGE,147,
LAP SAC,147,
THERASKIN PER SQ CM,147,
THERASKIN PER SQ CM WASTE,147,
MICRO PUNCTURE KIT,147,
Lidocaine 4 PERC. Top 4 ML Sol,146.5,
ONDANSETRON 4 MG IN 5ML SOLN,146.38,
ONDANSETRON 4MG TABLETS,146.15,
PHILADELPHIA COLLAR,146,
OPTICHAMBER ADS,145.51,
H. FLU VACCINE,145.12,
BIOPINCE 5 BIOPSY NEEDLE,145,
ANES. MATERIALS-ADD'L QTR HR,145,
ED TELEPSYCHIATRY,144,
PIPERACILLIN/TAZ 3.375 G VIAL,143.42,
UROLOCK ADAPTER,143,
WOUND IRRIGATION KIT,143,
5MM CANNULA DISP,142,
BARD MISSION NEEDLE,142,
MEROPENEM 500 MG VIAL,141.95,
PARICALCITOL 5 MCG/1 ML (1MCG),141.77,
ONDANSETRON 4MG OD TAB,141.28,
BASIC INSTRUMENT SET,141,
APLIGRAF PER SQ CM,141,
APLIGRAF PER SQ CM WASTE,141,
SCALP PH KIT,141,
HNBR5.0 35-65 PNS CZ CATH,141,
HNBR 5.0 .5-100 PW NS H1,141,
HNBR 5.035-100-PW NS JBI,141,
CISATRACURIUM BESYLATE 10MG/5M,140.9,
OXYCODONE SR TAB 80MG,140.76,
TRAUMA KIT,140,
STAPLER INSORB,140,
ED TELENEURO SERVICE,140,
DONNATAL 60 ML DISP BOT,139.79,
ESMARK BANDAGE,139,
ARM CAST-ABOVE ELBOW,139,
HAWKINS-ATKINS NEEDLES,139,
ZIPRASIDONE 40 MG CAP,137.18,
WIRE DRIVER,137,
EYE CONFORMER,137,
ANKLE BRACE,137,
VAC,137,
SUTURE,137,
Triamcinolone Acetonide Nasal,136.84,
DEPO MEDROL 80MG/ML 1ML VIAL,136.27,
OT RESTING HAND SPLINT,136,
APLIGRAF PER SQ CM,136,
APPLIGRAF PER SQ CM WASTE,136,
TSF35 260 BH CATH,136,
Influenza Virus Vaccine 0.5ML,135.69,
Estadiol 0.05mg/day TD,135.37,
ESTRADIOL 0.1MG/24h  TD,135.37,
TESTOSTERONE 200MG/1ML (100MG),134.8,
LIDOCAINE 4 PERC. 50ML BOT TOP,134.5,
ASENAPINE 10MG SL TABLET,134.37,
MIRALAX POWDER 225 GRAM,134.25,
ARMODAFINIL 250 MG TAB,134.08,
TIBIA BOLT,134,
VISCERIA RETAINER,134,
CRYOPRECIPITATE,134,
US BREAST LOCALIZATION CLIP,134,
Rivastigime 4.6mg/Q24H,133.43,
ALPHAGAN 0.2P OPTH SOL,133.38,
4F OBS DIRECT ADMIT MCR,133,
CAPSULE POLISHER,133,
ARM CAST-ABOVE ELBOW,133,
COLLAR AND CUFF,133,
PIPERACILLIN/TAZ 4.5G VIAL,132.28,
INSUFFLATION TUBING SET,132,
OMNIPAQUE 300 10ML,132,
CYTOLOGY NEEDLE,132,
EMTRICITABINE 200MG CAPSULE,131.62,
Scopolamine 1.5mg/Q72H,131.26,
FENTANYL 25MCG TD PATCH,130.5,
FIBERGLASS CASTING 4 IN,130,
LOOP OSTOMY OR SET(223-06),130,
DBPS-65 TIP DEFLAT CATH,130,
Tc 99m MEBROFENIN,130,
CEFIXIME 400 MG TAB,129.97,
NYSTATIN OINTMENT 30G,129.69,
DICLOFENAC 0.1P OPTH SOL,129.69,
2F OBS DIRECT ADMIT MCR,129,
3F OBS DIRECT ADMIT MCR,129,
ICCU OBS DIRECT ADMIT MCR,129,
RABEPRAZOLE 20MG TAB,128.86,
RIFAXIMIN 200 MG TABLET,128.86,
MARCAINE W EPI 0.5 PERC. VIAL,128.13,
LEG TRACTION SPLINT,128,
LEG TRACTION SPLINT MEDIUM,128,
LEG TRACTION SPLINT LARGE,128,
MITOXANTRONE INJ 2MG (PER 5MG),127.54,
TIMOLOL 0.5P OPTH DROPS 5ML,126.76,
PICKUP TRAY,126,
SCISSORS TRAY,126,
BASIC EENT INSTRUMENTS,126,
ESOPHAGOSCOPY SET,126,
RIGID BRONCHOSCOPY SET,126,
SYNTHES FRACTURE SET,126,
MEROCEL NASAL DSG W/AIRWAY 8CM,126,
MISSION BIOPSY NEEDLE,126,
MISSION BIOPSY NEEDLE,126,
FLUOROURACIL 2500MG INJ (500MG,125.6,
ALENDRONATE 70 MG TAB,125.29,
CORPAK FEEDING TUBE,125,
THORACENTESIS TRAY,125,
SEVELAMER 800MG PACKET,124.94,
LIDOCAINE 2P JELLY 30 ML TUBE,124.83,
FENTANYL 12.5MCG TD PATCH,124.83,
COUDE CATHETER,124,
PEDIATRIC MULTIVITAMIN INFUS.,123.84,
MONSELS SOLN 8 ML TOPICAL,123.83,
LIDOCAINE 0.5 PERC. 50 ML SDV,123.78,
TOPIRAMATE 200 MG TAB,123.12,
LAPAROSCOPIC INTRODUCER NEEDLE,123,
SUTURE RETRIEVER,123,
ALPHATEC/ACE WASHER,123,
LUMBAR PUNCTURE TRAY PED,123,
ESTEEM STOMAHESIVE,123,
NASAL PAK/DRESSING,123,
ASP BREAST CYST EA ADDL,123,
CYCLOPENTOLATE 1P OPTH 2ML,122.83,
MORELLE SOS,122,
PIPERACILLIN 2.25G INJ (1G),120.21,
Lamivudine 100mg Tablet,120.19,
FORCEPS,120,
PANCREATIC STENT,120,
PHENYLEPHRINE 1000MCG/10ML SYR,119.62,
ENOXAPARIN 60 MG INJ (10MG),119.13,
TEMNO BIOPSY NEEDLE,119,
ARMSTRONG DRAIN TUBE,118,
MALECOT CATHETER,118,
VAC CANNISTER,118,
AMPLATZ SUPER STIFF WIRE GUIDE,118,
ANASTROZOLE 1 MG TABLET,117.73,
ACCUTEMP SURGICAL CAUTERY,117,
LEVOFLOXACIN 500MG TABLET,116.61,
CARTILAGE SET,116,
URETERAL CONNECTING TUBE,116,
LENS GLIDE,116,
PEG-24 UNIV FEEDING ADAPTER,116,
TIMOLOL 0.25P OPTH DROPS 5ML,115.04,
OT KNEE SEPARATOR,115,
ASPIRA VALVE REPAIR KIT,115,
BIOPINCE FULL CORE NEEDLE,115,
BICALUTAMIDE 50MG TABLET,114.62,
POSTOP TENS ELECTRODE,114,
ISOVUE 300 150 ML,114,
CONTINUOUS EPIDURAL SET,114,
PRASUGREL 10 MG TAB,113.45,
PRASUGREL 5 MG TAB,113.45,
OXISENSOR,113,
ALLIANCE INFLATION,113,
ESTRADIOL 0.05 MG PATCH,112.51,
ESTRADIOL 0.0375MG 24HR PATCH,112.45,
ENDO SLIDE,112,
SUCTION TUBING SMOKE GAS FLUID,112,
CERVICAL REPAIR TRAY,112,
UMBILICAL CATHETERIZATION TRAY,112,
CATHETER FOLEY 3-WAY,112,
FOLEY CATHETER  3WAY,112,
PROFORE,112,
CPAP BIPAP MASK,112,
ALCON SLIT KNIFE,110,
ROSENTHAL NEEDLE,110,
CVP MANOMETER,110,
MEROCEL NASAL SPONGES,110,
TROPICAMIDE 1P OPTH 3ML,109.18,
UNIVERSAL PUMPING SYSTEM,109,
Traimcinolone 0.1%-80G oint,108.83,
4.5 CANNULATED SCREW,108,
OSCILLATING DRILL,108,
COCKUP WRIST SPLINT-LEFT-LRG,108,
COCKUP WRIST SPLINT,108,
NEG PRESSURE FLAT DRAIN KIT,108,
CLARITHROMYCIN 250MG 5ML 50ML,107.87,
ETOMIDATE 20MG IN 10ML INJ,107.08,
30 MAXON TS9,107,
HYDROJAW INSERT,107,
PEANUTS,107,
BUTTON CANNULA,107,
OSELTAMIVIR PHOSPHATE 75MG CAP,106.59,
ATOMOXETINE 40MG CAP,106.53,
MULTIVITAMINS ADULT W VIT. K,106.38,
SILDENAFIL 20 MG TABLET,106.07,
ECT SCREW,105,
MLT TRACHEAL TUBE 6.0MM,105,
WIRE GUIDE-INTERVENTIONAL,105,
FORMOTEROL NEB 20MCG/2ML VIAL,104.72,
DERMACARRIER (1.5 TO 1),104,
PULSAIR-TENOMETER,104,
PRESSURE RELIEF KIT,104,
Tc 99m LABELED RED BLOOD CELL,104,
ESOPHAGOSCOPY TRAY,104,
ROPIVACAINE 40MG/20ML AMP (1MG,103.33,
LANSOPRAZOLE 15 MG OD TAB,103.14,
SKIN STAPLES,103,
OT-STATIC EXTENSION SPLINT,103,
Tc 99m MEDRONATE TO 30mCi,103,
Cromolyn Sodium 5.2mg/Spray,102.73,
POLYTRIM OPTH SOL 10ML,102.56,
LEFLUNOMIDE 10 MG TABLET,102.08,
STIMUPLEX NEEDLE,102,
ALCON CRESCENT KNIFE,102,
STANDARD NOZZLE,102,
HEMCON DRESSING 2X4,102,
ELLIPTOSPHERE CATHETER,102,
SAMARIUM PER mCi,102,
DOXERCALCIFEROL 0.5MCG CAPSULE,101.67,
Oxycodone/APAP 7.5mg/325mg TAB,101.09,
CORNEAL SPHERE,101,
OT SPLINTING MATERIAL SQ FOOT,101,
ETOMIDATE 40MG IN 20ML VIAL,100.29,
OLANZAPINE 7.5MG TABLETS,100.11,
OLANZAPINE 5MG ORAL. DIS. TAB,100.03,
Erythromycin opth oint 1G TUBE,99.89,
MILRINONE 20MG IN 20ML INJ,99.82,
CEFEPIME 2 GRAM VIAL (500MG),99.47,
DH RECOVERY EA ADDL QTR HOUR,99,
RECOVERY EACH ADDL QTR HOUR,99,
