SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Evaluation and Management Services,EVAL/MANAGEMENT COMPREHENSIVE,$735.00,,
Evaluation and Management Services,EVAL/MANAGEMENT DETAILED,$470.00,,
Evaluation and Management Services,EVAL/MGMT BRIEF (REMOVE PICC LINE),$191.00,,
Evaluation and Management Services,EVAL/MGMT OP ESTAB LEVEL 1,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP ESTAB LEVEL 2,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP ESTAB LEVEL 3,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP ESTAB LEVEL 4,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP ESTAB LEVEL 5,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP NEW LEVEL 1,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP NEW LEVEL 2,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP NEW LEVEL 3,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP NEW LEVEL 4,$252.00,,
Evaluation and Management Services,EVAL/MGMT OP NEW LEVEL 5,$252.00,,
Evaluation and Management Services,EVALUATION/MANAGEMENT LEVEL 2,$124.00,,
Evaluation and Management Services,EVALUATION/MANAGEMENT LEVEL 4,$284.00,,
Evaluation and Management Services,INITIAL HOSPITAL CARE-COMPLEX,$426.00,,
Evaluation and Management Services,INITIAL HOSPITAL CARE-COMPREHE,$397.00,,
Evaluation and Management Services,INITIAL HOSPITAL CARE-DETAILED,$366.00,,
Evaluation and Management Services,INPATIENT CONSULT PROBLEM FOCUSED,$128.00,,
Evaluation and Management Services,INPATIENT CONSULT-COMP HIGH COMPLEX,$426.00,,
Evaluation and Management Services,INPATIENT CONSULT-COMP MOD COMPLEX,$397.00,,
Evaluation and Management Services,INPATIENT CONSULT-DETAILED,$366.00,,
Evaluation and Management Services,INPATIENT CONSULT-EXPANDED PROBLEM FOCUS,$178.00,,
Evaluation and Management Services,LACTATION CONSULT-FLWUP,$40.00,,
Evaluation and Management Services,LACTATION CONSULT-INIT,$94.00,,
Evaluation and Management Services,NEW OFFICE/OP VISIT LEVEL 3,$227.00,,
Evaluation and Management Services,NEW OFFICE/OP VISIT LEVEL 4,$287.00,,
Evaluation and Management Services,NEW OFFICE/OP VISIT LEVEL 5,$398.00,,
Evaluation and Management Services,"NEW PATIENT - DETAILED, 30 MINUTES",$218.00,,
Evaluation and Management Services,NEW PATIENT- HIGH COMPLEXITY 60 MINUTES,$426.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 1,$178.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 1,$238.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 2,$178.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 2,$299.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 3,$186.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 3,$386.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 4,$284.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 4,$490.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 5,$284.00,,
Evaluation and Management Services,NEW PATIENT LEVEL 5,$697.00,,
Evaluation and Management Services,NEW PATIENT OFFICE/OTHER  LEVEL 1,$129.00,,
Evaluation and Management Services,NEW PATIENT OFFICE/OTHER LEVEL 2,$178.00,,
Evaluation and Management Services,"NEW PATIENT, OFFICE/OTHER OP LEVEL 3",$397.00,,
Evaluation and Management Services,"NEW PATIENT, OFFICE/OTHER OP LEVEL 4",$366.00,,
Evaluation and Management Services,"NEW PATIENT, OFFICE/OTHER OP LEVEL 5",$426.00,,
Evaluation and Management Services,NEW PATIENT-COMPREHENSIVE 45 MINUTES,$313.00,,
Evaluation and Management Services,"NEW PATIENT-EXPLANED, 20 MINUTES",$178.00,,
Evaluation and Management Services,"NEW PATIENT-PROBLEM FOCUSED, 10 MINUTES",$129.00,,
Evaluation and Management Services,OFFICE NEW CONSULTATION-COMP HI COMPLEX,$426.00,,
Evaluation and Management Services,OFFICE NEW CONSULTATION-COMP MOD COMPLEX,$397.00,,
Evaluation and Management Services,OFFICE NEW CONSULTATIONS-DETAILED,$366.00,,
Evaluation and Management Services,OFFICE NEW CONSULTATIONS-PROBLEM FOCUSED,$128.00,,
Evaluation and Management Services,OFFICE NEW CONSULT-EXPAND PROBLEM FOCUS,$178.00,,
Evaluation and Management Services,OFFICE OP VISIT EST LEVEL 1 RN CONSULT,$170.00,,
Evaluation and Management Services,OP NEW VISIT - LEVEL 3,$180.00,,
Evaluation and Management Services,OP NEW VISIT - LEVEL 4,$276.00,,
Evaluation and Management Services,OP NEW VISIT - LEVEL 5,$276.00,,
Evaluation and Management Services,OP NEW VISIT - LEVEL2,$172.00,,
Evaluation and Management Services,OP NEW VISIT-LEVEL 1,$172.00,,
Evaluation and Management Services,OP VISIT ESTABLISHED PATIENT - LEVEL 1,$172.00,,
Evaluation and Management Services,OP VISIT ESTABLISHED PATIENT - LEVEL 2,$172.00,,
Evaluation and Management Services,OP VISIT ESTABLISHED PATIENT - LEVEL 3,$180.00,,
Evaluation and Management Services,OP VISIT ESTABLISHED PATIENT LEVEL 4,$245.00,,
Evaluation and Management Services,OP VISIT ESTABLISHED PATIENT LEVEL 5,$276.00,,
Evaluation and Management Services,SMOKING/TOBACCO COUNSEL>10MIN,$88.00,,
Evaluation and Management Services,SMOKING/TOBACCO COUNSEL3-10MIN,$42.00,,
Evaluation and Management Services,SUBSEQUENT HOSPITAL CARE PROBLEM FOCUSED,$128.00,,
Evaluation and Management Services,"SUBSEQUENT HOSPITAL CARE, PER DAY MODER",$178.00,,
Evaluation and Management Services,SUBSEQUENT HOSPITAL CARE-DETAILED,$355.00,,
Evaluation and Management Services,TELEHEALTH FACILITY FEE,$61.00,,
Evaluation and Management Services,VISIT OUTPATIENT ESTABLISHED LEVEL 1,$178.00,,
Evaluation and Management Services,VISIT OUTPATIENT NEW LEVEL 1,$178.00,,
Evaluation and Management Services,VISIT TO DETERMINE LDCT ELIGIBILITY,$260.00,,
Female Genital System Procedures,CATHERIZATION&INTRODUCTION OF SALINE OR,$440.00,,
Hemic and Lymphatic System procedures,DIAGNOSTIC BONE BIOPSY(PROFESSIONAL FEE),$179.00,,
Hemic and Lymphatic System procedures,DIAGNOSTIC BONE MARROW BIOPSY,$917.00,,
Hemic and Lymphatic System procedures,DIAGNOSTIC BONE MARROW BIOPSY,"$2,920.00",,
Hemic and Lymphatic System procedures,PER BX OR EXC LYMPH NODE(S); BY NEEDLE,"$2,920.00",,
Injection/Infusion Services,CHEMO INFUSION EACH ADDL HOUR UP TO 8 HO,$266.00,,
Injection/Infusion Services,CHEMO IV PUSH; EA ADDL SUBST,$127.00,,
Injection/Infusion Services,"CHEMO SQ OR IM, HORMONAL ANTI",$206.00,,
Injection/Infusion Services,CHEMOTHERAPY INFUSION CONCURRENT,$88.00,,
Injection/Infusion Services,CHEMOTHERAPY INFUSION UP TO 1 HOUR,$323.00,,
Injection/Infusion Services,CHEMOTHERAPY IV INFUSION PUSH,$229.00,,
Injection/Infusion Services,CHEMOTHERAPY SQ OR IM; NON-HORMONAL ANTI,$206.00,,
Injection/Infusion Services,"EA ADDL SEQU INFUSION, 1ST HR",$290.00,,
Injection/Infusion Services,Hydration Therapy 1st Hr,$484.00,,
Injection/Infusion Services,Hydration Therapy EA Addl Hr,$146.00,,
Injection/Infusion Services,IM INJECTION-ANTIBIOTIC,$127.00,,
Injection/Infusion Services,IM OR SQ INJECTION,$118.00,,
Injection/Infusion Services,IM OR SQ INJECTION,$123.00,,
Injection/Infusion Services,IM OR SQ INJECTION,$127.00,,
Injection/Infusion Services,IM OR SQ INJECTION,$129.00,,
Injection/Infusion Services,INFUSION HYDRATION 1ST HR,$215.00,,
Injection/Infusion Services,INFUSION HYDRATION SUBSEQ HR,$81.00,,
Injection/Infusion Services,INFUSION THERAPUTIC 1ST HR,$215.00,,
Injection/Infusion Services,INFUSION THERAPUTIC SUBSEQ HR,$81.00,,
Injection/Infusion Services,INFUSION THERAPY CONCURRENT,$212.00,,
Injection/Infusion Services,INFUSION THERAPY SEQUENTIAL DRUG 1HR,$212.00,,
Injection/Infusion Services,INJ IVP OR IVPB UNDER 16 MINS,$94.00,,
Injection/Infusion Services,INJECTION SQ OR IM,$94.00,,
Injection/Infusion Services,"INJECTION SQ,IM",$228.00,,
Injection/Infusion Services,INJECTION-SUBQ OR IM,$109.00,,
Injection/Infusion Services,"IV INFUSION, HYDRATION-EA ADDL",$110.00,,
Injection/Infusion Services,IV INFUSION; ADDL SEQ UP TO HOUR,$104.00,,
Injection/Infusion Services,IV INFUSION; ADDL SEQ UP TO HOUR,$110.00,,
Injection/Infusion Services,IV INFUSION; HYDRATION 1ST HOUR,$276.00,,
Injection/Infusion Services,IV INFUSION; HYDRATION 1ST HOUR,$290.00,,
Injection/Infusion Services,IV INFUSION; HYDRATION EA ADDL HOUR,$104.00,,
Injection/Infusion Services,IV INFUSION; HYDRATION EA ADDL HOUR,$110.00,,
Injection/Infusion Services,"IV INFUSION; THER, 1ST HOUR",$272.00,,
Injection/Infusion Services,"IV INFUSION; THER, 1ST HOUR",$276.00,,
Injection/Infusion Services,"IV INFUSION; THER, 1ST HOUR",$290.00,,
Injection/Infusion Services,"IV INFUSION; THER, CONCURRENT",$104.00,,
Injection/Infusion Services,"IV INFUSION; THER, CONCURRENT",$110.00,,
Injection/Infusion Services,"IV INFUSION; THER, EA ADDL HOUR",$104.00,,
Injection/Infusion Services,"IV INFUSION; THER, EA ADDL HOUR",$110.00,,
Injection/Infusion Services,IV INFUSION-THER 1ST HOUR,$290.00,,
Injection/Infusion Services,IV MED PUSH; EACH ADDITIONAL S,$97.00,,
Injection/Infusion Services,IV MEDICATION; EA ADDL NEW DRUG,$157.00,,
Injection/Infusion Services,IV MEDICATION; EA ADDL NEW DRUG,$165.00,,
Injection/Infusion Services,IV MEDICATION; EA ADDL SAME DRUG,$127.00,,
Injection/Infusion Services,IV MEDICATION; EA ADDL SAME DRUG,$157.00,,
Injection/Infusion Services,IV MEDICATION; EA ADDL SAME DRUG,$165.00,,
Injection/Infusion Services,IV MEDICATION; PUSH,$157.00,,
Injection/Infusion Services,IV MEDICATION; PUSH,$165.00,,
Injection/Infusion Services,IV THERAPY-UP TO 1 HR,$557.00,,
Injection/Infusion Services,IVP SEQUENTIAL OF NEW SUBSTANCE-DRUG,$107.00,,
Injection/Infusion Services,PICC LINE FLUSH AND DRESSING CHANGE,$139.00,,
Injection/Infusion Services,PICC/ PORT LINE FLUSH & DRESSING CHANGE,$139.00,,
Injection/Infusion Services,PORT  FLUSH,$131.00,,
Injection/Infusion Services,"PROLONGED INFUSION, OVER 8 HR",$661.00,,
Injection/Infusion Services,"PROLONGED INFUSION, OVER 8 HR",$661.00,,
Injection/Infusion Services,PUMP W/O PROGRAMMING/ANALYZE,$393.00,,
Injection/Infusion Services,REFILL & MAINT IMPLANTABLE PUMP/RESERVIO,$518.00,,
Lab Services,~TISS TRANSGLUTAMINASE ANTBDY IGA,$64.00,,
Lab Services,0 HR EFFLUENT,$8.00,,
Lab Services,17 KETOSTEROIDS TOTAL 24HR,$160.00,,
Lab Services,17-HYDROXYCORTICOSTEROID,$215.00,,
Lab Services,17-HYDROXYPREGNENOLONE,$77.00,,
Lab Services,17-HYDROXYPROGESTERONE,$283.00,,
Lab Services,18-HYDROXYCORTISTERONE,$748.00,,
Lab Services,25-HYDROXYVITAMIN D2 AND D3,$402.00,,
Lab Services,5 - HIAA URINE 24HR,$135.00,,
Lab Services,5-FLUOROCYTOSINE,$132.00,,
Lab Services,6-MAM URINE,$15.00,,
Lab Services,6-METHYL MERCAPTOPURINE (6MMP),$416.00,,
Lab Services,6-THIOGUANINE (6TG),$496.00,,
Lab Services,"9, full gene sequence","$4,691.00",,
Lab Services,A1 Patient Antigen Typing,$124.00,,
Lab Services,ABG ARTERIAL,$85.00,,
Lab Services,ACACIA IGE,$41.00,,
Lab Services,ACCU-CHECK BLOOD SUGAR,$38.00,,
Lab Services,ACCU-CHECK BOOD GLUCOSE,$38.00,,
Lab Services,ACETAMINOPHEN (TYLENOL),$195.00,,
Lab Services,ACETYLCHOLINE REC BINDING ANTIBOD,$425.00,,
Lab Services,ACETYLCHOLINE REC BLOCKING AB,$557.00,,
Lab Services,ACETYLCHOLINE REC BLOCKING AB CHG,$557.00,,
Lab Services,ACETYLCHOLINE REC GANGL NEUR AB,$103.00,,
Lab Services,ACETYLCHOLINE REC MODULATING AB,$328.00,,
Lab Services,ACETYLCHOLINE REC MODULATING AB CHARGE,$328.00,,
Lab Services,ACETYLCHOLINESTERASE,$160.00,,
Lab Services,ACGH WHOLE GENOME CONSTITUTIONAL,"$5,407.00",,
Lab Services,Ach RECEPTOR BINDING AB,$168.00,,
Lab Services,ACID PHOSPHATASE PROSTATIC,$66.00,,
Lab Services,ACT,$68.00,,
Lab Services,ACTH,$245.00,,
Lab Services,ACTIVATED PROTEIN C RESISTANCE,$124.00,,
Lab Services,ACTLCHLNE RCPTR GNGLNC NRONAL AB,$229.00,,
Lab Services,ACYLCARNITINES,$220.00,,
Lab Services,ADAMTS13 ACTIVITY AND INHIBITOR,$939.00,,
Lab Services,ADAMTS13 ANTIBODY,$683.00,,
Lab Services,ADAMTS13 INHIBITOR,$562.00,,
Lab Services,ADDITIONAL IMMUNOSTAIN,$34.00,,
Lab Services,ADENOSINE DEAMINASE,$235.00,,
Lab Services,ADENOVIRUS ANTIBODY,$438.00,,
Lab Services,ADENOVIRUS DNA BY RAPID PCR,$350.00,,
Lab Services,ADRENAL (21-HYDROXYLASE) ANTIBODY,$277.00,,
Lab Services,AFP MATERNAL,$56.00,,
Lab Services,AFP TUMOR MARKER,$56.00,,
Lab Services,AGENT NOS ASSAY,$60.00,,
Lab Services,AGNA-1,$162.00,,
Lab Services,AGT PHASE OF CROSSMATCH,$298.00,,
Lab Services,AHG INDIRECT QUAL EA RGT RED CELL,$46.00,,
Lab Services,ALBUMIN,$8.00,,
Lab Services,ALBUMIN BODY FLUID,$38.00,,
Lab Services,ALBUMIN CSF,$202.00,,
Lab Services,ALCOHOL,$15.00,,X
Lab Services,ALCOHOL (ETHANOL) LEGAL,$60.00,,
Lab Services,ALCOHOL TEST UMBILICAL CORD,$238.00,,
Lab Services,ALDOLASE,$124.00,,
Lab Services,ALDOSTERONE,$159.00,,
Lab Services,ALDOSTERONE URINE,$166.00,,
Lab Services,ALKALINE PHOSPHATASE (ALK PHOS),$8.00,,
Lab Services,ALKALINE PHOSPHATASE ISOENZYME,$48.00,,
Lab Services,ALLERGEN SEPCIFIC IGE EA ALLERGEN SO,$45.00,,
Lab Services,"ALLERGEN SPEC IGE, QT/SEMIQT, RECOMB/PUR",$14.00,,
Lab Services,ALMOND IGE,$41.00,,
Lab Services,ALPHA GLOBIN GENE SEQUENCING,$976.00,,
Lab Services,ALPHA SUBUNIT TSH,$427.00,,
Lab Services,ALPHA-1 ANTITRYPSIN,$64.00,,
Lab Services,ALPHA-1 ANTITRYPSIN PHENOTYPE,$139.00,,
Lab Services,ALPHA-1 ANTITRYPSIN STOOL,$46.00,,
Lab Services,ALPHA-2 ANTIPLASMIN,$210.00,,
Lab Services,ALPHA-GALACTOSIDASE,$371.00,,
Lab Services,ALPHA-LACTOALBUMIN IGE,$30.00,,
Lab Services,ALPHA-SUBUNIT (HCG TSH FSH LH),$160.00,,
Lab Services,ALPRAZOLAM (XANAX),$15.00,,
Lab Services,ALT/SGPT,$8.00,,
Lab Services,ALTERNARIA ALTERNATA IGE,$41.00,,
Lab Services,ALTERNARIA TENUIS IGE,$127.00,,
Lab Services,AMIKACIN PEAK (POST DOSE),$88.00,,
Lab Services,AMIKACIN RANDOM,$88.00,,
Lab Services,AMIKACIN TROUGH (PRE DOSE),$88.00,,
Lab Services,AMINOLEVUL ACID DEHYDR(ALA-D)RBC,$391.00,,
Lab Services,AMINOLEVULINIC ACID (ALA),$270.00,,
Lab Services,AMIODARONE (CORDARONE),$135.00,,
Lab Services,AMITRIPTYLINE AND NORTRIPTYLINE,$133.00,,
Lab Services,AMMONIA (NH3),$146.00,,
Lab Services,AMNIO-SURE,$314.00,,
Lab Services,AMNISURE TEST,$299.00,,
Lab Services,AMOXAPINE (ASENDIN),$68.00,,
Lab Services,AMPHETAMINE CONFIRMATION,$163.00,,
Lab Services,AMPHETAMINE GC/MS CONFIRM FORENSI,$578.00,,
Lab Services,AMPHETAMINE SCREEN,$44.00,,X
Lab Services,AMPHETAMINES,$95.00,,
Lab Services,AMPHIPHYSIN ANTIBODY,$162.00,,
Lab Services,AMPHIPHYSIN WESTERN BLOT CHARGE,$181.00,,
Lab Services,AMYLASE,$62.00,,
Lab Services,AMYLASE BODY FLUID,$62.00,,
Lab Services,AMYLASE PANCREATIC,$71.00,,
Lab Services,AMYLASE PANCREATIC BODY FLUID,$151.00,,
Lab Services,AMYLASE RANDOM URINE,$60.00,,
Lab Services,AMYLASE URINE 24HR,$55.00,,
Lab Services,AMYLASE URINE 24HR,$73.00,,
Lab Services,AMYLASE URINE RANDOM,$55.00,,
Lab Services,ANA,$97.00,,
Lab Services,ANA - TITER,$117.00,,
Lab Services,ANA - TITER - Charge,$117.00,,
Lab Services,ANDROSTENEDIONE,$124.00,,
Lab Services,ANGIOTENSIN 1 CONVERTING ENZYME,$146.00,,
Lab Services,ANTI DNA (SINGLE STRAND),$97.00,,
Lab Services,ANTI MULLERIAN HORMONE (AMH),$210.00,,
Lab Services,ANTIBODY SCREEN,$28.00,,
Lab Services,ANTIBODY SCREEN LISS METHOD,$28.00,,
Lab Services,ANTIBODY SCREEN PEG METHOD,$28.00,,
Lab Services,ANTIBODY SCREEN RBC,$28.00,,
Lab Services,ANTIBODY SCREEN SALINE METHOD,$28.00,,
Lab Services,"ANTIBODY ZIKA VIRUS, IGM",$244.00,,
Lab Services,ANTI-NEURONAL NUCLEAR AB TYPE 3,$162.00,,
Lab Services,ANTINEURONAL NUCLR ANTIBOD IFA/WB,$838.00,,
Lab Services,ANTI-PHOSPHATIDYLSERINE AB,$280.00,,
Lab Services,ANTISTREPTOLYSIN O (ASO),$77.00,,
Lab Services,ANTITHROMBIN (AT3),$168.00,,
Lab Services,ANTITHROMBIN III ANTIGEN,$267.00,,
Lab Services,APOLIPOPROTEIN B,$71.00,,
Lab Services,APOLIPOPROTEIN E GENOTYPING,$700.00,,
Lab Services,APPLE IGE,$33.00,,
Lab Services,APTT,$113.00,,X
Lab Services,APTT HEPARIN COVERAGE,$96.00,,
Lab Services,APTT MIXING STUDIES,$662.00,,
Lab Services,ARIPIPRAZOLE (ABILIFY),$427.00,,
Lab Services,ARSENIC,$188.00,,
Lab Services,ARSENIC URINE,$188.00,,
Lab Services,ARTERIAL BLOOD GAS,$229.00,,
Lab Services,ARTERIAL PH,$116.00,,
Lab Services,ARTHROPOD EXAM,$91.00,,
Lab Services,ASPERGILLUS ANTIBODY,$226.00,,
Lab Services,ASPERGILLUS FUMIGATUS ANTBDY IGG,$121.00,,
Lab Services,ASPERGILLUS FUMIGATUS IGE,$41.00,,
Lab Services,ASPERGILLUS FUMIGATUS IGE.,$41.00,,
Lab Services,ASPERGILLUS FUMIGATUS IGG,$114.00,,
Lab Services,ASPERGILLUS NIGER IGE,$31.00,,
Lab Services,ASSAY OF OXALATE,$53.00,,
Lab Services,AST/SGOT,$8.00,,
Lab Services,AVOCADO IGE,$41.00,,
Lab Services,B CELLS TOTAL COUNT,$414.00,,
Lab Services,B PERTUSSIS AB IGG IMMUNOBLOT,$79.00,,
Lab Services,B PERTUSSIS AB IGM IMMUNOBLOT,$79.00,,
Lab Services,B12/FOLATE,$113.00,,
Lab Services,BABESIA MIC ANTIBODIES IGG IGM,$257.00,,
Lab Services,BABESIA MICROTI BY PCR,$466.00,,
Lab Services,BABESIA MICROTI IGG,$149.00,,
Lab Services,BACTERIAL ANTIGEN,$303.00,,
Lab Services,BACTERIAL ID AND SENSI,$135.00,,
Lab Services,BACTERIAL IDENTIFICATION,$85.00,,X
Lab Services,BACTERIAL IDENTIFICATION CHG,$103.00,,
Lab Services,BACTERIUM ANTIBODY,$165.00,,
Lab Services,BAKERS YEAST IGE,$33.00,,
Lab Services,BANANA IGE,$33.00,,
Lab Services,BARBITURATE CONFIRMATION,$121.00,,
Lab Services,BARBITURATE SCREEN,$44.00,,X
Lab Services,BARBITURATES,$34.00,,
Lab Services,BARTONELLA ANTIBODY,$190.00,,
Lab Services,BASIC METABOLIC PANEL (BMP),$43.00,,X
Lab Services,BCR/ABL  P210  QUANT  MONITOR,"$1,716.00",,
Lab Services,BCR/ABL 1 GENE MINOR BP,"$2,191.00",,
Lab Services,BCR/ABL P190 RNA QUANT MONITOR,"$1,846.00",,
Lab Services,BCR/ABL1 GENE MAJOR BP,"$2,191.00",,
Lab Services,BEEF IGE,$41.00,,
Lab Services,BENZODIAZEPHENE,$34.00,,
Lab Services,BENZODIAZEPINE CONFIRMATION.,$111.00,,
Lab Services,BENZODIAZEPINE QUANTITATIVE CHG,$111.00,,
Lab Services,BENZODIAZEPINE SCREEN,$44.00,,X
Lab Services,BENZODIAZEPINES 1-2,$15.00,,
Lab Services,BERMUDA GRASS IGE,$41.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGA,$116.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGA CHG,$116.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGG,$116.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGG CHG,$116.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGM,$116.00,,
Lab Services,BETA 2 GLYCOPROTEIN 1 IGM CHG,$116.00,,
Lab Services,Beta 2 GP1 AB IgM and IgG,$79.00,,
Lab Services,BETA CROSSLAPS (BETA CTX),$650.00,,
Lab Services,BETA GLOBIN CLUSTER LOCUS DEL/DUP,$323.00,,
Lab Services,BETA GLOBIN GENE SEQUENCING,$976.00,,
Lab Services,BETA HYDROXYBUTYRATE,$77.00,,
Lab Services,BETA-2 MICROGLOBULIN (B2M),$146.00,,
Lab Services,BETA-2 MICROGLOBULIN CSF,$100.00,,
Lab Services,BETA-2 MICROGLOBULIN URINE,$128.00,,
Lab Services,BETA-2 TRANSFERRIN,$525.00,,
Lab Services,BICARBONATE (CO2),$8.00,,
Lab Services,BIHIA GRASS IGE,$41.00,,
Lab Services,BILE ACIDS TOTAL,$88.00,,
Lab Services,BILE FOR MICROLITHASIS,$186.00,,
Lab Services,Bilirubin - Neonatal,$8.00,,
Lab Services,BILIRUBIN DIRECT,$65.00,,X
Lab Services,BILIRUBIN TOTAL,$8.00,,
Lab Services,"BILIRUBIN, TOTAL, TRANSCUTANEOUS",$34.00,,
Lab Services,BK VIRUS DNA BY PCR URINE,$331.00,,
Lab Services,BK VIRUS PCR QUANTITATIVE,$350.00,,
Lab Services,BLASTOMYCES ANTIBODY,$222.00,,
Lab Services,BLOOD GAS ARTERIAL/VENOUS/CORD,$80.00,,
Lab Services,BLOOD GLUCOSE CHECK,$28.00,,
Lab Services,BLOOD PROCESSING FEE AUTOLOGOUS,$182.00,,
Lab Services,BLOOD PRODUCT IRRADIATION,$284.00,,
Lab Services,BLOOD PRODUCT POOLING,$282.00,,
Lab Services,BLOOD TYPING ABO,$21.00,,
Lab Services,BLOOD TYPING RH (D),$10.00,,
Lab Services,BLUE MUSSEL IGE,$41.00,,
Lab Services,BONE ALKALINE PHOSPHATASE,$107.00,,
Lab Services,BONE MARROW TECH COMPONENT,$190.00,,
Lab Services,BORDETELLA ANTIBODY,$430.00,,
Lab Services,BORDETELLA PERTUSSIS PCR,$315.00,,
Lab Services,BORON,$272.00,,
Lab Services,BOX ELDER IGE,$41.00,,
Lab Services,BRAF GENE MUT ANLYS (V600E) TUMOR,$942.00,,
Lab Services,BRAIN NATRIURETIC PEPTIDE(BNP),$180.00,,
Lab Services,BRAZIL NUT IGE,$31.00,,
Lab Services,BROME GRASS IGE,$30.00,,
Lab Services,BRUCELLA ANTIBODIES IGG AND IGM,$162.00,,
Lab Services,BRUCELLA ANTIBODY CONFIRM CHG,$202.00,,
Lab Services,BRUCELLA ANTIBODY IGM,$54.00,,
Lab Services,BUN,$8.00,,
Lab Services,BUN POST DIALYSIS,$29.00,,
Lab Services,BUN PRE DIALYSIS,$18.00,,
Lab Services,BUPRENORPHINE,$64.00,,
Lab Services,BUPRENORPHINE SCREEN URINE,$15.00,,
Lab Services,BUPRENORPHINE SCREEN URINE.,$44.00,,X
Lab Services,BUPRENORPHINE SCREEN WITH REFLEX (BUPM),$138.00,,
Lab Services,BUPROPION,$205.00,,
Lab Services,C DIFFICILE ANTIGEN,$79.00,,
Lab Services,C DIFFICILE TOXIN GENE PCR,$317.00,,
Lab Services,C Patient Antigen Typing,$124.00,,
Lab Services,C.DIFFICILE TOXIN ASSAY A AND B,$65.00,,
Lab Services,C1 ESTERASE INHIBITION QUANT,$124.00,,
Lab Services,C1 ESTERASE INHIBITOR ANTIGEN,$69.00,,
Lab Services,C1 ESTERASE INHIBITOR FUNCTION,$94.00,,
Lab Services,C1Q COMPLEMENT FUNCTIONAL,$181.00,,
Lab Services,C2 COMPLEMENT ANTIGEN,$308.00,,
Lab Services,C2 COMPLEMENT FUNCTIONAL W/REFLEX,$81.00,,
Lab Services,C3,$65.00,,
Lab Services,C3D CIRCULATING IMMUNE COMPLEXES,$479.00,,
Lab Services,C4,$65.00,,
Lab Services,C4 COMPLEMENT FUNCTIONAL,$181.00,,
Lab Services,C9 COMPLEMENT FUNCTIONAL,$222.00,,
Lab Services,CA 125,$48.00,,
Lab Services,CA 15-3,$88.00,,
Lab Services,CA 19-9 PANCREATIC CYST FLUID,$48.00,,
Lab Services,CA 19-9.,$48.00,,
Lab Services,CA 27-29,$100.00,,
Lab Services,CA CHANNEL BINDING AB N-TYPE,$366.00,,
Lab Services,CA CHANNEL BINDING AB P/Q TYPE,$231.00,,
Lab Services,CADMIUM BLOOD,$211.00,,
Lab Services,CADMIUM URINE,$50.00,,
Lab Services,CALCITONIN,$207.00,,
Lab Services,CALCIUM CHARGE,$8.00,,
Lab Services,CALCIUM IONIZED,$186.00,,
Lab Services,CALCIUM TOTAL,$8.00,,
Lab Services,CALCIUM URINE 24HR,$71.00,,
