"OHIOHEALTH DOCTORS HOSPITAL, DUBLIN METHODIST HOSPITAL, GRANT MEDICAL CENTER, GROVE CITY METHODIST HOSPITAL, AND RIVERSIDE METHODIST HOSPITAL CHARGE LIST",,,,,,,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT,,,,,,
Cardiovascular procedures,"HC INSERT PICC, WO SQ PORT, WITH IMAGING, > 5 YO","$2,391.00",,,,,,,,
Cardiovascular procedures,HC INSERT PULSE GENERATOR ONLY DUAL,"$29,854.00",,,,,,,,
Cardiovascular procedures,HC INSERT PULSE GENERATOR ONLY SGL,"$14,862.00",,,,,,,,
Cardiovascular procedures,HC INSERT SUBQ CARDIAC RHYTHM MONITOR INCL PROGRAMMING,"$16,548.00",,,,,,,,
Cardiovascular procedures,HC INSERT SUBQ DEFIB ELECTRODE,"$18,467.00",,,,,,,,
Cardiovascular procedures,HC INSERT SUBQ DEFIB W ELECTRODE,"$20,175.00",,,,,,,,
Cardiovascular procedures,HC INSERT TEMPORARY PACEMAKER,"$9,108.00",,,,,,,,
Cardiovascular procedures,HC INSERT VAD ARTERIAL & VENOUS ACCESS PERCUTANEOUS W IMG,"$1,181.00",,,,,,,,
Cardiovascular procedures,HC INSERT VAD ARTERIAL ACCESS PERCUTANEOUS W IMG,"$1,181.00",,,,,,,,
Cardiovascular procedures,HC INSERTION IABP PERC,"$3,111.00",,,,,,,,
Cardiovascular procedures,HC INSERTION ICD GENERATOR ONLY SINGLE,"$21,854.00",,,,,,,,
Cardiovascular procedures,HC INSERTION OF TIPS,"$15,600.00",,,,,,,,
Cardiovascular procedures,HC INSERTION TRANSVENOUS ELECTRODE DUAL,"$15,492.00",,,,,,,,
Cardiovascular procedures,HC INSERTION TRANSVENOUS ELECTRODE SINGLE,"$18,467.00",,,,,,,,
Cardiovascular procedures,HC INTRAPROCEDURAL CORONARY FFR VALUES FOR STENOSIS INTERVEN ADD ON,$400.00,,,,,,,,
Cardiovascular procedures,HC INTRO CATHETER RT HEART OR MAIN PULM ART,$449.00,,,,,,,,
Cardiovascular procedures,HC INTRO NEEDLE OR CATH AORTA TRANSLUMBAR,"$1,602.00",,,,,,,,
Cardiovascular procedures,HC INTRO NEEDLE OR CATH EXTREMITY ARTERY,"$1,954.00",,,,,,,,
Cardiovascular procedures,HC INTRO NEEDLE OR INTRACATHETER VEIN,$888.00,,,,,,,,
Cardiovascular procedures,HC INTRODUCTION CATHETER AORTA,"$1,954.00",,,,,,,,
Cardiovascular procedures,HC INTRODUCTION CATHETER INF OR SUP VENA CAVA,"$1,169.00",,,,,,,,
Cardiovascular procedures,HC IVUS NON-CORONARY INITIAL VESSEL W IMG EA ADDL VESSEL,"$2,052.00",,,,,,,,
Cardiovascular procedures,HC IVUS NON-CORONARY INITIAL VESSEL W IMG INITIAL VESSEL,"$5,336.00",,,,,,,,
Cardiovascular procedures,HC LIGATION/BIOPSY TEMPORAL ARTERY,"$1,763.00",,,,,,,,
Cardiovascular procedures,HC NEEDLE PLCMT INTRAOSSEOUS INFUSION,$473.00,,,,,,,,
Cardiovascular procedures,HC NONSEL CATH THOR AORTA ANGIO INTR XTRCRANIAL ART,"$3,493.00",,,,,,,,
Cardiovascular procedures,HC OPEN FEM ART FOR AEP BY INCSN UNILAT,"$14,638.00",,,,,,,,
Cardiovascular procedures,HC OPEN OR PERQ PLACE STENT 1ST ARTERY,"$14,697.00",,,,,,,,
Cardiovascular procedures,HC OPEN OR PERQ PLACE STENT 1ST VEIN,"$14,697.00",,,,,,,,
Cardiovascular procedures,HC OPEN OR PERQ PLACE STENT EA ADD ART,"$7,348.00",,,,,,,,
Cardiovascular procedures,HC OPEN OR PERQ PLACE STENT EA ADD VEIN,"$7,348.00",,,,,,,,
Cardiovascular procedures,HC PERC ACCESS & CLOSURE FEM ART FOR ENDGRFT DEL UNI W IMG ADD ON,"$14,638.00",,,,,,,,
Cardiovascular procedures,HC PERC PORTAL VEIN CATHETERIZATION,$631.00,,,,,,,,
Cardiovascular procedures,HC PERICARDIOCENTESIS INITIAL,"$11,266.00",,,,,,,,
Cardiovascular procedures,HC PERICARDIOCENTESIS SUBSEQUENT,"$1,310.00",,,,,,,,
Cardiovascular Procedures,HC PLACEMENT OCCLUSIVE DEVICE,$118.00,,,,,,,,
Cardiovascular procedures,HC PLCMNT DIST EXT PROSTHESIS DELAYD AFTER RPR,"$2,992.00",,,,,,,,
Cardiovascular procedures,HC PLCMNT EXT PROSTHESIS FOR ENDOVASC REP PER VESSEL W IMG ADD ON,"$13,747.00",,,,,,,,
Cardiovascular procedures,HC PLCMNT PROX EXT PROSTHESIS RPR DESC AORTA,"$1,097.00",,,,,,,,
Cardiovascular procedures,HC PLCMNT PROX EXT PROSTHESIS RPR DESC AORTA ADDL,"$1,097.00",,,,,,,,
Cardiovascular procedures,HC REM AND REPLACE PACER PULSE GEN DUAL,"$18,743.00",,,,,,,,
Cardiovascular procedures,HC REM AND REPLACE PACER PULSE GEN MULT,"$15,686.00",,,,,,,,
Cardiovascular procedures,HC REM AND REPLACE PACER PULSE GEN SINGLE,"$16,940.00",,,,,,,,
Cardiovascular procedures,HC REM IMPLANT ACCESS PORT SUB,"$5,558.00",,,,,,,,
Cardiovascular procedures,HC REM INTRALUMINAL OBSCRUCTIVE MATERIAL,$395.00,,,,,,,,
Cardiovascular procedures,HC REM PERICATH OBSTRUCTIVE MATERIAL,"$2,176.00",,,,,,,,
Cardiovascular procedures,HC REM TUN CVC WO PORT,"$4,597.00",,,,,,,,
Cardiovascular procedures,HC REMOVAL AND RPLCE CARDIAC STIMULATOR LEFT,"$20,393.00",,,,,,,,
Cardiovascular procedures,HC REMOVAL AND RPLCE CARDIAC STIMULATOR LEFT W NEW ELECTRO,"$20,393.00",,,,,,,,
Cardiovascular procedures,HC REMOVAL OF IAPB PERCUTANEOUS,$401.00,,,,,,,,
Cardiovascular procedures,HC REMOVAL OF SUBQ CARDIAC RHYTHM MONITOR,"$16,214.00",,,,,,,,
Cardiovascular procedures,HC REMOVAL SUBQ DEFIB ELECTRODE,"$66,234.00",,,,,,,,
Cardiovascular procedures,HC REMOVE ICD GENERATOR ONLY,"$17,515.00",,,,,,,,
Cardiovascular procedures,HC REMOVE IVC FILTER,"$11,310.00",,,,,,,,
Cardiovascular procedures,HC REMOVE REPLACE ICD GEN DUAL LEAD SYS,"$18,232.00",,,,,,,,
Cardiovascular procedures,HC REMOVE REPLACE ICD GEN MULT LEAD SYS,"$17,856.00",,,,,,,,
Cardiovascular procedures,HC REMOVE REPLACE ICD GEN SGL LEAD SYS,"$18,493.00",,,,,,,,
Cardiovascular procedures,HC REMOVE TVS ELECTRODE DUAL LEAD SYSTEM,"$16,548.00",,,,,,,,
Cardiovascular procedures,HC REMOVE TVS ELECTRODE SGL LEAD SYSTEM,"$17,980.00",,,,,,,,
Cardiovascular procedures,HC REMOVE VAD PERCUTANEOUS,$804.00,,,,,,,,
Cardiovascular procedures,HC REMOVER PACER PULSE GENERATOR ONLY,"$19,900.00",,,,,,,,
Cardiovascular procedures,HC REPAIR CVA CATHETER,"$2,714.00",,,,,,,,
Cardiovascular procedures,HC REPAIR CVA DEVICE W PORT,"$3,290.00",,,,,,,,
Cardiovascular procedures,HC REPAIR TRANSVENOUS ELECTRODE DUAL,"$15,482.00",,,,,,,,
Cardiovascular procedures,HC REPAIR TRANSVENOUS ELECTRODE SINGLE,"$22,919.00",,,,,,,,
Cardiovascular procedures,HC REPL TUNNELED CVA DEV W SQ PORT,"$5,513.00",,,,,,,,
Cardiovascular procedures,HC REPLACE CATH CVA DEVICE W PORT,"$5,539.00",,,,,,,,
Cardiovascular procedures,HC REPLACE NON-TUNNELED CVC,"$2,345.00",,,,,,,,
Cardiovascular procedures,HC REPLACE PICC WO SQ PORT INCL ALL IMAGING,"$8,835.00",,,,,,,,
Cardiovascular procedures,HC REPLACE TUNNELED CVC,"$5,778.00",,,,,,,,
Cardiovascular procedures,HC REPOS SUBQ DEFIB ELECTRODE AND GEN,"$18,168.00",,,,,,,,
Cardiovascular procedures,HC REPOSITION CVC W FLUORO,"$2,480.00",,,,,,,,
Cardiovascular procedures,HC REPOSITION IVC FILTER,"$6,075.00",,,,,,,,
Cardiovascular procedures,HC REPOSITION PREVIOUSLY IMPL CVS ELECTRODE,"$30,797.00",,,,,,,,
Cardiovascular procedures,HC REPOSITION PREVIOUSLY IMPLANTED PACER,"$18,168.00",,,,,,,,
Cardiovascular procedures,HC REPOSITION VAD PERCUTANEOUS W/ IMG,$702.00,,,,,,,,
Cardiovascular procedures,HC REVASC ENDO FEMPOP W ATHERECTOMY,"$21,248.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO FEMPOP W PTA,"$17,748.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO FEMPOP W STENT,"$18,776.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO FEMPOP W STNT&ATHEREC,"$23,610.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO ILIAC INIT W PTA,"$17,462.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO TIBIOPERO W ATHERECTM,"$25,961.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO TIBIOPERO W PTA,"$18,565.00",,,,,,,,
Cardiovascular procedures,HC REVASC ENDO TIBIOPERO W STENT,"$18,684.00",,,,,,,,
Cardiovascular procedures,HC REVASC/ENDO ILIAC W STNT W/WO PTA,"$18,036.00",,,,,,,,
Cardiovascular procedures,HC REVASC/ENDO TIBIOPER W STNT&ATHER,"$23,306.00",,,,,,,,
Cardiovascular procedures,HC REVISION OF TIPS,"$11,728.00",,,,,,,,
Cardiovascular procedures,HC REVISION SKIN POCKET ICD,"$16,345.00",,,,,,,,
Cardiovascular procedures,HC REVISION SKIN POCKET PACEMAKER,"$16,245.00",,,,,,,,
Cardiovascular procedures,HC RT HRT CATH W/PULM ARTRY PRESSURE IMPLANT,"$19,507.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLACEMENT RT OR LT PULM ARTERY,"$1,387.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLACEMENT SEG OR SUBSEG PULM ARTERY,"$1,175.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLACEMENT VENOUS 1ST ORDER,"$1,283.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLACEMENT VENOUS 2ND ORDER,"$1,301.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC 1ST ORDER RENAL ARTERY BIL W IMG,"$13,189.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC 1ST ORDER RENAL ARTERY UNI W IMG,"$11,163.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC 2ND ORDER ABD PEL LE ART BRANCH,"$1,276.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC 3RD+ ORDER ABD PEL LE ART BRANCH,"$1,276.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC CMN CRTD ANGIO INTRCRNL ART,"$6,549.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC CMN CRTD ANGIO XTRCRNL ART,"$10,542.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC EA 1ST ORDER ABD PEL LE ART BRANCH,"$1,269.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC EA 2ND+ ORDER ABD PEL LE ART BRANCH,"$1,221.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC INT CRTD ANGIO INTRCRNL ART,"$8,501.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC INTRCRNL BRANCH ANGIO NTRNL CRTD VERT,"$1,674.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC SUBCLV ART ANGIO VERTEBRAL ART,"$3,146.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 1ST ORD,"$1,454.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 2ND ORD 1ST,"$1,360.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH 3RD+ ORD,"$1,308.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC THRC BRCH CPHLC BRNCH ADDL 2ND OR 3RD,"$1,193.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC VERTEBRAL ART ANGIO VERTEBRAL ART,"$2,245.00",,,,,,,,
Cardiovascular procedures,HC SEL CATH PLC XTRNL CRTD ART ANGIO XTRNL CRTD CIRC,"$1,428.00",,,,,,,,
Cardiovascular procedures,HC STAB PHLB VEINS 1 EXTR > 20 INCIS,"$5,494.00",,,,,,,,
Cardiovascular procedures,HC STAB PHLEB VEINS 1 LEG 10-20 INCIS,"$5,863.00",,,,,,,,
Cardiovascular procedures,HC STENT PLACEMT RETRO CAROTID,"$16,792.00",,,,,,,,
Cardiovascular procedures,HC TAVR TAVI OPEN AXIL ART APPROACH,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TAVR TAVI OPEN FEM ART APPROACH,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TAVR TAVI PERC FEM ART APPROACH,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TAVR TAVI TRANSAORTIC APPROACH,"$44,701.00",,,,,,,,
Cardiovascular procedures,HC THERAPEUTIC APHERESIS FOR PLATELETS,"$3,456.00",,,,,,,,
Cardiovascular procedures,HC THERAPEUTIC APHERESIS FOR RBC,"$3,337.00",,,,,,,,
Cardiovascular procedures,HC THERAPEUTIC PHERESIS FOR PLASMA,"$3,440.00",,,,,,,,
Cardiovascular procedures,HC THROMBOLYSIS CEREBRAL IV INFUSION,$483.00,,,,,,,,
Cardiovascular procedures,HC TIBIOPERO EA ADDL W PTA,"$4,256.00",,,,,,,,
Cardiovascular procedures,HC TIBIOPERO W ATHERECTMY EA ADDL,"$18,762.00",,,,,,,,
Cardiovascular procedures,HC TIBIOPERO W STENT EA ADDL,"$3,060.00",,,,,,,,
Cardiovascular procedures,HC TIBIOPERO W STNT&ATHEREC EA ADDL,"$13,845.00",,,,,,,,
Cardiovascular procedures,HC TMVI W PROSTHETIC VALVE PERCUTANEOUS,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TMVI W PROSTHETIC VALVE TRANSTHORACIC EXPOSURE,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH MITRAL VALVE REP EA ADD,"$1,097.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH MITRAL VALVE REP PERC,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH RTRVL INTRVAS FB W IMG,"$4,438.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH STENT CCA W EPS,"$16,792.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH STENT CCA WO EPS,"$7,630.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATH STENT INTRATHORACIC,"$16,792.00",,,,,,,,
Cardiovascular Procedures,HC TRANSCATH STENT XTRACRAN CCA PERC ADDL VESSEL,"$9,235.00",,,,,,,,
Cardiovascular Procedures,HC TRANSCATH STENT XTRACRAN CCA PERC INITIAL VESSEL,"$20,866.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATHETER BIOPSY,"$5,945.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATHETER CLOSURE L ATRIAL APPENDAGE,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TRANSCATHETER DELIVERY FIXATION DEVICES TO ENDOGRAFT W IMG,"$13,182.00",,,,,,,,
Cardiovascular Procedures,HC TRANSLUM PERIPHERAL ATHERECTOMY BRACHIOCEPHALIC,"$9,715.00",,,,,,,,
Cardiovascular Procedures,HC TRANSLUM PERIPHERAL ATHERECTOMY ILIAC ARTERY,"$12,394.00",,,,,,,,
Cardiovascular procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG ARTERY EACH ADDL,"$10,246.00",,,,,,,,
Cardiovascular procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG ARTERY INITIAL,"$13,574.00",,,,,,,,
Cardiovascular procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG VEIN EACH ADDL,"$9,873.00",,,,,,,,
Cardiovascular procedures,HC TRANSLUMINAL BALLOON ANGIOPLASTY W IMG VEIN INITIAL,"$9,873.00",,,,,,,,
Cardiovascular procedures,HC TRCATH IMPLANT OF WIRELESS PULM ARTERY PRESSURE SENSOR,"$19,507.00",,,,,,,,
Cardiovascular procedures,HC TRCATH INS OR REPL PERM LEADLESS PACER RIGHT,"$18,720.00",,,,,,,,
Cardiovascular procedures,HC TRCATH REMOVE PERMANENT LEADLESS PACER RIGHT,"$18,720.00",,,,,,,,
Cardiovascular procedures,HC TRCATH REPLACE AORTIC VALVE,"$36,035.00",,,,,,,,
Cardiovascular procedures,HC TRNSCTH TX THRMB ART INIT DAY,"$20,075.00",,,,,,,,
Cardiovascular procedures,HC TRNSCTH TX THRMB CESSATION,"$15,530.00",,,,,,,,
Cardiovascular procedures,HC TRNSCTH TX THRMB SUBQ DAY,"$16,262.00",,,,,,,,
Cardiovascular procedures,HC TRNSCTH TX THRMB VEN INIT DAY,"$15,179.00",,,,,,,,
Cardiovascular procedures,HC UNLISTED PROCEDURE CARDIAC SURGERY,"$2,562.00",,,,,,,,
Cardiovascular procedures,HC UNLISTED PROCEDURE VASCULAR INJECTION,$400.00,,,,,,,,
Cardiovascular procedures,HC UNLISTED PROCEDURE VASCULAR SURG,$527.00,,,,,,,,
Cardiovascular procedures,HC UPGRADE IMPLANTED PACEMAKER,"$26,061.00",,,,,,,,
Cardiovascular procedures,HC VAD INSERT EXTRACORP BIVENTRICULAR,"$8,603.00",,,,,,,,
Cardiovascular procedures,HC VAD INSERT EXTRACORP SINGLE VENTRICLE,"$3,629.00",,,,,,,,
Cardiovascular procedures,HC VAD INSERT INTRACORP SINGLE VENTRICLE,"$5,411.00",,,,,,,,
Cardiovascular procedures,HC VAD PUMP REPLACE EXTRACORP,"$3,324.00",,,,,,,,
Cardiovascular procedures,HC VAD PUMP REPLACE INTRACORPOREAL W BYPASS,"$9,289.00",,,,,,,,
Cardiovascular procedures,HC VAD REMOVAL INTRACORP SINGLE VENTRICLE,"$7,152.00",,,,,,,,
Cardiovascular procedures,HC VAD REMOVE EXTRACORP BIVENTRICULAR,"$4,002.00",,,,,,,,
Cardiovascular procedures,HC VAD REMOVE EXTRACORP SINGLE VENTRICLE,"$4,516.00",,,,,,,,
Cardiovascular procedures,HC VASC EMBOLIZE OCCLUDE ARTERY,"$12,641.00",,,,,,,,
Cardiovascular procedures,HC VASC EMBOLIZE OCCLUDE BLEED,"$12,641.00",,,,,,,,
Cardiovascular procedures,HC VASC EMBOLIZE OCCLUDE ORGAN,"$12,641.00",,,,,,,,
Cardiovascular procedures,HC VASC EMBOLIZE OCCLUDE VENOUS,"$12,641.00",,,,,,,,
Cardiovascular procedures,HC VEN MECHANICAL THROMB REPEAT TX,"$5,087.00",,,,,,,,
Cardiovascular procedures,HC VEN MECHANICAL THROMBECTOMY,"$8,030.00",,,,,,,,
Cardiovascular procedures,HC VENIPUNCTURE,$15.00,,,,,,,,
Cardiovascular procedures,HC VENIPUNCTURE AMB,$15.00,,,,,,,,
Cardiovascular procedures,HC VENIPUNCTURE OR MIDLINE CATH BY PHYS OR QHCP,$862.00,,,,,,,,
CT Scan Services,HC 3D RECONSTRUCTION ON SCANNER,$421.00,,,,,,,,
CT Scan Services,HC 3D RECONSTRUCTION REQ ON SEPARATE WORKSTATION,$667.00,,,,,,,,
CT Scan Services,HC CT ABDOMEN PELVIS W CONTRAST,"$1,963.00",,X,,,,,,
CT Scan Services,HC CT ABDOMEN PELVIS W WO CONTRAST,"$1,963.00",,,,,,,,
CT Scan Services,HC CT ABDOMEN PELVIS WO CONTRAST,"$1,963.00",,X,,,,,,
CT Scan Services,HC CT ABDOMEN W CONTRAST,"$1,700.00",,,,,,,,
CT Scan Services,HC CT ABDOMEN W WO CONTRAST,"$1,700.00",,,,,,,,
CT Scan Services,HC CT ABDOMEN WO CONTRAST,"$1,700.00",,,,,,,,
CT Scan Services,HC CT BRAIN W CONTRAST,$633.00,,,,,,,,
CT Scan Services,HC CT BRAIN W WO CONTRAST,$633.00,,,,,,,,
CT Scan Services,HC CT BRAIN WO CONTRAST,$633.00,,X,,,,,,
CT Scan Services,HC CT CEREBRAL PERF ANALYSIS WITH CONTRAST,"$1,973.00",,,,,,,,
CT Scan Services,HC CT CERVICAL SPINE W CONTRAST,"$1,198.00",,,,,,,,
CT Scan Services,HC CT CERVICAL SPINE W WO CONTRAST,"$1,198.00",,,,,,,,
CT Scan Services,HC CT CERVICAL SPINE WO CONTRAST,"$1,198.00",,X,,,,,,
CT Scan Services,HC CT CHEST W CONTRAST,"$1,372.00",,X,,,,,,
CT Scan Services,HC CT CHEST W WO CONTRAST,"$1,372.00",,,,,,,,
CT Scan Services,HC CT CHEST WO CONTRAST,"$1,372.00",,X,,,,,,
CT Scan Services,HC CT COLONOGRAM DIAGNOSTIC,"$1,169.00",,,,,,,,
CT Scan Services,HC CT CORONARY CALCIUM SCAN DIAGNOSTIC,"$1,372.00",,,,,,,,
CT Scan Services,HC CT CORONARY CALCIUM SCAN SCREENING,$95.00,,,,,,,,
CT Scan Services,HC CT GUIDED LOCALIZATION STEREOTACTIC,"$2,664.00",,,,,,,,
CT Scan Services,HC CT GUIDED NEEDLE PLACEMENT,"$4,194.00",,,,,,,,
CT Scan Services,HC CT GUIDED RADIOTHER FIELDS PLCMNT,"$2,741.00",,,,,,,,
CT Scan Services,HC CT GUIDED VISCERAL TISSUE ABLATION,"$25,328.00",,,,,,,,
CT Scan Services,HC CT HEART CONTRAST EVAL CARD FUNCTION,"$7,207.00",,,,,,,,
CT Scan Services,HC CT HEART CONTRAST EVAL CARD FUNCTION CONGENITAL,"$2,818.00",,,,,,,,
CT Scan Services,HC CT LIMITED FOLLOW UP,"$1,648.00",,,,,,,,
CT Scan Services,HC CT LOW DOSE LUNG CANCER SCREENING,"$1,372.00",,,,,,,,
CT Scan Services,HC CT LOWER EXTREM W CONTRAST,$909.00,,,,,,,,
CT Scan Services,HC CT LOWER EXTREM W WO CONTRAST,$909.00,,,,,,,,
CT Scan Services,HC CT LOWER EXTREM WO CONTRAST,$909.00,,,,,,,,
CT Scan Services,HC CT LUMBAR SPINE W CONTRAST,$764.00,,,,,,,,
CT Scan Services,HC CT LUMBAR SPINE W WO CONTRAST,$764.00,,,,,,,,
CT Scan Services,HC CT LUMBAR SPINE WO CONTRAST,$764.00,,,,,,,,
CT Scan Services,HC CT MAXILLOFACIAL W CONTRAST,$785.00,,,,,,,,
CT Scan Services,HC CT MAXILLOFACIAL W WO CONTRAST,$785.00,,,,,,,,
CT Scan Services,HC CT MAXILLOFACIAL WO CONTRAST,$785.00,,,,,,,,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR W CONTRAST,"$1,310.00",,,,,,,,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR W WO CONTRAST,"$1,310.00",,,,,,,,
CT Scan Services,HC CT ORBIT SELLA POST FOSSA EAR WO CONTRAST,"$1,310.00",,,,,,,,
CT Scan Services,HC CT PELVIS W CONTRAST,"$1,562.00",,,,,,,,
CT Scan Services,HC CT PELVIS W WO CONTRAST,"$1,562.00",,,,,,,,
CT Scan Services,HC CT PELVIS WO CONTRAST,"$1,562.00",,,,,,,,
CT Scan Services,HC CT SOFT TISSUE NECK W AND WO CONTRAST,"$1,504.00",,,,,,,,
CT Scan Services,HC CT SOFT TISSUE NECK W CONTRAST,"$1,504.00",,,,,,,,
CT Scan Services,HC CT SOFT TISSUE NECK WO CONTRAST,"$1,504.00",,,,,,,,
CT Scan Services,HC CT THORACIC SPINE W CONTRAST,$604.00,,,,,,,,
CT Scan Services,HC CT THORACIC SPINE W WO CONTRAST,$604.00,,,,,,,,
CT Scan Services,HC CT THORACIC SPINE WO CONTRAST,$604.00,,,,,,,,
CT Scan Services,HC CT UPPER EXTREMITY W CONTRAST,"$1,000.00",,,,,,,,
CT Scan Services,HC CT UPPER EXTREMITY W WO CONTRAST,"$1,000.00",,,,,,,,
CT Scan Services,HC CT UPPER EXTREMITY WO CONTRAST,"$1,000.00",,,,,,,,
CT Scan Services,HC CT VIRTUAL COLONOSCOPY SCREENING,"$1,169.00",,,,,,,,
CT Scan Services,HC CTA ABD AORTA BILATERAL LOWER EXT RUNOFF,"$1,894.00",,,,,,,,
CT Scan Services,HC CTA ABDOMEN PELVIS W WO CONTRAST,"$1,892.00",,,,,,,,
CT Scan Services,HC CTA ABDOMEN W WO CONTRAST,"$1,916.00",,,,,,,,
CT Scan Services,HC CTA CHEST W WO CONTRAST,"$1,198.00",,X,,,,,,
CT Scan Services,HC CTA HEAD W WO CONTRAST,"$1,897.00",,,,,,,,
CT Scan Services,HC CTA HEART W DYE COR ATERIES AND BYPASS GRAFTS,"$5,755.00",,,,,,,,
CT Scan Services,HC CTA LOWER EXTREM W WO CONTRAST,"$1,754.00",,,,,,,,
CT Scan Services,HC CTA NECK W WO CONTRAST,"$1,897.00",,X,,,,,,
CT Scan Services,HC CTA PELVIS W WO CONTRAST,"$1,798.00",,,,,,,,
CT Scan Services,HC CTA UPPER EXTREMITY W WO CONTRAST,"$1,816.00",,,,,,,,
CT Scan Services,HC UNLISTED CT PROCEDURE,"$1,648.00",,,,,,,,
Dialysis Services,HC DIALYSIS ESRD UNSCHED EMERG OP,"$4,473.00",,,,,,,,
Dialysis Services,HC HEMODIALYSIS PROC IP 1 EVAL,"$5,099.00",,,,,,,,
Dialysis Services,HC PERITONEAL DIALYSIS,$835.00,,,,,,,,
Dialysis Services,HC PRISMA THERAPY CRRT,"$9,225.00",,,,,,,,
Dialysis Services,HC ULTRAFILTRATION,"$6,812.00",,,,,,,,
Digestive System Procedures,HC ABDOMINAL PARACENTESIS W IMG,"$2,562.00",,,,,,,,
Digestive System Procedures,HC ABDOMINAL PARACENTESIS WO IMG,"$2,562.00",,,,,,,,
Digestive System Procedures,HC ANOSCOPY,$396.00,,,,,,,,
Digestive System Procedures,HC BALLOON DILATION BILIARY DUCT OR AMPULLA W IMG EACH DUCT,"$11,652.00",,,,,,,,
Digestive System Procedures,HC BILIARY ENDO PERC WITH BIOPSY,"$3,534.00",,,,,,,,
Digestive System Procedures,HC BILIARY ENDO PERC WITH CALCULUS REMOVAL,"$4,501.00",,,,,,,,
Digestive System Procedures,HC BIOPSY ABD OR RETROPERITONEAL NEEDLE PERC,"$3,095.00",,,,,,,,
Digestive System Procedures,HC BIOPSY LIVER NEEDLE,"$2,553.00",,,,,,,,
Digestive System Procedures,HC BIOPSY LIVER W OTHER PROCEDURE,$750.00,,,,,,,,
Digestive System Procedures,HC BIOPSY PANCREAS PERC NEEDLE,"$1,986.00",,,,,,,,
Digestive System Procedures,HC BIOPSY SALIVARY GLAND NEEDLE,"$2,176.00",,,,,,,,
Digestive System Procedures,HC CHOLECYSTOSTOMY W IMG AND CATH PLCMNT PERC,"$4,257.00",,,,,,,,
Digestive System Procedures,HC COLONOSCOPY,"$4,587.00",,,,,,,,
Digestive System Procedures,HC COLONOSCOPY FLX  W BAND LIGATION,"$4,865.00",,,,,,,,
Digestive System Procedures,HC COLONOSCOPY FLX ABLATION TUMOR OR LESION,"$4,832.00",,,,,,,,
Digestive System Procedures,HC COLONOSCOPY FLX W DECOMPRESSION,"$5,298.00",,,,,,,,
Digestive System Procedures,HC COLONOSCOPY FLX W ENCOSCOPIC STENT PLCMNT,"$3,347.00",,,,,,,,
