OHIOHEALTH SHELBY HOSPITAL CHARGE LIST,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - CAROTID OR INNOMINATE ARTERY W/EXTRACRANIAL ANGIO - BILATERAL,"$20,875.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - CAROTID OR INNOMINATE ARTERY W/INTRACRANIAL ANGIO - BILATERAL,"$26,301.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - EACH INTRACRANIAL BRANCH - BILATERAL,"$2,434.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - EACH INTRACRANIAL BRANCH - UNILATERAL,"$1,532.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - EXTERNAL CAROTID ARTERY - BILATERAL,$900.00,,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - EXTERNAL CAROTID ARTERY - UNILATERAL,$565.00,,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - SUBCLAVIAN OR INNOMINATE ARTERY - BILATERAL,"$20,875.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - SUBCLAVIAN OR INNOMINATE ARTERY - UNILATERAL,"$3,995.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE - VERTEBRAL ARTERY - BILATERAL,"$43,012.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE COMMON CAROTID OR INNOMINATE ARTERY - UNILATERAL,"$13,149.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE -INTERNAL CAROTID ARTERY -  BILATERAL,"$34,137.00",,
Cardiovascular procedures,CATHETER PLACEMENT SELECTIVE -INTERNAL CAROTID ARTERY -  UNILATERAL,"$17,068.00",,
Cardiovascular procedures,CATHETERIZATION UMBILICAL VEIN - NEWBORN FOR DX. OR THERAPY,$201.00,,
Cardiovascular procedures,DECLOT VASCULAR ACCESS DEVICE,$615.00,,
Cardiovascular procedures,ELECTRODE REPOSITION,"$14,018.00",,
Cardiovascular procedures,EMBOLIZATION OR OCCLUSION DIALYSIS CIRCUIT W/IMAGING S&I,"$50,374.00",,
Cardiovascular procedures,EMBOLIZATION/OCCLUSION ARTERIAL  (OTHER THAN HEMORRHAGE OR TUMOR),"$50,373.00",,
Cardiovascular procedures,EMBOLIZATION/OCCLUSION TUMOR/ORGAN ISCHEMIA/INFARCTION,"$39,980.00",,
Cardiovascular procedures,EMBOLIZATION/OCCLUSION VENOUS  (OTHER THAN HEMORRHAGE),"$50,373.00",,
Cardiovascular procedures,EMBOLIZATION/OCCLUSION VENOUS OR ARTERIAL HEMORRHAGE,"$39,980.00",,
Cardiovascular procedures,ENDOVASC RPR DPLMNT AORTO-BI-ILIAC ENDOGRAFT,"$21,439.00",,
Cardiovascular procedures,ENDOVASC RPR DPLMNT AORTO-BI-ILIAC ENDOGRAFT RUPTURE,"$21,439.00",,
Cardiovascular procedures,ENDOVASC RPR ILIO-ILIAC ENDOGRAFT,"$21,439.00",,
Cardiovascular procedures,INJECT EXISTING CV DEVICE,$275.00,,
Cardiovascular procedures,"INJECTION FOR TREATMENT OF EXTREMITY PSEUDOANEURYSM (EG, THROMBIN)",$499.00,,
Cardiovascular procedures,INJECTION PROCEDURE FOR EXTREMITY VENOGRAPHY,$752.00,,
Cardiovascular procedures,INSERT OR REPLACE CARDIOVERTER-DEFIBRILLATOR SYSTEM WITH LEAD(S) - SINGLE OR DUAL,"$25,627.00",,
Cardiovascular Procedures,INSERT OR REPLACE TEMPORARY PACEMAKER - INPATIENT BEDSIDE PROCEDURE,"$8,173.00",,
Cardiovascular procedures,INSERT PERIPHERALLY VENOUS ACCESS DEVICE W/SUBCUTANEOUS PORT AGE 5 YEARS OR >,"$5,762.00",,
Cardiovascular procedures,INSERT/REPLACE PERMANENT PACEMAKER W/ TRANVENOUS ATRIAL LEAD,"$29,344.00",,
Cardiovascular procedures,INSERT/REPLACE PERMANENT PACEMAKER W/ATRIAL & VENTRICULAR LEADS,"$23,780.00",,
Cardiovascular procedures,INSERT/REPLACE PERMANENT PACEMAKER W/VENTRICULAR LEAD,"$23,780.00",,
Cardiovascular procedures,INSERTION 36565 TUNNELED CV CATHETER W/ 2 ACCESS SITES (TESIO TYPE),"$4,130.00",,
Cardiovascular procedures,INSERTION AORTIC BALLOON PUMP,"$3,697.00",,
Cardiovascular Procedures,INSERTION ARTERIAL LINE (A-LINE) - INPATIENT BEDSIDE PROCEDURE,$618.00,,
Cardiovascular procedures,INSERTION CARDIOVERTER-DEFIBRILLATOR GENERATOR WITH EXISTING DUAL LEADS,"$24,943.00",,
Cardiovascular procedures,INSERTION CARDIOVERTER-DEFIBRILLATOR GENERATOR WITH EXISTING MULTIPLE LEADS,"$19,318.00",,
Cardiovascular Procedures,INSERTION CENTRAL VENOUS CATHETER - INPATIENT BEDSIDE PROCEDURE,"$1,794.00",,
Cardiovascular procedures,INSERTION LEFT VENTRICULAR LEAD TO PREVIOUSLY PLACED GENERATOR,"$36,989.00",,
Cardiovascular procedures,INSERTION NON-TUNNEL CV CATHETER - YOUNGER THAN 5 YEARS,"$1,585.00",,
Cardiovascular procedures,INSERTION NON-TUNNELED CV CATHETER > 5YRS (CENTRAL LINE),"$1,794.00",,
Cardiovascular procedures,INSERTION OF DUAL CHAMBER LEADS,"$19,681.00",,
Cardiovascular procedures,INSERTION OF LV LEAD AT TIME OF INSERTION OF PACEMAKER OR DEFIBRILLATOR,"$25,904.00",,
Cardiovascular procedures,INSERTION OF SINGLE TRANSVENOUS ELECTRODE (PACEMAKER OR CARDIOVERTER-DEFIBRILLATOR),"$21,442.00",,
Cardiovascular procedures,INSERTION OR REPLACEMENT SUBCUTANOEUS IMPLANTABLE DEFIBRILLAOTR W/LEAD,"$25,157.00",,
Cardiovascular procedures,INSERTION OR REPLACEMENT TEMPORARY PACEMAKER-SINGLE CHAMBER,"$11,569.00",,
Cardiovascular procedures,INSERTION PACEMAKER GENERATOR ONLY WITH EXISTING DUAL LEADS,"$37,921.00",,
Cardiovascular procedures,INSERTION PACEMAKER GENERATOR ONLY WITH EXISTING MULTIPLE LEADS,"$13,654.00",,
Cardiovascular procedures,INSERTION PACEMAKER GENERATOR ONLY WITH EXISTING SINGLE LEAD,"$18,532.00",,
Cardiovascular procedures,INSERTION TUNNELED CV CATH W/PORT 5YRS OR OLDER,"$6,946.00",,
Cardiovascular procedures,INSERTION TUNNELED CV CATHETER W/O PORT 5 YEARS OR OLDER,"$4,260.00",,
Cardiovascular procedures,INSERTION VENA CAVA FILTER - ENDOVASCULAR APPROACH - IMAGING INCLUDED,"$18,512.00",,
Cardiovascular procedures,INSERTION VENTRICULAR ASSIST DEVICE - PERCUTANEOUS - ARTERIAL ACCESS ONLY,"$8,365.00",,
Cardiovascular procedures,INTRAVASCULAR ULTRASOUND 1ST NONCORONARY VESSEL - INCLUDES S&I,"$1,631.00",,
Cardiovascular procedures,INTRAVASCULAR ULTRASOUND EACH ADDITIONAL NONCORONARY VESSEL - INCLUDES S&I,$251.00,,
Cardiovascular procedures,INTRO OF NEEDLE OR INTRACATHETER UPR/LXTR ARTERY,"$1,513.00",,
Cardiovascular procedures,INTRODUCE CATH DIALYSIS CIRCUIT W/ANGIOPLASTY INCLUDES IMAGES/S&I,"$10,349.00",,
Cardiovascular procedures,INTRODUCE CATH DIALYSIS CIRCUIT W/DX ANGIOGRAPHY INCLUDES IMAGES/S&I,"$1,350.00",,
Cardiovascular procedures,INTRODUCE CATH DIALYSIS CIRCUIT W/STENT PLACEMENT INCLUDES IMAGES/S&I,"$62,303.00",,
Cardiovascular procedures,INTRODUCE NEEDLE AORTIC TRANSLUMBAR,$699.00,,
Cardiovascular procedures,INTRODUCTION CATHETER  SUPERIOR OR INFERIOR VENA CAVA,$960.00,,
Cardiovascular procedures,INTRODUCTION CATHETER RIGHT HEART OR PULMONARY ARTERY,$812.00,,
Cardiovascular Procedures,INTRODUCTION NEEDLE CAROTID OR VERTEBRAL ARTERY,"$1,150.00",,
Cardiovascular procedures,INTRODUCTION NEEDLE OR INTRACATHETER - VEIN,$397.00,,
Cardiovascular procedures,INTRODUCTION OF CATHETER - AORTA,"$1,301.00",,
Cardiovascular procedures,LIGATION OF AV FISTULA,"$3,809.00",,
Cardiovascular procedures,LIGATION OF INFERIOR VENA CAVA,"$14,689.00",,
Cardiovascular procedures,LINE DRAW FROM VENOUS ACCESS DEVICE - COLLECTION OF BLOOD SPECIMEN,$944.00,,
Cardiovascular procedures,MECHANICAL (ANGIOJET) THROMBECTOMY - ARTERY - PRIMARY INITIAL VESSEL (2016 INCLUDES GUIDANCE),"$8,284.00",,
Cardiovascular procedures,MECHANICAL (ANGIOJET) THROMBECTOMY - ARTERY - SUBSEQUENT VESSEL (2016 INCLUDES GUIDANCE),"$6,575.00",,
Cardiovascular procedures,MECHANICAL (ANGIOJET) THROMBECTOMY - VENOUS,"$6,575.00",,
Cardiovascular procedures,PERCUTANEOUS PORTAL VEIN CATHETERIZATION - ANY METHOD,"$1,328.00",,
Cardiovascular procedures,PERICARDIOCENTESIS - INITIAL (DRAINAGE OF HEART SAC),$658.00,,
Cardiovascular procedures,PERICARDIOCENTESIS - SUBSEQUENT (DRAINAGE OF HEART SAC),"$1,634.00",,
Cardiovascular procedures,PERIPHERAL BLOOD DRAW - VENIPUNCTURE,$17.00,,
Cardiovascular procedures,PERIPHERAL BLOOD DRAW - VENIPUNCTURE - OUTREACH,$17.00,,
Cardiovascular procedures,PERIPHERALLY INSERTED CENTRAL CATHETER - 5 YRS. OR OLDER (PICC LINE),"$2,788.00",,
Cardiovascular procedures,PERIPHERALLY INSERTED MIDLINE CATHETER,"$1,394.00",,
Cardiovascular procedures,PLACEMENT EXTN PROSTH FOR ENDOVASCULAR REPAIR,"$5,512.00",,
Cardiovascular procedures,PLACEMENT INTRAVASCAULAR STENT 1ST VEIN,"$51,954.00",,
Cardiovascular procedures,PLACEMENT INTRAVASCULAR STENT 1ST ARTERY - BILATERAL,"$77,930.00",,
Cardiovascular procedures,PLACEMENT INTRAVASCULAR STENT 1ST ARTERY - UNILATERAL,"$18,668.00",,
Cardiovascular procedures,PLACEMENT INTRAVASCULAR STENT ADD'L ARTERY,"$19,940.00",,
Cardiovascular procedures,PLACEMENT INTRAVASCULAR STENT ADD'L VEIN,"$25,125.00",,
Cardiovascular Procedures,PLACEMENT OCCLUSIVE DEVICE,$728.00,,
Cardiovascular procedures,PLACEMENT OF NEEDLE FOR INTRAOSSEOUS INFUSION,$698.00,,
Cardiovascular procedures,PORTACATH/GROSHONG LINE DRAW - COLLECTION OF BLOOD SPECIMEN,$944.00,,
Cardiovascular procedures,RELOCATION OF SKIN POCKET FOR CARDIOVERTER-DEFIBRILLATOR,"$7,376.00",,
Cardiovascular procedures,RELOCATION OF SKIN POCKET FOR PACEMAKER,"$7,376.00",,
Cardiovascular procedures,REMOVAL DEFIBRILLATOR PULSE GENERATOR ONLY,"$7,522.00",,
Cardiovascular procedures,REMOVAL INTRAVASCULAR FOREIGN BODY WITH IMAGING IF PERFORMED,"$10,476.00",,
Cardiovascular procedures,REMOVAL OF ELECTRODE(S) DUAL LEAD SYSTEM,"$8,373.00",,
Cardiovascular procedures,REMOVAL PACEMAKER PULSE GENERATOR ONLY,"$8,587.00",,
Cardiovascular procedures,REMOVAL PERCUTANEOUS VENTRICULAR ASSIST DEVICE - DIFFERENT SESSION,"$2,788.00",,
Cardiovascular procedures,REMOVAL TUNNELED CENTRAL VENOUS CATHETER WITHOUT PORT OR PUMP,"$2,501.00",,
Cardiovascular procedures,REMOVAL VENA CAVA FILTER - ENDOVASCULAR APPROACH - IMAGING INCLUDED,"$12,704.00",,
Cardiovascular procedures,REMOVE & REPLACE CARDIOVERTER-DEFIBRILLATOR GENERATOR - DUAL LEAD SYSTEM,"$23,159.00",,
Cardiovascular procedures,REMOVE & REPLACE CARDIOVERTER-DEFIBRILLATOR GENERATOR - MULTIPLE LEAD SYSTEM,"$22,682.00",,
Cardiovascular procedures,REMOVE & REPLACE CARDIOVERTER-DEFIBRILLATOR GENERATOR - SINGLE LEAD SYSTEM,"$23,491.00",,
Cardiovascular procedures,REMOVE & REPLACE PACEMAKER GENERATOR - DUAL LEAD SYSTEM,"$23,809.00",,
Cardiovascular procedures,REMOVE & REPLACE PACEMAKER GENERATOR - MULTIPLE LEAD SYSTEM,"$19,925.00",,
Cardiovascular procedures,REMOVE & REPLACE PACEMAKER GENERATOR - SINGLE LEAD SYSTEM,"$21,520.00",,
Cardiovascular procedures,REMOVE AORTIC BALLOON PUMP,"$2,450.00",,
Cardiovascular procedures,REMOVE CARDIOVERTER-DEFIBRILLATOR LEAD(S) - SINGLE OR DUAL,"$33,803.00",,
Cardiovascular procedures,REMOVE LUMEN OBSTRUCTION FROM VENOUS ACCESS DEVICE,"$1,048.00",,
Cardiovascular procedures,REMOVE OBSTRUCTION FROM VENOUS ACCESS DEVICE,"$2,398.00",,
Cardiovascular procedures,REMOVE TUNNELED CVA CATHETER WITH PORT,"$3,302.00",,
Cardiovascular procedures,REPAIR BLOOD VESSEL LESION,"$3,562.00",,
Cardiovascular procedures,REPAIR CENTRAL VENOUS ACCESS DEVICE WITH SUBCUTANEOUS PORT OR PUMP,"$1,503.00",,
Cardiovascular procedures,REPAIR OF SINGLE TRANSVENOUS LEAD (PACEMAKER OR CARDIO-DEFIBRILLATOR),"$28,577.00",,
Cardiovascular Procedures,REPAIR TESIO CATHETER,$562.00,,
Cardiovascular procedures,REPLACE CV ACCESS DEVICE - COMPLETE - SAME VENOUS ACCESS WITH SQ PORT,"$11,850.00",,
Cardiovascular procedures,REPLACE NON-TUNNELED CENTRAL VENOUS CATHETER THROUGH SAME VENOUS ACCESS  - NO PORT OR PUMP,"$2,717.00",,
Cardiovascular procedures,REPLACE TUNNELED CV CATHETER W/O PORT THRU SAME ACCESS,"$3,023.00",,
Cardiovascular procedures,REPLACEMENT PICC LINE,"$2,213.00",,
Cardiovascular procedures,REPLACEMENT TUNNELED CV ACCESS DEVICE W/PORT,"$8,014.00",,
Cardiovascular procedures,REPOSITION CV CATH W/FLUOROSCOPY,"$1,321.00",,
Cardiovascular procedures,"REPOSITION LEFT VENTRICULAR LEAD (INCLUDES REMOVAL, INSERT/REPLACE GENERATOR)","$21,819.00",,
Cardiovascular procedures,REPOSITION PERCUTANEOUS VENTRICULAR ASSIST DEVICE,$879.00,,
Cardiovascular procedures,REPOSITION VENA CAVA FILTER - ENDOVASCULAR APPROACH - IMAGING INCLUDED,"$10,082.00",,
Cardiovascular procedures,REVASCULARIZATION ADD'L ILIAC VESSEL WITH ANGIOPLASTY - BILATERAL,"$27,697.00",,
Cardiovascular procedures,REVASCULARIZATION ADD'L ILIAC VESSEL WITH ANGIOPLASTY - UNILATERAL,"$18,466.00",,
Cardiovascular procedures,REVASCULARIZATION EACH ADD'L ILIAC VESSEL W/STENT - WITH OR WITHOUT ANGIO - BILATERAL,"$34,900.00",,
Cardiovascular procedures,REVASCULARIZATION EACH ADD'L ILIAC VESSEL WITH STENT - WITH OR WITHOUT ANGIO,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION EACH ADD'L TIBIAL/PERONEAL ARTERY WITH ANGIOPLASTY - UNILATERAL,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION EACH ADD'L TIBIAL/PERONEAL WITH STENT & ANGIOPLASTY - UNILATERAL,"$18,466.00",,
Cardiovascular procedures,REVASCULARIZATION FEMORAL-POPLITEAL ARTERY(S) W/STENT & ANGIOPLASTY -UNILATERAL,"$49,391.00",,
Cardiovascular procedures,REVASCULARIZATION FEMORAL-POPLITEAL ARTERY(S) W/STENT & ATHERECTOMY (INCLUDES ANGIO IF DONE),"$61,522.00",,
Cardiovascular procedures,REVASCULARIZATION FEMORAL-POPLITEAL ARTERY(S) WITH ANGIOPLASTY - BILATERAL,"$34,898.00",,
Cardiovascular procedures,REVASCULARIZATION FEMORAL-POPLITEAL ARTERY(S) WITH ANGIOPLASTY - UNILATERAL,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION ILIAC ARTERY - INITIAL VESSEL - UNILATERAL - WITH ANGIOPLASTY,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION ILIAC ARTERY W/STENT - INITIAL - UNILATERAL - W/ OR W/O ANGIOPLASTY,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION OPEN OR PERQ FEMORAL-POPLITEAL ARTERY(S) W/ATHERECTOMY - UNILATERAL,"$41,234.00",,
Cardiovascular procedures,REVASCULARIZATION OPEN OR PERQ TIBIAL-PERONEAL ARTERY W/ATHERECTOMY - UNILATERAL,"$41,234.00",,
Cardiovascular procedures,REVASCULARIZATION TIBIAL/PERONEAL ARTERY WITH ANGIOPLASTY - UNILATERAL,"$23,266.00",,
Cardiovascular procedures,REVASCULARIZATION TIBIAL/PERONEAL ARTERY WITH STENT & ANGIOPLASTY - UNILATERAL,"$39,200.00",,
Cardiovascular procedures,REVASCULARIZE ILIAC ARTERY - INITIAL VESSEL  -BILATERAL - W/ANGIOPLASTY,"$34,900.00",,
Cardiovascular procedures,REVASCULARIZE ILIAC ARTERY W/STENT - INITIAL VESSEL- BILATERAL W/ OR W/O ANGIOPLASTY,"$34,900.00",,
Cardiovascular procedures,REVISION TIPS (TRANSVENOUS INTRAHEPATIC PORTOSYSTEMIC SHUNT),"$10,963.00",,
Cardiovascular procedures,SECONDARY ARTERIAL MECHANICAL THROMBECTOMY ADD-ON,"$6,575.00",,
Cardiovascular procedures,SELECTIVE CATH PLACEMENT SEGMENTAL/SUBSEGMENTAL PULMONARY ARTERY,$886.00,,
Cardiovascular procedures,SELECTIVE CATH PLACEMENT SEGMENTAL/SUBSEGMENTAL PULMONARY ARTERY- BILATERAL,"$1,328.00",,
Cardiovascular procedures,SELECTIVE CATHETER PLACEMENT ARTERY 1ST ORDER ABD/PEVIS/LEG - BILATERAL-50,"$1,255.00",,
Cardiovascular procedures,SELECTIVE CATHETER PLACEMENT EA. 1ST ORDER ARTERY ABD/PELVIS/LEG - UNILATERAL,"$1,356.00",,
Cardiovascular procedures,SELECTIVE CATHETER PLACEMENT PULMONARY ARTERY,"$1,580.00",,
Cardiovascular procedures,SELECTIVE CATHETER PLACEMENT VENOUS SYSTEM 1ST BRANCH,"$1,218.00",,
Cardiovascular procedures,SELECTIVE CATHETER PLACEMENT VENOUS SYSTEM 2ND BRANCH,"$2,455.00",,
Cardiovascular procedures,STENT PLACEMENT CENTRAL DIALYSIS SEGMENT W/IMAGING S&I,"$51,954.00",,
Cardiovascular procedures,THROMBECTOMY PERCUTANEOUS A-V FISTULA GRAFT,"$5,436.00",,
Cardiovascular procedures,THROMBECTOMY/THROMBOLYSIS DIALYSIS CIRCUIT INCLUDES DX ANGIOGRAPHY & IMAGING S&I,"$6,786.00",,
Cardiovascular procedures,THROMBECTOMY/THROMBOLYSIS DIALYSIS CIRCUIT W/ANGIOPLASTY & IMAGING S&I,"$15,784.00",,
Cardiovascular procedures,THROMBECTOMY/THROMBOLYSIS DIALYSIS CIRCUIT W/STENT PLACEMENT & IMAGING S&I,"$67,738.00",,
Cardiovascular procedures,THROMBOLYSIS CEREBRAL BY INTRAVENOUS INFUSION (THROMBOLYTIC THERAPY - STROKE),$712.00,,
Cardiovascular procedures,THROMBOLYSIS NON-CORONARY  - CONTINUED/FOLLOW-UP,"$8,247.00",,
Cardiovascular procedures,THROMBOLYSIS NON-CORONARY - SUBSEQUENT- INCLUDES REMOVAL/CLOSURE,"$8,247.00",,
Cardiovascular procedures,THROMBOLYSIS NON-CORONARY ARTERIAL INFUSION - INITIAL DAY (INCLUDES S &I),"$4,657.00",,
Cardiovascular procedures,THROMBOLYSIS NON-CORONARY ARTERIAL INFUSION - INITIAL DAY (INCLUDES S &I) - BILATERAL,"$6,986.00",,
Cardiovascular procedures,THROMBOLYSIS NON-CORONARY VENOUS INFUSION - INITIAL DAY,"$3,697.00",,
Cardiovascular procedures,TIPS INSERTION,"$19,626.00",,
Cardiovascular procedures,TRANSCATHETER PLACEMENT INTRAVASCULAR STENT CERVICAL CAROTID ARTERY W/EMBOLIC PROTECTION DEVICE,"$16,218.00",,
Cardiovascular procedures,TRANSCATHETER PLACEMENT INTRAVASCULAR STENT CERVICAL CAROTID ARTERY W/O EMBOLIC PROTECTION,"$11,924.00",,
Cardiovascular procedures,ULTRASOUND GUIDED ABLATION 1ST VEIN - EXTREMITY,"$9,133.00",,
Cardiovascular procedures,ULTRASOUND GUIDED ABLATION ADDITIONAL VEIN - EXTREMITY,"$4,566.00",,
Cardiovascular procedures,UNLISTED CARDIAC SURGERY,"$2,472.00",,
Cardiovascular procedures,UNLISTED VASCULAR SURGERY PROCEDURE,"$3,631.00",,
Cardiovascular procedures,UPGRADE SINGLE CHAMBER PACEMAKER SYSTEM TO DUAL CHAMBER SYSTEM,"$33,104.00",,
Cardiovascular procedures,VEIN ACCESS CUTDOWN  <1YR,$26.00,,
Cardiovascular procedures,VENOUS CATHETERIZATION FOR SELECTIVE ORGAN BLOOD SAMPLING,$565.00,,
CT Scan Services,3D RENDERING W/POSTPROCESSING,"$1,074.00",,
CT Scan Services,CEREBRAL PERFUSION ANALYS CT W/BLOOD FLOW&VOLUME,"$3,353.00",,
CT Scan Services,CT ABDOMEN AND PELVIS WITH AND WITHOUT IV CONTRAST,"$3,159.00",,
CT Scan Services,CT ABDOMEN AND PELVIS WITH IV CONTRAST,"$3,159.00",,X
CT Scan Services,CT ABDOMEN AND PELVIS WITHOUT IV CONTRAST,"$3,159.00",,X
CT Scan Services,CT ABDOMEN W&W/O IV CONTRAST - W/ ORAL CONTRAST,"$2,736.00",,
CT Scan Services,CT ABDOMEN WITH IV CONTRAST-WITH OR WITHOUT ORAL CONTRAST,"$2,736.00",,
CT Scan Services,CT ABDOMEN WITHOUT IV CONTRAST - WITH OR WITHOUT ORAL CONTRAST,"$2,736.00",,
CT Scan Services,CT BRAIN WITH  & WITHOUT CONTRAST,"$1,019.00",,
CT Scan Services,CT BRAIN WITH CONTRAST,"$1,019.00",,
CT Scan Services,CT BRAIN WITHOUT CONTRAST,"$1,019.00",,X
CT Scan Services,CT CERVICAL SPINE WITH CONTRAST,"$1,929.00",,
CT Scan Services,CT CERVICAL SPINE WITHOUT CONTRAST,"$1,929.00",,X
CT Scan Services,CT CHEST - LOW DOSE FOR LUNG CANCER SCREENING (LDCT),"$2,210.00",,
CT Scan Services,CT CHEST/MEDIASTINUM WITH & WITHOUT CONTRAST,"$2,210.00",,
CT Scan Services,CT CHEST/MEDIASTINUM WITH CONTRAST,"$2,210.00",,X
CT Scan Services,CT CHEST/MEDIASTINUM WITHOUT CONTRAST,"$2,210.00",,X
CT Scan Services,CT C-SPINE MULTI-LEVEL W&W/O CONTRAST,"$1,929.00",,
CT Scan Services,CT FACIAL BONES WITH CONTRAST,"$1,266.00",,
CT Scan Services,CT GUIDANCE FOR NEEDLE PLACEMENT (FINE NEEDLE ASPIRATION/BIOPSY/LOCALIZATION),"$5,317.00",,
CT Scan Services,CT GUIDANCE FOR PARENCHYMAL TISSUE ABLATION,$536.00,,
CT Scan Services,CT GUIDANCE FOR STEREOTACTIC LOCALIZATION,"$3,979.00",,
CT Scan Services,CT GUIDANCE PLACEMENT RADIATION FIELDS,"$2,968.00",,
CT Scan Services,CT HEART W/CONTRAST W/EVALUATION CARDIAC STRUCTURES & MORPHOLOGY (EXPLODE SET),"$6,025.00",,
CT Scan Services,CT HEART W/CONTRAST W/EVALUATION STRUCTURE & FUNCTION CONGENITAL HEART DISEASE (EXPLODE SET),"$4,449.00",,
CT Scan Services,CT HEART W/O CONTRAST W/EVAL OF CORONARY CALCIUM (EXPLODE SET) - SCREENING ONLY,$95.00,,
CT Scan Services,CT HEART W/O CONTRAST W/EVAL OF CORONARY CALCIUM (EXPLODE SET) -DIAGNOSTIC ONLY,"$2,338.00",,
CT Scan Services,CT LIMITED OR FOLLOW-UP STUDY (ALSO USED FOR SINUS SCREENING),"$1,767.00",,
CT Scan Services,CT LOWER EXTREMITY W&W/O CONTRAST,"$1,463.00",,
CT Scan Services,CT LOWER EXTREMITY W/CONTRAST,"$1,463.00",,
CT Scan Services,CT LOWER EXTREMITY W/O CONTRAST,"$1,463.00",,
CT Scan Services,CT LUMBAR SPINE W&W/O CONTRAST,"$1,228.00",,
CT Scan Services,CT LUMBAR SPINE WITH CONTRAST,"$1,228.00",,
CT Scan Services,CT LUMBAR SPINE WITHOUT CONTRAST,"$1,228.00",,
CT Scan Services,CT MAXILLOFACIAL AREA WITHOUT CONTRAST,"$1,266.00",,
CT Scan Services,CT MAXILLOFACIAL WITH & WITH0UT I.V. CONTRAST,"$1,266.00",,
CT Scan Services,CT NECK (SOFT TISSUE) WITH CONTRAST,"$2,421.00",,
CT Scan Services,CT NECK WITH & WITHOUT I.V. CONTRAST,"$2,421.00",,
CT Scan Services,CT NECK WITHOUT CONTRAST,"$2,421.00",,
CT Scan Services,"CT ORBIT,SELLA,POSTERIOR FOSSA OR EAR WITH & WITHOUT I.V. CONTRAST","$2,109.00",,
CT Scan Services,"CT ORBIT,SELLA,POSTERIOR FOSSA OR OUT/MID/INNER EAR WITH I.V. CONTRAST","$2,109.00",,
CT Scan Services,"CT ORBIT,SELLA,POSTERIOR FOSSA, OR OUT/MID/INNER EAR W/O CONTRAST","$2,109.00",,
CT Scan Services,CT PELVIS W&W/O IV CONTRAST-W OR W/O ORAL CONTRAST,"$2,514.00",,
CT Scan Services,CT PELVIS WITH OR WITHOUT ORAL CONTRAST,"$2,514.00",,
CT Scan Services,CT PELVIS WTIH IV CONTRAST & WITH ORAL CONTRAST,"$2,514.00",,
CT Scan Services,CT SINUSES WITH & WITHOUT CONTRAST - 52,"$1,266.00",,
CT Scan Services,CT SINUSES WITH CONTRAST - 52,"$1,266.00",,
CT Scan Services,CT SINUSES WITHOUT CONTRAST - 52,"$1,266.00",,
CT Scan Services,CT THORACIC SPINE W/O CONTRAST,$973.00,,
CT Scan Services,CT THORACIC SPINE WITH & WITHOUT CONTRAST,$973.00,,
CT Scan Services,CT THORACIC SPINE WITH CONTRAST,$973.00,,
CT Scan Services,CT UPPER EXTREMITY W/CONTRAST,"$1,611.00",,
CT Scan Services,CT UPPER EXTREMITY W/O CONTRAST,"$1,611.00",,
CT Scan Services,CT UPPER EXTREMITY WITH & WITHOUT I.V. CONTRAST,"$1,611.00",,
CT Scan Services,CTA ABDOMEN & PELVIS WITH CONTRAST - INCLUDES NON-CONTRAST IF DONE,"$3,046.00",,
CT Scan Services,CTA ABDOMEN WITH CONTRAST - INCLUDES NONCONTRAST IMAGES IF PERFORMED,"$3,085.00",,
CT Scan Services,CTA ABDOMINAL AORTA & BILATERAL ILIOFEMORAL LOWER EXTREMITY RUNOFF WITH CONTRAST,"$3,046.00",,
CT Scan Services,CTA CHEST NON-CORONARY WITH CONTRAST - INCLUDES NONCONTRAST IMAGES IF PERFORMED,"$1,929.00",,X
CT Scan Services,CTA HEAD WITH & WITHOUT I.V. CONTRAST,"$3,051.00",,
CT Scan Services,CTA HEART CORONARY ARTERIES (EXPLODE SET),"$6,025.00",,
CT Scan Services,CTA LOWER EXTREMITY WITH & WITHOUT I.V. CONTRAST,"$2,822.00",,
CT Scan Services,CTA NECK WITH & WITHOUT  IV CONTRAST,"$3,051.00",,
CT Scan Services,CTA PELVIS WITH & WITHOUT IV CONTRAST,"$2,839.00",,
CT Scan Services,CTA UPPER EXTREMITY WITH & WITHOUT I.V. CONTRAST,"$2,921.00",,
