Facility,Description,Unit Price
Cooper University Hospital,BRONCHIAL VALVE INIT INSERT," $6,513.00 "
Cooper University Hospital,BRONCHIAL VALVE REMOV ADDL," $3,165.00 "
Cooper University Hospital,BRONCHIAL VALVE REMOV INIT," $6,513.00 "
Cooper University Hospital,BRONCHOSCOPY BALLOON OCCLUSION," $5,197.00 "
Cooper University Hospital,BRONCHOSCOPY BRONCH STENT INIT," $9,366.00 "
Cooper University Hospital,BRONCHOSCOPY W FIDUCIAL PLACEM," $9,347.00 "
Cooper University Hospital,BRONCHOSCOPY W/REMOVAL FOREIGN BODY," $5,547.00 "
Cooper University Hospital,BRONCHOSCOPY WITH BIOPSY," $4,199.00 "
Cooper University Hospital,BRONCHOSCOPY/ENDOSCOPY," $3,601.00 "
Cooper University Hospital,BRUCELLA ANTIBODY, $130.00 
Cooper University Hospital,B-TYPE NATRIURETIC PEPTIDE, $416.00 
Cooper University Hospital,BUN, $38.00 
Cooper University Hospital,BUNDLE OF HIS RECORDING," $11,711.00 "
Cooper University Hospital,BUPIVACAINE 0.5% PF 30ML INJ, $8.00 
Cooper University Hospital,BUPIVICAINE MPF 0.5% INJ 30ML, $21.00 
Cooper University Hospital,BUPRENORPHINE SCREEN, $182.00 
Cooper University Hospital,"BUPRENORPHINE,CONFIRM", $208.00 
Cooper University Hospital,BX ABD/RETROPERITONEAL MASS," $3,596.00 "
Cooper University Hospital,BX BONE DEEP," $5,179.00 "
Cooper University Hospital,BX BONE SUPERFICIAL," $2,197.00 "
Cooper University Hospital,BX LUNG OR MEDIASTINUM PERC," $3,902.00 "
Cooper University Hospital,BX OF BONE DEEP PERCUT," $5,179.00 "
Cooper University Hospital,BX PANCREAS PERC NEEDLE," $3,192.00 "
Cooper University Hospital,BX PROSTATE ANY APPROACH," $7,779.00 "
Cooper University Hospital,BX SKIN SQ&/OR MUCOUS MEMB INC, $861.00 
Cooper University Hospital,BX THYROID PERC CORE NEE," $1,332.00 "
Cooper University Hospital,BX VAGINAL MUCOSA SIMPLE," $3,146.00 "
Cooper University Hospital,BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE," $11,748.00 "
Cooper University Hospital,C DIFF TOXIN/027 STRAIN PCR, $257.00 
Cooper University Hospital,C PEPTIDE, $256.00 
Cooper University Hospital,C. DIFFICLE TOXIN A/B, $200.00 
Cooper University Hospital,C1 ESTERASE INHIBIT., $216.00 
Cooper University Hospital,"C3, C4 COMPLEMENT EACH", $151.00 
Cooper University Hospital,C4B BINDING PROTEIN, $378.00 
Cooper University Hospital,CA 125 CS, $68.00 
Cooper University Hospital,CA SCREEN  PELVIC/BREAST EXAM, $299.00 
Cooper University Hospital,CA-125, $112.00 
Cooper University Hospital,CAD DIAGNOSTIC MAMMO, $78.00 
Cooper University Hospital,CAFFEINE LEVEL, $356.00 
Cooper University Hospital,CALCITONIN, $309.00 
Cooper University Hospital,CALCIUM, $109.00 
Cooper University Hospital,CALCIUM FOR PTH ASSAY, $109.00 
Cooper University Hospital,CALCIUM*, $63.00 
Cooper University Hospital,"CALCIUM, URINE*", $63.00 
Cooper University Hospital,CALPROTECTIN, $647.00 
Cooper University Hospital,CALRETICULIN (CALR)MUTATION AN," $1,619.00 "
Cooper University Hospital,CAMRN HLTH GEN PULSE SQ-RX ICD," $82,107.00 "
Cooper University Hospital,CANCER AG 15-3, $245.00 
Cooper University Hospital,CANCER AG 2729, $245.00 
Cooper University Hospital,"CANCER AG,19-9", $585.00 
Cooper University Hospital,CANDIDA ANTIBODY, $84.00 
Cooper University Hospital,CANDIDA DNA PROBE, $378.00 
Cooper University Hospital,CANNULA GUIDE SOFTIP," $6,300.00 "
Cooper University Hospital,CARBAMAZEPINE, $142.00 
Cooper University Hospital,"CARBAMAZEPINE,FREE", $180.00 
Cooper University Hospital,CARBOHYDRATE-DEFICIENT TRANSFE, $439.00 
Cooper University Hospital,CARBOXYHEMOGLOBIN, $80.00 
Cooper University Hospital,CARBOXYHEMOGLOBIN CS, $144.00 
Cooper University Hospital,CARDIAC MONITOR INITIAL HOUR, $510.00 
Cooper University Hospital,CARDIAC MRI FOR VELOCITY FLOW MAPPING," $2,228.00 "
Cooper University Hospital,CARDIOLIPIN AB SCREENING, $328.00 
Cooper University Hospital,CARDIOLIPIN AB*, $328.00 
Cooper University Hospital,CARDIOVERSION INTERNAL," $2,113.00 "
Cooper University Hospital,CARNITINE LEVELS, $616.00 
Cooper University Hospital,CAROTENE, $229.00 
Cooper University Hospital,CAROTID STENT," $11,563.00 "
Cooper University Hospital,CARRY CURRENT STATUS, $1.00 
Cooper University Hospital,CARRY D/C STATUS, $1.00 
Cooper University Hospital,CARRY GOAL STATUS, $1.00 
Cooper University Hospital,CASR EVALUATION," $8,484.00 "
Cooper University Hospital,CATARACTS PANEL," $6,300.00 "
Cooper University Hospital,"CATECHOL.FRAC,PLASMA", $297.00 
Cooper University Hospital,CATECHOLAMINE*, $297.00 
Cooper University Hospital,CATECHOLAMINES FRAC URINE, $125.00 
Cooper University Hospital,CATH 2.O OTW TURBO ELITE," $9,085.00 "
Cooper University Hospital,CATH ABL AV NODE," $13,520.00 "
Cooper University Hospital,CATH ASPIRATION/NASOTRACH, $315.00 
Cooper University Hospital,CATH ATHERECTOMY ORBITAL 360," $14,687.00 "
Cooper University Hospital,CATH DILITATION OTW1.2X12150CM," $1,680.00 "
Cooper University Hospital,CATH ELECTRODE QUICK COMBO, $132.00 
Cooper University Hospital,CATH PLACE RENAL 2ND+ UNILAT," $10,585.00 "
Cooper University Hospital,CATH PLACE RENAL ART 1ST BILAT," $12,208.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE -S&I +LHC"," $10,844.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE -S&I +RHC"," $13,856.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+GRAFT"," $10,844.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+LHC+G"," $10,844.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+R/LHC"," $10,844.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+RHC&L"," $10,844.00 "
Cooper University Hospital,"CATH PLACE,INJ,IMG-S&I+GRF+RHC"," $13,856.00 "
Cooper University Hospital,"CATH PLACEMENT,INJ,IMAGE - S&I"," $10,844.00 "
Cooper University Hospital,CATH QUICK CROSS .035 X 135, $775.00 
Cooper University Hospital,CATH RESCUENET RETRIEVAL 30MM BS #419992, $357.00 
Cooper University Hospital,CATHETER 5F JACKY RADIAL OPTI, $233.00 
Cooper University Hospital,CATHETER ABLATION EPT," $4,787.00 "
Cooper University Hospital,CATHETER AORTIC FRON 28MM," $19,732.00 "
Cooper University Hospital,CATHETER ASPIRATION EXPORT," $3,493.00 "
Cooper University Hospital,CATHETER EKOS M4," $14,259.00 "
Cooper University Hospital,CATHETER EP LASSO," $7,647.00 "
Cooper University Hospital,CATHETER EP STEERABLE DIAGNOST," $2,471.00 "
Cooper University Hospital,CATHETER GUIDE PERIPHERAL 55CM, $653.00 
Cooper University Hospital,CATHETER JOSEPH/QUAD," $1,878.00 "
Cooper University Hospital,CATHETER NEURONMAX," $1,659.00 "
Cooper University Hospital,CATHETER PENTARAY," $7,707.00 "
Cooper University Hospital,CATHETER PERIPHERAL 5F-CORDIS, $109.00 
Cooper University Hospital,CATHETER RESPONSE 65CM," $2,040.00 "
Cooper University Hospital,CATHETER TIP CULTURE, $192.00 
Cooper University Hospital,CATHETER TORQR 6F 110CM, $512.00 
Cooper University Hospital,"CATHETER, HALO"," $3,222.00 "
Cooper University Hospital,CATHETHER FLEX ADV 12FR SHEATH," $4,620.00 "
Cooper University Hospital,CAUTERY CERVIX ELECTRO/THERMAL," $6,515.00 "
Cooper University Hospital,CBC & DIFFERENTIAL, $61.00 
Cooper University Hospital,CBC & DIFFERENTIAL LH, $61.00 
Cooper University Hospital,CBC WITHOUT DIFF, $59.00 
Cooper University Hospital,"CBFB/MYH11 QT,PCR"," $1,000.00 "
Cooper University Hospital,CD4/CD8 ABSOLUTE CT WITH RATIO, $269.00 
Cooper University Hospital,CEA, $225.00 
Cooper University Hospital,CEA MEDICARE ONLY, $110.00 
Cooper University Hospital,"CEA, FLUID", $34.00 
Cooper University Hospital,CEBPA MUTATION ANALYSIS," $1,449.00 "
Cooper University Hospital,CEBPA MUTATION ANALYSIS LS," $1,302.00 "
Cooper University Hospital,CEFAZOLIN 1GM/50ML D5 DUPLEXBG, $15.00 
Cooper University Hospital,CEFTRIAXONE 250MG INJ, $10.00 
Cooper University Hospital,CELL BLOCK LAB CYTOLOGY, $310.00 
Cooper University Hospital,CENT AUDITORY EVAL EACH 15 MIN, $101.00 
Cooper University Hospital,CENT AUDITORY EVAL INIT 60 MIN, $615.00 
Cooper University Hospital,CENTROMERE B ANTIBODY, $48.00 
Cooper University Hospital,CERCLAGE," $6,394.00 "
Cooper University Hospital,CEREBROSPINAL FLUID FLOW W/O MATL CISTERNOGRAPHY," $2,235.00 "
Cooper University Hospital,CERULOPLASMIN, $185.00 
Cooper University Hospital,CERVICAL BIOPSY," $3,146.00 "
Cooper University Hospital,CERVICAL COMP W OBL&FLEX &EXT, $362.00 
Cooper University Hospital,CERVICAL SPINE 2 OR 3 VIEWS, $719.00 
Cooper University Hospital,CERVICAL SPINE MIN 4 VIEWS, $760.00 
Cooper University Hospital,CESARERAN SECTION," $2,715.00 "
Cooper University Hospital,CESSJ THERAPY CATH REMOVAL," $7,008.00 "
Cooper University Hospital,CFTR FULL GENE SEQUENCE," $3,360.00 "
Cooper University Hospital,CFW EACH ADD VESSEL," $7,037.00 "
Cooper University Hospital,"CHANGE CYSTOSTOMY TUBE, COMP"," $2,432.00 "
Cooper University Hospital,CHANGE GASTROSTOMY TUBE PERC, $912.00 
Cooper University Hospital,CHANGE OF URETEROSTOMY TUBE," $5,775.00 "
Cooper University Hospital,CHEMICAL CAUTERIZATION GRANULATION TISSUE, $758.00 
Cooper University Hospital,CHEMO ADMIN INTO CNS," $1,243.00 "
Cooper University Hospital,CHEMO ADMIN INTRA-ARTERI, $449.00 
Cooper University Hospital,CHEMO ADMIN SQ/IM HORMONAL, $212.00 
Cooper University Hospital,CHEMO ADMIN SQ/IM NONHORMONAL, $234.00 
Cooper University Hospital,CHEMODENERV 1 EXTREM 1-4MUSCLE," $1,501.00 "
Cooper University Hospital,CHEMODENERV SALVI GLANDS, $850.00 
Cooper University Hospital,CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES," $2,439.00 "
Cooper University Hospital,CHEMODENERVATION 1 EXTREMITY EA ADDL 5/> MUSCLES," $2,439.00 "
Cooper University Hospital,CHEMODERNERV 1EXTRM EA ADD 1-4," $1,068.00 "
Cooper University Hospital,CHEMODERNERV TRUNK MUSCLE 1-5," $1,501.00 "
Cooper University Hospital,CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE," $1,098.00 "
Cooper University Hospital,CHEMOTHERAPY INJECTION, $205.00 
Cooper University Hospital,CHEST 1 VIEW, $569.00 
Cooper University Hospital,CHEST 2 VIEWS, $622.00 
Cooper University Hospital,CHEST 4 VIEWS, $541.00 
Cooper University Hospital,CHEST PHYSICAL THERAPY INITIAL, $204.00 
Cooper University Hospital,CHEST PT SUBSEQUENT, $112.00 
Cooper University Hospital,CHEST SPECIAL VIEWS, $246.00 
Cooper University Hospital,CHEST W APICAL LORDOTIC VIEW, $232.00 
Cooper University Hospital,CHEST WITH OBLIQUES, $588.00 
Cooper University Hospital,CHEST X-RAY SPECIAL VIEWS, $256.00 
Cooper University Hospital,CHG BILI DRAIN CATH," $9,634.00 "
Cooper University Hospital,CHG OF NEPH OR PYELSTOMY TUBE," $5,848.00 "
Cooper University Hospital,CHIKUNGUNYA AB, $134.00 
Cooper University Hospital,CHILD 1 VIEW NOSE TO RECTUM FB, $231.00 
Cooper University Hospital,CHITOTRIOSIDASE," $1,007.00 "
Cooper University Hospital,CHLAMYDIA ANTIBODY, $116.00 
Cooper University Hospital,CHLAMYDIA PNEUMO AMP PROBE, $410.00 
Cooper University Hospital,"CHLAMYDIA, AMPLIFIED PROBE", $262.00 
Cooper University Hospital,"CHLMD TRACH,DNA,AMP PROBE", $262.00 
Cooper University Hospital,CHLORIDE, $46.00 
Cooper University Hospital,CHLORIDE FECES *, $58.00 
Cooper University Hospital,CHLORIDE LC, $39.00 
Cooper University Hospital,"CHLORIDE, CSF", $58.00 
Cooper University Hospital,"CHLORIDE, FLUID", $58.00 
Cooper University Hospital,"CHLORIDE, FLUID *", $58.00 
Cooper University Hospital,"CHLORIDE, URINE 82436*", $29.00 
Cooper University Hospital,"CHLORIDE,RANDOM URINE", $39.00 
Cooper University Hospital,CHLOROPROCAINE 2% INJ 20ML, $41.00 
Cooper University Hospital,CHOLANGIOGRAM INTRAOPERATIVE," $1,506.00 "
Cooper University Hospital,CHOLANGIOGRAM T-TUBE," $2,144.00 "
Cooper University Hospital,CHOLECYSTOSTOMY PERC," $10,624.00 "
Cooper University Hospital,CHOLESTEROL, $50.00 
Cooper University Hospital,"CHOLESTEROL, TOTAL", $50.00 
Cooper University Hospital,CHOLINESTERASE SERUM*, $132.00 
Cooper University Hospital,CHROM ANAL ADDL KARYOTYPE EACH, $175.00 
Cooper University Hospital,CHROM ANAL CELL COUNT W BANDIN, $871.00 
Cooper University Hospital,CHROM ANAL COUNT AND BANDING*, $982.00 
Cooper University Hospital,CHROMATIN AB, $229.00 
Cooper University Hospital,CHROMIUM, $988.00 
Cooper University Hospital,CHROMOGRANIN A, $443.00 
Cooper University Hospital,CHROMOSOME ADD HIGH/RES STUDY," $1,264.00 "
Cooper University Hospital,CHROMOSOME ANALYSIS CONCEPTION, $861.00 
Cooper University Hospital,"CHROMOSOME ANALYSIS, ADD'L CELLS", $126.00 
Cooper University Hospital,CHROMOSOME ANLYS COUNT 5 CELL," $1,229.00 "
Cooper University Hospital,"CI INHIBITOR,FUNCTIONAL", $43.00 
Cooper University Hospital,"CIRCUMCISION/CLAMP,OTHER DEVIC"," $7,178.00 "
Cooper University Hospital,CISATRACURIUM 10MG/ML 20ML INJ," $1,018.00 "
Cooper University Hospital,CISATRACURIUM 200MG/200MLIVDRP, $666.00 
Cooper University Hospital,CISATRACURIUM 2MG/ML 10ML, $90.00 
Cooper University Hospital,CISATRACURIUM 2MG/ML 5ML, $99.00 
Cooper University Hospital,CITRATE*, $222.00 
Cooper University Hospital,"CITRATE, URINE", $222.00 
Cooper University Hospital,CK, $60.00 
Cooper University Hospital,CK ISOENZYMES, $48.00 
Cooper University Hospital,C-KIT MUTATION ANALYSIS," $1,312.00 "
Cooper University Hospital,CKMB MASS, $43.00 
Cooper University Hospital,CLEROTHERP FLUID COL PER," $4,653.00 "
Cooper University Hospital,CLINICAL BRACHYTHERAPY 77799," $1,742.00 "
Cooper University Hospital,CLINICAL BRACHYTHERAPY 77799 RP," $1,742.00 "
Cooper University Hospital,CLOMIPRAMINE AND METABOLITES, $419.00 
Cooper University Hospital,CLONAZEPAM, $376.00 
Cooper University Hospital,CLONIDINE LEVEL," $1,003.00 "
Cooper University Hospital,CLOPIDOGREL 300MG TABLET, $95.00 
Cooper University Hospital,CLOPIDOGREL 75MG TABLET, $44.00 
Cooper University Hospital,CLORAZEPATE (TRANXENE), $67.00 
Cooper University Hospital,CLOSE LAC VEST OF MOUTH, $579.00 
Cooper University Hospital,CLOSED TREAT OF METATARSAL FX, $486.00 
Cooper University Hospital,CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION," $9,869.00 "
Cooper University Hospital,CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA, $908.00 
Cooper University Hospital,CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/MANJ," $6,079.00 "
Cooper University Hospital,CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/O MANJ, $964.00 
Cooper University Hospital,CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ," $5,526.00 "
Cooper University Hospital,CLOSED TX FX PHALANX W/MANIPUL, $496.00 
Cooper University Hospital,CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION," $5,185.00 "
Cooper University Hospital,CLOSED TX MANDIBULAR FRACTURE W/O MANIPULATION," $2,009.00 "
Cooper University Hospital,CLOSED TX MANDIBULAR FX W/INTERDENTAL FIXATION," $20,624.00 "
Cooper University Hospital,CLOSED TX MONTEGGIA FX DISLOCATION ELBOW W/MANJ," $5,526.00 "
Cooper University Hospital,CLOSED TX NASAL FRACTURE W/O STABILIZATION," $5,054.00 "
Cooper University Hospital,CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION," $9,869.00 "
Cooper University Hospital,CLOSED TX PALATAL/MAXILLARY FX W/FIXATION/SPLINT," $9,869.00 "
Cooper University Hospital,CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA, $976.00 
Cooper University Hospital,CLOSED TX RADIAL SHAFT FRACTURE W/MANIPULATION," $5,928.00 "
Cooper University Hospital,CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION, $999.00 
Cooper University Hospital,CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ," $6,079.00 "
Cooper University Hospital,CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/O MAN, $972.00 
Cooper University Hospital,CLOSED TX TALUS FRACTURE W/MANIPULATION," $5,526.00 "
Cooper University Hospital,CLOSED TX TALUS FRACTURE W/O MANIPULATION, $817.00 
Cooper University Hospital,CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ, $968.00 
Cooper University Hospital,CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ," $5,526.00 "
Cooper University Hospital,CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION, $999.00 
Cooper University Hospital,CLOSURE DEVICE 6F/7F MYNX," $1,021.00 "
Cooper University Hospital,CLOSURE DEVICE PLACEMENT," $1,309.00 "
Cooper University Hospital,CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM/CPL," $2,160.00 "
Cooper University Hospital,CLOSURE PARAVALVULAR LEAK," $10,279.00 "
Cooper University Hospital,"CLOTTING ASSAY,WHOLE BLOOD", $420.00 
Cooper University Hospital,CLOZAPINE, $61.00 
Cooper University Hospital,CLSD HEAD/NECK FRACTURE W/MANI," $1,442.00 "
Cooper University Hospital,CLSD TREAT METACARPAL FRACTURE, $594.00 
Cooper University Hospital,CLSD TRMNT RADIAL HEAD SUBLUXA, $714.00 
Cooper University Hospital,CLSD TX CARPOMETACARP FX DISLO," $1,442.00 "
Cooper University Hospital,CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION," $2,270.00 "
Cooper University Hospital,CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION, $817.00 
Cooper University Hospital,CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES," $5,926.00 "
Cooper University Hospital,CLSD TXMT CLAVICLE FX WO MANIP, $648.00 
Cooper University Hospital,CLTX ACETABULM HIP/SOCKT FX MANJ W/WO SKEL TRACJ," $4,045.00 "
Cooper University Hospital,CLTX ANKLE DISLC REQ ANES W/WO PRQ SKEL FIXJ," $6,058.00 "
Cooper University Hospital,CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ, $984.00 
Cooper University Hospital,CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES, $908.00 
Cooper University Hospital,CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA, $968.00 
Cooper University Hospital,CLTX DSTL PHLNGL FX FNGR/THMB W/O MANJ EA, $973.00 
Cooper University Hospital,CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ, $968.00 
Cooper University Hospital,CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF," $4,697.00 "
Cooper University Hospital,CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANJ," $6,058.00 "
Cooper University Hospital,CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ, $908.00 
Cooper University Hospital,CLTX FX PHLX/PHLG OTH/THN GRT TOE W/O MANJ, $817.00 
Cooper University Hospital,CLTX FX W8 BRG ARTCLR PRTN DSTL TIBIA W/O MANJ, $908.00 
Cooper University Hospital,CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ, $964.00 
Cooper University Hospital,CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA," $4,973.00 "
Cooper University Hospital,CLTX HIP DISLOCATION TRAUMATIC W/O ANESTHESIA, $817.00 
Cooper University Hospital,CLTX HUMERAL CONDYLAR FX MEDIAL/LATERAL W/MANJ," $5,526.00 "
Cooper University Hospital,CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/MANJ," $5,526.00 "
Cooper University Hospital,CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/O MANJ, $908.00 
Cooper University Hospital,CLTX HUMERAL SHFT FX W/MANJ W/WO SKELETAL TRACJ," $4,973.00 "
Cooper University Hospital,CLTX INTERPHALANGEAL JOINT DISLOCATION W/O ANES, $908.00 
Cooper University Hospital,CLTX INTR/PERI/SBTRCHNTC FEMORAL FX W/MANJ," $4,418.00 "
Cooper University Hospital,CLTX IPHAL JT DISLC W/MANJ W/O ANES, $777.00 
Cooper University Hospital,CLTX MANDIBULAR/MAXILLARY ALVEOLAR RIDGE FX SPX," $9,869.00 "
Cooper University Hospital,CLTX METACARPAL FX W/MANIPULATION EACH BONE, $969.00 
Cooper University Hospital,CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES," $5,526.00 "
Cooper University Hospital,CLTX METATARSOPHLNGL JT DISLC REQ ANES," $5,452.00 "
Cooper University Hospital,CLTX METATARSOPHLNGL JT DISLC W/O ANES, $908.00 
Cooper University Hospital,CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA, $968.00 
Cooper University Hospital,CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/O MANJ EA, $974.00 
Cooper University Hospital,CLTX POST HIP ARTHRP DISLC REQ ANES," $6,058.00 "
Cooper University Hospital,CLTX POST HIP ARTHRP DISLC W/O ANES, $817.00 
Cooper University Hospital,CLTX PROX FIBULA/SHFT FX W/O MANJ, $964.00 
Cooper University Hospital,CLTX PROX HUMRL FX W/MANJ W/WO SKELETAL TRACJ," $5,926.00 "
Cooper University Hospital,CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION, $972.00 
Cooper University Hospital,CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ, $908.00 
Cooper University Hospital,CLTX SCAPULAR FX W/MANJ W/WO SKELETAL TRACTION," $6,058.00 "
Cooper University Hospital,CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/MANJ," $4,973.00 "
Cooper University Hospital,CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/WO MANJ, $908.00 
Cooper University Hospital,CLTX TIBIAL FX PROXIMAL W/WO MANJ W/SKEL TRACJ," $11,067.00 "
Cooper University Hospital,CLTX TRIMALLEOLAR ANKLE FX W/MANIPULATION," $5,526.00 "
Cooper University Hospital,CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION, $908.00 
Cooper University Hospital,CMV AB IGM, $201.00 
Cooper University Hospital,CMV DNA QUAL PCR, $444.00 
Cooper University Hospital,"CMV DNA QUANT, PCR", $273.00 
